Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Ha Noi - Production Industrialization Quality Specialist - Woven Team,Decathlon Vietnam,Thương lượng,,"As a Production Industrialization Quality Specialist, your mission is pivotal: You will be the architect behind transforming innovative prototypes into high-quality, cost-effective, and environmentally responsible mass-produced sporting goods. You'll directly guarantee the seamless reproduction of our prototypes, ensuring they meet Decathlon's rigorous quality, cost, and lead time requirements, while upholding our commitment to environmental standards.KEY RESPONSIBILITIES:1. Supplier Management: Proactively manage our industrial partners, leveraging your expertise to foster strong, collaborative relationships.2. Technical Feasibility: Master the technical requirements of the production process, ensuring designs are technically feasible for mass production.3. Sample Validation: Oversee and validate sample production, ensuring strict adherence to quality and design specifications.4. Cost Optimization: Drive continuous improvement in process cost, identifying efficiencies without compromising quality.5. Process Mastery: Become the expert in our industrialization rules, applying them effectively to your dedicated production processes.6. Production Line Optimization: Identify and implement strategies to optimize production lines, enhancing efficiency and output.7. Technical Expertise: Serve as the guardian of technical requirements, ensuring all production aspects meet our exacting standards.8. Quality Management: Control the Quality of the Products in the lines and before shipment, improve the Quality system of your suppliers.Ensure that Decathlon Compliance standards and the local regulation are respected, in terms of quality, safety, environment, toxicology, and social compliance.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,
Regional Transportation Manager (Asia),Molex Vietnam (Ha Noi and Hung Yen),Thương lượng,"Thang Long Industrial Park II, Hưng Yên, Việt Nam, P-15, Thang Long I IP, Thien Loc Ward, Hanoi and Plots T8 and T9 in Thang Long II IP, Duong Hao Ward, Hung Yen","About the Role
We are looking for an experienced Regional Transportation Manager to lead end to end transportation operations across Asia. This role focuses on ensuring on time, in full shipment performance, driving cost efficiency, strengthening partnerships with logistics providers, and supporting procurement and sourcing initiatives across the region.
You will partner closely with plants—primarily in Vietnam and other Asia DSS sites—to optimize transportation processes, enhance visibility, and elevate service performance.
________________________________________
Key Responsibilities
• Ensure on time, in full (OTIF) execution for all assigned plants and proactively resolve shipment issues or escalations.
• Identify, lead, and implement cost saving opportunities and process improvements, with clear reporting of results.
• Build and maintain strong relationships with regional and local freight forwarders and transport carriers; conduct monthly performance reviews.
• Support rollout of Procurement initiatives, including annual cost reduction targets.
• Support contract logistics and local trucking sourcing activities across Asia.
• Collaborate with cross regional teams to ensure consistent transportation standards and best practice sharing.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,02/03/2026,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Quản Lý Chuỗi Cung Ứng,Hậu cần/Giao nhận,10,Cử nhân,Không hiển thị,1,,Nhân viên,"Communication, Freight Forwarding, Proposal Analytics, Supply Chain Management, Transportation Management System",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Hậu cần/Giao nhận, Communication, Freight Forwarding, Proposal Analytics, Supply Chain Management, Transportation Management System, Molex Vietnam (Ha Noi and Hung Yen), Hưng Yên"
Franchise Operation Manager – Home Appliances,Navigos Search,Thương lượng,,,"• At least 5 years of experience in franchise, retail operations, or business development.
• Experience in managing a team.
• Good understanding of retail/distribution industry (home appliances is a plus).
• Strong communication and problem-solving skills.
• Willing to travel and work flexibly.
• Good English skills both verbal and written.",,,,,,,,,,,,,,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ Y tế/Chăm sóc sức khỏe, Communication Skills, Franchise Business Development, Retail Operations, Sales Management, Team Management, Navigos Search, Hồ Chí Minh"
Product Manager – Home Appliances,Navigos Search,Thương lượng,"Center of Ho Chi Minh City, HCMC","Purpose of the role:
The Product Manager is responsible for managing the full product lifecycle, from market research and product development to launch execution and performance optimization. This role works closely with R&D, Sales, Marketing, and Supply Chain teams to ensure strong product competitiveness, healthy profitability, and sustainable category growth.

Responsibilities:
Market & Strategy
• Conduct market research, competitor benchmarking, and consumer analysis to identify trends, opportunities, and potential risks.
• Define product positioning, target segments, and value proposition.
• Develop and manage the product roadmap aligned with business objectives.
Product Development & Portfolio Management
• Lead new product development projects from concept to launch.
• Collaborate with R&D to ensure product quality, features, cost targets, and compliance standards.
• Manage product portfolio including pricing strategy, SKU planning, and lifecycle management (launch, optimization, phase-out).
• Monitor product performance and recommend improvements when needed.
Commercial Execution
• Coordinate with Sales teams to ensure effective product launches and sales execution.
• Support promotional planning and go-to-market activities.
• Track sales performance, profitability, and inventory levels to drive data-based decisions.
• Provide product training and materials to strengthen sales capability.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,02/03/2026,Khác > Khác,Bán lẻ/Bán sỉ,7,Cử nhân,30-50,1,9:00 - 18:00,Trưởng phòng,"Collaboration, Data-Driven, Market Research, Project Management, Software Lifecycle Management",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Khác, Khác, Bán lẻ/Bán sỉ, Collaboration, Data-Driven, Market Research, Project Management, Software Lifecycle Management, Navigos Search, Hồ Chí Minh"
Giám Sát Mep (20 Triệu Đến 25 Triệu- KV TP HCM),CÔNG TY TNHH KIẾN TRÚC VÀ XÂY DỰNG DORI,16tr-25tr ₫/tháng,,,,,,,,,,,,,,,,,,,,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Revit Training, Electric, Kỹ Thuật Cơ Khí, CÔNG TY TNHH KIẾN TRÚC VÀ XÂY DỰNG DORI, Hồ Chí Minh"
Kỹ Sư xây dựng Công Trình - TP HCM - 15-25 Triệu Đồng,CÔNG TY TNHH KIẾN TRÚC VÀ XÂY DỰNG DORI,15tr-25tr ₫/tháng,"Bình Dương, p. Dĩ An, Dĩ An, Thành phố Hồ Chí Minh, Việt Nam, Số 20 đường M4, KDC Kiến Á, Phường Phước Long, TP HCM","- Đọc bản vẽ, bóc tách khối lượng thi công, khối lượng thanh toán, dự trù vật tư
- Giám sát công tác thi công hiện trường, nghiệm thu nội bộ, nghiệm thu công việc với tư vấn giám sát, giám sát an toàn lao động
- Kiểm soát khối lượng vật tư, vật liệu thi công, lên khối lượng báo cáo về phòng vật tư
- Lên được tiến độ thi công chi tiết của từng hạng mục công việc
- Quản lý, cập nhật các công tác đang thi công tại hiện trường để đảm bảo đúng tiến độ",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,02/03/2026,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,1,Cử nhân,22-45,Không hiển thị,08:00 - 17:00,Nhân viên,"Civil Engineering, Kỹ Sư Xây Dựng, Bóc Tách Khối Lượng, Giám Sát Thi Công, Giám Sát An Toàn Công Trình",Tiếng Việt,Người Việt Nam,Nam,Bất kỳ,T2 - T7,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Civil Engineering, Kỹ Sư Xây Dựng, Bóc Tách Khối Lượng, Giám Sát Thi Công, Giám Sát An Toàn Công Trình, CÔNG TY TNHH KIẾN TRÚC VÀ XÂY DỰNG DORI, Hồ Chí Minh, Bình Dương"
Product Designer,Fushan Technology Vietnam,"$ 500-1,500 /tháng","VSIP Bac Ninh, Hà Nội, Bac Giang, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","1. Review the customer's 3D drawing, and design and provide DFM feedback
2. Own the design of consumable parts and protective cases, DFM and tooling trial
3. Client service, contact window of foreign clients, follow DOE demands、executions and provide reports
4. Failure analysis in fields of assembly, testing and reliability
5. Join MIL meeting and follow the highlighted issues",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Sản xuất, Product Design, Phát Triển Sản Phẩm, Adobe Photoshop, Adobe Illustrator, Fushan Technology Vietnam, Bắc Ninh, Hà Nội, Bắc Giang"
Sales Staff (Japanese-speaking) - N2 (Open for fresher),Navigos Search,$ 650-850 /tháng,HCMC,"Job Responsibilities
1. Management of Contract Sales Workers
• Manage and support approximately 30 contract Sales Workers assigned to stores
• Conduct store visits and daily follow-up
• Collect market information and report to management
2. Existing Client Development
• Expand product SKUs and store coverage with existing clients
• Handle accounts in both MT (Modern Trade) and TT (Traditional Trade) channels
• Conduct sales activities toward:
o Distributors (mainly for TT)
o MT headquarters or branch offices
• Build and maintain relationships with Japanese retail clients such as AEON and KOHNAN
3. New Business Development
• Develop new customers and new stores, mainly in the TT channel
• Approach potential clients and propose product introduction
Mission & Targets
• Increase the number of retail stores carrying the company’s products
• Achieve company-wide annual sales growth of approximately 190% year-on-year
Client portfolio ratio (approx.):
• TT: 50–60%
• MT (mainly Japanese retailers): 40%",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,02/03/2026,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Hàng tiêu dùng,1,Cao đẳng,20-30,1,9:00 - 18:00,Nhân viên,"Customer Support, Japanese proficiency, Market Knowledge, Positive Attitude, Sales Experience",Tiếng Nhật,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Customer Support, Japanese proficiency, Market Knowledge, Positive Attitude, Sales Experience, Navigos Search, Hồ Chí Minh"
Kiến Trúc Sư - Quản Lý Thiết Kế Dự Án (CĐT),CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM,Thương lượng,"600 Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, 600 Điện Biên Phủ, P. 22, Quận Bình Thạnh, HCM","• Là đầu mối trao đổi thông tin với các đơn vị tư vấn thiết kế quốc tế và tư vấn địa phương, phối kết hợp với các bộ phận (kiến trúc, kết cấu và cơ điện, nội thất, cảnh quan,…) và phòng, ban liên quan.
• Căn cứ quy chuẩn , tiêu chuẩn Việt Nam kiểm tra thiết kế do tư vấn đệ trình đảm bảo theo quy chuẩn và tiêu chuẩn hiện hành các thể loại công trình : phức hợp cao tầng, khu đô thị thấp tầng, khách sạn, resort,…
• Đánh giá hồ sơ thiết kế từ giai đoạn ý tưởng quy hoạch đến bản vẽ thi công để đảm bảo sự phù hợp với định hướng đầu tư của Tập đoàn, tuân thủ các quy định hiện hành, phù hợp các thủ tục pháp lý và yêu cầu kỹ thuật.
• Đề xuất tư vấn thiết kế có đủ năng lực và phù hợp với thể loại dự án, công trình;
• Lập hồ sơ yêu cầu chào giá, tiếp nhận thông tin và đánh giá hồ sơ dự thầu tư vấn thiết kế;
• Lập kế hoạch, theo dõi tiến độ công việc thiết kế và tiến độ thanh toán cho nhà thầu tư vấn.
• Tham gia công tác tự thiết kế khi được yêu cầu.
• Giám sát tác giả không thường xuyên tại công trường, định kỳ lập báo cáo kiểm tra công trường.
• Các công việc khác theo quy định Công ty.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Kiến Trúc/Xây Dựng, Xây Dựng, Kiến trúc/Thiết kế nội thất, Kiến Trúc Công Trình, Kiến Trúc Sư, Sketchup, CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM, Hồ Chí Minh"
Reliability Engineer,Fushan Technology Vietnam,"$ 500-1,500 /tháng","VSIP Bac Ninh, Hà Nội, Bac Giang, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","1. Management Reliability test team: Environment test / Drop / Mechanical / Tumble test…
2. Prepare, calculate equipment, fixture, consumable for new project.
3. Arrange equipment, manpower for each item test suitably.
4. Report to customer find out issue during REL test.
5. Report consolidation and recommendation from test result
6. Recommend the reliability test needed based upon REL capability
7. Receive REL test requirements from customer, follow and update progress.
8. Support other team perform some DOE and special test to verify process.
9. Conduct equipment maintenance on a regular schedule.
10. Equipment trouble shooting, in-house maintenance, improvement and ensure calibration",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,02/03/2026,Khoa Học & Kỹ Thuật > Kỹ Thuật Ô Tô,Sản xuất,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Reliability Test Management, Reliability, Data Analysis, Electronic, Automotive",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Ô Tô, Sản xuất, Reliability Test Management, Reliability, Data Analysis, Electronic, Automotive, Fushan Technology Vietnam, Bắc Ninh, Hà Nội, Bắc Giang"
