Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
HR Officer,PepsiCo Foods Vietnam Company,$ 500-600 /tháng,,,,,,,,,,,,,,,,,,,,
RECs and Admin Assistant,Monsoon Sustainability Company Limited,Thương lượng,"33 bis Mac Dinh Chi St, Level 9, Sai Gon Ward, Ho Chi Minh City, Vietnam, 33bis Mac Dinh Chi, Da Kao Ward, District 1, HCMC","SCOPE OF DUTIES
Position: RECs and Admin Assistant
Reporting to: Director, Angus McEwin
Responsibilities
1. RECs Team Admin:
• Assist the REC sales team, including preparation of sales quotations, sales contracts, coordinating with the accountant to prepare invoices, researching conferences/events information, preparation of materials for conference participation, preparation of proposals etc.
• Support the RECs team with the management of REC supply from renewable energy projects globally, including tracking spreadsheets and coordinating with the power plant owners.
• Assist the RECs team to collect and collate data from the power plants and assist to issue RECs.
• Support the team to prepare operational reports and marketing material.
• Assist the RECs team to onboard new clients including collating and conducting an initial review of Know-Your-Client information.
• Other tasks as assigned.
2. Office Admin:
• Support the Office Manager with office administration tasks.
• Prepare and print sales contracts.
• Arrange travel logistics for business trips, including booking flights, hotels, means of transport, etc.
• Arrange courier services for mail delivery.
• Arrange meeting room, team lunch when required.
• Translation of documents and interpretation as required.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/02/2026,Hành Chính Văn Phòng > Hành Chính,Dịch vụ môi trường/Chất thải,Không hiển thị,Cử nhân,Không hiển thị,1,8:30am - 5:30pm,Mới Tốt Nghiệp,"Office Administration, Staff Coordination, Assistant, Environment, Renewable Energy Projects",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Dịch vụ môi trường/Chất thải, Office Administration, Staff Coordination, Assistant, Environment, Renewable Energy Projects, Monsoon Sustainability Company Limited, Hồ Chí Minh"
Production Artist (Ai-Enabled),Asiafoods Corporation,Thương lượng,"Văn phòng Công ty Asiafoods, 37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","1. Tổng quan:
Chịu trách nhiệm xử lý hậu kỳ video cho các film quảng cáo (TVC, digital, short-form) được gen AI hoặc kết hợp AI – CGI – footage thật, đảm bảo chất lượng phát hành, đúng brand và an toàn pháp lý.
2. Chi tiết:
A. POST-PRODUCTION (CORE)
• Offline / Online edit video quảng cáo
• Cắt dựng nhịp phim theo: Scrip,t, Storyboard, Nhịp nhạc / VO
• Xử lý: Cleanup lỗi AI (artifact, méo hình, flicker), Match màu giữa shot AI – CGI – footage thật, Color correction / grading
B. COMPOSITING & FINALIZE
• Ghép: Shot AI, Shot CGI (từ CGI Artist), Footage quay thật
• Kiểm soát: Continuity, Ánh sáng – màu sắc – texture
• Xuất file đúng chuẩn: TVC broadcast, Digital (YouTube, TikTok, Meta), LED / OOH / POSM
C. ỨNG DỤNG AI TRONG HẬU KỲ (BẮT BUỘC)
• Dùng AI để: Enhance / upscale, Inpaint / clean-up, Frame interpolation, Fix lỗi gen AI,
• Biết viết prompt hậu kỳ, nhưng không gen asset 3D",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Thiết Kế, Chỉnh Sửa Video, Hàng tiêu dùng, AI, Multimedia, VFX, Film Editing, VFX Art, Asiafoods Corporation, Hồ Chí Minh"
Chuyên Viên CGI & VFX,Asiafoods Corporation,Thương lượng,"Văn phòng Công ty Asiafoods, 37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Tổng quan công việc: Chịu trách nhiệm tạo CGI & VFX cho film quảng cáo, bao gồm: Mascot, Product shot, Hiệu ứng (khói, lửa, nước, sợi mì, cháo, ….chuyển cảnh)

Chi tiết công việc:
A. CGI / VFX (CORE)
• Dựng CGI cho: Nhân vật (mascot), Sản phẩm, Food visual
• Tạo hiệu ứng: Chuyển cảnh, Dynamic effect, Motion CGI
• Xuất shot rời cho Post team compositing
B. KẾT HỢP AI TRONG CGI (BẮT BUỘC)
• Dùng AI để: Tạo concept visual, Tham chiếu texture / lighting, Hỗ trợ gen asset (background, effect)
• Biết chọn AI để tăng tốc, không lệ thuộc 100%
C. KIỂM SOÁT TÍNH THỰC
• Tỷ lệ vật lý
• Ánh sáng – shadow – reflection
• Tránh: CGI quá ảo, Food không ăn được, Hiệu ứng phi logic với brand FMCG",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/02/2026,Thiết Kế > Chỉnh Sửa Video,Hàng tiêu dùng,2,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"3D Game, Multimedia, Game Art, Digital Media, Visual Effects",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Thiết Kế, Chỉnh Sửa Video, Hàng tiêu dùng, 3D Game, Multimedia, Game Art, Digital Media, Visual Effects, Asiafoods Corporation, Hồ Chí Minh"
Project Executive,Công ty TNHH Ong & Ong,20tr-25tr ₫/tháng,"Phòng 1003B, tầng 10, tòa nhà Centre Point, số 106, đường Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","1. Role Overview
You are the administrative backbone of Studio A1 and the Keeper of Secrets. Your role is to process information, filter noise, and secure revenue. Because you will handle sensitive data, you must possess absolute integrity. You are the ""Black Box"" of the studio: information goes in, but it never comes out to the wrong people.
2. Detailed Responsibilities & KPI Metrics
A. Client Intake & Filtering (The Gatekeeper)
• Manage the phone line.
• Administer the ""New Project Intake Form"" (Q&A Framework) to all inquiries.
• Create a ""Go/No-Go"" Summary Sheet for the Director to review within 4 hours
B. Commercial & Legal Drafting (The Drafter)
• Drafting: Take the Director’s strategic inputs and populate the Fee Proposal/Contract.
• Math Check: Verify all summations, VAT calculations, and currency conversions.
C. Confidentiality & Integrity (The Vault)
• HR Data Management: Consolidate sensitive Staff Review Forms, KPI Scores. You must ensure no other staff member has access to these files.
• Commercial Secrecy: Protect the ""Contract Value"" of projects. Ensure fee numbers are redacted (hidden) when sharing general project info with the design team.
• The ""Unspeakable Rule"" (Political Acumen): You must instinctively understand the studio hierarchy and information flow. You know who needs to know what, and more importantly, who does not. You do not gossip, and you shut down questions about fees.
D. Executive Documentation (MOM & Records)
• Attend Client/Board meetings and transcribe decisions into MOMs.
• Track the signature status daily until signed.
E. Financial Operations (The Chaser)
• Maintain the ""Accounts Receivable Tracker"".
• Prepare Payment Certificate & VAT Invoice drafts.
• Execute the ""Chasing Protocol"" (Day -3, Day 0, Day +3).
F. Studio Admin & Logistics
• Update the Studio Brochure.
• Generate the ""Staff Punctuality Report"".
• Perform other administrative tasks as assigned by the Head of Studio to ensure smooth studio operations.
• Arrange, monitor, and send reminders for the Studio’s schedules, including but not limited to:
o Client meetings
o Internal studio meetings
o Internal training sessions and technical meetings
• Act as the Single Point of Contact between the Studio and internal support functions (Admin / HR / IT):
o Consolidate and submit requests from the Studio to relevant departments.
o Receive requests from Admin / HR / IT and coordinate implementation for the Studio after informing the Head of Studio.
• Track the progress of cross-department requests and proactively update the Head of Studio.
• Provide logistical support for Studio activities when required (meeting rooms, documents, attendee lists, equipment, etc.).",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Hành Chính Văn Phòng, Trợ Lý Kinh Doanh, Kiến trúc/Thiết kế nội thất, Civil Drafting, Excel Skills, Gatekeeping, Solution Oriented, Confidential Ops, Công ty TNHH Ong & Ong, Hồ Chí Minh"
Project Architect,Công ty TNHH Ong & Ong,45tr-50tr ₫/tháng,,,"Education & Certification
• Bachelor’s Degree in Architecture.
• Mandatory: Valid Professional Architect Practicing License (Class II or above).
• English proficiency: Strong command of all four skills. Required IELTS ≥ 6.0 or TOEFL iBT ≥ 80. Preference given to candidates capable of presenting design proposals and working directly with international consultants.
Experience & Knowledge
• 7 – 10 years of hands-on experience. Must have served as Project Architect (PA) on at least two medium to large-scale projects (High-rise buildings, Hotels, Mixed-use developments).
• Strong knowledge of architectural detailing, construction materials, and construction processes.
• Thorough understanding of statutory procedures including Planning approval, Construction permits, Fire Protection approval, and Project completion acceptance.
Skills
• Management: Strong leadership, multitasking, risk management, and problem-solving abilities.
• Tools: Proficient in AutoCAD and MS Project / MS Office.",,,,,,,,,,,,,,,,,"Kiến Trúc/Xây Dựng, Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc, Kiến trúc/Thiết kế nội thất, AutoCAD Pro, Autocad Structural Detailing, BIM Revit, Leadership, Project Management, Công ty TNHH Ong & Ong, Hồ Chí Minh"
Revit Architect / BIM Architect,Công ty TNHH Ong & Ong,25tr-30tr ₫/tháng,"Phòng 1003B, tầng 10, tòa nhà Centre Point, số 106, đường Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","1. DUTIES & RESPONSIBILITIES
Revit & BIM Expertise
• Modeling & Model Management: Responsible for developing accurate architectural 3D models in accordance with LOD standards (300–400), from the Schematic Design (SD) stage through Construction Documentation (CD).
• Documentation Production: Produce 2D drawing sets directly from Revit (plans, elevations, sections, stair details, sanitary details, construction details, etc.). Ensure drawings comply with the company's presentation standards (annotation, tagging).
• Family Management: Create and modify parametric Revit Families to support project requirements.
• Multidisciplinary Coordination: Coordinate with Structural and MEP disciplines to perform clash detection using Revit/Navisworks and resolve conflicts prior to documentation issuance.
Technical & Project Support
• Code Compliance Control: Ensure designs comply with QCVN, TCVN, and current Fire Protection (FPC/PCCC) regulations.
• Site Support: Respond to RFIs and clarify complex details through the use of 3D models.
• Quantity Take-off: Assist in generating basic quantity schedules from the BIM model.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/02/2026,Kiến Trúc/Xây Dựng > Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc,Kiến trúc/Thiết kế nội thất,3,Cử nhân,28-60,4,9:00 - 17:30,Nhân viên,"Autocad, Autocad Structural Detailing, AUTODESK REVIT, Navisworks, Teamwork",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc, Kiến trúc/Thiết kế nội thất, Autocad, Autocad Structural Detailing, AUTODESK REVIT, Navisworks, Teamwork, Công ty TNHH Ong & Ong, Hồ Chí Minh"
Education Market Research & Partnership Builder (Secondary Education In Germany),GEP Education Group Ltd.,Thương lượng,Vietnam (remote),"We from German Education Partners (GEP Education Group Ltd.) are a leading German education organization representing 90+ boarding schools across Germany and currently the market leader in our field in China with offices in Frankfurt am Main, Germany and Shanghai, China. We support Asian students in pursuing the German Abitur (secondary school) and building long-term academic pathways in Germany.

As part of our international expansion strategy, we are now entering the Vietnamese market. Our goal is to build the #1 organization in Vietnam for student placements in Germany.
We are looking for a highly motivated professional with a growth mindset and interest in business development who is based in Vietnam who wants to help build and shape this market from the ground up.

You will work closely with our international team to explore the Vietnamese education market, identify potential partners, and support our local growth strategy. The ideal candidate is detail-oriented, communicative, and passionate about education.

The role can start part-time and expand into a full-time position for the right person. You will work remotely from Vietnam and report directly to our global leadership team. Training and onboarding will take place in Shanghai and Frankfurt to ensure deep understanding of our company, culture, and business model.

Our Core Values: Trust. Honesty. Motivation. Growth Mindset. Ownership.

Key Responsibilities:
• Conduct in-depth market research on the Vietnamese education market (education sector from K-12, study abroad programs and agencies, private, public and international schools, German language schools etc.)
• Identify, evaluate, and approach potential partners (education agencies, schools, institutions)
• Develop and manage a local partnership pipeline
• Support the development and execution of the Vietnam market entry strategy
• Represent the organization in meetings, school visits, fairs, and information sessions (after onboarding)
• Coordinate closely with the Germany and China teams regarding positioning, pricing, and partnership models
• Provide structured market feedback and strategic recommendations
• Support local marketing initiatives (presentations, newsletters, materials adaptation if needed)",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Giáo Dục, Nghiên Cứu Học Thuật, Giáo dục/Đào Tạo, Business Development, Education Consulting, German, Market Research, Partnership Development, GEP Education Group Ltd., Quốc tế"
HR/ Talent Acquisition Manager (Open to Relocate),Công Ty Phát Triển Trạm Sạc Toàn Cầu V-Green,Thương lượng,"Tòa Symphony, phố Chu Huy Mân, Long Biên, Hà Nội, Tòa Văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Job Review
This position is responsible for managing and overseeing all HR functions to support the Company’s expansion into the Philippines market.
The role may be based in Vietnam (leading recruitment for overseas operations) or assigned to the Philippines to directly manage local HR operations, workforce setup, and compliance.

Key Responsibilities
1. Overseas Workforce Setup & Recruitment
Develop and execute recruitment plans to support the Philippines market.
Lead end-to-end recruitment for key positions, including managerial and technical roles.
Build and maintain a strong talent pipeline for overseas operations.
Ensure sufficient and qualified manpower aligned with approved headcount plans.
Conduct candidate screening, competency assessments, and final selection processes.
Coordinate relocation or onboarding processes for assigned personnel.

2. HR Management
Establish and manage HR operations in the Philippines.
Ensure compliance with local labor laws and regulatory requirements.
Oversee employment contracts, payroll coordination, benefits, and tax compliance.
Manage employee relations, disciplinary cases, and terminations when required.
Build and promote Company culture in the overseas market.

3. HR Governance & Reporting
Develop and implement HR policies aligned with corporate standards.
Monitor labor costs and workforce efficiency.
Report workforce status, recruitment progress, and HR risks to senior leadership.
Support system compliance and internal audit requirements.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/02/2026,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Vận tải,5,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"English, Human Resources (HR), Recruitment",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Vận tải, English, Human Resources (HR), Recruitment, Công Ty Phát Triển Trạm Sạc Toàn Cầu V-Green, Hà Nội"
Content Moderator (Agent & Super Agent) Music Social Platform (English / French / Korean / Japanese / Chinese Mandarin),Concentrix,14tr-28tr ₫/tháng,"QTSC1, Quang Trung Software City, Quang Trung Software Park, District 12","Scope of Work
• Review and moderate audio / picture / text content to ensure compliance with platform policies and community guidelines.
• Identify, flag, and escalate inappropriate, harmful, or sensitive audio / picture / text material.
• Document and report trends, patterns, and potential risks in user-generated audio / picture / text content.
• Collaborate with cross-functional teams to maintain a safe and trusted platform environment.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Nội Dung, Truyền thông/Báo chí/Quảng cáo, Chinese, English, French, Japanese, Korean, Concentrix, Hồ Chí Minh"
