Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Accountant Staff - Foreign Trading company,Navigos Search,Thương lượng,"Ho Chi Minh City, Vietnam, HCMC","Responsibilities:
• Handle daily bookkeeping of income, expenses, and transactions.
• Manage invoices, payments, and receipts.
• Keep track of company debts and payments.
• Prepare monthly financial reports and assist with tax filings.
• Check and balance accounts to ensure accuracy.
• Support the team with any accounting-related questions or issues.","• Graduated from University with relevant majors in Accounting/ Finance/ Audit
• Good accounting knowledge and at least 3 years of experience in accounting.
• Experience in trading companies is preferred.
• Attention to detail and good organization skills.
• Able to use Excel and simple accounting software.
• Good English skills.",26/11/2025,Kế Toán/Kiểm Toán > Kế Toán Tài Chính,Hàng tiêu dùng,3,,,,,Nhân viên,"Accounting knowledge, Accounting Software, Attention To Detail, Excel Proficiency, Organizational skills",Tiếng Anh,Người Việt Nam,,,,,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Hàng tiêu dùng, Accounting knowledge, Accounting Software, Attention To Detail, Excel Proficiency, Organizational skills, Navigos Search, Hồ Chí Minh"
Senior AI Engineer / Data Scientist (Machine Learning/python),Bosch Global Software Technologies Company Limited,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Etown Building – 364 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Vietnam, Capital Place Building – 29 Lieu Giai Street, Ngoc Khanh Ward, Ba Dinh District, Hanoi, Vietnam, Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM","We are seeking a highly skilled and experienced Senior AI Engineer / Data Scientist to join our dynamic group. In this pivotal role, you will be responsible for designing, developing, and implementing cutting-edge (Generative) AI solutions leveraging Python, Machine Learning, Large Language Models (LLMs), and classical Natural Language Processing (NLP) methodologies. You will collaborate closely with two expert teams to analyze large datasets, build robust models, and create innovative solutions. Additionally, you will play a key role in guiding junior colleagues and may take on topic leadership for specific areas.

This position demands a high degree of adaptability and willingness to contribute to both short-term, agile projects and longer-term strategic developments, such as an in-house developed chat system. Your contribution will be crucial in ensuring we always have up-to-date and demonstrable solutions readily available for pre-sales activities and rapid prototyping.

Key Responsibilities:
• Design & Development: Design, develop, and implement advanced machine learning algorithms, models, and LLM-based pipelines.
• Data Analysis & Insights: Analyze large datasets to extract meaningful insights and patterns.
• Software Engineering: Write production-quality code in Python, adhering to standard software engineering best practices (Git, testing, etc.). A strong focus will be on backend development using FastAPI and leveraging Azure SDKs. Support basic front-end development tasks.
• Collaboration & Problem Solving: Collaborate effectively with cross-functional teams to identify, understand, and solve complex business problems.
• Technology Adoption: Stay up to date with the latest advancements in AI, GenAI, and data science, actively integrating new technologies where beneficial.
• Integration & Deployment: Work closely with software engineers to integrate AI models into production systems and package AI components for reusability.
• Mentorship & Leadership: Provide guidance and mentorship to junior data scientists and engineers, potentially leading specific topics or initiatives.
• MLOps & Infrastructure: Contribute to the development of robust MLOps pipelines (CI/CD for ML) and apply strong skills in Docker and container orchestration.
• Strategic Evaluation: Research and evaluate external AI services versus in-house development (""Make or Buy"") in a global context, assessing feasibility and ROI.
• Agile Contribution: Support highly volatile projects on demand and contribute to rapid prototyping and continuous improvement. Develop use cases and demos for pre-sales purposes, ensuring consistently updated versions.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,Phần Mềm CNTT/Dịch vụ Phần mềm,5,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Machine Learning, Deep Learning, Artificial Intelligence, Data Analysis, Large Language Models",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Data Engineer/Data Analyst/AI, Phần Mềm CNTT/Dịch vụ Phần mềm, Machine Learning, Deep Learning, Artificial Intelligence, Data Analysis, Large Language Models, Bosch Global Software Technologies Company Limited, Hồ Chí Minh, Hà Nội"
Game Presenter,David Kennedy Recruitment,"28tr-40tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?",,"• Host live gaming sessions and engage with players in real-time.
• Present game content clearly and confidently on camera.
• Utilize strong verbal communication skills to enhance player experience.
• Demonstrate excellent articulation and public speaking abilities.
• Create an engaging and entertaining environment for participants.
• Interact with players through various communication channels.
• Collaborate with the production team to ensure smooth game operations.
• Provide feedback and suggestions for improving game presentations.
• Maintain a professional appearance and demeanor on camera.
• Stay updated on gaming trends and company offerings.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Giáo Dục > Giảng Dạy/Đào Tạo,Nghệ thuật/Giải trí,1,Không giới hạn,Không hiển thị,Không hiển thị,9:00 - 18:00,Mới Tốt Nghiệp,"English Language Proficiency, Interpersonal Skills, Public Speaking, Verbal Communication, Vietnamese fluency",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - CN,Toàn thời gian,"Giáo Dục, Giảng Dạy/Đào Tạo, Nghệ thuật/Giải trí, English Language Proficiency, Interpersonal Skills, Public Speaking, Verbal Communication, Vietnamese fluency, David Kennedy Recruitment, Quốc tế"
General Accountant Cum HR Staff,Công Ty TNHH The Packaging Technology,"$ 500-1,000 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","2 Đường 47-BTT, phường Bình Trưng Tây, Hồ Chí Minh, Việt Nam, 02 road 47-BTT, Binh Trung ward, Ho Chi Minh City, Viet Nam","This role is responsible for managing end-to-end accounting, tax compliance, financial reporting, and internal controls in line with company policies. The position supports business planning, provides financial insights, and ensures regulatory compliance, with a strong focus on accuracy, governance, and process improvement.
Key Responsibilities
• Financial Reporting: Ensuring accurate and timely preparation of financial statements in alignment with Vietnamese Accounting Standards.
• Tax Compliance: Overseeing tax obligations, from timely submissions to adherence to local tax laws.
• Internal Controls: Establishing robust internal controls to safeguard assets and prevent fraud.
• Audit Coordination: Facilitating external audits, providing necessary support throughout.
• Budgeting and Forecasting: Guiding financial strategy through budget development and monitoring.
• Cash Management: Optimizing cash flow for stability and liquidity.
• Compliance with Standards: Adhering to Vietnamese Accounting Standards
• Provide accounting input for commercial initiatives, pricing, margins and product costing.
• Standardizing data in Misa system.
• Other Tasks as assigned.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Kế Toán/Kiểm Toán > Kế Toán Tổng Hợp,Cơ khí/Máy móc/Thiết bị công nghiệp,3,Không giới hạn,Không hiển thị,1,,Nhân viên,"Taxation Regulation, English, Accounting, Accounting Report, MISA",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Cơ khí/Máy móc/Thiết bị công nghiệp, Taxation Regulation, English, Accounting, Accounting Report, MISA, Công Ty TNHH The Packaging Technology, Hồ Chí Minh"
"Senior Sales Support, Vietnam",CÔNG TY TNHH VISY GLOBAL LOGISTICS (VIỆT NAM),"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Ho Chi Minh City, Vietnam, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","Sales Support plays a key role in supporting the Sales Team to build and grow Visy Global Logistics Vietnam’s external customer portfolio, contributing to the company’s 5-year growth. This role mainly focuses on lead qualification, data-driven performance monitoring, and coordination across sales systems to help generate new business across core offerings including Air, Ocean, and Value Added Services.
In addition to providing day-to-day support to the Sales team, the Senior Sales Support takes ownership in managing lead pipelines, tracking conversion progress, and driving the adoption of sales tools and processes. This position acts as a central link between sales, operations, and global stakeholders, ensuring consistent alignment, accurate reporting, and effective system usage across teams.
Key responsibilities

1. Leads Qualification & Sales Support (60%)
• Take full ownership of lead qualification process, using multiple internal and external tools to enrich raw leads with key insights (e.g. trade lanes, estimated volumes, freight forwarder networks, PIC contacts, etc.).
• Distribute qualified leads to appropriate sales team members to maximize conversion opportunities, including those from global trading accounts with potential demand in Vietnam.
• Track sales activities and progress on each lead until successful conversion into a prospect account.
• Report weekly to the Head of Sales on new lead distribution, status updates, and any follow-up actions required from the sales team.
• Advise sales on best approach for cross-border opportunities, especially those involving Visy global trading accounts with demand in Vietnam.
• System Adoption & Global Alignment:
o Act as the local point of contact for new system tools, updates, or alignment initiatives introduced by the global team. E.g. new version of VRM (SFDC), Quote Requests.
o Collaborate with global product/system owners during the testing and pre-launch phase, providing real-world insights from Vietnam’s operation.
o Lead the rollout process post-launch, including training the sales & ops teams, ensuring adoption, collecting feedback, and working with global to iterate further improvements.
o Ensure all local practices stay aligned with global standards, while also localizing execution to match Vietnam-specific workflows.

2. Sales Performance Monitoring, Dashboard, System & VRM (SFDC) Administration (30%)
• Monitor and maintain sales performance reports, sales activities dashboards, and pipeline reviews.
• Adjust, optimize, or build new dashboards/reports in response to management needs (especially from Head of Sales or Country Manager).
• Ensure sales activity data is consistently accurate and aligned with reporting requirements.
• Act as key administrator and go-to support for VRM and ConnectCast systems.
• Provide regular training, guidance, and troubleshooting support to sales and operations teams to ensure proper usage and alignment with company protocols.
• Oversee data integrity and enforce compliance with lead and opportunity management workflows in VRM to ensure performance tracking accuracy.

3. Others (10%)
• Account Ownership & Customer Handling
o Manage a set of own customers and allocated accounts by Head of Sales, maintaining end-to-end responsibility from OCE/AIR quotation handling to post-sale service.
o Coordinate closely with operations and pricing teams to ensure timely and accurate delivery of solutions to customers.
o Keep customers informed of shipment updates, handle issues, and monitor receivables where necessary.
• Ad-hoc Strategic Support
o Provide ad-hoc support to the Country Manager on cross-regional projects, especially involving Vietnam and other Visy offices globally.
o Work cross-functionally with relevant departments to verify and validate sales performance data, ensuring accurate reporting and actionable insights for leadership.
o Contribute to regional and global campaigns such as annual customer surveys, collaborating with relevant stakeholders to ensure high response rates and data quality.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Dịch vụ Y tế/Chăm sóc sức khỏe,3,Cử nhân,15-40,Không hiển thị,08:30 - 17:30,Nhân viên,"Communication Skills, Crm Proficiency, Data Analysis, International Trade, Sales Support",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ Y tế/Chăm sóc sức khỏe, Communication Skills, Crm Proficiency, Data Analysis, International Trade, Sales Support, CÔNG TY TNHH VISY GLOBAL LOGISTICS (VIỆT NAM), Hồ Chí Minh"
Production Planning Specialist,Fushan Technology Vietnam,"$ 500-1,000 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","No 8, street 6, VSIP Bac Ninh, Phu Chan, Tu Son ,Bac Ninh, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","This position is responsible for the production planning. He or she should oversee tasks such as
production scheduling, production progress management, short term resources management, factory
operation strategy, customer delivery management

1. Manage production planning master-data such as SAP and in-house system.
2. Decide weekly production volume considering manufacturing capacity, material availability, sales plan,
finished goods inventory level, delivery Lead time (L/T), manpower.
3. Run daily production plan to fulfill weekly total production target considering productivity, daily
capacity balance, material availability, customer delivery L/T, overtime work.
4. Monitor daily production progress against daily production plan. If problem occurs, make
countermeasure to fulfill customer delivery L/T.
5. Conduct daily production meeting to check all production resources (material, machine, manpower, and
so on) against upcoming 3 days’ production plan.
6. Manage EOL (end of life) model production: sales requirement, balance materials, final production
schedule, other issues. Make countermeasure in joint efforts with all departments to avoid unusable
material, excess finished goods stock.
7. Manage new model introduction schedule/progress (BOM, development issue, material schedule, sales
requirement). If issue occurs, find solution to fulfill new model launch.
8. Other responsibilities as assigned by management.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,Sản xuất,Không yêu cầu,Không giới hạn,Không hiển thị,3,,Nhân viên,Planning,Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Planning, Fushan Technology Vietnam, Bắc Ninh"
Footwear Developer,On (Vietnam),"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Ninh Bình, Việt Nam, Nam Định, Nam Dinh, Vietnam, Capital Place, Phố Liễu Giai, Ngọc Khánh, Ba Đình, Hanoi, Vietnam","Your Mission
• Develop products on time to the target price and in accordance with the design and technical requirements of the technical package while maintaining an emphasis on performance following options to meet key features and product performance and sustainability goals.
• Contribute ideas for product design, construction, materials, and components to enhance functionality, aesthetics, duty, compliance, fit, and product margin.
• Manage sampling and prototyping timelines across all development phases (e.g., Line Review (LR), Final Line Review (FLR), fit and wear test samples, confirmation samples (CFM), etc.)
• Actively communicate with the product creation team regarding lab testing and provide solutions for failures. Review all bottom tooling blueprints with the Zurich team prior to opening sample molds and handover to the commercialization team.
• Visit the production line on a regular basis with the aim of collaborating with the On production team in order to maintain product quality, process improvement, and collective learning.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Sản Xuất > Nghiên Cứu & Phát Triển,Dệt may/May mặc/Giày dép,5,Cử nhân,15-60,1,,Nhân viên,"2D CAD, Footware Development, Footwear, Product Design",Tiếng Anh,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Sản Xuất, Nghiên Cứu & Phát Triển, Dệt may/May mặc/Giày dép, 2D CAD, Footware Development, Footwear, Product Design, On (Vietnam), Ninh Bình, Nam Định"
Key Account Specialist (ETC),Công Ty TNHH Dược Phẩm Gigamed,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Tầng 13 Toà nhà Viettel, 285 Hẻm 285 Cách Mạng Tháng Tám, Phường 12, Tầng 13 Toà nhà Viettel, 285 Hẻm 285 Cách Mạng Tháng Tám, Phường 12, District 10, Ho Chi Minh City","- Địa bàn chính: BV Nhi Đồng 1, BV Chợ Rẫy, BV Mắt HCM, BV Nhân Dân Gia Định
- Quản lý khách hàng hiện tại, tìm kiếm mở rộng khách hàng mới, cung cấp thông tin sản phẩm đến khách hàng
- Thực hiện việc kinh doanh theo chính sách và nguồn lực hiện có, hoàn thành chỉ tiêu doanh số được giao.
- Nắm bắt và triển khai các chương trình của phòng kinh doanh, chương trình Marketing, Medical… trên địa bàn được giao.
- Xác định các nhu cầu và mục tiêu kinh doanh ngắn hạn cũng như dài hạn của các khách hàng và đề ra các giải pháp kinh doanh hiệu quả.
- Quản lý báo cáo doanh số bán hàng và dự báo doanh thu/lợi nhuận dự kiến của mình. Đánh giá các xu hướng từ thị trường từ đó đưa ra các đóng góp ý kiến cho đội nhóm góp phần đưa ra chiến lược hợp lý.
- Phát triển đề xuất các sáng kiến nhằm cải thiện về quy trình kinh doanh, dịch vụ khách hàng và các kỹ thuật mới.
- Nắm vững các quy trình đấu thầu thuốc, chịu trách nhiệm lên danh mục cơ số, các dịch vụ bán hàng và sau bán hàng tại địa bàn được giao. Cập nhật và hiểu về các thông tư nghị định mới về luật đấu thầu thuốc của BYT.
- Phối hợp chặt chẽ với các bộ phận liên quan (Ví dụ: Tiếp thị thương mại, Quản lý sản phẩm, Quản lý chuỗi cung ứng,…) để đảm bảo thực hiện công việc hiệu quả và nhanh chóng.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Dược > Phân Phối Dược Phẩm,Dược phẩm,2,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"ETC, Dược Phẩm, Thầu, Trình dược viên, Kinh Nghiệm Trình Dược",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Dược, Phân Phối Dược Phẩm, Dược phẩm, ETC, Dược Phẩm, Thầu, Trình dược viên, Kinh Nghiệm Trình Dược, Công Ty TNHH Dược Phẩm Gigamed, Hồ Chí Minh"
Chuyên Viên Thanh Quyết Toán (Settlement Specialist),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SGC,"20tr-30tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Vinhomes Ocean Park 3, Nghĩa Trụ, Văn Giang, Vinhomes Ocean Park, Gia Lâm, Tầng 10, Tòa nhà VP TechnoPark, Vinhomes Ocean Park, Gia Lâm, Hà Nội","• Tính toán, bóc tách khối lượng thi công các hạng mục công trình theo bản vẽ thiết kế, bản vẽ biện pháp thi công và các bản vẽ Shop Drawing.
• Tính toán và rà soát lại khối lượng thi công thực tế và khối lượng HSMT.
• Phối hợp với QS để kiểm tra khối lượng phát sinh tăng/giảm trong quá trình thi công.
• Tính toán khối lượng thi công các hạng mục công trình theo từng công việc phục vụ công tác thanh, quyết toán công trình với chủ đầu tư.
• Phối hợp với bộ phận QC để kiểm tra Hồ sơ quản lý chất lượng, nghiệm thu các công việc, giai đoạn thi công, và xác nhận sơ họa vị trí thi công, hoàn công.
• Kiểm tra xác nhận hồ sơ thanh toán, hồ sơ quyết toán theo từng giai đoạn của các Nhà thầu phụ thi công và các nhà cung cấp vật tư, thiết bị.
• Kiểm tra xác nhận hồ sơ, khối lượng thanh toán nhân công của các Tổ đội thi công đối với các hạng mục thi công được nghiệm thu.
• Kiểm tra theo dõi các khấu trừ trong quá trình thanh quyết toán với tổ đôi, nhà thầu phụ, nhà cung cấp và với Chủ đầu tư.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,2,Cử nhân,25-40,10,,Nhân viên,"Kiến Trúc Công Trình, Kinh Tế Xây Dựng, Kỹ Sư Xây Dựng, Làm Việc Chịu Áp Lực Cao, Quyết Đoán",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Kiến Trúc Công Trình, Kinh Tế Xây Dựng, Kỹ Sư Xây Dựng, Làm Việc Chịu Áp Lực Cao, Quyết Đoán, CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SGC, Hưng Yên, Hà Nội"
[Tuyển Gấp] Nhân Viên QA (Lương 9 - 12 Triệu),Công ty TNHH Thương Mại Và Dịch Vụ Ban Mai,"9tr-12tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Tầng 2, vị trí số 3, nhà B, khu VL1 khu TMDV Trung Văn, P.Trung Văn, Q.Nam Từ Liêm, TP Hà Nội, Tầng 2 khu Thương Mại và Dịch Vụ Trung Văn 1, phường Trung Văn, Q. Nam Từ Liêm, Hà Nội","• Xây dựng, báo cáo Trưởng phòng, trình BLĐ phê duyệt Danh mục Hồ sơ của từng Nhà cung cấp (NCC); phối hợp với bộ phận Mua hàng chuẩn bị hồ sơ nhà cung cấp gửi khách hàng;
• Phối hợp với phòng HCNS theo dõi bổ sung hồ sơ CBNV bếp;
• Thường xuyên kiểm tra, rà soát thời hạn tất cả các loại giấy tờ có trong bộ Hồ sơ bán trú tại các trường và các giấy tờ khác có liên quan;
• Bổ sung đầy đủ giấy tờ của NCC mới trong Hồ sơ bán trú của trường trước ngày nhập hàng hoặc muộn nhất là trước giờ nhập hàng của ngày phát sinh;
• Kiểm tra trực tình hình vệ sinh ATTP, chứng từ nhập hàng của các NCC theo quy định;
• Thường xuyên đề xuất các sáng kiến, cải tiến, tham mưu cho Trưởng phòng báo cáo Giám đốc Công ty về các nội dung chuyên môn phụ trách và nâng cao hiệu quả làm việc trong các khâu lưu giữ và kiểm tra Danh mục hồ sơ khi đến hạn đảm bảo đúng, đủ, kịp thời;
• Thực hiện các công việc khác được giao
*Quyền lợi:
- Lương: 9 - 12 Tr
- Phụ cấp ăn trưa: 30.000/ngày (có người nấu ăn tại Công ty).
- Được hỗ trợ tiền ăn cho con nếu học tại trường do Công ty phục vụ
- Phúc lợi: Đóng BHXH, BHYT, BHTN, các chế độ đãi ngộ khác theo quy định của Công ty.
- Cung cấp đầy đủ trang thiết bị đầy đủ cho công việc.
- Được tham gia các sự kiện, du lịch hàng năm theo quy định của Công ty.
- Được tham gia các lớp đào tạo,
- Thưởng Sơ kết, tổng kết, Lễ, Tết, Lương tháng 13 theo tình hình kinh doanh của công ty.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,26/11/2025,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Cử nhân,Không hiển thị,Không hiển thị,08:00 - 17:00,Nhân viên,"Công Nghệ Thực Phẩm, Vệ Sinh An Toàn Thực Phẩm, ISO, 5S, An Toàn Lao Động",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T7,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Công Nghệ Thực Phẩm, Vệ Sinh An Toàn Thực Phẩm, ISO, 5S, An Toàn Lao Động, Công ty TNHH Thương Mại Và Dịch Vụ Ban Mai, Hà Nội"
