Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Content Marketing Executive,Công Ty Áo Tắm Xuân Thu / Aquamarine Swimsuit,7tr-9tr ₫/tháng,,,,,,,,,,,,,,,,,,,,
Field Service Engineer,Công Ty TNHH GEA Việt Nam,Thương lượng,"Ho Chi Minh City, Viet Nam, Lầu 10, Số 198 Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Tp. Hồ Chí Minh","The Field Service Engineer will be responsible for delivering high‑quality technical support, service maintenance, and commissioning activities for Separator and Decanter products within the assigned region. This role requires strong technical capability, excellent customer-facing skills, and the ability to work independently while ensuring adherence to safety and quality standards. The Field Service Engineer will also contribute to business development activities by supporting service sales, identifying opportunities, and collaborating with the commercial team",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Khoa Học & Kỹ Thuật > Cơ Khí & Điện Lạnh,Cơ khí/Máy móc/Thiết bị công nghiệp,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Mechanical, Mechatronics Engineering, Mechanic, Engineering, Engineering Technician",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Cơ khí/Máy móc/Thiết bị công nghiệp, Mechanical, Mechatronics Engineering, Mechanic, Engineering, Engineering Technician, Công Ty TNHH GEA Việt Nam, Hồ Chí Minh"
Chuyên Viên Đảm Bảo Chất Lượng / Quality Assurance Specialist,Công Ty Cổ Phần Dược Phẩm Đạt Vi Phú ( DAVIPHARM ),Thương lượng,"Lô M7A, đường D17, khu công nghiệp Mỹ Phước 1, Thới Hòa, TP. Hồ Chí Minh, LÔ M7A, ĐƯỜNG D17, KCN MỸ PHƯỚC 1, TX BẾN CÁT, BÌNH DƯƠNG","• Tham gia xây dựng và cải tiến các tài liệu trong hệ thống chất lượng.
• Tham gia kiểm soát thay đổi, xử lý sai lệch, cũng như thanh tra nội bộ và hoạt động Gemba.
• Thực hiện đào tạo nội bộ về hệ thống quy trình và hướng dẫn của Hệ thống chất lượng dược phẩm.
• Chuẩn bị, phân phối, kiểm tra hồ sơ lô; kiểm tra hồ sơ phân tích và giải phóng lô thành phẩm.

**************************

• Participate in the development and improvement of quality system documentation.
• Participate in change control and deviation management, as well as internal audits and Gemba activities.
• Conduct internal training on the process system and guidelines of the Pharmaceutical Quality System.
• Prepare, distribute, and review batch records; review analytical records and release finished product batches.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Dược phẩm,2,Trung cấp,Không hiển thị,Không hiển thị,,Nhân viên,"Dược Phẩm, Đảm Bảo Chất Lượng, QC, Kế Toán, QA",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Dược phẩm, Dược Phẩm, Đảm Bảo Chất Lượng, QC, Kế Toán, QA, Công Ty Cổ Phần Dược Phẩm Đạt Vi Phú ( DAVIPHARM ), Hồ Chí Minh"
Kiểm Nghiệm Viên Phòng R&D / R&D Analyst,Công Ty Cổ Phần Dược Phẩm Đạt Vi Phú ( DAVIPHARM ),Thương lượng,"Lô M7A, đường D17, khu công nghiệp Mỹ Phước 1, Thới Hòa, TP. Hồ Chí Minh, LÔ M7A, ĐƯỜNG D17, KCN MỸ PHƯỚC 1, TX BẾN CÁT, BÌNH DƯƠNG","• Xây dựng tiêu chuẩn và phát triển quy trình thử nghiệm cho các sản phẩm mới, nguyên liệu mới.
• Soạn thảo đề cương thẩm định phương pháp phân tích
• Thực hiện việc thẩm định phương pháp phân tích theo đề cương đã xác lập.
• Viết báo cáo thẩm định phương pháp phân tích.
• Kiểm mẫu nghiên cứu theo đề cương theo dõi độ ổn định, hoạt chất mới và các sản phẩm trung gian.
• Báo cáo kết quả.
• Kiểm mẫu thử tương đương độ hòa tan và viết báo cáo.
• Viết các phần liên quan đến chất lượng của hồ sơ đăng ký.

**************************

• Preparation of specifications and development of analytical methods for testing new products, new APIs and intermediates.
• Preparation of protocols for method validation.
• Conducting tests for analytical method validation based on the protocol.
• Preparation of analytical method validation report.
• Testing of research samples of drug product according to stability protocol, new APIs and intermediates.
• Reporting the results.
• Performance of dissolution profiles for in vitro dissolution study and preparation of in-vitro study report.
• Write quality part of the dossier.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,Dược phẩm,2,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Pharmaceutical Manufacturing, Quality Assurance, Dược Phẩm, Production Schedule, Kế Hoạch Sản Xuất",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Dược phẩm, Pharmaceutical Manufacturing, Quality Assurance, Dược Phẩm, Production Schedule, Kế Hoạch Sản Xuất, Công Ty Cổ Phần Dược Phẩm Đạt Vi Phú ( DAVIPHARM ), Hồ Chí Minh"
Kỹ Sư Hoá Học - #hsgp2026,Hyosung Vietnam Corp,Thương lượng,"N2 Street, Nhon Trach 5 IZ, Dong Nai Province, Vietnam, Đường N2 – KCN Nhơn Trạch 5 – Huyện Nhơn Trạch – Tỉnh Đồng Nai","* CÁCH THỨC ỨNG TUYỂN

Cách 1: Ứng viên truy cập link: hyosungjobs.com/candidate-page điền thông tin và upload CV tiếng Anh hoặc tiếng Hàn

Cách 2: Quét mã QR hoặc truy cập: hyosungjobs.com sau đó điền thông tin và upload CV tiếng Anh hoặc tiếng Hàn

(Lưu ý: Hyosung Gongchae 2026 chỉ nhận CV qua web Hyosungjobs.com, các bạn đã apply tại đây hãy dành thêm một chút thời gian ghé Hyosungjobs.com điền form nhé)

____________________

Gongchae Program 2026 là chương trình tuyển dụng lớn nhất trong năm của Hyosung & HS Hyosung tại Việt Nam dành cho các bạn sinh viên mới tốt nghiệp/ sắp tốt nghiệp hoặc dưới 2 năm kinh nghiệm thuộc các chuyên ngành khối kỹ thuật, kinh tế và ngôn ngữ. Chúng tôi tìm kiếm những bạn trẻ có năng lực, đủ bản lĩnh để trở thành những nhà quản trị trong tương lai, đáp ứng nhu cầu nhân lực cho các nhà máy tại Nhơn Trạch - Đồng Nai, và văn phòng đại diện tại TP HCM.

____________________

1. VỊ TRÍ TUYỂN DỤNG



Xem chi tiết mô tả công việc tại website: Hyosungjobs.com/gongchae-program



*** Nhà máy Nhơn Trạch (Đồng Nai)

• Kỹ sư Quản lý Sản xuất - Production Engineer

• Kỹ sư Nghiên cứu & Phát triển - R&D Engineer

• Kỹ sư Tư vấn Kỹ thuật - Technical Service Engineer (Chemical)

• Nhân viên Kiểm Toán Nội Bộ - Internal Audit Staff

*** Văn phòng đại diện Hồ Chí Minh (Quận 1)

• Kỹ sư Tư vấn Kỹ thuật - Technical Service Engineer",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Khoa Học & Kỹ Thuật, Kỹ Thuật Hóa Học, Sản xuất, Hoá Học Vật Liệu, Hoá Học Kỹ Thuật, Hóa Học Hữu Cơ, Công Nghệ Hóa Học, Hyosung Vietnam Corp, Đồng Nai"
"Japanese Web Support & Post Monitoring Staff N3, N2 (Night_Shift)_Salary Up to 14Mil",Công Ty TNHH E-Guardian Việt Nam,$ 500-700 /tháng,"Hồ Chí Minh, Việt Nam, Tầng 8, Tòa nhà Akuruhi, Số 124 Trần Quang Khải, Phường Tân Định, Q1. TP.HCM","Bạn Sẽ Làm Gì
Vai trò chính của bạn là:

● Phân loại, kiểm tra duyệt bài đăng trên các trang mạng xã hội dưới dạng văn bản, hình ảnh, video.
● Các nhiệm vụ khác theo sự phân công của Trưởng nhóm/Người quản lý.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Phần Mềm CNTT/Dịch vụ Phần mềm, Japanese, Customer Service, Dịch Vụ Khách Hàng, Japanese N3, Japanese N2, Công Ty TNHH E-Guardian Việt Nam, Hồ Chí Minh"
Senior Internal Audit,Dai-Ichi Life Vietnam,Thương lượng,"149-151 Nguyễn Văn Trỗi, Phường Phú Nhuận, TP. HCM, 149-151 Nguyen Van Troi, Phu Nhuan Dist., HCMC","Implement and administer the audit policy, procedures and checklist to meet the audit goals, to ensure the compliance of company’s regulations and to deliver the best auditing practices.
- In a professional and independence manner, conduct the assigned office audit and theme audit as per the agreed checklist/program. Ensure the well co-ordination and the effectiveness of the audit method to enhance the internal control and the compliance with internal rules/regulations
- Prepare the audit reports. Ensure all findings have proper supporting documents and filed.
- Perform follow-up checking to close the issues. Ensure filling proper supporting documents
- Ensure the proper filling of audit working papers, reports.
- Perform other duties as assigned by Head of Internal Audit.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Kế Toán/Kiểm Toán > Kiểm Toán,Bảo hiểm,5,Cử nhân,25-35,Không hiển thị,,Nhân viên,"Internal Audit, Insurance, Risk Management",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kiểm Toán, Bảo hiểm, Internal Audit, Insurance, Risk Management, Dai-Ichi Life Vietnam, Hồ Chí Minh"
Quản Lý Khu Vực (ASM) - CN TP. Hồ Chí Minh,CÔNG TY CỔ PHẦN ĐIỆN MÁY GIA DỤNG HOÀ PHÁT HÀ NAM,Từ $ 700 /tháng,,"Nội dung công việc:
• Thực hiện các nghiệp vụ chăm sóc nhà phân phối, cửa hàng, xúc tiến bán hàng cho kênh truyền thống.
• Hỗ trợ sale out cho Đại lý trong khu vực được phân công. Phụ trách khu vực thị trường khu vực 13 tỉnh miền Tây.
• Phụ trách các Cửa hàng bán lẻ hiện có và khai thác thêm Cửa hàng mới.
• Nhận chỉ tiêu doanh số, lên kế hoạch thực hiện để hoàn thành chỉ tiêu. Theo dõi tình hình tồn kho, Bán ra của Đại lý phụ trách.
• Triển khai các chương trình của Công ty cho Đại lý và Cửa hàng cấp 2.
• Quản lý việc trưng bày sản phẩm, chăm sóc quầy kệ, hình ảnh thương hiệu Điện máy Hòa Phát tại điểm bán. Kết hợp cùng Marketing thực hiện các hoạt động quảng bá tại điểm bán.
• Tư vấn cho đại lý các tính năng nổi bật của Điện máy Hòa Phát, tư vấn cho nhân viên bán hàng của đại lý cách bán sản phẩm Điện máy Hòa Phát.
• Quản lý nhân viên thị trường khu vực phụ trách.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Bán lẻ/Bán sỉ,1,,,,,Nhân viên,"Gia Công Áp Lực, Kinh Tế, Quản Trị Kinh Doanh, Tin Học Văn Phòng, Điện Máy Gia Dụng",Bất kỳ,Người Việt Nam,,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bán lẻ/Bán sỉ, Gia Công Áp Lực, Kinh Tế, Quản Trị Kinh Doanh, Tin Học Văn Phòng, Điện Máy Gia Dụng, CÔNG TY CỔ PHẦN ĐIỆN MÁY GIA DỤNG HOÀ PHÁT HÀ NAM, Hồ Chí Minh, Cần Thơ, An Giang"
Talent Acquisition Executive - 1 Year Contract,HEINEKEN Vietnam,Thương lượng,"Quận 1, Hồ Chí Minh, Việt Nam, Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Ben Nghe Ward","As a Talent Acquisition Executive at Heineken Vietnam, you will play a pivotal role in shaping our organization by executing the end-to-end recruitment processes for assigned departments. Additionally, you will take charge of our Young Talent Programs, ensuring Heineken attracts, engages, and retains the best talent to drive our future growth.

Key Responsibilities:

1. Manage End-to-End Recruitment

Own the full recruitment lifecycle for assigned functions, ensuring a seamless and candidate-centric experience.
Partner closely with hiring managers to define role requirements and align on ideal candidate profiles.
Proactively source top talent through diverse channels: job boards, social media, networking, and agency collaboration.
Conduct screening, interviews, and assessments to identify best-fit candidates.
Ensure timely feedback and transparent communication with candidates and stakeholders.
Maintain a strong talent pipeline for critical roles and future needs.
Manage vendor payment processes when applicable.


2.Young Talent programs & Employer branding

Execute the recruitment and implementation of Heineken Vietnam's Young Talent Program.
Execute university outreach initiatives, career fairs, and employer branding campaigns to attract top graduate talent.
Oversee selection processes including application reviews, assessment centers, and onboarding for young talent recruits.
Champion Heineken Vietnam’s brand as an employer of choice by crafting compelling job advertisements and sharing success stories.
Assist in developing tools and strategies for talent sourcing and networking.


3. Data & Reporting

Maintain accurate recruitment data in SuccessFactors.
Generate timely reports and dashboards (e.g., TA metrics, turnover trends).
Leverage data insights to continuously improve recruitment effectiveness.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Hàng tiêu dùng,4,,,,,Nhân viên,"Recruitment, Talent Sourcing, Employer Branding, ATS Recruitment System, Talent Acquisition",Tiếng Anh,Không hiển thị,,,,,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Hàng tiêu dùng, Recruitment, Talent Sourcing, Employer Branding, ATS Recruitment System, Talent Acquisition, HEINEKEN Vietnam, Hồ Chí Minh"
Trưởng Phòng Phát Triển Sản Phẩm - VCBS,Navigos Search,Thương lượng,"Hà Nội, Việt Nam, Hanoi / HCMC","I. Nhiệm vụ quản lý
1. Chủ trì xây dựng kế hoạch, ngân sách hoạt động, phân bổ nguồn lực, giám sát hiệu quả hoạt động của phòng và của khối bán lẻ phù hợp với định hướng, chiến lược phát triển, kế hoạch hoạt động của Công ty.
2. Chủ trì quản lý và phát triển nhân sự của Phòng trở thành đội ngũ chuyên nghiệp, năng động, có năng lực và phù hợp với sứ mệnh, giá trị cốt lõi của Công ty:
 • Dự tính nhu cầu tuyển dụng và đào tạo cho từng cấp nghiệp vụ;
 • Hướng dẫn nghiệp vụ cho đội ngũ nhân sự thuộc chuyên môn phụ trách.
3. Chủ trì xây dựng, giám sát thực hiện và liên tục rà soát, đảm bảo không ngừng hoàn thiện các quy trình, thủ tục nâng cao hiệu quả và kiểm soát hoạt động của phòng.
II. Nhiệm vụ chuyên môn
1. Tổ chức xây dựng và quản lý chiến lược, định hướng phát triển kinh doanh bán lẻ toàn công ty:
 a. Tổ chức/quản lý việc đánh giá nhu cầu khách hàng và đánh giá xu hướng thay đổi của sản phẩm dịch vụ.
 • Thu thập, phân tích thông tin về khách hàng, nhu cầu khách hàng.
 • Cập nhật lộ trình triển khai các sản phẩm mới của cơ quan quản lý.
 • Đánh giá xu hướng sản phẩm và nhu cầu điều chỉnh sản phẩm, tiện ích của VCBS.
 b. Tổ chức/ quản lý việc phân tích, đánh giá các đối thủ cạnh tranh, phân tích nội lực của công ty từ đó xác định vị thế của Công ty và mục tiêu định hướng kinh doanh cho hoạt động môi giới bán lẻ.
 • Nghiên cứu về đặc điểm nội tại, các sản phẩm của các đối thủ cạnh tranh.
 • Phân tích đánh giá điểm mạnh, điểm yếu của Công ty.
 • Xác định tập khách hàng mục tiêu và phương án điều chỉnh, cải tiến, làm mới chính sách khách hàng và sản phẩm cung cấp cho khách hàng.
2. Tổ chức triển khai công tác xây dựng kế hoạch kinh doanh của khối Môi giới hàng năm và đầu mối tổ chức triển khai kế hoạch bán lẻ toàn hệ thống.
 a. Tổ chức xây dựng kế hoạch kinh doanh khối bán lẻ:
 • Tổng hợp kế hoạch kinh doanh, đề xuất các chỉ tiêu kinh doanh trọng yếu cho các đơn vị kinh doanh thuộc khối bán lẻ, phù hợp mục tiêu, định hướng kinh doanh.
 • Tổ chức giám sát dữ liệu kinh doanh bao gồm doanh thu, chi phí theo đối tượng khách hàng, theo sản phẩm, theo các đơn vị kinh doanh thuộc khối bán lẻ.
 • Đôn đốc các đơn vị kinh doanh triển khai các chỉ tiêu kinh doanh trọng yếu, đảm bảo hoạt động kinh doanh diễn ra phù hợp với mục tiêu, định hướng.
 b. Tổ chức các hoạt động truyền thông nội bộ tới các đơn vị bán hàng trong toàn công ty về xác định khách hàng mục tiêu và định hướng triển khai chính sách/ sản phẩm cung cấp cho khách hàng.
 • Xây dựng kế hoạch và phương án truyền thông nội bộ về mục tiêu giá trị sản phẩm.
 • Tổ chức các hoạt động truyền thông nội bộ theo kế hoạch.
 c. Theo dõi, phân tích, đo lường hiệu quả hoạt động của các sản phẩm dịch vụ từ đó đề xuất các phương án điều chỉnh phù hợp.
 • Theo dõi, giám sát việc triển khai chính sách khách hàng, triển khai cải tiến sản phẩm dịch vụ theo mục tiêu định hướng đã đặt ra.
 • Theo dõi kết quả hoạt động khối bán lẻ, xu hướng biến động của doanh số, thị phần của Công ty.
 • Đề xuất điều chỉnh định hướng khách hàng mục tiêu, chính sách khách hàng và sản phẩm để phù hợp với nhu cầu thị trường cũng như năng lực nội tại của Công ty.
3. Xây dựng, quản lý chính sách khách hàng khối bán lẻ theo mục tiêu, định hướng kinh doanh:
 • Tổ chức xây dựng tiêu chí phân loại khách hàng, xác định tập khách hàng mục tiêu phù hợp với chiến lược kinh doanh.
 • Tổ chức xây dựng chính sách áp dụng với từng nhóm khách hàng về sản phẩm/ dịch vụ cung cấp, chính sách giá và chế độ chăm sóc.
 • Tổ chức truyền thông nội bộ và tới khách hàng về chính sách khách hàng.
 • Tổ chức quản lý việc triển khai chính sách khách hàng, xử lý các phát sinh và đề xuất điều chỉnh chính sách.
4. Xây dựng, quản lý chính sách môi giới theo mục tiêu, định hướng kinh doanh:
 • Tổ chức nghiên cứu mô hình tổ chức hoạt động và chính sách của môi giới phù hợp với mục tiêu định hướng kinh doanh.
 • Xây dựng cơ chế, quy định về quản lý hoạt động và thu nhập của môi giới.
 • Tổ chức truyền thông nội bộ về định hướng kinh doanh, mô hình và chính sách thu nhập cho các đơn vị trong khối bán lẻ.
 • Phối hợp triển khai chính sách môi giới, xử lý các phát sinh và đề xuất điều chỉnh chính sách.
5. Xây dựng và quản lý danh mục sản phẩm thuộc mảng bán lẻ:
 • Đánh giá hiệu quả kinh doanh của các sản phẩm hiện tại của mảng bán lẻ so với cơ hội thị trường;
 • Đánh giá mức độ phù hợp về định hướng sản phẩm của mảng bán lẻ với chiến lược kinh doanh tổng thể và khẩu vị rủi ro của Công ty;
 • Rà soát và quản trị các yêu cầu pháp lý, danh mục rủi ro thị trường và hoạt động, năng lực triển khai và vận hành của Công ty. Từ đó, đánh giá các điểm hạn chế và đề xuất phương án khắc phục, chỉnh sửa bổ sung.
6. Tổ chức nghiên cứu cải tiến sản phẩm, xây dựng sản phẩm mới theo mục tiêu, định hướng:
 • Tổ chức xây dựng kế hoạch phát triển sản phẩm mới/ cải tiến sản phẩm hiện có phù hợp với đặc điểm nội tại của công ty và mục tiêu, định hướng kinh doanh.
 • Xác định nguồn lực để triển khai sản phẩm mới/ điều chỉnh/ cải tiến sản phẩm hiện có bao gồm: nhân sự, hệ thống công nghệ, tài chính, cơ sở vật chất;
 • Tổ chức xây dựng/ điều chỉnh/ bổ sung quy định, quy trình, chính sách phí của sản phẩm và yêu cầu hệ thống công nghệ thông tin liên quan;
 • Tổ chức phối hợp với đơn vị liên quan, nhà thầu triển khai hệ thống đáp ứng yêu cầu sản phẩm.
 • Tổ chức triển khai đào tạo, hướng dẫn và truyền thông nội bộ về sản phẩm mới/ sản phẩm cải tiến;
 • Tổ chức theo dõi đánh giá hiệu quả sản phẩm mới.
7. Chủ trì hoặc phối hợp thực hiện các nhiệm vụ khác theo sự phân công của Ban Tổng Giám đốc Công ty.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,23/03/2026,Giáo Dục > Quản Lý Giáo Dục,Tài Chính,5,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Quản Lý Sản Phẩm, Phát Triển Kinh Doanh, Phân Tích Thị Trường, Quản Lý Nhân Sự, Kỹ năng giao tiêp",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Giáo Dục, Quản Lý Giáo Dục, Tài Chính, Quản Lý Sản Phẩm, Phát Triển Kinh Doanh, Phân Tích Thị Trường, Quản Lý Nhân Sự, Kỹ năng giao tiêp, Navigos Search, Hà Nội"
