Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
HR Staff (C&B),Panasonic Appliances Vietnam,Thương lượng,"Plot B6 - Thang Long Industrial Park, Thien Loc Commune (Vong La Commune, Dong Anh District), Ha Noi City, Plot B6, Thang Long Industrial Park, Vong La, Dong Anh, Ha Noi","- Theo dõi & xử lý chấm công hằng ngày; cập nhật nghỉ phép/OT; gửi bảng công cho các bộ phận liên quan.
- Cập nhật biến động nhân sự: nhân viên mới, nghỉ việc, thay đổi thông tin; hướng dẫn hồ sơ đầy đủ cho CNV.
- Thực hiện nghiệp vụ BHXH: báo tăng/giảm, đối chiếu dữ liệu, gửi thông báo, trả sổ BHXH và xử lý các chế độ ốm đau, thai sản cho người lao động.
- Xử lý thủ tục thuế TNCN: đăng ký mã số thuế, người phụ thuộc, hỗ trợ quyết toán.
- Thực hiện các thủ tục nhân sự – hành chính khác: mở thẻ ATM, cấp VPP, phối hợp HSE và các nhiệm vụ khác khi được giao.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,11/03/2026,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Sản xuất,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Nhân Sự, Chấm Công, Admin, Bảo Hiểm, Lương & Phúc lợi",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Sản xuất, Nhân Sự, Chấm Công, Admin, Bảo Hiểm, Lương & Phúc lợi, Panasonic Appliances Vietnam, Hà Nội"
Warehouse Team Leader,Công Ty TNHH TLT Electronics Vietnam,Thương lượng,"Vĩnh Lộc 2 Industrial Zone Park, Mỹ Yên, Tây Ninh (Formerly Bến Lức, Long An), Nhà xưởng A1-2, Đường Vĩnh Lộc 3, KCN Vĩnh Lộc 2, Quốc lộ 1, Ấp Voi Lá, Xã Mỹ Yên, Tỉnh Tây Ninh, Việt Nam","1. Job Purpose
The Warehouse Team Lead is responsible for supervising daily warehouse operations including receiving, storing, issuing materials, managing finished goods, controlling inventory accuracy, and ensuring proper support for production. This role manages warehouse operators, ensuring that warehouse processes are efficient, compliant, and meet production and customer requirements.


2. Key Responsibilities
Warehouse Operations Management
• Supervise all inbound/outbound processes: receiving, verification, put-away, picking, kitting, issuing, and shipping.
• Ensure warehouse tasks follow FIFO/FEFO, lot tracking, and ESD-handling procedures.
• Ensure timely material issuance to production lines and support urgent production requests.
• Monitor daily workflow, assign tasks, and resolve operational bottlenecks.
• Oversee proper storage of electronics components, hazardous chemicals, and finished goods.
• Ensure goods are properly sorted, stored, packed, and labeled.
• Ensure operators comply with SOPs, safety rules, and warehouse system processes.
• Manage warehouse transactions: GR, GI, transfers, adjustments.
• Ensure 100% accuracy of system data vs. physical inventory.
• Troubleshoot common system errors before escalating.
• Lead cycle counts, monthly counts, and annual physical counts.
• Investigate discrepancies and implement corrective actions.
• Ensure proper location mapping, labeling, and traceability.
• Monitor slow-moving, short shelf-life, and obsolete materials.
• Work with Planning and Purchasing to maintain optimal stock levels.

Team Leadership & People Management
• Supervise, coach, and mentor warehouse operators.
• Prepare daily manpower allocation and shift coverage.
• Conduct performance evaluations for warehouse staff.
• Build a disciplined and productive warehouse team, promoting teamwork and continuous improvement.

Training & Knowledge Transfer (Internal + HQ Training)
• Become the local key user for inventory management systems and process flows.
• Conduct training sessions for warehouse operators on system usage, scanning and barcode operations, put-away/picking procedures, cycle counting procedures or new SOPs if required.
• Prepare training materials, checklists, and user guides for the warehouse team.

Safety, Compliance & 5S
• Ensure warehouse compliance with EHS, ISO, and company safety policies.
• Enforce safe operation of forklifts, pallet jacks, and lifting tools.
• Ensure proper storage for ESD-sensitive items and hazardous chemicals.
• Lead 5S activities and maintain a clean, organized warehouse environment.

Cross-Department Collaboration
• Coordinate with Production, Planning, Purchasing, Quality, and Logistics teams.
• Work with Quality/Engineering on NCR, return-to-vendor, and rework processes.
• Support Logistics on inbound shipments, and outbound shipments.
• Participate in internal and external audits.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Sản xuất, Leadership, Problem-solving, Site Inspections, Site Inspections, Systems Engagement, Warehouse Operation, Công Ty TNHH TLT Electronics Vietnam, Tây Ninh"
Purchasing Specialist,Công Ty TNHH TLT Electronics Vietnam,Thương lượng,"Vĩnh Lộc 2 Industrial Zone Park, Mỹ Yên, Tây Ninh (Formerly Bến Lức, Long An), Nhà xưởng A1-2, Đường Vĩnh Lộc 3, KCN Vĩnh Lộc 2, Quốc lộ 1, Ấp Voi Lá, Xã Mỹ Yên, Tỉnh Tây Ninh, Việt Nam","1. Job Purpose
The Purchasing Specialist role is mainly responsible for executing procurement activities for direct materials and supporting indirect materials (MRO), consumables, tooling, and services required for production if required. This role ensures timely, cost-effective, and quality-compliant purchasing to support continuous production and company operations.

2. Key Responsibilities

A. Procurement Operations
• Analyze, maintain, and execute Materials Requirement Plan (MRP). Continuously monitor and verify materials pipeline to ensure it meets the MRP requirements. Identify and appropriately address materials supply issues.
• Source suitable local suppliers and service providers based on requirements such as price, quality, availability, and lead time.
• Request and evaluate quotations, negotiate price, lead time, payment terms, and delivery terms.
• Issue Purchase Orders (POs) accurately and on time.
• Monitor order status, confirmations, and shipment schedules.
• Handle urgent/spot buys for production needs.
• Resolve any issues related to delivery delays, quality discrepancies, or invoicing errors.
• Ensure that procurement activities are in line with company policies, ethical standards, and legal requirements.
• Prepare and submit weekly, monthly, and ad-hoc procurement reports, including KPIs, cost savings, and supplier performance metrics.

B. Supplier Management
Communicate regularly with suppliers to address quality issues, clarify
• Maintain effective communication with suppliers on pricing, lead time, quality issues, and delivery performance.
• Evaluate supplier performance (quality, delivery, cost, service).
• Support supplier onboarding, qualification, and development activities.
• Participate in supplier audits when required.
• Contribute to continuous improvement initiatives in procurement processes and supplier relationship management.

C. Material & Cost Management
• Ensure material availability to avoid production downtime.
• Coordinate with warehouse, planning, and production to track material consumption and forecast needs.
• Control purchasing cost through negotiation, cost breakdown analysis, and market research.
• Support cost reduction and localization projects.

D. Documentation & Compliance
• Ensure procurement activities follow company policies, ISO standards, and audit requirements.
• Maintain accurate records: quotations, contracts, POs, supplier documents, and pricing history.
• Ensure all purchases comply with safety, environmental, and import/export regulations.

E. Cross-functional Collaboration
• Work closely with Production Planning, Warehouse, Engineering, Quality, and Finance to solve supply issues.
• Act as the main point of contact for local procurement needs from various internal departments (e.g., administration, maintenance, facilities, R&D, etc.).
• Coordinate with logistics team for shipment booking, customs clearance, and delivery schedules.
• Support Quality team in handling non-conforming materials (NCRs).
• Support internal audits and ensure compliance with company policies and relevant regulations.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,11/03/2026,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Thu Mua & Quản Trị Hàng Tồn Kho,Sản xuất,3,Cử nhân,Không hiển thị,1,07:30 - 16:00,Nhân viên,"ERP Systems, Logistics, Negotiation Skills, Purchasing Processes, Supplier Negotiation",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Sản xuất, ERP Systems, Logistics, Negotiation Skills, Purchasing Processes, Supplier Negotiation, Công Ty TNHH TLT Electronics Vietnam, Tây Ninh"
Material Planning Specialist,Coherent Vietnam,"$ 1,000-1,500 /tháng","36 VSIP, Street No. 4, Vietnam – Singapore Industrial Park, Binh Hoa Ward, Ho Chi Minh City, Vietnam, Đường Trần Phú, KCN Nhơn Trạch I, Xã Nhơn Trạch, Tỉnh Đồng Nai.","Company Overview:
Coherent Corp. is a global leaders in datacenter and communications industries. Headquartered in Saxonburg, Pennsylvania, USA, and founded in 1971, Coherent operates in over 20 countries worldwide. Since entering Vietnam in 2005, Coherent has expanded to over 2,400 employees across Binh Duong (VSIP1), Dong Nai (Nhon Trach 1), Hanoi, and Bac Ninh (Yen Phong IP). As part of our global growth strategy and commitment to local talent development, we aim to create over 4,000 new job opportunities in Vietnam within the next five years.
Work Location: VSIP 1 - BÌNH DƯƠNG
BASIC FUNCTION OF THE JOB:
- Make order reviews with Production, reviewing raw material availability and capacity.
- Review completed order review reports and coordinate customer inquiries accordingly.
- Prepare production schedules and conduct daily meetings with Production.
- Deal with customers if shipment dates do not meet their requirements.
- Revise and update schedules if any abnormalities occur.
- Communicate any changes to delivery due dates promptly to relevant personnel.
- Work with Production to expedite orders and ensure jobs are completed on schedule.
- Handle all customer inquiries regarding delivery and planning.
- Forward questions related to quality or quotations to the appropriate internal personnel.
- Control WIP (Work In Process) to ensure on time delivery is maintained.
- Coordinate with cross function to make sure on time delivery.
- Calculate and issue material enough to prevent extra finished goods.
- Provide materials rolling forecast to shorten the lead time of raw material
- Inform customers of any delays or request approval for early shipment when applicable.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Material Planning, Supply Chain Management, Industrial Management, Production Planner, Coherent Vietnam, Hồ Chí Minh"
HR Operations & Services Manager,United Overseas Bank (Vietnam) Limited (UOB),Thương lượng,"Saigon Ward, Ho Chi Minh City, The Central Plaza, 17 Le Duan, District 1, Ho Chi Minh City, Vietnam","About UOB
United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices. Our history spans more than 80 years. Over this time, we have been guided by our values – Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.

About the Department
The Human Resources function balances organisational aspirations and employee needs, as we accelerate and strengthen people capabilities to enable sustainable business growth at UOB. Our team of Human Resources specialists are guided by four employee commitments: do what is right, build meaningful careers, make a real difference and lead by positive example.

Overview of the Role
To provide an excellent HR Services and Employee experience throughout the employee lifecycle, including on-boarding and off-boarding management, Payroll vendor and HR Data management, Employee benefits implementation, International Mobility; and Legal and Regulatory Compliance.

Job Responsibilities
• Supervise onboarding and termination processes, labour contract/ appointment letters/ certificates issuance (new, renew and termination).
• Supervise SHUI process, dependent registration, personnel records maintenance including changes in salary and mandatory deductions, etc.
• Ensure compliance with insurance law, tax regulation, labour code and other regulations with proper filing requirements.
• Prepare and oversight filing of documents necessary for implementing benefit coverage includes enrolment process, deletion, and claims, check the completion of relevant work from another maker.
• Be a checker to check the accuracy of payroll calculation from vendor or maker (e.g., salary, overtime, shift payments, sales commissions, bonuses, other compensation, benefits, tax withholdings, deductions, payroll liabilities, etc.).
• Oversee reconciliation of payroll records (e.g., payments, deductions, general ledger entries for staff cost).
• Oversee Payroll outsourcing vendor management in compliance with the Bank Outsourcing policy.
• Proactively develop and update end-to-end process, control and checklist to enhance productivity and improve efficiency of the assigned HR Operations business processes in line with legal and compliance requirements.
• Manage and review activities related to the assigned business processes in HR System and contribute to the system enhancement for process improvement.
• Support Team Lead to update new regulations, articles and decrees relating to HR matters/ Labor code to HR function.
• Assist to review the Internal Labour regulation, Employee disciplinary policy, Employee handbook, etc.
• Assist in relevant HR Audit, MI, Regulatory reporting and OPS Risk management.
• Be an expat services coordinator.
• Assist in other HR works and projects as assigned.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,11/03/2026,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Ngân hàng,5,Cử nhân,Không hiển thị,Không hiển thị,9:00 - 18:00,Nhân viên,"Communication, Employee Support, HR Law, MNC Environment, Payroll Management",Tiếng Anh,Không hiển thị,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Ngân hàng, Communication, Employee Support, HR Law, MNC Environment, Payroll Management, United Overseas Bank (Vietnam) Limited (UOB), Hồ Chí Minh"
Master Data & Access Management Specialist,ECS Group,Từ 20tr ₫/tháng,"Tan Binh District, Ho Chi Minh, Vietnam, Tòa nhà SCSC, 30 Phan Thúc Duyện, Phường Tân Sơn Nhất, Hồ Chí Minh, Việt Nam","About the Opportunity
ECS Group is launching a new strategic project led by our HQ Transformation Department to build a Master Data Management Hub in Vietnam, supporting multiple entities and contributing to the Group’s transformation journey.
This is an exciting opportunity to join at an early stage and play a key role in shaping processes, standards, and governance from the ground up. The position offers strong exposure to regional and international stakeholders, a high level of visibility, and significant room for professional growth as the hub expands.
As Master Data & Access Management Specialist, you will be responsible for ensuring the quality, consistency, and lifecycle management of customer and vendor master data across multiple legal entities, while also centrally managing user access and permissions in Microsoft Dynamics 365 Business Central.
You will work closely with Finance, Operations, IT, and local teams to drive standardization, strengthen internal controls, and support a scalable operating model for the future.

Why Join This Project?
- Be part of a new ECS HQ-sponsored initiative with strong strategic importance
- Join the setup of a high-potential Master Data Management Hub in Vietnam
- Have the opportunity to build, improve, and standardize processes from scratch
- Work in an international environment with exposure to multi-country operations
- Take on a role with strong visibility and long-term career development potential

Reporting Line
Reports to: Finance Applications Manager

Key Responsibilities
1) Master Data Management
- Manage the centralized process for customer, vendor, and account master data creation, update, and deactivation across multiple companies
- Define and enforce data standards, including naming conventions, mandatory fields, validation rules, and deduplication controls
- Maintain reference data and system setups such as posting groups, VAT/tax settings, payment terms, dimensions, and address formats
- Monitor data quality through regular controls on completeness, consistency, duplicates, and invalid values
- Coordinate data cleansing and remediation activities, and track progress of data quality improvement initiatives
- Document policies, workflows, and service standards to ensure consistent execution across entities

2) Access & Rights Management
- Manage centralized user provisioning, deprovisioning, roles, and permission sets in Microsoft Dynamics 365 Business Central
- Maintain and monitor segregation of duties (SoD) principles and support periodic access reviews
- Ensure a consistent role-based access control model aligned with operational responsibilities and compliance requirements
- Partner with IT on identity and access lifecycle topics, including Azure AD groups, MFA, and audit trails
- Prepare and maintain proper supporting evidence for internal and external audits, and ensure timely remediation of access-related issues

3) Harmonization & Governance
- Drive consistency of company setups across entities, including posting, numbering series, dimensions, currencies, tax, and bank configurations
- Support harmonization of processes and control points to enable efficient multi-company operations
- Identify and implement continuous improvement opportunities through automation, templates, and stronger controls
- Act as a key functional contact point for master data and access topics, while providing training and support to end users",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Công Nghệ Thông Tin/Viễn Thông, Quản Trị Cơ Sở Dữ Liệu, Hậu cần/Giao nhận, Communication Skills, Data Management, Data Quality Assessment, Master Data Management, Microsoft Dynamics 365, ECS Group, Hồ Chí Minh"
Trưởng Phòng Mua Hàng Thực Phẩm,TẬP ĐOÀN HẢI SẢN HOÀNG GIA,Thương lượng,"954 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP HCM, 954 Nguyễn Văn Linh phường Tân phong quận 7","1. Lập kế hoạch & tổ chức hoạt động mua hàng
• Lập kế hoạch mua hàng thực phẩm định kỳ theo nhu cầu vận hành hệ thống nhà hàng và kênh bán sỉ.
• Dự báo nhu cầu nguyên liệu theo mùa vụ, chương trình kinh doanh và định hướng phát triển sản phẩm.
• Điều phối hoạt động cung ứng hàng hóa/dịch vụ đảm bảo đúng tiến độ và đủ số lượng.
• Giám sát việc đặt hàng, nhập hàng và chứng từ liên quan theo đúng quy định.

2. Quản lý và phát triển nhà cung cấp
• Tìm kiếm, đánh giá và lựa chọn nhà cung cấp phù hợp theo tiêu chí chất lượng – giá thành – dịch vụ – uy tín.
• Thực hiện đàm phán, ký kết hợp đồng, thỏa thuận hợp tác với nhà cung cấp.
• Phối hợp với phòng Pháp chế soạn thảo hợp đồng, phụ lục, thư gia hạn, biên bản thanh lý.
• Quản lý hồ sơ nhà cung cấp: theo dõi trình ký, đóng dấu, lưu trữ và kiểm soát bản gốc đúng quy định.
• Duy trì mối quan hệ chiến lược với nhà cung cấp trọng yếu, đảm bảo nguồn cung ổn định dài hạn.

3. Kiểm soát chất lượng & chi phí đầu vào
• Kiểm soát và chịu trách nhiệm về số lượng và chất lượng hàng hóa mua vào.
• Phối hợp với QA/QC đảm bảo nguyên liệu đáp ứng tiêu chuẩn VSATTP.
• Theo dõi biến động giá thị trường và đề xuất phương án tối ưu chi phí.
• Chủ động xử lý các vấn đề phát sinh với nhà cung cấp liên quan đến công nợ, chất lượng hoặc cam kết hợp đồng.

4. Phân tích & đánh giá hiệu quả mua hàng
• Tổng hợp dữ liệu mua hàng, phân tích chi phí đầu vào và hiệu quả hợp tác nhà cung cấp.
• Đánh giá nhà cung cấp định kỳ theo tiêu chí: chất lượng, thời gian giao hàng, giá cả, dịch vụ hậu mãi, điều khoản thanh toán.
• Đề xuất thay đổi hoặc bổ sung nhà cung cấp khi cần thiết.
• Tham mưu cho Ban lãnh đạo về chiến lược mua hàng dài hạn.

5. Quản lý đội ngũ & xây dựng quy trình
• Quản lý, phân công và đào tạo đội ngũ mua hàng thực phẩm.
• Xây dựng và chuẩn hóa quy trình mua hàng, kiểm soát nội bộ.
• Giám sát KPI của đội ngũ, đảm bảo đạt mục tiêu về chi phí và chất lượng.

6. Phát triển bản thân
• Cập nhật xu hướng giá thị trường thực phẩm, nguồn cung trong nước và quốc tế.
• Nâng cao kỹ năng đàm phán, quản lý rủi ro và phân tích chi phí.
• Hướng đến vai trò Giám đốc Cung ứng trong tương lai.

7. Trách nhiệm tập thể
• Phối hợp chặt chẽ với các bộ phận: Vận hành, QA/QC, Kho vận, Tài chính – Kế toán và Kinh doanh.
• Tuân thủ đầy đủ giá trị cốt lõi và chính sách của Hải Sản Hoàng Gia.
• Thực hiện các nhiệm vụ khác theo phân công của Giám đốc Cung ứng.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,11/03/2026,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Thu Mua & Quản Trị Hàng Tồn Kho,Hàng tiêu dùng,5,Cử nhân,15-60,1,08:00 - 17:30,Trưởng phòng,"Gia Công Áp Lực, Phân Tích Chi Phí, Quản Lý Mua Hàng, Quản Lý Đội Nhóm, Đàm Phán",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Hàng tiêu dùng, Gia Công Áp Lực, Phân Tích Chi Phí, Quản Lý Mua Hàng, Quản Lý Đội Nhóm, Đàm Phán, TẬP ĐOÀN HẢI SẢN HOÀNG GIA, Hồ Chí Minh"
Trưởng Phòng Xuất Nhập Khẩu,TẬP ĐOÀN HẢI SẢN HOÀNG GIA,Thương lượng,"954 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP HCM, 954 Nguyễn Văn Linh phường Tân phong quận 7","1. Quản lý hoạt động nhập khẩu
• Lập kế hoạch và tổ chức nhập khẩu nguyên liệu (hải sản, thịt, thực phẩm cao cấp) từ các thị trường quốc tế.
• Theo dõi toàn bộ quy trình: ký kết hợp đồng – xử lý chứng từ – vận chuyển – thông quan – giao nhận về kho.
• Kiểm soát tiến độ, chi phí, tỷ giá, thời gian giao hàng và rủi ro phát sinh.
• Làm việc với forwarder, hãng tàu, đại lý logistics nhằm tối ưu chi phí và thời gian vận chuyển.
• Đảm bảo nguồn cung ổn định cho hệ thống nhà hàng và kênh kinh doanh sỉ.

2. Quản lý nhà cung cấp & đàm phán quốc tế
• Tìm kiếm, đánh giá và phát triển nhà cung cấp quốc tế trong ngành thịt & hải sản.
• Đàm phán giá và điều khoản thương mại: Incoterms, MOQ, leadtime, payment term, điều kiện bảo quản.
• Xây dựng mối quan hệ đối tác chiến lược dài hạn.
• Phân tích xu hướng giá quốc tế và đề xuất phương án mua hàng tối ưu.

3. Kiểm soát chất lượng & tuân thủ pháp lý
• Phối hợp với bộ phận QA/QC đảm bảo nguyên liệu đáp ứng tiêu chuẩn VSATTP và kiểm dịch.
• Cập nhật và tuân thủ các quy định về nhập khẩu thực phẩm, kiểm dịch động vật, hải quan.
• Làm việc trực tiếp với Hải quan, Cơ quan Thú y, Bộ NN&PTNT và các cơ quan chức năng liên quan.
• Kiểm soát hồ sơ pháp lý, HS code, khai báo hải quan chính xác và kịp thời.

4. Quản lý đội ngũ và xây dựng quy trình
• Quản lý, đào tạo và phát triển đội ngũ nhân sự Xuất Nhập Khẩu.
• Phân công công việc, giám sát hiệu quả và đánh giá KPI.
• Xây dựng, chuẩn hóa và cải tiến quy trình nhập khẩu.
• Thiết lập hệ thống kiểm soát rủi ro và phương án dự phòng.

5. Phối hợp nội bộ & báo cáo
• Phối hợp chặt chẽ với các bộ phận: Mua hàng, Kho vận, Kế hoạch, Tài chính – Kế toán, Kinh doanh.
• Lập báo cáo định kỳ về chi phí nhập khẩu, tiến độ lô hàng, rủi ro và đề xuất cải tiến.
• Phân tích hiệu quả chuỗi cung ứng và đề xuất chiến lược tối ưu hóa.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,11/03/2026,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Thu Mua & Quản Trị Hàng Tồn Kho,Chuỗi cung ứng,7,Cử nhân,15-60,1,08:30 - 17:30,Trưởng phòng,"Lãnh Đạo, Phân Tích Chi Phí, Quản Lý Hoạt Động Xuất Nhập Khẩu, Quản Lý Rủi Ro, Đàm Phán",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Chuỗi cung ứng, Lãnh Đạo, Phân Tích Chi Phí, Quản Lý Hoạt Động Xuất Nhập Khẩu, Quản Lý Rủi Ro, Đàm Phán, TẬP ĐOÀN HẢI SẢN HOÀNG GIA, Hồ Chí Minh"
Kế Toán Tổng Hợp,Công Ty Cổ Phần DNP Holding,"$ 700-1,200 /tháng","Đường 9A, An Bình, Biên Hòa, tỉnh Đồng Nai, Việt Nam, Khu công nghiệp Đất Đỏ 1, Phước Long Thọ, Đất Đỏ, Bà Rịa - Vũng Tàu, Việt Nam, Nhà Máy: Đường số 9, Khu CN Biên Hòa 1, TP Biên Hòa, Tỉnh Đồng Nai - VPHCM: Toà nhà Saigon Royal, tầng 3, 91 Pasteur, phường Bến Nghé, Quận 1, TP HCM","Lập và phân tích báo cáo tài chính hàng tháng, quý và năm
Kiểm soát các định khoản, nghiệp vụ phát sinh của kế toán viên; hạch toán các bút toán tổng hợp cuối kỳ
Chạy và kiểm soát giá thành hàng tháng.
Làm việc với các bên liên quan: Kiểm toán,ngân hàng, thuế,…
Thực hiện các báo cáo khác khi có yêu cầu: thống kê, hải quan, ngân hàng, quỹ,….
Thực hiện các báo cáo nội bộ của tập đoàn yêu cầu.
Thực hiện tính và kê khai thuế TNDN, khai báo thuế VAT, FCWT.
Tham gia công tác chuyển đổi số cho P.TCKT
Thực hiện các công việc liên quan khác theo yêu cầu của Trưởng bộ phận.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,11/03/2026,Kế Toán/Kiểm Toán > Kế Toán Tổng Hợp,Kế toán/Kiểm toán,2,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Tài Chính, Kiểm Toán, Kế Toán Tổng Hợp, Kế Toán, Báo Cáo Tài Chính",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Kế toán/Kiểm toán, Tài Chính, Kiểm Toán, Kế Toán Tổng Hợp, Kế Toán, Báo Cáo Tài Chính, Công Ty Cổ Phần DNP Holding, Đồng Nai, Bà Rịa - Vũng Tàu"
Logistics Officer/nhân Viên Kho Vận Xuất Nhập Khẩu,"Kirby Southeast Asia CO., LTD",Thương lượng,,,,,,,,,,,,,,,,,,,,
