Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Import - Export Specialist,Coherent Vietnam,Thương lượng,"2A – 1.F1, Tran Phu Street, Nhon Trach I Industrial Park, Nhon Trach Ward, Dong Nai Province, Vietnam, Đường Trần Phú, KCN Nhơn Trạch I, Xã Nhơn Trạch, Tỉnh Đồng Nai.","Company Overview:
Coherent Corp. is a global leaders in datacenter and communications industries. Headquartered in Saxonburg, Pennsylvania, USA, and founded in 1971, Coherent operates in over 20 countries worldwide. Since entering Vietnam in 2005, Coherent has expanded to over 2,400 employees across Binh Duong (VSIP1), Dong Nai (Nhon Trach 1), Hanoi, and Bac Ninh (Yen Phong IP). As part of our global growth strategy and commitment to local talent development, we aim to create over 4,000 new job opportunities in Vietnam within the next five years.

Work Location: Nhon Trach 1, Dong Nai

Key Responsibilities:
• Handle all the import/export activities.
• Focus on freight cost to optimize.
• Cooperate with internal and external customers to support import/export tasks.
• Make and submit Country Of Origin documents (COO Processing)",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Xuất Nhập Khẩu & Thủ Tục Hải Quan,Sản xuất,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Xuất Nhập Khẩu, Import-Export, Logistics, Chứng Từ Xuất Nhập Khẩu, Logistics & Coordination",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Xuất Nhập Khẩu & Thủ Tục Hải Quan, Sản xuất, Xuất Nhập Khẩu, Import-Export, Logistics, Chứng Từ Xuất Nhập Khẩu, Logistics & Coordination, Coherent Vietnam, Đồng Nai"
IT and BIM Consultant (Engineering Industry),China Design Group,"$ 1,000-1,500 /tháng",,"1. Provide product consulting and implementation support for the software and digital solutions.
2. Work closely with Chinese consultants to support requirements analysis, preparation of technical documentation and prototype development.
3. Develop into a Product Manager or Technical Manager in Vietnam.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Công Nghệ Thông Tin/Viễn Thông > Quản Lý Dự Án Công Nghệ,Kỹ thuật xây dựng/Cơ sở hạ tầng,Không hiển thị,Cử nhân,18-40,1,9:00 - 17:00,Nhân viên,"BIM Application, Client Consulting, Engineering Software, English Communication, Technical Documentation",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Quản Lý Dự Án Công Nghệ, Kỹ thuật xây dựng/Cơ sở hạ tầng, BIM Application, Client Consulting, Engineering Software, English Communication, Technical Documentation, China Design Group, Hà Nội"
Production Intern,BAT Vietnam,$ 100-500 /tháng,"Nhà máy Liên doanh SMD - Lô 45C/I Đường Số 7 Khu Công Nghiệp Vĩnh Lộc, Huyện Bình Chánh, TP Hồ Chí Minh, Việt Nam, Phòng 18.02, tầng 18, Tòa nhà The Hallmark, Số 15, đường Trần Bạch Đằng, phường Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","- Support administration work for projects: document translation, presentation, video clips, meeting arrangement and minutes.
- Support manufacturing behavior & culture improvement strategy",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Sản Xuất > Nghiên Cứu & Phát Triển,Hàng tiêu dùng,Không hiển thị,,,,,Thực tập sinh/Sinh viên,"Effective Communication, English, Microsoft Office Proficiency",Bất kỳ,Không hiển thị,,,,,"Sản Xuất, Nghiên Cứu & Phát Triển, Hàng tiêu dùng, Effective Communication, English, Microsoft Office Proficiency, BAT Vietnam, Hồ Chí Minh"
Transformation Project Manager_PMO Manager,Talentnet Corporation,Thương lượng,"STAR Building - 33 Mac Dinh Chi Street, Da Kao Ward, District 1, HCMC., 33 Mạc Đĩnh Chi, phường Đakao, quận 1, Thành phố Hồ Chí Minh","Purpose of the position:
- Accelerate business transformation by translating strategic priorities into measurable execution, structured portfolios, disciplined project governance, and transparent progress tracking across all business units and support functions.
- Orchestrate cross-functional initiatives that improve operational efficiency, strengthen core services, and enable sustainable growth in existing and new markets.
- Enable leadership decision-making by providing clear progress visibility, surfacing risks, and ensuring alignment between execution and long-term business goals.
- Lead change management efforts and drive communications to ensure alignment, engagement, and adoption of key transformation initiatives across business units.

Job Accountabilities:
1. Drive company transformation
To be the force multiplier for the Management in leading, accelerating the company’s transformation efforts and ensuring strategic intent is turned into disciplined execution.

2. Manage portfolio & governance
Own the enterprise portfolio of initiatives, ensuring prioritization, resource alignment, milestone discipline, risk/issue tracking, and escalations to leadership.",,06/01/2026,Kiến Trúc/Xây Dựng > Quản Lý Dự Án,Giáo dục/Đào Tạo,5,,,,,Trưởng phòng,"Active Mindset, Change Management, Collaboration, Project Management, Strategy Execution",Tiếng Anh,Không hiển thị,,,,,"Kiến Trúc/Xây Dựng, Quản Lý Dự Án, Giáo dục/Đào Tạo, Active Mindset, Change Management, Collaboration, Project Management, Strategy Execution, Talentnet Corporation, Hồ Chí Minh"
Senior Software Developer,Navigos Search's Client,Thương lượng,"Hà Nội, Việt Nam, Hanoi / HCMC","Key Responsibilities and Duties:
Lead and coordinate the delivery of demanding regulatory and enterprise projects for the Vietnam branches (HNI/HCM), acting as a Technical Project Manager to drive solutioning with Head Office/ Regional teams, business departments, IT/Security teams, and vendors; support BAU under short SLAs; and contribute to process and Kaizen improvements to especially satisfy compliance, business needs, security, and sustainable operation.
• Project Leadership: Plan, execute, and control medium to large projects, i.e., regulatory (eInvoice, SBV ACC/CIC/AML report, eTax, eCustoms, etc.), HO/Regional solution rollouts (i.e., APH/NAPAS, AML/KYC, Treasury, transaction banking including CITAD/VCB, internet banking), and local solution projects for branch-specific requirements; contribute to frameworks and automation where feasible.
• Solution Design and Business Analysis: Clarify requirements across HNI/HCM; produce BRD including NFR/FSD, process maps, and acceptance criteria; align with One-Vietnam practices and SDLC.
• SDLC including Quality Assurance & Change Management: Enforce documentation completeness, test coverage, and release quality; minimize rework.
• Coordination: Interface with Head Office/Regional teams, business units, and vendors; manage schedules, risks, issues, and dependencies.
• BAU Support: Triage incidents, ensure SLA compliance, and support production stability and resilience for HNI/HCM.
• Compliance & Security: Coordinate vulnerability remediation, patching, and controls; ensure audit-ready documentation.
• Kaizen/Cost Optimization: Identify improvements to reduce overtime and HR costs; standardize processes and templates.
• Cross-Backup: Provide backup coverage within the application team to maintain continuity.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Công Nghệ Thông Tin/Viễn Thông > Phần Mềm Máy Tính,Tài Chính,5,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"Project Management, Software Development, Database Development, Business Analysis, Communication",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Tài Chính, Project Management, Software Development, Database Development, Business Analysis, Communication, Navigos Search's Client, Hà Nội"
Sales Supervisor - B2B For Premix Flour (Cần Thơ/HCMC),Navigos Search,14tr-20tr ₫/tháng,"Ho Chi Minh City, VN, 700000, Can Tho Ecolodge, Area No.3, Ba Lang ward, Cái Răng, Cần Thơ, Vietnam, HCMC","Job Description: Selling premix flour (flour used to make batters for tempura, fried chicken, etc.), Mainly BtoB
• Developing new sales and following up with existing customers for premix flour (mainly Seafood processing companies)
• Proposing mixes tailored to customer needs
• Preparing quotations and contracts, etc.
• Proposing new idea items to customer and work with RD to make the actual sample to customer.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Hàng tiêu dùng,2,,,,,Nhân viên,"Communication Skills, English Communication, Food Science , Food Technology, Sales Experience",Tiếng Anh,Người Việt Nam,,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Communication Skills, English Communication, Food Science, Food Technology, Sales Experience, Navigos Search, Hồ Chí Minh, Cần Thơ"
Kỹ Sư Truyền Dẫn,Tập Đoàn Apec (Apec Group),"$ 800-1,200 /tháng","Tầng 3, TTTM Grand Plaza, 117 Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy, Hà Nội, Tầng 3, Grand Plaza, 117 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội.","A. Front Office
1. Quản lý sự kiện trên mạng truyền dẫn
- Tham gia giám sát tất cả các sự kiện trên mạng truyền dẫn.
- Tiếp nhận phản ánh, phát hiện các vấn đề từ các đơn vị quản lý hạ tầng truyền dẫn, chăm sóc khách hàng, …
2. Quản lý sự cố trên mạng truyền dẫn
- Tham gia thực hiện XLSC/ƯCTT để xử lý lỗi, khôi phục hệ thống mạng truyền dẫn.
- Điều hành thông báo cho các cấp, đơn vị liên quan trong quá trình XLSC/ƯCTT về mức độ tác động, ảnh hưởng, …
3. Hỗ trợ
- Cung cấp thông tin về xu thế, dữ liệu các sự kiện, sự cố từng tuần/tháng/quý cho Ban lãnh đạo.
- Hỗ trợ bảo dưỡng hệ thống/thiết bị khi cần thiết.
- Thu thập thông tin và báo cáo KPI định kỳ.

B. Back Office
1. Triển khai mạng truyền dẫn
- Tham gia tư vấn, thiết kế các giải pháp về mạng truyền dẫn.
- Điều hành, triển khai lắp đặt thiết bị hệ thống đưa dịch vụ/kênh truyền dẫn vào hoạt động.",,06/01/2026,Công Nghệ Thông Tin/Viễn Thông > Viễn Thông,Viễn thông,5,,,,,Nhân viên,"Thiết Kế Truyền Dẫn, Truyền Dẫn Quang, Telecommunications, Điện Tử Viễn Thông, Xử Lý Sự Cố",Bất kỳ,Không hiển thị,,,,,"Công Nghệ Thông Tin/Viễn Thông, Viễn Thông, Viễn thông, Thiết Kế Truyền Dẫn, Truyền Dẫn Quang, Telecommunications, Điện Tử Viễn Thông, Xử Lý Sự Cố, Tập Đoàn Apec (Apec Group), Hà Nội"
Giám Đốc Quản Lý Dự Án,Công Ty Cổ Phần Tập Đoàn Masterise,Thương lượng,"Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh, Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh","Vị trí quản lý cấp cao, chịu trách nhiệm toàn diện về việc lập kế hoạch, tổ chức, điều hành và kiểm soát các dự án hạ tầng giao thông quy mô lớn. Đóng vai trò chiến lược, đòi hỏi năng lực lãnh đạo xuất sắc, kinh nghiệm thực tiễn sâu rộng và khả năng phối hợp nhiều bên liên quan để đảm bảo dự án đạt tiến độ, chất lượng, chi phí và hiệu quả đầu tư.
1. Nhiệm vụ chính
• Xây dựng kế hoạch tổng thể cho dự án: tiến độ, ngân sách, nguồn lực, rủi ro.
• Tổ chức, điều hành và giám sát toàn bộ hoạt động triển khai dự án từ giai đoạn chuẩn bị, thiết kế, thi công đến nghiệm thu, bàn giao và vận hành.
• Kiểm soát chặt chẽ tiến độ, chất lượng, chi phí và an toàn lao động tại hiện trường.
• Chủ trì công tác đấu thầu, thương thảo và quản lý hợp đồng với nhà thầu, tư vấn, đối tác.
• Quản lý hồ sơ pháp lý, hồ sơ thiết kế, hồ sơ hoàn công và các thủ tục liên quan theo quy định pháp luật.
• Làm việc với cơ quan quản lý nhà nước, chính quyền địa phương và cộng đồng để giải quyết các vấn đề pháp lý, xã hội và kỹ thuật.
• Báo cáo định kỳ/đột xuất cho Ban lãnh đạo về tình hình triển khai dự án, đề xuất giải pháp xử lý các vấn đề phát sinh.
• Đào tạo, hướng dẫn và phát triển năng lực đội ngũ nhân sự trong Ban Quản lý Dự án.
• Thực hiện các nhiệm vụ khác theo chỉ đạo của Ban lãnh đạo.",,06/01/2026,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,12,,,,,Giám Đốc và Cấp Cao Hơn,"Hạ Tầng Giao Thông, Project Management, Kiểm Soát Tiến Độ Dự Án, Quản Lý Điều Hành, Xây Dựng Chiến Lược",Bất kỳ,Không hiển thị,,,,,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Hạ Tầng Giao Thông, Project Management, Kiểm Soát Tiến Độ Dự Án, Quản Lý Điều Hành, Xây Dựng Chiến Lược, Công Ty Cổ Phần Tập Đoàn Masterise, Hồ Chí Minh"
Chuyên Gia Quản Lí Thiết Kế Cầu Hầm,Công Ty Cổ Phần Tập Đoàn Masterise,Thương lượng,"Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh, Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh","Chịu trách nhiệm điều phối, kiểm soát và quản lý toàn bộ công tác thiết kế các dự án cầu, hầm. Đảm bảo hồ sơ thiết kế đáp ứng yêu cầu kỹ thuật, tiêu chuẩn quốc gia và quốc tế, đồng thời phối hợp chặt chẽ với các bên liên quan để tối ưu giải pháp thiết kế, tiến độ và chi phí.
1. Mô tả công việc:
• Lập kế hoạch, điều phối và giám sát toàn bộ quá trình thiết kế cầu, hầm từ giai đoạn ý tưởng, thiết kế cơ sở, thiết kế kỹ thuật đến thiết kế bản vẽ thi công.
• Kiểm tra, thẩm định và phê duyệt hồ sơ thiết kế, đảm bảo tuân thủ quy chuẩn, tiêu chuẩn kỹ thuật và pháp luật hiện hành.
• Phối hợp với các đơn vị tư vấn thiết kế, nhà thầu và cơ quan quản lý nhà nước để giải quyết các vấn đề phát sinh.
• Đề xuất giải pháp kỹ thuật tối ưu nhằm nâng cao chất lượng, độ bền và hiệu quả kinh tế của công trình.
• Quản lý hồ sơ pháp lý, hồ sơ kỹ thuật, bản vẽ và tài liệu liên quan đến thiết kế.
• Theo dõi tiến độ thiết kế, cập nhật và báo cáo định kỳ/đột xuất cho Ban lãnh đạo.
• Nghiên cứu, ứng dụng công nghệ mới, vật liệu tiên tiến trong thiết kế cầu, hầm.
• Hỗ trợ công tác đấu thầu, thẩm định hồ sơ kỹ thuật và hợp đồng liên quan đến thiết kế.
• Đào tạo, hướng dẫn và phát triển năng lực đội ngũ kỹ sư thiết kế trong dự án.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,10,Cử nhân,Không hiển thị,Không hiển thị,,Trưởng phòng,"Thẩm Định Thiết Kế, Kiểm Soát Tiến Độ Dự Án, Quản Lý Chất Lượng Xây Dựng, Quản Lý Dự Án, Bridge Design",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Thẩm Định Thiết Kế, Kiểm Soát Tiến Độ Dự Án, Quản Lý Chất Lượng Xây Dựng, Quản Lý Dự Án, Bridge Design, Công Ty Cổ Phần Tập Đoàn Masterise, Hồ Chí Minh"
Chuyên Gia Quản Lí BIM,Công Ty Cổ Phần Tập Đoàn Masterise,Thương lượng,"Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh, Lumiere West Tower, Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh","I. Mô tả công việc:
Chuyên gia Quản lý BIM chịu trách nhiệm xây dựng, triển khai và kiểm soát hệ thống BIM trong toàn bộ vòng đời dự án. Vị trí này đảm bảo dữ liệu mô hình hóa công trình được quản lý đồng bộ, chính xác, phục vụ cho thiết kế, thi công, vận hành và bảo trì công trình.
Nhiệm vụ chính
• Xây dựng chiến lược và kế hoạch triển khai BIM cho dự án.
• Quản lý, điều phối và kiểm soát dữ liệu BIM giữa các bên liên quan (chủ đầu tư, tư vấn thiết kế, nhà thầu, giám sát).
• Thiết lập tiêu chuẩn BIM, quy trình làm việc và hướng dẫn kỹ thuật cho dự án.
• Kiểm tra, đánh giá và phê duyệt mô hình BIM, đảm bảo tính chính xác và đồng bộ.
• Phối hợp với các bộ phận thiết kế, thi công và quản lý vận hành để khai thác dữ liệu BIM hiệu quả.
• Quản lý hệ thống lưu trữ, bảo mật và chia sẻ dữ liệu BIM.
• Đào tạo, hướng dẫn và hỗ trợ đội ngũ kỹ sư, kiến trúc sư, cán bộ kỹ thuật trong việc sử dụng BIM.
• Báo cáo định kỳ/đột xuất cho Ban lãnh đạo về tình hình triển khai BIM và đề xuất cải tiến.
• Nghiên cứu, ứng dụng công nghệ mới (AI, IoT, Digital Twin) để nâng cao hiệu quả quản lý dự án.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,06/01/2026,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,10,Cử nhân,Không hiển thị,Không hiển thị,,Trưởng phòng,"BIM, Quản Lý Dữ Liệu, Điều Phối, Quản Lý Nhóm, Hướng Dẫn Đào Tạo",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, BIM, Quản Lý Dữ Liệu, Điều Phối, Quản Lý Nhóm, Hướng Dẫn Đào Tạo, Công Ty Cổ Phần Tập Đoàn Masterise, Hồ Chí Minh"
