Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Quality Assurance Executive (QAE),Vestergaard Vietnam Limited,Từ 15tr ₫/tháng,,,,,,,,,,,,,,,,,,,,
Quality FMEA / Pilot Run Engineer,Lvha Manufacturing Company Limited,Thương lượng,"Lot VIII-1, Road 6, Ho Nai Industrial Zone, Ho Nai Ward, Dong Nai Province, Lot VIII-1, Road No. 6, Ho Nai Industrial Zone, Ho Nai Ward, Dong Nai Province","New Product Development (NPD) Quality, PFMEA/ECN facilitation:
- Prepare Quality Critical to validate the process process and product from NPD, Pilot Run to SOP phase.
- Core Team working to Engineering, Production, related Dept to define and improve Product Quality for next events.
- Launching PFMEA sessions with a cross-functional team.
- Evaluation Critical Process and define High Action Priority Activity by RPN(SOD)
- Risk assessment and take action plan for ECR/ECN change.
- Apply SPC, MSA activity for Jig, Fixture and machine validation.
- Conformity of Production(COP):Coordination activities for internal/external auditors management.
- Coordination of any issues or risk to resolve before start of production with R&D team, Technical team and production team.
- Work in collaboration with Assy Eng in order to improve robustness and have data occurrence from past production to reduce risk.
QMS/ISO:
- Maintain documentation related to ISO 9001 to ensure control.
- Review all documents (Internal and External) for accuracy and completeness per applicable instructions provided.
- Other tasks will be assigned by Quality Coordinator or up.
Reporting:
- To Quality NPD Coordinator and Tower Lead.
- Working with Other Coordinators / Tower Leads.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,29/01/2026,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Sản xuất,2,Cử nhân,Không hiển thị,1,,Nhân viên,"FMEA, ISO Quality Management, NPD Management, SAP-ERP, SOP",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, FMEA, ISO Quality Management, NPD Management, SAP-ERP, SOP, Lvha Manufacturing Company Limited, Đồng Nai"
SQE Coordinator,Lvha Manufacturing Company Limited,Thương lượng,"Lot VIII-1, Road 6, Ho Nai Industrial Zone, Ho Nai Ward, Dong Nai Province, Lot VIII-1, Road No. 6, Ho Nai Industrial Zone, Ho Nai Ward, Dong Nai Province","Supplier Management:
- Visit to suppliers in order to perform run at rate activities & confirm corrective actions permanent improvement,
- Evaluate and approve Supplier PPAP submission
- Lead and be fully accountable Supplier Quality activities such as:
+ 8D , On site production process audit
+ Corrective action request and root cause analysis (6-Sigma – DMAIC, 7-tool)
+ Periodic Supplier audit, scorecard and continuous improvement plan.
- Execute the Material receiving inspection plan.
- Execute the quality plan to mitigate the quality turbulence on vehicle assembly line
- Monitor, measure and validate the supplier’s production part quality performance on a monthly basis.
- Analyze quality data from suppliers to identify preventative maintenance plans and potential quality risk.
- Propose corrective actions to address quality-related issues, short term action plan and permanent corrective action plan.
- Coordination of Quality supplier activities in order to be the point of contact between production activities and supplier development communication for: problem solving, deviation & ECN/ECR process, CS1-CS2 contention plan, etc.

Incoming Inspection Management:
- Plan to manage incoming parts & make sure good parts are on the Production Line.
- Conduct incoming inspection Team to adapt master plan of parts.
- Coordination with internal / external Team to solve NC Parts , ECR/ECN change.
- Proposal improvement to optimize cost of quality in Supplier and Incoming section.
- Coordination of sort & rework activities in order to be the point of contact between production activities and supplier communication for: issues management, charge back, planning & organization of the team, PPM calculation, any improvement & efficiency activities.

Report:
- Report directly to Quality Tower Lead
- Coordinating: Team of 4-5 people.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,29/01/2026,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Sản xuất,5,Cử nhân,Không hiển thị,1,,Nhân viên,"PPAP, SAP-ERP, FMEA, Quality Control & Assurance, Supplier Quality",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, PPAP, SAP-ERP, FMEA, Quality Control & Assurance, Supplier Quality, Lvha Manufacturing Company Limited, Đồng Nai"
Finance Controlling Manager (Ho Chi Minh City Station),DHL Global Forwarding (Vietnam) Corporation,Thương lượng,,,,,,,,,,,,,,,,,,,,"Kế Toán/Kiểm Toán, Kiểm Soát Viên Tài Chính, Tài Chính, Financial Controlling, Budget Planning, Logistics Industry Knowledge, Financial Forecast, Analytical And Reporting Skills, DHL Global Forwarding (Vietnam) Corporation, Hồ Chí Minh"
[Hà Nội_Dược Phẩm] Tổ Trưởng / Phó Phòng Kiểm Tra Chất Lượng (QC Hóa Lý),Navigos Search,"$ 1,100-1,500 /tháng","Vĩnh Yên, Vinh Phuc Province, Vietnam, Hanoi / HCMC","1. Công tác quản lý điều hành
Lập kế hoạch và tổ chức triển khai hoạt động kiểm nghiệm hóa lý theo kế hoạch sản xuất và kế hoạch kiểm nghiệm

Quản lý, phân công, giám sát và đánh giá hiệu quả làm việc của nhân sự trong tổ

Đào tạo, hướng dẫn chuyên môn và phát triển năng lực đội ngũ QC

Tham gia xây dựng, duy trì và cải tiến hệ thống quản lý chất lượng của phòng QC

Phối hợp với các phòng ban liên quan: QA, Sản xuất, R&D, Kho, Engineering
2. Công tác chuyên môn QC – Pharma Core
Hoạt động kiểm nghiệm

Tổ chức thực hiện kiểm nghiệm nguyên liệu, bao bì, bán thành phẩm và thành phẩm

Rà soát và phê duyệt dữ liệu kiểm nghiệm trước khi trình cấp trên phê duyệt

Hồ sơ – tài liệu chất lượng

Xây dựng, rà soát và cập nhật:

Phương pháp kiểm nghiệm

Tiêu chuẩn chất lượng

Hồ sơ phân tích

SOP liên quan hoạt động kiểm nghiệm

OOS / Deviation / Investigation

Tham gia điều tra OOS, OOT, Deviation liên quan đến hoạt động kiểm nghiệm

Đề xuất CAPA và theo dõi hiệu quả thực hiện

Thiết bị – Hóa chất – Chất chuẩn

Quản lý thiết bị kiểm nghiệm, đảm bảo hiệu chuẩn, bảo trì theo quy định

Quản lý hóa chất, thuốc thử, chất chuẩn theo quy định GMP và an toàn phòng thí nghiệm
3. Cải tiến – tối ưu chi phí
Đề xuất giải pháp nâng cao hiệu quả kiểm nghiệm

Tối ưu chi phí kiểm nghiệm nhưng vẫn đảm bảo tuân thủ GMP và chất lượng sản phẩm
4. Các nhiệm vụ khác
Thực hiện các nhiệm vụ khác theo phân công của Trưởng phòng QC",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,29/01/2026,Y Tế/Chăm Sóc Sức Khoẻ > Dược Sĩ,Dược phẩm,2,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Trưởng phòng,"Qc Experience, Kiểm Soát Chất Lượng",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Y Tế/Chăm Sóc Sức Khoẻ, Dược Sĩ, Dược phẩm, Qc Experience, Kiểm Soát Chất Lượng, Navigos Search, Vĩnh Phúc"
Giám Đốc Vận Hành,Tập Đoàn Vingroup - Công Ty Cổ phần Vincom Retail,"$ 2,000-4,000 /tháng","Hà Nội, Ho Chi Minh, Văn phòng Vinhomes Symphony - đường Chu Huy Mân, Long Biên, Hà Nội","1. NHÂN SỰ VÀ ĐÀO TẠO
1.1 Tổ chức hệ thống, ngân sách
- Nghiên cứu, rà soát SĐTC, định biên Nhân sự, bản đồ chức danh của các bộ phận và đề xuất điều chỉnh đảm bảo tinh gọn, năng suất lao động cao.
- Xây dựng và thực thi chính sách nhân sự (nội quy, hệ thống thang bảng lương, cơ chế chi trả lương/ thưởng, các chế độ phúc lợi, ...) đảm bảo tuân thủ quy định, định kỳ rà soát điều chỉnh đảm bảo cạnh tranh ưu việt so với thị trường.
- Lập kế hoạch ngân sách nhân sự phù hợp với kế hoạch kinh doanh; thường xuyên rà soát điều chỉnh, kiểm soát đảm bảo thực hiện đúng và tối ưu chi phí.
1.2 Quản trị đánh giá hiệu quả công việc, quy hoạch cán bộ nguồn
1.3 Nhân sự và đào tạo
2. QUẢN TRỊ VẬN HÀNH
- Quản trị kế hoạch: thẩm định các KH định kỳ, KH Mục tiêu và các Kế hoạch khác – kiểm soát triển khai và đảm bảo thực hiện đúng kế hoạch.
- Quản trị rủi ro: kiểm soát tuân thủ PCCC, Môi trường và các yêu cầu khác trong quá trình vận hành.
- Đảm bảo thực hiện bảng kiểm tuân thủ của bộ phận, đảm bảo tính pháp lý trong mọi hoạt động.
3. QUẢN LÝ CÔNG NỢ
4. CHẤT LƯỢNG DỊCH VỤ
- Kiểm soát chất lượng dịch vụ vận hành hằng ngày của TTTM và khách thuê.
- Đi site check định kỳ theo kế hoạch, xử lý các vi phạm liên quan đến CLDV.
- Kiểm soát việc khắc phục sau Tổng kiểm tra, Site Check.
- Đánh giá và đề xuất các việc cần thực hiện để nâng cao chất lượng dịch vụ.
5. QUẢN LÝ CHI PHÍ
- Có KH quản lý chi phí Opex/Capex theo kế hoạch.
- Triển khai các gói cải tạo Capex đã được Phê duyệt.
- Kiểm soát các khoản chi phí Opex đảm bảo đúng ngân sách đã được PD.
6. MARKETING VÀ TRUYỀN THÔNG
- Lập và phê duyệt KH Marketing, Trade từng Quý.
- Triển khai các KH Marketing theo chương trình chuỗi.
- Làm việc với Kinh Doanh Quảng cáo/Trade Marketing để có các chương trình hấp dẫn thu hút cho TTTM.
- Kiểm soát và triển khai các KH khác: khảo sát khách hàng, khách thuê, v.v…
7. QUẢN LÝ KHÁCH THUÊ VÀ TÌNH TRẠNG KINH DOANH
- Khách chuỗi: làm việc về công nợ, kế hoạch phát triển kinh doanh và MKT, xử lý các vấn đề vướng mắc (giá thuê, tái ký, thanh lý…).
- Tại từng TTTM: nắm rõ tình trạng kinh doanh các gian hàng và có phương án đề xuất để tăng cường cạnh tranh và thu hút khách hàng.
- Làm việc với Phòng kinh doanh/GĐ Kinh doanh về quy hoạch, dịch chuyển GH trong TTTM.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Bất Động Sản, Kinh Doanh Thương Mại, Cho Thuê & Quản Lý Tài Sản, Bất Động Sản/Cho thuê, Giám đốc vận hành, Quản Trị Kinh Doanh, Quản Lý Bất Động Sản, Quản trị vận hành & hệ thống, Quản Lý Chi Phí, Tập Đoàn Vingroup - Công Ty Cổ phần Vincom Retail, Hà Nội, Hồ Chí Minh"
Giám Đốc Nhân Sự (Lĩnh Vực Bất Động Sản),Công Ty Cổ Phần Đầu Tư Tây Bắc,Thương lượng,"KĐT Thành phố Giao lưu, phường Cổ Nhuế 1, Quận Bắc Từ Liêm, TP Hà Nội, KĐT Thành phố Giao lưu, phường Cổ Nhuế 1, Quận Bắc Từ Liêm, TP Hà Nội","Mô tả công việc
- Xây dựng, điều chỉnh và triển khai chiến lược nhân sự đáp ứng mục tiêu phát triển kinh doanh và định hướng phát triển bền vững của Tập đoàn.
- Xây dựng và cải tiến hệ thống quản trị nhân sự: thiết lập các quy trình, hệ thống phần mềm nhân sự…
- Thiết kế và triển khai chương trình phát triển tổ chức: cấu trúc bộ máy, cơ cấu phòng ban, quy trình công việc đảm bảo Tập đoàn có sự linh hoạt và khả năng thích ứng thị trường.
- Hoạch định các chương trình tạo nguồn nhân sự kế cận. Đảm bảo đội ngũ kế thừa chất lượng cho các vị trí chủ chốt, đảm bảo tính liên tục trong vận hành
- Nâng cao năng lực cho đội ngũ thông qua các chương trình đào tạo, thúc đẩy sự đổi mới và tinh thần làm việc nhóm.
- Xây dựng môi trường làm việc tích cực: thiết lập các hoạt động gắn kết, nâng cao tinh thần đội ngũ và đẩy mạnh văn hóa doanh nghiệp, đảm bảo sự hợp tác và hỗ trợ lẫn nhau giữa các đơn vị, người lao động trong hệ thống
- Xây dựng, triển khai hệ thống đánh giá hiệu suất làm việc công bằng, linh hoạt và hiệu quả bằng các phương pháp hiện đại KPI, OKR…
- Quản lý, điều phối toàn bộ hoạt động tuyển dụng, đào tạo, chính sách lương thưởng phúc lợi tại Tập đoàn
- Quản lý định biên và ngân sách nhân sự hiệu quả.
- Giám sát các hoạt động nhân sự tại trụ sở chính và các chi nhánh, công ty con trong hệ sinh thái của Tập đoàn
- Xử lý các vấn đề phát sinh liên quan đến nhân sự một cách chuyên nghiệp, công bằng và đúng quy định pháp luật.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,29/01/2026,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Bất Động Sản/Cho thuê,5,Cử nhân,Không hiển thị,Không hiển thị,,Giám Đốc và Cấp Cao Hơn,"Quản Lý Nhân Sự, Bất Động Sản, Hoạch Định Chiến Lược, Xây Dựng Quy Trình, Giao Tiếp Đàm Phán",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Bất Động Sản/Cho thuê, Quản Lý Nhân Sự, Bất Động Sản, Hoạch Định Chiến Lược, Xây Dựng Quy Trình, Giao Tiếp Đàm Phán, Công Ty Cổ Phần Đầu Tư Tây Bắc, Hà Nội"
Logistics Staff,Quantel Global Vietnam Co. Ltd,Thương lượng,"Hà Nội, Việt Nam, Trung Kinh, Cau Giay, Hanoi / Yen The, Tan Binh, HCM","• Receive Purchase Requisitions (PR) from the Sales Department, check information, and issue Purchase Orders (PO) to suppliers (QSG, Terchy, Mouser, etc.).
• Send POs for service-related orders to QSG upon request from the Service team.
• Monitor and follow up on orders to ensure on-time delivery.
• Prepare, check, and manage import and export shipment documents.
• Provide required documents and information to forwarders for customs declaration.
• Handle import/export procedures for customers in Non-Tariff Zones.
• Manage procedures for sending goods for repair and warranty services.
• Check HS codes and identify any special import/export policies related to goods.
• Check and compare shipping quotations from logistics providers.
• Update billing and logistics data in internal reports.
• Print, organize, and file import-export documentation properly.
• Perform other logistics-related tasks assigned by the manager.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Xuất Nhập Khẩu & Thủ Tục Hải Quan, Điện/Điện tử, Import & Export, Logistics, English, MS Office, Customs, Quantel Global Vietnam Co. Ltd, Hà Nội"
Project Assistant,Hilti Vietnam Company Limited,Từ $ 700 /tháng,"Hà Nội, Việt Nam, Ground floor, Lao Dong News Building, 198 Nguyen Thi Minh Khai Street, Ward 6, District 3, HCMC.","RESPONSIBILITY
As a Project Assistant, you will work closely with customers in the field.
You will regularly visit job sites, offices, warehouses, and plants to understand customer needs and explore how our solutions can support their work.
This role focuses on relationship-based, consultative selling rather than cold calling. You will learn our products, services, and market step by step, and use this knowledge to support sales activities in your assigned area.
With guidance and training, you will identify new opportunities, follow up on leads, and help turn them into long-term customers.
This is a hands-on position that offers daily learning, real-world exposure, and meaningful interaction with customers. You will face new challenges every day, helping you build confidence, develop sales skills, and grow into a future market professional.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,29/01/2026,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Kỹ thuật xây dựng/Cơ sở hạ tầng,Không yêu cầu,Trung cấp,22-25,1,08:30 - 17:30,Mới Tốt Nghiệp,"Consultative Approach, Digital Marketing Tools, English Fluency, Microsoft Office, Project Support",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Kỹ thuật xây dựng/Cơ sở hạ tầng, Consultative Approach, Digital Marketing Tools, English Fluency, Microsoft Office, Project Support, Hilti Vietnam Company Limited, Hà Nội"
[Tam Sơn] Human Resource Director,Công Ty Cổ Phần Quốc Tế Tam Sơn,Thương lượng,"Số 21 - Ngõ 2 Lê Văn Hưu, Quận Hai Bà Trưng, Hà Nội, Việt Nam, No. 21, Alley 2, Le Van Huu Street, Hai Ba Trung District, Hanoi, Vietnam","1. HR Team Management
• Coaching / Mentoring: to all HR team members, especially with Manager / Team Leader under to build a robust & credited HR team
• Enhance HR’s Expertise Group-wide: Side-by-side with GHR to contribute initiative, time & effort as a HR pioneer to enhance the HR know-hows across the subsidiaries in Openasia Group
2. Talent Management
• Strategic Workforce Planning: Collaborate with leadership to identify current and future talent needs, ensuring alignment with business goals. Plan for recruitment strategies that attract high-caliber candidates.
• Talent Acquisition: Oversee end-to-end recruitment processes, ensuring efficient sourcing, selection, and onboarding of top talent. Develop strategies to attract candidates with a high level of brand alignment and customer service excellence.
• Succession Planning: Identify high-potential employees and create a strong talent pipeline. Implement processes to ensure key positions are covered by internal talent wherever possible to minimize disruption in turnover events.
• Retention Strategies: Design and implement initiatives that enhance employee retention, including recognition programs, competitive compensation structures, and clear career development pathways.
3. Talent Development
• Learning & Development Programs: Create and promote personalized learning and development programs that help employees improve their skills, product knowledge, and leadership abilities. Incorporate both on-the-job training and structured learning initiatives.
• Leadership Development: Develop leadership programs for managers and supervisors to improve their ability to lead, mentor, and engage their teams. Ensure consistent leadership development for those identified in succession plans.
• Performance Management: Implement a robust performance management system, focusing on continuous feedback, performance reviews, and clear goal-setting to drive both individual and organizational growth.
• Mentorship & Coaching: Foster a culture of mentoring by establishing mentorship programs that connect emerging talent with senior leaders. Encourage internal knowledge-sharing and coaching to build skills and relationships across the company.
4. Organizational Development
• Organizational Culture & Engagement: Design strategies to build and sustain a positive, inclusive, and engaging company culture. Regularly assess employee engagement and use data-driven insights to continuously improve the workplace environment.
• Change Management: Lead HR’s involvement in organizational change initiatives, ensuring smooth transitions during expansions, restructuring, or the implementation of new technologies. Develop change management strategies that minimize disruptions while promoting adaptability.
• Diversity & Inclusion: Develop programs and initiatives to promote a diverse workforce that mirrors the customer base of the luxury retail sector. Ensure inclusive hiring practices and foster a culture of belonging.
• Organizational Design & Workforce Optimization: Work closely with department heads to assess and redesign structures to optimize productivity, collaboration, and innovation. This may include redefining roles and responsibilities, flattening structures, or introducing new operating models.
5. Data-Driven HR Initiatives
• HR Management System: Oversee the implementation and management of Human Resource Management Systems (HRMS)
• HR Analytics: Utilize HR analytics to assess recruitment effectiveness, employee turnover, retention, and workforce productivity. Use this data to make informed decisions about talent and organizational strategies.
• Employee Feedback Mechanisms: Implement regular employee surveys and feedback mechanisms to gauge job satisfaction, engagement levels, and areas for improvement. Act on feedback swiftly to enhance employee experience.
6. Total Rewards
• Compensation Planning: Develop competitive compensation structures and oversee salary administration
• Benefits Management: Design and manage employee benefits programs, including health insurance, retirement plans, and other perks
7. Employee Relations and Engagement
• Employee Engagement: Develop and implement programs to enhance employee satisfaction and retention
• Conflict Resolution: Address and resolve employee issues, conflicts, and grievances
• Legal & Compliance: Ensure all HR policies and practices are compliant with local labor laws and Group governance, especially considering the close interaction between Group HR and Tam son HR. Stay abreast of any legislative changes and adapt company policies accordingly.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,29/01/2026,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Bán lẻ/Bán sỉ,20,Cử nhân,Không hiển thị,1,09:00 - 18:00,Nhân viên,RNN,Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Bán lẻ/Bán sỉ, RNN, Công Ty Cổ Phần Quốc Tế Tam Sơn, Hà Nội"
