Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
"Chuyên Viên Phát Triển Sản Phẩm Doanh Nghiệp, P. Khách Hàng Doanh Nghiệp, Hội Sở",Ngân Hàng TNHH Indovina – Hội Sở,Thương lượng,"97A Nguyen Van Troi, Ward 11, 97A Nguyễn Văn Trỗi, P.11, Q. Phú Nhuận – Tp.HCM","- Analyze competition of Banking products on the market, to position IVB’s products and develop product strategy for IVB.
Phân tích sự cạnh tranh của các sản phẩm Ngân hàng trên thị trường, định vị sản phẩm IVB và xây dựng chiến lược sản phẩm cho IVB.

- Prepare annual plan of Banking product development and to track periodically the review of plan performance.
Lập kế hoạch phát triển sản phẩm Ngân hàng hàng năm và theo dõi định kỳ đánh giá hiệu quả thực hiện kế hoạch.

- Research, design, manage and develop corporate products and services.
Nghiên cứu, thiết kế, quản lý và phát triển các sản phẩm, dịch vụ của doanh nghiệp.

- Coordinate with relative Divisions/Departments to launch new products and services.
Phối hợp với các Khối/Phòng ban liên quan để triển khai các sản phẩm, dịch vụ mới.

- Standardize system of existing products, and to evaluate periodically the suitability, competitiveness and efficiency of products, while satisfying customer’s demand and the market.",,22/11/2025,Ngân Hàng & Dịch Vụ Tài Chính > Đầu Tư Tài Chính,Ngân hàng,4,,,,,Nhân viên,"Product Analysis, Banking products knowledge, Finance Development, english skill, Corporate Management",Tiếng Anh,Người Việt Nam,,,,,"Ngân Hàng & Dịch Vụ Tài Chính, Đầu Tư Tài Chính, Ngân hàng, Product Analysis, Banking products knowledge, Finance Development, english skill, Corporate Management, Ngân Hàng TNHH Indovina – Hội Sở, Hồ Chí Minh"
Technical Internal Sales Engineer,Pfeiffer Vacuum+Fab Solutions Vietnam Limited,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Section 07-08, Lot B2, Road #1, Tan Dong Hiep B Industrial Park Tan Dong Hiep Ward | Ho Chi Minh City [Di An, Binh Duong, Section 07- 08 Lot B2 Road # 01 Tan Dong Hiep-B Industrial Park. Tan Dong Hiep Ward, Di-An Town, Binh-Duong Province. Viet Nam.","Job summary
The technical Internal Sales Engineer is a key member of the Internal sales team and is the front-line contact for our customers. He/she works very closely with our customers, the field-based sales and service teams to provide excellent technical support for all our products and services as well as understanding the processes and applications that they can be used for. He/she will also provide commercial and administrative support to our customers as well as external sales teams.
The candidate is expected to drive and support external sales by undertaking business development activities, identifying potential customers, do business analysis, develop strong rapport with customers. Capture and create customers opportunities, should have ability to understand market trends and shape sales strategies.
Sales process adherence. Techno-commercial proposal / tender preparation, enquiry review, costing, opportunity etc.
Key responsibilities
• Be hungry for sales over the phone.
• Pro-actively follow up sales quotations on a daily basis.
• Efficient and proactive handling of technical enquiries to guide the customer to the best vacuum or low pressure solution.
• To support the sales order process in-line with the company’s’ key performance indicators.
• Timely and accurate generation of quotations including follow-up and negotiation to win the order.
• Timely and accurate handling of orders including acknowledgement, contract review and customer support.
• Handle calls in line with the Busch telephone charter.
• Overall review of contract throughout to ensure compliance with Busch quality system and KPIs.
• To meet on time delivery targets for products and operations.
• To ensure that all customers’ requirements are met in relation to T&C’s and to highlight any potential risk with customers’ requirements.
• To work within the predefined processes whilst striving to look for improvements in efficiency and suggest alternative, beneficial methods to perform the tasks in hand.
• Deal with all incoming telephone calls as a uniform customer services team.
• To support warranty investigations & claims in line with our quality procedure.
• To assist in the maintenance of process control measures.
• To be proactive in quality investigations / resolutions.
• Training and mentoring of new team members.
• Continuation of the of 5S principles within the office areas.
• Constantly looking for ways to improve and eliminate waste and rework.
• Develop good working relationships within the Busch Company.
• Budget responsibility alongside the Sales Manager
• Any other duties as requested by the Management
Key targets/ goals
• Hit Rates (orders won).
• Pro-active sales calls made.
• High level of vacuum and pressure knowledge and application and evidence of training and development.
• Enquiry to quotation lead time.
• Quotation to follow-up call time.
• Order processing time, WIP reduction to achieve fast turn-around of order.
• On time delivery.
• Contribution towards development of Busch Vietnam, in line with business plan.
• Ability to undertake all internal sales tasks and fully understand teams roles.
• Reduction in errors and to minimize credit notes and bad debt.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Kinh Doanh > Bán Hàng Kỹ Thuật,Cơ khí/Máy móc/Thiết bị công nghiệp,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Service Engineering, Technical Knowledge Of Valves, Vacuum Pump, Technical Sales Support, Technical Sales",Tiếng Anh,Không hiển thị,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kinh Doanh, Bán Hàng Kỹ Thuật, Cơ khí/Máy móc/Thiết bị công nghiệp, Service Engineering, Technical Knowledge Of Valves, Vacuum Pump, Technical Sales Support, Technical Sales, Pfeiffer Vacuum+Fab Solutions Vietnam Limited, Hồ Chí Minh"
Sales Engineer (HCM & HN),Pfeiffer Vacuum+Fab Solutions Vietnam Limited,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Section 07-08, Lot B2, Road #1, Tan Dong Hiep B Industrial Park Tan Dong Hiep Ward | Ho Chi Minh City [Di An, Binh Duong, Mobile working, Section 07- 08 Lot B2 Road # 01 Tan Dong Hiep-B Industrial Park. Tan Dong Hiep Ward, Di-An Town, Binh-Duong Province. Viet Nam.","Job summary
The Sales Engineer will be Responsible for the management of all sales activities within an assigned market segments under Food packaging, Semiconductors, Mobility, Chemical, Pharma & Plastics, Energy & Environmental.
Responsible for developing and delivering annual sales growth of Busch products and services in compliance with the strategic plan.
To liaise with customers on their vacuum requirements, promoting the company, products and application solutions. You will be personally involved in providing relevant and accurate advice to customers.
Key responsibilities
• Manage the assigned sales territory to maintain existing business levels while actively developing new business opportunities for products and services to ensure annual growth.
• Conduct sales negotiations for pumps, systems, and after-sales services within a predefined framework.
• Realize sales targets and execute sales strategies effectively.
• Implement measures for customer retention, including conducting plant visits, organizing training sessions, and maintaining regular contact.
• Cultivate, build, and maintain strong, long-term relationships with customers.
• Provide pre-sales support and detailed application advice to customers.
• Monitor and analyze market trends and competitor activities.
• Support and represent the company at Trade Shows and industry events.
• Coordinate internal company resources to achieve maximum customer satisfaction.
• Perform other tasks as requested by the Management.
Key targets/ goals
• Achieve sales turnover and increase profitability in line with the annual budget and business plan.
• Demonstrate a high level of technical knowledge regarding vacuum and pressure applications, with evidence of continuous training and development.
• Contribute actively to the development of Busch Vacuum Vietnam in line with the business plan.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Kinh Doanh > Bán Hàng Kỹ Thuật,Cơ khí/Máy móc/Thiết bị công nghiệp,3,Cử nhân,Không hiển thị,4,,Nhân viên,"Sale Engineering, Technical Sales, Sale, Vacuum Pump, Pumps",Tiếng Anh,Không hiển thị,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kinh Doanh, Bán Hàng Kỹ Thuật, Cơ khí/Máy móc/Thiết bị công nghiệp, Sale Engineering, Technical Sales, Sale, Vacuum Pump, Pumps, Pfeiffer Vacuum+Fab Solutions Vietnam Limited, Hồ Chí Minh, Hà Nội"
Senior C&B Specialist/human Resouce Specialist (Working in Ha Tinh),Vinfast Trading And Production JSC,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Vung Ang, Ha Tinh, Hai Phong, Vietnam, Hải Phòng, Việt Nam, Symphony Building, Chu Huy Man Street, Hanoi, Vietnam","Location: The working location will be in new set up VinFast Ha Tinh Plant

Job Overview:
VINFAST is a pioneering electric vehicle (EV) company committed to revolutionizing the automotive industry with sustainable and innovative mobility solutions. As a leading player in the EV market, VinFast is dedicated to delivering high-quality, cutting-edge electric vehicles that redefine the driving experience. Our team consists of passionate professionals driven by a shared vision of creating a greener and more sustainable future through innovation, technology, and excellence.
The HR Specialist (Compensation & Benefits) will manage HR procedures for employees and expatriates, update systems, and maintain personnel profiles. They will execute scheduled HR activities (policy, benefits, assessment, orientation), prepare and control HR budgets, implement compensation and benefits schemes, and produce periodic or ad-hoc HR reports for leadership.

Main Responsibilities:
• Proceed the Human Resources procedures for employees, expatriate experts, update information on the system, and save personnel profiles including: welcome onboard, labor contracts and addendum, etc.
• Deploy Human Resources activities (policy, benefits, assessment, orientation training, etc.) at relevant Divisions as planned.
• Support Manager in preparing and controlling HR budgets.
• Implement Compensation – Benefits scheme
• Periodic or unexpected HR Reports as per requests of the Leaders.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Nhân Sự/Tuyển Dụng > Lương Thưởng & Phúc Lợi,Ô tô,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"C&B, HR Operation, HR Service, Compensation & Benefits, Total Rewards",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Lương Thưởng & Phúc Lợi, Ô tô, C&B, HR Operation, HR Service, Compensation & Benefits, Total Rewards, Vinfast Trading And Production JSC, Hà Tĩnh, Hải Phòng"
Chuyên Viên Kinh Doanh B2B Ngành Gỗ - Nội Thất (Thu Nhập Hấp Dẫn Không Giới Hạn),Công Ty Cổ Phần Tập Đoàn Gỗ Minh Long,"Tới 30tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Toà Nhà 319 Bộ Quốc Phòng, Đường Lê Văn Lương, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam, Khu công nghiệp Bắc Vinh, Hưng Đông, Vinh, Nghệ An, Việt Nam, số 51 Đường 36, Khu nhà ở Đông Nam, P.Hiệp Bình Phước, TP.Thủ Đức, Tầng 20, toà nhà 319 BQP, 63 Lê Văn Lương, Q.Cầu Giấy, Hà Nội.","1) Tìm kiếm, xây dựng và phát triển mối quan hệ khách hàng
- Chủ động tìm kiếm, khảo sát và khai thác trên thị trường các văn phòng kiến trúc, tư vấn thiết kế, nhà thầu, xưởng nội thất, thi công nội thất… nhằm tìm hiểu thông tin, chủ động tiếp cận để giới thiệu sản phẩm, dịch vụ và khả năng hợp tác.
- Chủ động liên hệ qua điện thoại, email, Facebook, Zalo,.... để đặt lịch gặp gỡ, giới thiệu sản phẩm – dịch vụ.
- Tư vấn & chào hàng: tư vấn demo mẫu mã, giải pháp gỗ công nghiệp, gửi báo giá và tài liệu kỹ thuật.
- Tham gia xây dựng chính sách hợp tác để các Công ty tư vấn thiết kế/ Kiến trúc sư đưa thương hiệu Gỗ Minh Long vào hồ sơ/Bản vẽ/Dự toán.
- Thường xuyên thăm hỏi, cập nhật thông tin về sản phẩm, xu hướng ngành, thu thập phản hồi để cải tiến dịch vụ.
- Tham gia sự kiện, workshop kiến trúc, nội thất, triển lãm: Thuyết trình/giới thiệu về sản phẩm, thương hiệu tại các event, seminar, hội nghị … nhằm giới thiệu thương hiệu Minh Long, mở rộng network

2) Xây dựng hình ảnh thương hiệu
- Luôn giữ phong thái chuyên nghiệp, thông điệp đồng nhất khi làm việc với khách hàng
- Hub & lan tỏa hình ảnh Minh Long: gửi Catalogue, mẫu vật liệu, tài liệu kỹ thuật; chia sẻ case study thực tế, chứng minh lợi thế thị trường.
- Phối hợp giải quyết khiếu nại của khách hàng (nếu có)",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Vật liệu xây dựng,2,Trung cấp,Không hiển thị,1,08:00 - 17:00,Nhân viên,"Chăm Sóc Khách Hàng, Kinh Doanh B2B, Tìm Kiếm Khách Hàng, Tư Vấn Bán Hàng, Nội Thất",Tiếng Việt,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Vật liệu xây dựng, Chăm Sóc Khách Hàng, Kinh Doanh B2B, Tìm Kiếm Khách Hàng, Tư Vấn Bán Hàng, Nội Thất, Công Ty Cổ Phần Tập Đoàn Gỗ Minh Long, Hà Nội, Nghệ An, Hồ Chí Minh"
Talent Acquisition Specialist (Base in Ha Tinh),Vinfast Trading And Production JSC,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Vung Ang, Ha Tinh, Vinhomes Symphony, Khu đô thị Vinhomes Riverside, Phúc Lợi, Long Biên, Hà Nội, Việt Nam, Nhà máy sản xuất Vinfast Hải Phòng, Symphony Building, Chu Huy Man Street, Hanoi, Vietnam","Develop and manage end to end recruitment plans based on approved headcounts.
Collaborate with department leaders to identify hiring needs and prioritize recruitment efforts.
Create and manage diverse candidate sourcing strategies to attract high-quality engineering talent.
Maintain and manage an organized database of candidate information.
Conduct interviews and assessments to evaluate candidate suitability based on job requirements.
Provide timely feedback and recommendations to hiring managers.
Establish and nurture relationships with local and overseas training organizations to enhance the VinFast employer brand.
Promote VinFast as an employer of choice in the engineering sector through networking and outreach.
Welcome new hires and facilitate a smooth onboarding experience.
Collaborate with relevant departments to ensure new employees have the necessary tools and support for success.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Ô tô,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Recruitment, Talent Sourcing, Candidate Mapping, Talent Acquisition, Candidate Searching",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Ô tô, Recruitment, Talent Sourcing, Candidate Mapping, Talent Acquisition, Candidate Searching, Vinfast Trading And Production JSC, Hà Tĩnh, Hà Nội, Hải Phòng"
Marketing Leader (E-Commerce),Tuhu - Trendy Cups,"$ 569-1,517 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Hương lộ 2, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam, Hương lộ 2, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","- Xây dựng và triển khai các chiến dịch quảng cáo: TikTok Ads, Shopee Ads, Lazada Ads, Facebook Ads, Google Ads, ....
- Theo dõi, phân tích số liệu, hiệu chỉnh và tối ưu chi phí của các chiến dịch quảng cáo: chi phí click, hiển thị, chuyển đổi (ROAS, CPC, CPA, CPV, CPM, CTR...)
- Quản lý và điều phối nhân sự trong team triển khai các chiến dịch, theo dõi và hỗ trợ chuyên môn giúp nhân sự tối ưu các chỉ số để có hiệu quả tốt nhất.
- Lập báo cáo, đánh giá, đề xuất phương án cải thiện hiệu quả chung của chiến dịch.
- Hoạch định và triển khai chiến lược kinh doanh giúp mở rộng tệp khách hàng và đảm bảo độ phủ của doanh nghiệp.
- Nghiên cứu đối thủ, phân tích dữ liệu thị trường để lập kế hoạch quảng cáo và sử dụng ngân sách hiệu quả.
- Xác định các thị trường tiềm năng cùng những biến động thị trường, đồng thời luôn cập nhật các tình hình của đối thủ và các sản phẩm mới.
- Quản lý đội ngũ nhân viên kinh doanh nhằm đạt mục tiêu tăng trưởng và mục tiêu doanh số
- Xây dựng, tối ưu quy trình bán hàng từ bước lên kế hoạch đến khi chốt sales.
- Báo cáo về các kết quả kinh doanh, doanh thu và chi phí theo từng tuần, tháng.
- Thực hiện báo cáo theo yêu của ban giám đốc.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,"Tiếp Thị, Quảng Cáo/Truyền Thông > Tiếp Thị Thương Mại",Thương mại điện tử,1,Cử nhân,22-28,Không hiển thị,,Trưởng phòng,"Tiktok Shop, E-commerce, Digital Marketing, Data Analysis, Affiliate Marketing",Bất kỳ,Người Việt Nam,Bất kỳ,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Thương Mại, Thương mại điện tử, Tiktok Shop, E-commerce, Digital Marketing, Data Analysis, Affiliate Marketing, Tuhu - Trendy Cups, Hồ Chí Minh"
Nhân Viên Hành Chính Bán Hàng (Sales Admin),CÔNG TY CỔ PHẦN DỊCH VỤ KGROUP,"8tr-10tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Gem Park Sales Gallery, 2A Đường Hồng Bàng, Sở Dầu, Hồng Bàng, Hải Phòng, Việt Nam, 2C Đường Lam Sơn, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","• Hỗ trợ đội ngũ bán hàng trong việc quản lý hồ sơ khách hàng.
• Theo dõi và cập nhật thông tin về sản phẩm và dịch vụ.
• Chuẩn bị báo cáo doanh số và phân tích dữ liệu bán hàng.
• Tổ chức các cuộc họp và sự kiện liên quan đến bán hàng.
• Giao tiếp với khách hàng để giải quyết các vấn đề phát sinh.
• Hỗ trợ trong việc phát triển tài liệu marketing và quảng cáo.
• Thực hiện các nhiệm vụ hành chính khác theo yêu cầu.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Hành Chính Văn Phòng > Hành Chính,Bất Động Sản/Cho thuê,1,Không giới hạn,25-30,2,08:30 - 18:00,Nhân viên,"Giải Quyết Vấn Đề, Làm Việc Nhóm, Phần mềm văn phòng, Quản Lý Thời Gian, Thuyết Phục",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Bất Động Sản/Cho thuê, Giải Quyết Vấn Đề, Làm Việc Nhóm, Phần mềm văn phòng, Quản Lý Thời Gian, Thuyết Phục, CÔNG TY CỔ PHẦN DỊCH VỤ KGROUP, Hồ Chí Minh, Hải Phòng"
Kế Toán Thuế hoặc Tổng Hợp - Đãi ngộ tốt,CÔNG TY TNHH MTV TÍN NHA,"11tr-15tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Số 33 Đường 55, Phường An Khánh, Số 33 Đường 55, Phường An Khánh, TP. Hồ Chí Minh","1. Rà soát, kiểm tra và đối chiếu những chứng từ kê khai và xuất hóa đơn
2. Tổng hợp số liệu, chứng từ, hóa đơn,..hạch toán và cập nhật chi phí hoạt động lên Amis
3. Khai báo thuế GTGT hàng tháng
4. Cập nhật các chính sách và quy định mới liên quan đến Thuế
5. Lập báo cáo tài chính và làm việc với cơ quan Thuế khi có yêu cầu
6. Các việc khác theo yêu cầu của cấp trên",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Kế Toán/Kiểm Toán > Kế Toán Thuế,Kế toán/Kiểm toán,2,Cao đẳng,25-38,1,08:00 - 17:30,Nhân viên,"AMIS, Kế Toán Thuế, Kế Toán Tổng Hợp, Khai Báo Thuế, Thuế",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Thuế, Kế toán/Kiểm toán, AMIS, Kế Toán Thuế, Kế Toán Tổng Hợp, Khai Báo Thuế, Thuế, CÔNG TY TNHH MTV TÍN NHA, Hồ Chí Minh"
Production Manager,Công Ty Cổ Phần Uniben,"$ 2,000-3,000 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Khu Công nghiệp Phố Nối A mở rộng, Xã Lạc Đạo, Huyện Văn Lâm, Tỉnh Hưng Yên, Việt Nam, Sailing Tower, 111A Pasteur, Bến Nghé, Quận 1, Hồ Chí Minh","- Lập kế hoạch và điều phối sản xuất cho cả hai nhà máy để tối ưu hóa công suất.
- Giám sát năng suất, tỷ lệ hao hụt, thời gian dừng máy, và đảm bảo xử lý nguyên nhân gốc rễ.
- Đảm bảo kế hoạch sản xuất phù hợp với dự báo nhu cầu và kế hoạch chuỗi cung ứng.
- Chuẩn hóa KPI và hệ thống theo dõi hiệu suất cho cả hai nhà máy
- So sánh và áp dụng thực hành tốt giữa hai khu vực sản xuất.
- Đảm bảo tuân thủ hệ thống MFM, GMP và tiêu chuẩn vận hành.
- Lãnh đạo, huấn luyện và phát triển đội ngũ Tổ trưởng, Giám sát viên và nhân viên.
- Thúc đẩy văn hóa làm việc hiệu suất cao và tinh thần cải tiến liên tục.
- Quản lý kế hoạch nhân sự, đào tạo và phân bổ nguồn lực linh hoạt giữa hai nhà máy.
- Tuân thủ tuyệt đối các tiêu chuẩn về chất lượng, an toàn lao động, vệ sinh thực phẩm
- Đẩy mạnh các hoạt động phòng ngừa rủi ro và xây dựng văn hóa “Zero Accident”.
- Quản lý chi phí trực tiếp (nhân công, nguyên liệu, năng lượng, bảo trì).
- Triển khai các dự án tiết kiệm chi phí và báo cáo kết quả hàng tháng.
- Đề xuất các giải pháp tự động hóa và số hóa nhằm tăng năng suất.
- Lãnh đạo các chương trình Lean/Kaizen để giảm lãng phí và nâng cao hiệu suất.
- Hỗ trợ triển khai các dự án chuyển đổi số (MES, dashboard dữ liệu, bảo trì dự đoán)",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,22/11/2025,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,Hàng tiêu dùng,8,Không giới hạn,Không hiển thị,Không hiển thị,,Trưởng phòng,"Quản Lý Sản Xuất, Production, Production Management, Công Nghệ Thực Phẩm, FMCG",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Hàng tiêu dùng, Quản Lý Sản Xuất, Production, Production Management, Công Nghệ Thực Phẩm, FMCG, Công Ty Cổ Phần Uniben, Hưng Yên"
