Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Solution Design Engineer,DSV - Contract Logistics,Thương lượng,,,,,,,,,,,,,,,,,,,,
Techncial Sales Manager (Low-Voltage Circuit Breakers),Schneider Electric Vietnam Limited,Thương lượng,"Tân Bình, Hồ Chí Minh, Việt Nam, 364 Cong Hoa St, Floor 7, E-town Building, Ward 13, Tan Binh Dist, HCMC","Description - External

• We’re now looking for Technical Sales Manager (Product Marketing Manager) who will lead our low-voltage circuit breakers portfolios (Air circuit breakers and Molded case circuit breakers) for the whole Vietnamese market.
• To be success on this role, ideal candidate must have strong technical knowledge, pricing strategy, sales & marketing of Low Voltage products (circuit breakers);

What will you do?
• Acting as the primary business interface advocate and decision maker for product marketing strategy and execution
• Developing and implementing annual marketing plan and/or strategic plans to push product, solution and services
• Elaborating offer pricing strategy, monitoring its implementation, controlling the results
• Working closely with sales managers in order to ensure that strategic objectives are achieved
• Conducting market research and business development
• Creating the data-driven decision-making processes in product marketing sphere (pricing, stock management, competition analysis)
• Delivering trainings and presentations for internal and external audiences
• Holding product’s launch and product’s withdrawal processes",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,28/01/2026,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Điện/Điện tử,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,,Trưởng phòng,"Business Development, Pricing Strategy, Marketing, Electrical Knowledge",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Điện/Điện tử, Business Development, Pricing Strategy, Marketing, Electrical Knowledge, Schneider Electric Vietnam Limited, Hồ Chí Minh"
Tender Manager (Electrical Projects),Schneider Electric Vietnam Limited,Thương lượng,"Tân Bình, Hồ Chí Minh, Việt Nam, 364 Cong Hoa St, Floor 7, E-town Building, Ward 13, Tan Binh Dist, HCMC","Aspects
• Understand Customers' needs and translate them with the Opportunity Leader into a winning Tender Strategy
• Understand the basic concepts of an EP&P project approach
• Participate actively in weekly capture team reviews.
• Bring bid updates/ discuss potential issues
• Prepare commercial offer and executive summary showing SE value proposal
• Participate actively in customer negotiations

Tender preparation:
• Excel main aspects of the offer (& potential leads): Technical Proposal, Purchasing topics, contractual aspects schedules, risks, commercial environment, cashflow, etc.
• Communicates Tender Strategy to all team participants (local/reginal/global) during Tender Kick-Off.
• Communicates Bid schedule to his team and makes sure it's respected.
• Animates his tender team in regular follow-up meeting to anticipate problems / elaborate alternative plans if needed.
• Translates Target Prices to Target Costs with the Opportunity Leader. He works with, and challenges, his tender team not to exceed this amount.
• Leads Risk & Opportunity sessions with SMEs, including cybersecurity.
• Leads cash curve scenario with finance for the offer submission and anticipating negotiations.
• Prepares Tender Review presentation with his team, captures comments from mgmt/SMEs and modifies the offer accordingly. He submits tender approval as per official internal processes.
• Be responsible for submitting the complete offer in due time to customer.

Tender Budget
• Estimates the budget needed to prepare/negotiate a bid.
• Mobilizes / demobilises tender resources at the right time to stick to the budget.
• Monthly follow up
• Escalates in due time in case budget should exceed amount previewed.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Điện/Điện tử, Tendering, Electrical Engineering, Project Delivery, Schneider Electric Vietnam Limited, Hồ Chí Minh"
Senior Technical Engineer (Power System),Schneider Electric Vietnam Limited,Thương lượng,"Tân Bình, Hồ Chí Minh, Việt Nam, 364 Cong Hoa St, Floor 7, E-town Building, Ward 13, Tan Binh Dist, HCMC","What will you do?

As part of the Project Execution team:

- Act as the leader of the electrical-related technical aspect of the complex projects
- Lead all technical aspects of customer-integrated projects, such as design, implementation, testing, FAT.
- Be the single point of contact regarding all project electrical-related technical topics.
- Make sure project's technical requirements are fulfilled (in terms of performance, quality, costs, and time), in compliance with the contract, and based on the Architecture & Technical specifications defined during the tendering phase.
- Led a technical part composed of ""customer project technical designers and engineers and ensure technical coordination of all projects stakeholders.
- Manage technical risks and interfaces between the project team stakeholders and the customer; and get final customer approval of the overall technical solution designed and delivered.
- Support during the tendering phase to provide technical solutions to meet customers’ requirement.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,28/01/2026,Khoa Học & Kỹ Thuật > Kỹ Thuật Điện/Điện Tử,Điện/Điện tử,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,,Trưởng phòng,"Technical Engineering, Electrical Engineering, Customer Negotiation",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Điện/Điện tử, Technical Engineering, Electrical Engineering, Customer Negotiation, Schneider Electric Vietnam Limited, Hồ Chí Minh"
Kỹ Sư Thiết Kế Kết Cấu (Structural Design Engineer),Công Ty Cổ Phần Kiến Trúc Tư Vấn Quản Lý Đông Dương,Thương lượng,"928 Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, 928 Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP. HCM","- Thiết kế kết cấu và triển khai thiết kế các công trình từ cấp 3 trở lên.
- Kiểm tra, rà soát các hồ sơ thiết kế và đưa ra giải pháp điều chỉnh nếu có.
- Họp với công trường để điều chỉnh hoặc thay đổi thiết kế theo biện pháp thi công.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,28/01/2026,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,,,,,Nhân viên,"Thiết Kế Kết Cấu, Structural Design, Etabs, AutoCAD, Triển Khai Bản Vẽ Xây Dựng",Bất kỳ,Không giới hạn,,,,,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Thiết Kế Kết Cấu, Structural Design, Etabs, AutoCAD, Triển Khai Bản Vẽ Xây Dựng, Công Ty Cổ Phần Kiến Trúc Tư Vấn Quản Lý Đông Dương, Hồ Chí Minh"
VẬN HÀNH QUẢN LÝ ĐƠN HÀNG (E-COMMERCE OPERATIONS,Công ty TNHH WEPRO,7tr-10tr ₫/tháng,"Địa điểm: 68 đường số 8, khu dân cư Hồng Long, Hiệp Bình Phước, Thủ Đức, HCM, 68 Đường số 8, khu dân cư Hồng Long, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh, Việt Nam","A. Vận hành & xử lý đơn hàng
- Tiếp nhận, xử lý đơn hàng hằng ngày trên các nền tảng: Shopee / Lazada / TikTok Shop / OMS.
- Kiểm tra đầy đủ thông tin đơn hàng: SKU, phân loại, số lượng, quà tặng (nếu có).
- In đơn, phân luồng đơn theo từng đơn vị vận chuyển.
- Theo dõi tiến độ giao hàng, xử lý các tình huống phát sinh: chậm giao – hoàn hàng – thất lạc.

B. Đảm bảo chất lượng đơn hàng & sản phẩm
- Đảm bảo đóng gói đúng quy chuẩn: đúng sản phẩm – đúng key hàng – đúng số lượng.
- Kiểm soát và giảm thiểu lỗi đóng gói: nhầm SKU, thiếu hàng, thiếu quà tặng.
- Phối hợp với bộ phận CSKH xử lý khiếu nại liên quan đến đơn hàng & vận chuyển.

C. Quản lý kho & key hàng
- Quản lý nhập – xuất – tồn kho trên hệ thống, cập nhật tồn kho hằng ngày.
- Kiểm soát key hàng/SKU, đảm bảo dữ liệu kho chính xác.

D. Quản lý & điều phối nhân sự đóng gói
- Phân công, sắp xếp nhân sự đóng gói theo ca/ngày/campaign.
- Bố trí khu vực & vị trí đóng gói hợp lý để tối ưu tốc độ xử lý đơn.
- Hướng dẫn, giám sát quy trình đóng gói, tiêu chuẩn sản phẩm.
- Theo dõi năng suất & chất lượng đóng gói.
- Đề xuất nhân sự thời vụ khi sản lượng tăng cao.
- Tổng hợp báo cáo công – ca – sản lượng theo nhân sự.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,28/01/2026,"Tiếp Thị, Quảng Cáo/Truyền Thông > Tiếp Thị Trực Tuyến",Bán lẻ/Bán sỉ,1,Cao đẳng,22-60,2,08:00 - 18:00,Nhân viên,"Kỹ năng phối hợp, Kỹ năng phối hợp, Kỹ năng tổ chức, Kỹ năng tổ chức",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Bán lẻ/Bán sỉ, Kỹ năng phối hợp, Kỹ năng phối hợp, Kỹ năng tổ chức, Kỹ năng tổ chức, Công ty TNHH WEPRO, Hồ Chí Minh"
Senior Merchandiser (Experienced Bags Merchandiser),Headwind Group Limited,Thương lượng,"Ho Chi Minh, Ho Chi Minh City, Vietnam","Looking for merchandising professionals with a strong Softline background in Bags, Plush toys and home textiles with product development knowledge and advantage with other sourcing for different product categories that will be in advantage.

RESPONSIBILITIES:
- Manage sourcing and oversee the entire product lifecycle from development to bulk production across countries from Vietnam, China and other countries
- Source vendors for daily enquiry, identify product opportunities and quotation preparation
- Manage material quality control including L/D to bulk fabric with fabric mills and factory together to ensure consistent standard approval
- Negotiate with vendors on price, delivery and payment terms
- Monitor production process to meet quality and on time delivery schedule
- Coordinate with QC for inspection and quality standard following
- Work with testing lab on production and fabric testing arrangements
- Act as problem solver to resolve any issue from daily operation, quality to order processing
- Manage project tracker and provide weekly report /updates to management
- Coordinate with internal departments including logistic, Compliance, Financial and administration to ensure smooth workflow
- Or other ad hoc assignments",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,"Dệt May/Da Giày, Quản Lý Đơn Hàng, Nhập khẩu/Xuất khẩu, Senior Merchandiser, Bag Production, Softline Merchandising, Product Development, TEXTILE, Headwind Group Limited, Hồ Chí Minh"
Senior Associate Lawyer,Navigos Search's Client,Thương lượng,"Hanoi City, Hanoi","Navigos Search's client, FDI law firm, is looking for Senior Lawyer with main duties as below:
• Handle M&A and complex corporate matters primarily in Hanoi
• Review and supervise legal work including:
o Shareholding structures
o Investment and business licenses
o Foreign investment documentation
o Employment-related matters
• Review and finalize reports prepared by junior lawyers or staff
• Act as a core member of M&A transactions rather than a narrow specialist
• Coordinate with the Ho Chi Minh City office when necessary
• Eventually contribute to building and strengthening the Hanoi legal team",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,28/01/2026,Pháp Lý > Tư Vấn Pháp Lý,Luật/Dịch vụ pháp lý,6,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"Law Firms, English, M&A, Investment Knowledge",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Pháp Lý, Tư Vấn Pháp Lý, Luật/Dịch vụ pháp lý, Law Firms, English, M&A, Investment Knowledge, Navigos Search's Client, Hà Nội"
Senior Software Engineer (C++/C# Desktop Applications),MiTek Việt Nam,Thương lượng,,,"Required Qualifications:

• Bachelor's degree in computer science, Information Technology, Software Engineering, or a related discipline
• 6+ years of experience in designing, developing, and deploying enterprise-grade applications in international environments
• Proven experience in desktop application development, with 2+ years of hands-on experience with C++ application development.
• Proficient in version control systems such as Git, TFS, or Bitbucket.
• Experience with UI testing, unit testing, and automated testing frameworks.
• Hands-on experience with CI/CD pipelines and end-to-end delivery processes.
• Ability to analyze and troubleshoot large, complex codebases, including diagnosing and resolving critical issues.
• Excellent verbal and written communication skills in English.

Preferred Qualifications:

• Good understanding of mathematical concepts, including algebra and geometry.
• Experience as a Scrum Master or Agile team facilitator/coordinator.
• Experience with Azure DevOps, or CI/CD pipelines is a big plus.
• Hands-on experience with TDD, automation testing, or code performance optimization.


Why You'll Love Working Here

• Competitive Income: Attractive salary, 13th-month bonus, year-end performance bonus
• Comprehensive Healthcare: PVI insurance, full social insurance, 24/7 accident insurance, annual health check-ups
• Training & Development: English courses, LinkedIn Learning, MiTek University, overseas training opportunities
• Leave Policy: 12 annual leave days, Christmas holiday
• Recognition of Achievements & Contributions: Employee of the Month/Year, Platinum Star Award, VIP trip for employees with 3 years of service
• Modern Facilities: Designed to support learning, working, and development
• Benefits: Free diverse lunch options, team-building activities, sports clubs (Badminton, Football, Swimming, Modern Dance, Yoga, Esports, Gym)",,,,,,,,,,,,,,,,,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Phần Mềm CNTT/Dịch vụ Phần mềm, C#, C/C++ Programming, Software Architecture Design, Technical Lead, Desktop Application Design, MiTek Việt Nam, Hồ Chí Minh"
Trưởng Ban Kinh Doanh Vận Hành,Navigos Search,Thương lượng,"Hà Nội, Việt Nam, Hanoi / HCMC","• Chịu trách nhiệm điều hành và đảm bảo kết quả kinh doanh toàn bộ mảng dịch vụ của Tập đoàn.
• Xây dựng và triển khai chiến lược kinh doanh, cấu trúc doanh thu cùng kế hoạch phát triển theo từng giai đoạn ngắn, trung và dài hạn.
• Quản lý và phát triển hệ thống bán hàng, mạng lưới đối tác và tập khách hàng B2B/B2C.
• Thiết lập hệ thống KPI, chính sách bán hàng, giá bán, hoa hồng; theo dõi và kiểm soát hiệu quả kinh doanh.
• Phối hợp chặt chẽ với các bộ phận Marketing và Vận hành nhằm tối ưu trải nghiệm khách hàng và gia tăng doanh thu.
• Đại diện Tập đoàn làm việc, đàm phán và duy trì quan hệ với các đối tác chiến lược và khách hàng trọng điểm trong phạm vi phụ trách.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,28/01/2026,CEO & General Management > Quản Lý Cấp Cao,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,8,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Chiến Lược Kinh Doanh, Quản Trị Hệ Thống Bán Hàng, Đề Xuất Chính Sách Bán Hàng, Quản Lý Cấu Hình, Tư Duy Ceo",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T7,Toàn thời gian,"CEO & General Management, Quản Lý Cấp Cao, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Chiến Lược Kinh Doanh, Quản Trị Hệ Thống Bán Hàng, Đề Xuất Chính Sách Bán Hàng, Quản Lý Cấu Hình, Tư Duy Ceo, Navigos Search, Hà Nội"
