Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Talent Acquisition Coordinator,Mondelez Kinh Đô Việt Nam,Thương lượng,"Hưng Yên, Việt Nam, 26 VSIP Road No.8, VN - Sing Industrial Park, Binh Hoa ward, Thuan An, Binh Duong province.","JOB SUMMARY:

Talent Acquisition Coordinator will support end-to-end recruitment coordination and operations for hiring in the Vietnam North. This role ensures a smooth, timely, and efficient hiring process by coordinating interviews, managing systems and documentation, and collaborating with recruiters, hiring managers, and candidates. Good technical writing skills are necessary in this role because you will write documentation and follow up on down-stream processes. In addition, you will manage the filing and storage of documentation, ensuring that Mondelēz International complies with the appropriate data privacy and legal requirements. You will also initiate and follow up on activities as required by third-party vendors responsible for background and medical checks, ensure the accuracy and timeliness of data and analyze reports as required, and recommend and take action on opportunities for continuous improvement.

MAIN RESPONSIBILITIES:
• Assist recruiters in managing requisitions in Workday or relevant Applicant Tracking System (ATS).
• Coordinate background checks, medical and pre-employment requirements.
• Draft and send offer letters/contracts.
• Coordinate with other workstreams and onboarding teams for new hire documentation.
• Ensure compliance with local employment requirements (e.g., government IDs, clearances).
• Maintain accurate and updated candidate records in the recruitment system.
• Track hiring metrics and prepare reports as needed.
• Monitor status of job requisitions and offers for VN hiring.
• Serve as a point of contact for VN candidates during the hiring process.
• Liaise with hiring managers, People Team, other workstreams and external vendors as needed.","• 1–3 years of experience in recruitment coordination or HR support, preferably in a fast-paced or regional or shared services setting.
• Fresh graduates are also welcome
• Familiarity with Applicant Tracking Systems (ATS) such as Workday is a plus.
• Strong organizational skills and attention to detail.
• Excellent communication and interpersonal skills.
• Ability to handle confidential information with integrity.
• Comfortable working independently and managing multiple priorities.
• Can physically report twice or thrice a week in our plant in Hung Yen, Vietnam",18/07/2025,Nhân Sự/Tuyển Dụng > Tuyển Dụng,Hàng tiêu dùng,1,Cử nhân,23-35,1,08:30 - 16:30,Nhân viên,"English proficiency, English proficiency, HR Supports, HR Systems, Recruitment Management, WorkDay",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Hàng tiêu dùng, English proficiency, English proficiency, HR Supports, HR Systems, Recruitment Management, WorkDay, Mondelez Kinh Đô Việt Nam, Hưng Yên"
HSE Specialist,Mondelez Kinh Đô Việt Nam,Thương lượng,"Hưng Yên, Việt Nam, 26 VSIP Road No.8, VN - Sing Industrial Park, Binh Hoa ward, Thuan An, Binh Duong province.","JOB SUMMARY:
To support Plant HSE Manager for all aspects of Security, Safety, Health and Environmental Sustainability (HSE) by developing and driving strategic initiatives to deliver continuous improvement in HSE performance of activities and products in line with the IL6S mindset of zero injuries, illnesses and waste always aiming into deliver competitive advantage. Operates strategically above-site, across all areas of safety, health and environmental sustainability. Leads function and HSE activities in all parts of the Plant. Champions HSE policies, standards and behaviors, and influences decisions of senior management.

MAIN RESPONSIBILITIES:
1. Be responsible for HSE compliance both in Legal requirement and Internal standard
2. Driving HSE system and well demonstrate on site
3. Ensure all aspects for Health, Safety, Environment is identified and conduct control measures follow HOC
4. Develop HSE skill matrix and ensure HSE capabilities for site employees
5. Develop HSE culture follow maturity step changed
6. Participate in IL6S and be member of at least one pillar. Be able to implement IL6S in his/ her areas
7. Participate in RCA for any incident related HSE onsite
8. Set priority through Daily Direction Setting and effective escalation of issues
9. Conduct authorization reporting
10. Other tasks as required when needed.","• Degree in Safety - Health - Environment field or related technical field
• At least 3+ years of working experience in HSE Management. Working experience in HSE FMCG Manufacturing is prefer.
• Strong knowledge of legal requirement and proficiency in applying them to manufacturing.
• Practical experience of local S&H priorities, eg: driving safety, machinery safety, ergonomics, health, contractor management, process safety. Knowledge and demonstrated ISO 14001:2015 and ISO 45001:2018
• Demonstrated leadership capability in an operational environment.
• Working in, and leading, cross-functional teams.
• Leading major change to improve performance in different HSE areas.
• Strong communication, influencing and presentation skills
• Strong business acumen and organization agility
• Good at English, computer skills in Excel, Word, Outlook",18/07/2025,Kiến Trúc/Xây Dựng > An Toàn Lao Động,Hàng tiêu dùng,3,Cử nhân,25-35,1,08:30 - 18:00,Nhân viên,"English, HSE Management, ISO 14001, ISO 45001, Safety Compliance",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Kiến Trúc/Xây Dựng, An Toàn Lao Động, Hàng tiêu dùng, English, HSE Management, ISO 14001, ISO 45001, Safety Compliance, Mondelez Kinh Đô Việt Nam, Hưng Yên"
Quality Control,Meijer Asia,Thương lượng,"Xuan A2 Industrial Zone, Mỹ Xuân, Tân Thành, Ba Ria - Vung Tau, Vietnam, Xuan A2 Industrial Zone, Mỹ Xuân, Tân Thành, Ba Ria - Vung Tau, Vietnam","Carry out checks and final inspections to ensure that the quality of delivered goods and services meets customer requirements. Review, discuss, and effective handling of internal and external complaints. Verify and present quality data.","Reports to
General Director

Responsibilities

Plan checks and inspections, and record results for production (with sales support). Production includes, but is not limited to: cleaning, sawing, engraving, pressing, punching, (deep) drilling, tapping, machining, assembling, honing, flushing, welding, painting, and packaging.

Perform checks and final inspections before, during or after production to verify the specifications, dimensions, material properties, and traceability with minimal disruptions of production.

Present and verify quality data.

Monitor and arrange timely calibration of measuring equipment.

Maintain a clean, safe, and 5S-compliant work environment (for own work area).

Verify that the organization's quality management system complies with ISO requirements. And verify correct welding and that the welding quality management system complies with ISO requirements.

Weekly, monthly and yearly report on the quality

Communication

Communication style which combines Vietnamese (structure, control) and European (flexibility, learning oriented) characteristics.

Regular meetings with the General Director to discuss the quality, process and corrective actions.

Consult shop floor during checks and inspections.

Competencies and skills

University degree with a minimum of 5 years’ experience in metalworking, welding, quality control, measuring tools, and process engineering.

Strong in problem solving and innovative.

Strong in keeping overview and prioritization

Strong in communication and fluent in English and Vietnamese.

Strong in analytical thinking, statistics, lean manufacturing and identifying risks.

Results-oriented and hands-on.

Critical, structured, and precise.

Technical insight and able to read technical drawings.

Person of integrity and independent judgement.

Cooperation and teamwork.

Pro-active handling and thinking.

Strong focus on ERP and automation.",18/07/2025,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Sản xuất,5,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Quality Control, Requirements Verification, Inspection, Complaint Handling, Technical Drawing Reading",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, Quality Control, Requirements Verification, Inspection, Complaint Handling, Technical Drawing Reading, Meijer Asia, Bà Rịa - Vũng Tàu"
Tuyển Gấp - Kỹ Sư và Kỹ Thuật Viên Hóa,Công Ty TNHH Nippon Paint Việt Nam (Hà Nội),$ 500-800 /tháng,"Khu công nghiệp Quang Minh, tt. Quang Minh, huyện Mê Linh, Hà Nội, Việt Nam, KCN Tam Hiệp, Xã Tam Hiệp, Huyện Núi Thành, Tỉnh Quảng Nam, Vinfast, Cát Hải, Hải Phòng, KCN Quang Minh, Thị trấn Quang Minh, Huyện Mê Linh, TP Hà Nội, Việt Nam","* KỸ THUẬT:
- Tư vấn và hướng dẫn cho khách hàng về tính chất sản phẩm, quy trình áp dụng, cách kiểm soát các thông số kỹ thuật, cách khắc phục và giải quyết các sự cố kỹ thuật trong quá trình sử dụng sản phẩm.

- Nhận thông tin phản hồi từ khách hàng về sản phẩm, báo cáo với lãnh đạo và phối hợp với các bộ phận liên quan tại công ty nhằm đáp ứng tốt nhất các yêu cầu của khách hàng.

- Kiểm tra các quy trình ứng dụng, các thông số kỹ thuật của sản phẩm mà khách hàng đang sử dụng tại dây chuyền.

- Phối hợp cùng với khách hàng trong việc kiểm soát dây chuyền sản xuất và giải quyết các sự cố kỹ thuật.

- Nghiên cứu, đề xuất các sáng kiến kỹ thuật cho khách hàng nhằm giữ ổn định và nâng cao chất lượng sản phẩm mà công ty đang cung cấp.

- Nghiên cứu phát triển các sản phẩm mới theo yêu cầu của khách hàng.

- Kiểm tra và lập kế hoạch thử nghiệm sản phẩm mới tại trung tâm và trên dây chuyền của khách hàng.

- Thử nghiệm các nguyên liệu mới nhằm đáp ứng và nâng cao chất lượng sản phẩm.","- Tốt nghiệp Cao đẳng trở lên ngành Hóa (Hóa dầu, hóa hữu cơ,...)
- Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực sản xuất hóa chất/sơn
- Sử dụng tốt các phần mềm tin học văn phòng;
- Kỹ năng làm việc nhóm; kỹ năng giao tiếp tốt
- Tư duy logic, sáng tạo, cải tiến
- Giao tiếp tốt Tiếng Anh là một lợi thế",18/07/2025,Khoa Học & Kỹ Thuật > Kỹ Thuật Hóa Học,Sản xuất,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Sơn, Hóa Polyme, Hóa Hữu Cơ, Công Nghệ Hóa Học",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Hóa Học, Sản xuất, Sơn, Hóa Polyme, Hóa Hữu Cơ, Công Nghệ Hóa Học, Công Ty TNHH Nippon Paint Việt Nam (Hà Nội), Hà Nội, Quảng Nam, Hải Phòng"
Technical Deputy Director (Mesab),Saigon Beer - Alcohol - Beverage Corporation (Sabeco),Thương lượng,"215 Đào Duy Từ , Phường Diên Hồng, Thành phố Hồ Chí Minh, Việt Nam, 45A Lý Tự Trọng, Bến Nghé, District 1, Ho Chi Minh City, Vietnam","- Advising and assisting the Director in managing and operating the Company/Breweries' equipment and infrastructure; directly overseeing M&E equipment, brewery facilities, and infrastructure to ensure production and business plans are met efficiently and sustainably.
- Managing the budget for equipment maintenance, repair, and upgrading within the approved limits. Controlling inventory planning for materials and spare parts used in maintenance and repairs
- Supervising and managing production processes, ensuring high-quality output, operational efficiency, and continuous improvement across the brewery.
- Supporting the Director in implementing the Company/brewery’s development strategy, enhancing operational effectiveness, and optimizing costs.
- Organizing, managing, and operating all production activities according to SABECO’s brewing technology standards. Ensuring the brewery complies with ISO, HACCP, ISO 50001, ISO 17025, and other SABECO and legal regulations
- Ensuring compliance with beer production processes, technical standards, and approved quality parameters.
- Developing and implementing maintenance and servicing plans for equipment and facilities.
- Managing the entire lifecycle of equipment, from procurement, maintenance, and upgrades to disposal when necessary.
- Controlling and resolving issues related to equipment to ensure uninterrupted production, analyzing quality data, and proposing process improvement measures.
- Implementing and overseeing the occupational safety programs to minimize accidents and risks at the brewery.
- Training and raising the awareness of workplace safety, occupational health, and environmental protection for employees to ensure compliance with environmental regulations, including emissions control, wastewater treatment, and solid waste management.
- Periodically evaluating employee performance and proposing talent development and succession plans.
- Proposing and implementing technological initiatives to automate production and improve product quality.
- Conducting research and testing on new materials and technologies to enhance production processes.
- Participating in new product development projects as directed by SABECO.
- Organizing and approving the sale of CO2 when needed; coordinating the machinery and equipment inspection organization of the plants carried out by functional units.
- Project management: Oversee the implementation of brewery expansion projects, equipment upgrades, and production improvements. Ensure projects are completed on time, within budget, and meet quality requirements.","- At least 10 years of experience in a technical management role within the brewery or manufacturing industry,
- Bachelor's degree in Engineering, Technology, Business Administration, or a related field.
- Proven track record in managing production equipment and infrastructure.
- Strong understanding of mechanical and electrical systems.
- Excellent problem-solving and analytical skills.
- Ability to lead and motivate a team effectively.
- Strong communication skills, both verbal and written.
- Experience with sustainability practices in a manufacturing environment is a plus.
- Proficiency in both written and spoken English.",18/07/2025,Kỹ Thuật > Cơ Khí Tự Động Hoá,Cơ khí/Máy móc/Thiết bị công nghiệp,10,Cử nhân,Không hiển thị,Không hiển thị,,Giám Đốc và Cấp Cao Hơn,"Thiết Bị ME, Công Nghệ Điện Hoá, Bảo Trì Hệ Thống M&E, Kỹ Thuật Cơ Sở Hạ Tầng, Sản Xuất Đồ Uống",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kỹ Thuật, Cơ Khí Tự Động Hoá, Cơ khí/Máy móc/Thiết bị công nghiệp, Thiết Bị ME, Công Nghệ Điện Hoá, Bảo Trì Hệ Thống M&E, Kỹ Thuật Cơ Sở Hạ Tầng, Sản Xuất Đồ Uống, Saigon Beer - Alcohol - Beverage Corporation (Sabeco), Hồ Chí Minh"
Sales Manager – Open For Expatriate,Navigos Search,Thương lượng,"Ho Chi Minh City, Vietnam, HCMC","We are seeking a passionate and driven Sales Manager to lead our alcohol sales efforts, with a focus on high-end clients including five-star hotels, luxury resorts, and foreigner-oriented restaurants. The ideal candidate will possess strong communication skills, in-depth knowledge of wine, and a proactive approach to customer engagement and event coordination.

Key Responsibilities:
• Customer Management: Identify, develop, and manage client relationships within the premium hospitality sector (five-star hotels, resorts, upscale restaurants catering to foreigners).
• Customer Engagement: Build and nurture long-lasting partnerships by understanding client needs and offering tailored solutions from our wine and spirits portfolio.
• Sales Operations: Oversee and coordinate daily sales activities including order processing, payment coordination, and post-sales support.
• Event Support: Assist in the organization and execution of marketing and promotional events such as wine tastings, wine dinners, product launches, seminars, and meetings with partners.
• Internal Collaboration: Work closely with the design, marketing, and operations (D.O) teams to ensure seamless delivery and customer satisfaction.
• Reporting & Meetings: Provide regular sales reports, attend team meetings, and contribute to strategic sales planning.","• Proven experience in sales, preferably within the wine industry
• Excellent communication, negotiation, and interpersonal skills
• Strong knowledge of and passion for wines
• WSET certification required (WSET 2 preferred)
• Fluency in reading, writing, and speaking English
• Confidence in presenting information to individuals and small groups
• Familiarity with premium hospitality environments and customer service excellence
• Willingness to undergo training and collaborate closely with internal teams
• Proficiency in using company tools, including email and CRM systems",18/07/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Không giới hạn,15-60,1,9:00 - 18:00,Trưởng phòng,"Communication Skills, Customer Engagement, Negotiation Skills, Sales Experience, Wine Tasting",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Communication Skills, Customer Engagement, Negotiation Skills, Sales Experience, Wine Tasting, Navigos Search, Hồ Chí Minh"
Giám Sát Tiếp Thị Kênh Truyền Thống (GT) - Ngành Sữa Abbott,Abbott,Thương lượng,"Bình Định, Hai Phong, 02 Ngo Duc Ke, Dist. 1, HCM","- Kênh bán hàng: GT - truyền thống. Quản lý 24 key shops và PGs/Acti.
- Theo dõi và thực hiện các chương trình tiếp thị (cho Shop và người tiêu dùng )
- Sắp xếp lịch làm việc của PGs.
- Kiểm tra hoạt động của PGs ở thị trường
- Đề xuất tuyển dụng nhân sự và huấn luyện công việc ở thị trường
- Thăm viếng và tạo mối quan hệ với khách hàng.
- Cập nhật hoạt động của đối thủ cạnh tranh.
- Phối hợp với các nhóm sale để triển khai hoạt động của công ty.
- Thực hiện các báo cáo kinh doanh, báo cáo chương trình.
- Triển khai và quản lý quà tặng, thống kê số lượng quà tồn kho
- Thực hiện các nhiệm vụ được giao khác có liên quan đến mục tiêu chung của Công ty","- Cao Đẳng trở lên. Có kinh nghiệm quản lý PG/sales (nhóm từ 10 nhân viên) và chịu trách nhiệm doanh số.
- Giao tiếp tốt, nhanh nhẹn, trung thực.
- Có kinh nghiệm làm việc với các shop sữa là 1 lợi thế.
- Có kinh nghiệm công việc tương đương về PG/Activation Supervisor, Trade Marketing Supervisor, Giám sát bán hàng, Giám sát kinh doanh, Sales Supervisor, Sale Team Leader....trong ngành hàng sữa/FMCG/consumer.
- Có kinh nghiệm, khả năng quản lý và đào tạo đội ngũ nhân viên số lượng lớn.
- Có thể đi field và chịu được áp lực công việc cao.
- Kĩ năng sử dụng excel tốt: Làm báo cáo và phân tích, đọc hiểu số liệu.",18/07/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Hàng tiêu dùng,3,Cao đẳng,Không hiển thị,Không hiển thị,,Trưởng phòng,"Giám Sát Bán Hàng, Trade Management, Sales Supervisor, PG Training, Giám Sát Kênh Phân Phối",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Giám Sát Bán Hàng, Trade Management, Sales Supervisor, PG Training, Giám Sát Kênh Phân Phối, Abbott, Bình Định, Hải Phòng"
Giám Sát Tiếp Thị Kênh Truyền Thống (GT) - Ngành Sữa Abbott,Abbott,Thương lượng,"Bến Tre, Vietnam, TPHCM, Long An, Vietnam, 02 Ngo Duc Ke, Dist. 1, HCM","- Kênh bán hàng: GT - truyền thống. Quản lý 24 key shops và PGs/Acti.
- Theo dõi và thực hiện các chương trình tiếp thị (cho Shop và người tiêu dùng )
- Sắp xếp lịch làm việc của PGs.
- Kiểm tra hoạt động của PGs ở thị trường
- Đề xuất tuyển dụng nhân sự và huấn luyện công việc ở thị trường
- Thăm viếng và tạo mối quan hệ với khách hàng.
- Cập nhật hoạt động của đối thủ cạnh tranh.
- Phối hợp với các nhóm sale để triển khai hoạt động của công ty.
- Thực hiện các báo cáo kinh doanh, báo cáo chương trình.
- Triển khai và quản lý quà tặng, thống kê số lượng quà tồn kho
- Thực hiện các nhiệm vụ được giao khác có liên quan đến mục tiêu chung của Công ty","- Cao Đẳng trở lên. Có kinh nghiệm quản lý PG/sales (nhóm từ 10 nhân viên) và chịu trách nhiệm doanh số.
- Giao tiếp tốt, nhanh nhẹn, trung thực.
- Có kinh nghiệm làm việc với các shop sữa là 1 lợi thế.
- Có kinh nghiệm công việc tương đương về PG/Activation Supervisor, Trade Marketing Supervisor, Giám sát bán hàng, Giám sát kinh doanh, Sales Supervisor, Sale Team Leader....trong ngành hàng sữa/FMCG/consumer.
- Có kinh nghiệm, khả năng quản lý và đào tạo đội ngũ nhân viên số lượng lớn.
- Có thể đi field và chịu được áp lực công việc cao.
- Kĩ năng sử dụng excel tốt: Làm báo cáo và phân tích, đọc hiểu số liệu.",18/07/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Hàng tiêu dùng,3,Cao đẳng,Không hiển thị,Không hiển thị,,Trưởng phòng,"Giám Sát Bán Hàng, Trade Management, Sales Supervisor, PG Training, Giám Sát Kênh Phân Phối",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Giám Sát Bán Hàng, Trade Management, Sales Supervisor, PG Training, Giám Sát Kênh Phân Phối, Abbott, Bến Tre, Hồ Chí Minh, Long An"
Project Director/ Construction Director (Wind),Navigos Search,Thương lượng,"Bến Tre, Ben Tre, Vietnam, HCMC","Project Oversight & Execution
Oversee all on-site and off-site construction activities, ensuring adherence to technical specifications, safety protocols, environmental regulations, and international standards.
Analyze and interpret project schedules to set milestones, manage key timelines, and ensure prompt delivery.
Supervise civil, mechanical, and electrical construction and commissioning activities.

Stakeholder & Contractor Management
Liaise with the Owner’s Engineer, EPC contractors, O&M contractor (during commissioning), and relevant government bodies.
Act as the project representative in meetings with internal management and external stakeholders, including technical advisors from lenders.
Monitor and evaluate construction schedules, address deviations, and implement corrective actions when necessary.

Planning, Risk & Quality Control
Proactively plan and resolve potential delays or budget issues to maintain project timelines and costs.
Verify and enforce proper construction methodologies and quality control standards.
Manage the process of securing all necessary construction permits and approvals.
Identify, assess, and manage risks related to construction activities.

Team Leadership
Organize and lead the site construction team, ensuring efficient allocation of resources based on project requirements.
Handle conflict resolution and emergency situations effectively.
Promote a strong safety culture and ensure full compliance with environmental, health, and safety (EHS) regulations.","Education
Bachelor’s degree in Civil, Mechanical, Electrical Engineering, Construction Management, or a related discipline.

Experience
At least 15 years of experience managing construction for power or large-scale energy infrastructure projects.
Track record of successfully leading multidisciplinary teams and delivering complex energy projects on time, within scope and budget.
Demonstrated experience managing wind turbine construction projects in Vietnam.
In-depth knowledge of construction practices, local laws, and industry quality standards.
Hands-on familiarity with all aspects of wind power plant construction, including civil works, foundations, tower erection, and electrical systems.
Proven ability to coordinate multiple contractors and technical teams under tight schedules.
Skilled in managing conflicts and crises, with a strong leadership approach.
Excellent organizational and time management skills.",18/07/2025,Kiến Trúc/Xây Dựng > Phát Triển Dự Án/Đấu Thầu,Sản xuất và Phân phối Điện/Khí đốt/Nước,15,Không giới hạn,Không hiển thị,Không hiển thị,,Giám Đốc và Cấp Cao Hơn,"Civil Construction, Project Development, Wind Power Engineering, Renewable Energy Projects, EPC Project Management",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Sản xuất và Phân phối Điện/Khí đốt/Nước, Civil Construction, Project Development, Wind Power Engineering, Renewable Energy Projects, EPC Project Management, Navigos Search, Bến Tre"
Native English Teacher For Kids - Full Time/ Part Time - Readingstar English Institute,Trung Tâm Anh Ngữ Readingstar,"$ 2,000-2,000 /tháng","102 - 104 Khu Phố Mỹ Kim 2, phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 04 Street No. 8, Ward 12, An Khanh Ward, Thu Duc City, Ho Chi Minh City, Vietnam, 102 104 My Kim 2 Quarter, Tan Phong Ward, District 7, Ho Chi Minh City","1. Position objective:
- Planning, preparing and delivering lessons
- Preparing teaching materials
- Helping pupils improve their listening, speaking, especially reading and writing skills via individual and group sessions checking and assessing pupils' work
- Organizing and running specialist courses

2. Working time:

- From Tuesday to Friday: 2:00pm - 9:30pm
- Saturday and Sunday: Morning shift from 8:30 am to 12:00 pm. Afternoon shift from 1:30 pm to 5:30 pm.
1.5 days off/week: full Monday + a half weekend day (For full time teachers)
*Committed to work at least 6 months. No day-off during the this period.

3. Location:
D7: 102-104 My Kim 2, Tan Phong, District 7, Ho Chi Minh City
D2: 04 Street No. 8, Ward 12, An Khanh Ward, Thu Duc City, Ho Chi Minh City","• At least 1 year experience working with young children (5 - 16 years)
• In possession of a Bachelor Degree from an accredited college/university (majoring in English/English Teaching is a plus)
• Enjoy working with the children in an educational setting;
• Teaching Certificate is a plus

* Benefits:
- Competitive hourly salary: Negotitation
- Internal training Considering promotion after 6 months-12 months
- Professional, dynamic working environment",18/07/2025,Giáo Dục > Giảng Dạy/Đào Tạo,Giáo dục/Đào Tạo,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"English, Teaching, Lesson Planning, Organize Event",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, English, Teaching, Lesson Planning, Organize Event, Trung Tâm Anh Ngữ Readingstar, Hồ Chí Minh"
