Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Nhân Viên Lái Xe Đưa Đón Cán Bộ Hà Nội - Hưng Yên,Công Ty Cổ Phần Viglacera Hưng Yên,"$ 400-600 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Vinhome Ocean Park 2 - Newstarland, Hưng Yên, Việt Nam, Số 1 Đại lộ Thăng Long, Thành phố Hà Nội, ĐH KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên, Việt Nam","- Đưa đón cán bộ Công ty và khách trong quá trình thực hiện công việc và liên hệ công tác hàng ngày.
- Bảo quản và giữ gìn xe tốt, kiểm tra xe nhằm phát hiện khắc phục kịp thời các hư hỏng, bảo trì xe theo định kỳ, đảm bảo xe luôn sạch sẽ và trong tình trạng sẵn sàng phục vụ.
- Thực hiện các công việc khác có liên quan.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Vận Tải > Vận Tải Đường Bộ,Vận tải,3,Trung học,Không hiển thị,Không hiển thị,,Nhân viên,"Tính Cẩn Thận, Năng Động Và Nhiệt Tình, Ngoại Hình Lịch Sự, Giao Tiếp Khéo Léo, Sẵn Sàng Đi Công Tác",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Vận Tải, Vận Tải Đường Bộ, Vận tải, Tính Cẩn Thận, Năng Động Và Nhiệt Tình, Ngoại Hình Lịch Sự, Giao Tiếp Khéo Léo, Sẵn Sàng Đi Công Tác, Công Ty Cổ Phần Viglacera Hưng Yên, Hưng Yên, Hà Nội"
Nhân Viên Hành Chính Bán Hàng,Công Ty TNHH Sản Xuất Bột Mỳ Vimaflour,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Vimaflour Ltd., 17th Floor, 319 Tower, 63 Le Van Luong, Ha Noi, Vimaflour Ltd., Cai Lan Industrial Zone, Hạ Long City, Quang Ninh Province","Công ty TNHH sản xuất bột mỳ Vimaflour là một trong những Công ty có Nhà máy xay xát bột mì hàng đầu tại Việt Nam. Vimaflour hiện đang cung cấp hơn 50 nhãn hiệu bột mì cho khách hàng sản xuất bánh kẹo, bánh mì, mì gói và các sản phẩm làm từ bột mì khác. Các sản phẩm gia dụng của Công ty như Bột mỳ Hoa Ngọc Lan, mầm lúa mỳ, bột mỳ nguyên cám …đã trở nên phổ biến trong các hộ gia đình Việt Nam. Chúng tôi luôn vươn tới sự vượt trội trong sản xuất kinh doanh bằng việc gây dựng văn hoá liên tục tự hoàn thiện trong doanh nghiệp.

Phòng Bán hàng và Marketing của Công ty Vimaflour hiện đang tìm kiếm thành viên gia nhập đội ngũ chúng tôi tại Hà Nội.

1. Vị trí: Nhân viên Hành chính bán hàng
2. Nơi làm việc: Hà Nội, Việt Nam
3. Thời gian làm việc: Toàn thời gian (theo giờ hành chính, theo yêu cầu công việc)
4. Mô tả tóm tắt công việc:
• Tạo lệnh bán hàng trên Phần mềm Hệ thống
• Theo dõi và đốc thúc quá trình thực hiện lệnh bán hàng. Lập các báo cáo theo yêu cầu
• Theo dõi số liệu đối chiếu để đảm bảo thực hiện đúng các chính sách công ty
• Hỗ trợ các Cán bộ bán hàng về công việc hành chính bán hàng khác
• Lưu trữ tài liệu, chứng từ và các công việc khác theo phân công
• Được hướng dẫn công việc tận tình và làm việc trong môi trường chuyên nghiệp.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Hành Chính Văn Phòng > Hành Chính,Hàng tiêu dùng,Không yêu cầu,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Tài Chính Kế Toán, Tiếng Anh, Excel, Word, PowerPoint",Bất kỳ,Không hiển thị,Nữ,Bất kỳ,T2 - T6,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Hàng tiêu dùng, Tài Chính Kế Toán, Tiếng Anh, Excel, Word, PowerPoint, Công Ty TNHH Sản Xuất Bột Mỳ Vimaflour, Hà Nội"
Food Safety Executive for APAC Region,Công Ty TNHH CJ Foods Việt Nam/ CJ Foods Vietnam Company Limited,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Kizuna Factory (PG-1 + P1-1, Đường 1A, Khu xưởng KIZUNA 3 Mở rộng, Khu K1, KCN Tân Kim Mở rộng, Cần Giuộc, Long An), CJ Building, 2Bis-4-6 Lê Thánh Tôn, Phường Sài Gòn, Thành Phố Hồ Chí Minh","[Detail in the role/responsibility]

C2C products are subject to legal standards and label verification in 10 major countries.

(Korea, USA, EU, Australia, Japan, Canada, Great Britain, China, Taiwan, Singapore, Vietnam)
Implement and maintain QMS operation activities

Securing stability after pre-checking raw materials and substances for food safety in each country
Verification of export country laws and regulations and check of labeling
Release product documents

Release Specification, Certificate of Ingredients (COI), Certificate of Manufacturing (COM)…as required.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Hàng tiêu dùng,Không yêu cầu,Cử nhân,Không hiển thị,2,,Mới Tốt Nghiệp,"Quy Định An Toàn Thực Phẩm, C2C, Tư Vấn Công Bố Thực Phẩm, Công Nghệ Thực Phẩm, Fmcg Knowledge",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Hàng tiêu dùng, Quy Định An Toàn Thực Phẩm, C2C, Tư Vấn Công Bố Thực Phẩm, Công Nghệ Thực Phẩm, Fmcg Knowledge, Công Ty TNHH CJ Foods Việt Nam/ CJ Foods Vietnam Company Limited, Bình Dương"
International Sales Associate,Steinbeis University - Schools of Next Practices,"$ 450-1,390 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Remote, Rudower Chaussee 28, 12489 Berlin, Germany","WHO WE ARE

Steinbeis University - Schools of Next Practices (S-Next) is a Higher Educational Institution in Germany that offers state-recognized study and development programs. We offer International Master's and MBA programs specializing in fields that are most relevant in today's job market.
We prepare young professionals for the management and working world of the 21st century. We, at S-Next, see ourselves as a study and development partner for employees and managers who want to acquire up-to-date knowledge and appropriate skills. We offer scientifically and practically well-founded courses and programs online and on campus, which support the effective preparation for and responsible handling of work and leadership challenges.
We are looking for a Sales Associate (f/m/d) to strengthen our team and sell our study programs in Vietnam/APAC Region. Previous experience in high-performance sales is mandatory; experience in the higher education industry is a plus, but not needed.

YOUR KEY RESPONSIBILITIES

As a Sales Associate, you will be responsible for managing the entire sales process remotely for prospective students from Vietnam/APAC Region. This includes evaluating academic and personal documents, providing detailed consultations, sending offer letters, following up on tuition fee deposits, and ensuring students are committed to starting their studies.
Lead Management
Contact potential students and respond to inquiries.
Maintain a database of leads and track their progress through the admissions pipeline.
Implement sales processes to ensure potential students are engaged and interested in starting their studies.
Document Verification
Review personal and academic documents to ensure prospective students meet entry requirements.
Communicate with students to obtain any missing or additional documentation.
Consultation
Provide comprehensive information about study programs, admission processes, and university policies.
Answer all questions from potential students and offer guidance throughout the application process.
Offer Letter Issuance
Send offer letters to students who meet all entry requirements and are accepted into the study program.
Ensure timely and accurate communication of acceptance decisions.
Maintain regular contact with accepted students to address any concerns and reinforce their decision to enroll.
Payment Follow-Up
Follow up with students regarding the payment of the deposit for tuition fees.
Provide assistance and support to students in completing payment transactions.

WHAT WE OFFER

Payment: 400€ (~12,000,000 VND) fixed salary + 400€ (~12,000,000 VND) commission per acquired and enrolled student (expectation to acquire 2 per month). Expected monthly minimum income: 1200€ (~36,600,000 VND).",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Giáo Dục > Tư Vấn Giáo Dục,Giáo dục/Đào Tạo,2,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"English Language Proficiency, Sales & Outreach, Sales, Cold Calling, Sales Pipeline Development",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Giáo Dục, Tư Vấn Giáo Dục, Giáo dục/Đào Tạo, English Language Proficiency, Sales & Outreach, Sales, Cold Calling, Sales Pipeline Development, Steinbeis University - Schools of Next Practices, Quốc tế"
Management Analyst for APAC Region,Công Ty TNHH CJ Foods Việt Nam/ CJ Foods Vietnam Company Limited,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Kizuna Factory (PG-1 + P1-1, Đường 1A, Khu xưởng KIZUNA 3 Mở rộng, Khu K1, KCN Tân Kim Mở rộng, Cần Giuộc, Long An), CJ Building, 2Bis-4-6 Lê Thánh Tôn, Phường Sài Gòn, Thành Phố Hồ Chí Minh","[Organization/Position introduction]

•The FP&A team oversees overall management of the food business in the APAC region, including business planning, performance tracking, risk prevention, capability transfer to emerging markets, and serving as the control tower.

[Detail in the role/responsibility]

•Analyze and Forecast Global Biz Performance for Short-/Mid-term Goals:

Plan the food business (Short/Mid) and conduct performance analysis.

Implement business metrics and derive insights.

Monitor and analyze key KPIs to provide insights for decision-making.
Timely Consolidation and reporting of regional business performance.

•Drive efficiency and data accuracy through process improvement:

Improve data accuracy and reporting through process optimization
Maintain performance dashboards to enhance management visibility.
Manage planning timelines and ensure on-time deliverables.
Drive continuous improvement in financial and operational processes.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Kế Toán/Kiểm Toán > Kế Toán Quản Trị,Hàng tiêu dùng,3,Cử nhân,Không hiển thị,2,,Nhân viên,"Tiếng Anh thành thạo, Phân Tích Kinh Doanh, Phân Tích Dữ Liệu, Theo Dõi Ngân Sách, Cải Tiến Quy Trình Vận Hành",Tiếng Anh,Không giới hạn,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Quản Trị, Hàng tiêu dùng, Tiếng Anh thành thạo, Phân Tích Kinh Doanh, Phân Tích Dữ Liệu, Theo Dõi Ngân Sách, Cải Tiến Quy Trình Vận Hành, Công Ty TNHH CJ Foods Việt Nam/ CJ Foods Vietnam Company Limited, Bình Dương"
Senior Manufacturing Engineer,Pfeiffer Vacuum+Fab Solutions Vietnam Limited,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","Section 07-08, Lot B2, Road #1, Tan Dong Hiep B Industrial Park Tan Dong Hiep Ward | Ho Chi Minh City [Di An, Binh Duong, Section 07- 08 Lot B2 Road # 01 Tan Dong Hiep-B Industrial Park. Tan Dong Hiep Ward, Di-An Town, Binh-Duong Province. Viet Nam.","Job Summary
E2E has an exciting opportunity for a highly skilled Senior Manufacturing Engineer to join a growing team. We are a semiconductor manufacturing equipment supplier for cutting-edge AI technology and commitment to excellence.
As we continue to expand our operations, we are seeking a senior-level Manufacturing Engineer with strong managerial capabilities to oversee and coordinate all aspects of outsourced manufacturing and in-house integration. This role is critical to ensure that our platform build — executed by different suppliers — meets quality, timeline, and operational standards.
The position offers high autonomy and accountability, requiring strong leadership, organizational skills, and technical expertise. The ideal candidate is independent, assertive, and fluent in English, with proven experience managing suppliers, collaborating across functions, and resolving issues under pressure in a fast-paced environment.
By driving process optimization and ensuring compliance with industry standards, this role enables E2E to maintain its reputation for reliable, high-quality semiconductor equipment.
Responsibilities
- Coordinate with internal teams and external suppliers to align on timelines, deliverables, and quality expectations.
- Manage relationships with main manufacturing suppliers, ensuring adherence to specifications, schedules, and standards.
- Conduct and oversee quality checks during integration and final assembly stages.
- Act as the first line of defense in identifying and solving manufacturing and integration issues.
- Lead root cause analysis and drive continuous improvement using lean manufacturing principles.
- Develop work instructions and deliver technical training for production operators.
- Specify, procure, and validate manufacturing equipment and tooling. Ensure proper maintenance and calibration.
- Support the transition from pilot manufacturing to full-scale mass production.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Khoa Học & Kỹ Thuật > Kỹ Thuật Điện/Điện Tử,Cơ khí/Máy móc/Thiết bị công nghiệp,10,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Manufacturing Engineering, Project Engineering, Semiconductor, Electronics, Manufacturing project management",Bất kỳ,Không hiển thị,Bất kỳ,Bất kỳ,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Cơ khí/Máy móc/Thiết bị công nghiệp, Manufacturing Engineering, Project Engineering, Semiconductor, Electronics, Manufacturing project management, Pfeiffer Vacuum+Fab Solutions Vietnam Limited, Hồ Chí Minh"
Kỹ Sư Xây Dựng - Trưởng Nhóm Team Leader (Allplan),Công Ty TNHH Tilex VTM,"$ 900-1,200 /tháng
Mức lương phổ biến trên thị trường là bao nhiêu?",,"• Lên kế hoạch làm việc và tiến độ triển khai bản vẽ.
• Quản lý nhóm và phối hợp làm việc với khách hàng
• Đảm bảo thời hạn nộp bản vẽ và kiểm tra chất lượng bản vẽ trước khi giao cho khách hàng.
• Triển khai bản vẽ chi tiết bố trí thép, bê tông,... trên phần mềm Allplan một cách chính xác và chi tiết.
• Tham gia vào các cuộc họp dự án để cập nhật tiến độ và giải quyết vấn đề phát sinh.
• Hỗ trợ trong việc phát triển và cải tiến quy trình làm việc.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Kỹ Sư Xây Dựng, Xây Dựng Dân Dụng, cad, Allplan",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Kỹ Sư Xây Dựng, Xây Dựng Dân Dụng, cad, Allplan, Công Ty TNHH Tilex VTM, Hồ Chí Minh"
Kỹ Sư Xây Dựng Họa Viên CAD (ALLPLAN),CÔNG TY TNHH TILEX VTM,"12tr-18tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?",,"• Phối hợp với Trưởng nhóm lên kế hoạch làm việc và tiến độ triển khai bản vẽ.
• Đảm bảo thời hạn nộp bản vẽ và kiểm tra chất lượng bản vẽ trước khi giao cho khách hàng.
• Triển khai bản vẽ chi tiết bố trí thép, bê tông,... trên phần mềm Allplan một cách chính xác và chi tiết.
• Tham gia vào các cuộc họp dự án để cập nhật tiến độ và giải quyết vấn đề phát sinh.
• Hỗ trợ trong việc phát triển và cải tiến quy trình làm việc.
• Thực hiện các nhiệm vụ khác theo yêu cầu của Trưởng nhóm.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Kiến Trúc/Xây Dựng > Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,2,Cử nhân,24-30,4,08:30 - 17:30,Nhân viên,"Allplan, Allplan, Giao Tiếp, Kỹ Sư Xây Dựng, Làm Việc Nhóm",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Allplan, Allplan, Giao Tiếp, Kỹ Sư Xây Dựng, Làm Việc Nhóm, CÔNG TY TNHH TILEX VTM, Hồ Chí Minh"
HR Generalist,Công Ty Cổ Phần ME Holding,"Thương lượng
Mức lương phổ biến trên thị trường là bao nhiêu?","236/12/17 Dien Bien Phu, Ward 17, Binh Thanh Dist. HCM City, 236/12/17 Điện Biên Phủ, Phường 17, Quận Bình Thạnh, TP Hồ Chí Minh, Việt Nam","Talent Acquisition:
- Manage the entire recruitment process, from sourcing and screening to onboarding.
- Collaborate with managers to identify staffing needs and create accurate job descriptions.
- Utilize various recruitment channels, including job boards, social media, and referrals.
- Conduct interviews, assess candidates, and provide hiring recommendations.
- Maintain and update the applicant tracking system and reports.
- Conduct hiring drives, campus placement programs, and employment branding initiatives. 
- Organize and attend job fairs and recruitment events to build a strong candidate pipeline.
Learning & Development:
- Identify training needs and develop learning programs to enhance employee skills and capabilities.
- Coordinate and implement training sessions, workshops, and leadership development programs.
- Track training effectiveness through feedback and performance evaluations.
- Collaborate with department heads to align training initiatives with business goals.
- Develop career paths for employees across different roles and levels.
- Develop and update HR policies, guidelines, handbooks, and organizational charts.
- Manage and improve HR platforms to streamline HR processes.
People Engagement:
- Develop and execute people engagement programs and activities to enhance workplace culture.
- Conduct surveys, analyze engagement metrics, and provide insights for improvement.
- Organize team-building events, recognition programs, and wellness initiatives.
- Collaborate with people and management to address employee feedback and concerns.
- Manage internal communication channels, including announcements and newsletters.
- Conduct office tours, orientation, and track new hires at 1 week, 1 month, and 2 months for smooth integration.
- Develop and implement employer branding initiatives to enhance employee retention and attract top talent.
- Lead CSR (Corporate Social Responsibility) activities to promote company values.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Truyền thông/Báo chí/Quảng cáo,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Tuyển Dụng, Nhân Sự, HR, Hành Chính Nhân Sự, Hành Chính",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Truyền thông/Báo chí/Quảng cáo, Tuyển Dụng, Nhân Sự, HR, Hành Chính Nhân Sự, Hành Chính, Công Ty Cổ Phần ME Holding, Hồ Chí Minh"
Marketing Coordinator,Everborn,"9tr-15tr ₫/tháng
Mức lương phổ biến trên thị trường là bao nhiêu?","Đà Lạt, Lâm Đồng, Việt Nam","REMOTE

What You’ll Do
• Support planning and execution of social media content, including scheduling, posting, and engagement across platforms (Facebook, Instagram, LinkedIn, etc.).
• Coordinate with designers, copywriters, and developers to ensure all marketing deliverables meet deadlines and brand standards.
• Assist in SEO and digital marketing initiatives, such as keyword research, on-page updates, or content uploads.
• Track and report campaign performance metrics and suggest improvement ideas.
• Help manage day-to-day agency tasks such as project documentation, communication follow-ups, and campaign tracking.
• Brainstorm creative ideas for content, campaigns, and brand growth.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,17/11/2025,"Tiếp Thị, Quảng Cáo/Truyền Thông > Tiếp Thị",Truyền thông/Báo chí/Quảng cáo,1,Cử nhân,20-35,2,9:00 - 18:00,Nhân viên,"Communication, Content Creation, Project Management, Seo, Social Media Management",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Việc Làm Online,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Truyền thông/Báo chí/Quảng cáo, Communication, Content Creation, Project Management, Seo, Social Media Management, Everborn, Lâm Đồng"
