Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Product Sourcing and Procurement Specialist,Viahart,"$ 1,387-1,809 /tháng",Remote,"Viahart was founded in 2010. We are an innovative consumer products company. We design, manufacture, and distribute consumer products ranging from educational toys & sporting goods to cell phone & AI-powered electronic accessories. We also offer innovative logistics and manufacturing services. Because we sell worldwide and make our products in different countries (not just China), we’ve built a base to navigate tariffs and changes in global trade. The company is not owned by private equity and the owners, employees, and their families use the products we make. Our business has been featured in the Wall Street Journal, on television (CNBC and NBC), and in the New York Times. Learn more about our company at https://viahart.com/

How to Apply
If you feel you would be a good fit to our company, apply by taking this test (it takes 5 minutes; make sure to use a working e-mail): https://assessment.predictiveindex.com/6R70/aa4c564d-bff2-4e19-bbda-1a8d3215a0a5?type=candidateba

***Please note that we check 3 work references (must be your supervisor or manager) and do background checks to make sure that we ONLY hire good honest, hardworking, smart people.***

Job Responsibilities
Identify suitable suppliers (factories and distributors), especially in Southeast Asia
Calculate the profitability of products by analyzing supplier, logistics, advertising, and other costs
Issue purchase orders
Compare similar or competing products to guide purchasing decisions
Occasionally travel to China, Vietnam, Singapore or within Indonesia to visit suppliers
Use AI to translate product listings (e.g. Chinese, Bahasa Indonesia, Vietnamese) into English
Estimate product size, weight, and optimal packaging using logic and 3D thinking
Maintain clear records to track costs and profits
Follow and create process documentation to train others
Work with a wide variety of products, not just toys, but also electronics, furniture, sports equipment and more

Location
Remote to start but may switch to convenient in-office
Travel to China, Singapore, Indonesia or within Vietnam to visit suppliers from time to time
You must be able to join our semi-weekly 9 AM Texas Time meeting when needed. (9PM Indonesia Time) (no longer than 30 minutes)

Compensation and Benefits
Salary ranges from $1,387USD to $1,809USD
Bonuses are given at the beginning of every February based on MERIT. These range from 0% to 15% of yearly salary.
Salary and benefits are negotiable","Skills required
Clear written and spoken English communication
Basic mathematics
Good spatial reasoning (3D thinking)
Empathy and interpersonal skills to work well with suppliers and understand customer needs
Interest in products, logistics, or e-commerce",18/09/2025,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Thu Mua & Quản Trị Hàng Tồn Kho,Sản xuất,2,Cao đẳng,Không hiển thị,Không hiển thị,,Trưởng phòng,"Mathematical Thinking, Empathy, English Fluency, English proficiency",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Sản xuất, Mathematical Thinking, Empathy, English Fluency, English proficiency, Viahart, Hồ Chí Minh"
"Finance & Accounting, Assistant Manager",Navigos Search,"$ 1,700-2,300 /tháng","Vincom Dong Khoi, HCMC","I. Position Summary:
The Financial Accountant will be responsible for the financial operations of the company,
including month-end and year-end closing, tax compliance, statutory reporting, and internal
financial management. This role will work closely with external auditors and tax advisors,
and report directly to the Managing Director. The ideal candidate will have at least 10 years
of experience in financial accounting, prefer applicants with a trading company experience.
II. Job Duties:
• Oversee financial management including budgeting, forecasting, financial closing &
reporting, and internal controls
• Manage tax filing, statutory audits, and liaise with external advisors and government
agencies
• Support external audits and manage audit documentation
• Maintain accurate and timely general ledger records
• Comply with Vietnam Accounting Standard and local financial legal requirements by
studying existing and new legislation (If any), enforcing adherence to, and advising
management on the needed actions
• Coordinate intercompany transactions and reporting with Regional HQ and Seoul HQ
• Manage administrative operations such as procurement, IT coordination, and general
office oversight
• Carry out any additional accounting-related duties as directed by the Managing Director","- Language: Fluent in English (Speaking + Listening). Korean language skills are a plus

Experience:
• At least 10 years of relevant experience in financial accounting or corporate finance.
• Having experience working in steel, chemical trading companies and a multinational company environment is preferred.
- Qualification:
• Bachelor’s Degree in Accounting, Finance or related fields.
• CPA or CA qualification (or working toward if) is preferred

Skills:
• Strong understanding of Vietnam accounting and tax regulations
• Experience with ERP systems and Microsoft Excel
- Personality:
• Excellent attention to detail and organizational skills
• Critical thinking skills",18/09/2025,Kế Toán/Kiểm Toán > Kế Toán Tài Chính,Hoá chất/Hoá sinh,10,Cử nhân,30-35,1,08:00 - 17:00,Nhân viên,"Attention To Detail, ERP Systems, Financial Accounting, Microsoft Excel, Vietnamese Accounting Standards",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Hoá chất/Hoá sinh, Attention To Detail, ERP Systems, Financial Accounting, Microsoft Excel, Vietnamese Accounting Standards, Navigos Search, Hồ Chí Minh"
Key Account Manager (E-Commerce),Abbott,Thương lượng,"8th Fl., Melinh Point Tower, 02 Ngo Duc Ke St., Dist.1, HCMC, 02 Ngo Duc Ke, Dist. 1, HCM","Role:
Be responsible for building, managing and developing long-term Ecommerce relationship with Marketplace Platforms in order to achieve the targeted sales revenue by increasing the brand’s online presence.

Accountabilities:

- Drive for innovation through unlocking new business, new portfolio, or new ways of consumers engagement; build complete customers plan to drive the business in Marketplace platform.
- Establish and grow relationships and implement joint online business planning with strategic e-Retailers, eCommerce players
- Understand customer needs and market insights to formulate joint business plan with Marketplace platforms
- Translate brand strategy and plan and implement monthly business plan for specific customers.
- Negotiate promotions, on-site exposure, etc. and communicate properly to ensure implementation on time, get orders from customers and coordinate the shipment nationally.
- Stock management
- Analyze business and review constantly current business practices and performance with key customers and internally to optimize future planning and execution.
- Plan and monitor budget, profit & loss sustainability and profitability
- Cross functional collaboration to drive the business process, proficiency and customer service.
- Other ad-hoc tasks assigned by Manager","- Bachelor Degree in Economics or equivalent
- Over 5 years working experience in E-commerce industry, related to FMCG products
in eCommerce industry, must have proven experience in developing, executing campaigns & promotions to drive traffic and sales in Vietnamese online retail
- Communication skills
- Analytical skills
- Negotiation skills
-Presentation skills",18/09/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Hàng tiêu dùng,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Trưởng phòng,"Relationship Building, E-commerce, Key Account Management, Digital Sales",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Relationship Building, E-commerce, Key Account Management, Digital Sales, Abbott, Hồ Chí Minh"
Project Manager (Water Treatment),Navigos Search,Thương lượng,"Da Nang, Vietnam, HCMC","Assist the General Manager in overseeing the customer plant operations.
Monitor and control project timelines, ensuring alignment with customer schedules and specifications.
Oversee, develop, and maintain the drawing management system and design activities.
Manage and enhance the effectiveness of cost estimation processes.
Research and implement updated technologies for design, construction, equipment selection, and cost estimation.
Ensure safe working conditions at the project site.","Bachelor’s degree in Chemical Engineering, Environmental Engineering, Construction Engineering, Mechanical Engineering, or Electrical Engineering.
Minimum of 5 years in a Project Manager role.
Proven leadership in multiple construction projects, including water supply and wastewater treatment.
Strong background in site management and supervision.
Proficient English communication
Innovative and proactive mindset.
Data gathering and analytical skills.
Problem-solving and sound decision-making.
Strong negotiation abilities.
Ability to perform under high pressure.",18/09/2025,Khoa Học & Kỹ Thuật > Điện/Nước/Chất Thải,Dịch vụ môi trường/Chất thải,10,Cử nhân,Không hiển thị,Không hiển thị,,Trưởng phòng,"Water Treatment System Design, Wastewater Treatment, Chemical Application, Environmental Technology",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Điện/Nước/Chất Thải, Dịch vụ môi trường/Chất thải, Water Treatment System Design, Wastewater Treatment, Chemical Application, Environmental Technology, Navigos Search, Đà Nẵng"
Kỹ Sư QS MEP,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM,Thương lượng,"600 Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, 600 Điện Biên Phủ, P. 22, Quận Bình Thạnh, HCM","Chức năng:
• Xây dựng kế hoạch & tổ chức công tác Đấu thầu, lựa chọn Nhà thầu phù hợp với kế hoạch kinh doanh.
• Quản lý chi phí đầu tư theo ngân sách đã duyệt.
Nhiệm vụ:
• Lập kế hoạch đấu thầu, thực hiện hồ sơ mời thầu, đánh giá Nhà thầu và ký hợp đồng.
• Kiểm soát khối lượng, đơn giá, dự toán, chi phí phát sinh.
• Phối hợp các phòng ban kiểm soát chất lượng.
• Đảm bảo đấu thầu đúng tiến độ & ngân sách.
• Báo cáo, cập nhật tiến độ & tình hình đấu thầu.
• Kiểm soát thanh quyết toán và tuân thủ quy định của Tập đoàn.","Trình độ: Đại học
Chuyên ngành: Kỹ sư Cơ/Điện
Kinh nghiệm: 6–8 năm trong lĩnh vực QS (ưu tiên từng làm ở đơn vị tư vấn/Chủ đầu tư)
Ngoại hình: Gọn gàng, chỉnh chu, lịch sự
Anh văn: Giao tiếp trong công việc
Tin học: Excel, PowerPoint, AutoCAD
Yêu cầu chuyên môn:
• Am hiểu về lĩnh vực QS
• Có kiến thức chuyên sâu về các loại hình dự án (căn hộ, khách sạn, resort 5 sao...)
• Kỹ năng tính khối lượng, đơn giá, thẩm định, thương lượng hợp đồng, thanh quyết toán
• Quản lý thời gian, ưu tiên công việc, kỹ năng phân tích và giải quyết vấn đề
Yêu cầu khác: Năng động, tinh thần trách nhiệm, làm việc hướng đích, trung thực",18/09/2025,Kiến Trúc/Xây Dựng > Phát Triển Dự Án/Đấu Thầu,Kỹ thuật xây dựng/Cơ sở hạ tầng,6,Cử nhân,30-40,1,08:00 - 17:00,Nhân viên,"Autocad, Cơ Điện, Excel, Powerpoint, Xây Dựng",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Kỹ thuật xây dựng/Cơ sở hạ tầng, Autocad, Cơ Điện, Excel, Powerpoint, Xây Dựng, CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM, Hồ Chí Minh"
Planning Specialist (Da Nang Brewery),HEINEKEN Vietnam,Thương lượng,"Hòa Khánh Bắc, Liên Chiểu, Da Nang, Vietnam, Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Ben Nghe Ward","Responsibilities:
• Generates feasible schedules per brewery location for both Brewing and Packaging, in line with existing shift patterns and agreed capacities.
• Monitors the Scheduling process, taking into account the interdependencies with brewing, packaging and materials planning.
• Prepares and contributes to Weekly Demand & Supply Review meeting.
• Reactive to short term changes in the schedules (if required) as a result of machine breakdown or labor/resources shortages or demand peaks, involving relevant stakeholders.
• Identifies gaps between actual and required performance and discusses and updates planning parameters accordingly (OPI, stock levels, lot size).
• Make Purchasing orders for materials based on the production requirement within agreed lead times
• Follow and update the status of material orders
• Make the call off plan for materials to adapt the production schedule.
• In charge of defective materials + loss compensation
• In charge of data accuracy in BASE and FM are synchronized, corrective included cleansing and all relevant reports.
• Checking Import Shipping Documents.
• Coordinating with Suppliers/Forwarder/Shipping Line to ensure shipment ETA as expected with qualified documents.
• Insuring all POs public into share folder
• Initiative, Implements and embeds improvements to scheduling processes and procedures and supports TPM initiatives.
• Capable to lead an improvement team effectively
• Provides clear and accurate information on scheduling performance.
• Communicates the various plans and their impact to relevant stakeholders.","Job Requirements:
• At least 2-3 years relevant experience. Preferably in one or more of following areas: Supply Chain Planning & Purchasing, Scheduling for Beer Process on both Brewing and Packaging, Purchasing tasks
• Teamwork working
• Working under high pressure environment
• Valued Scheduling tools experience (e.g. INFOR)
• Able to work independently and when needed cross functionally, good team player within Brewery environment
• Capable of using and optimizing advanced scheduling tools",18/09/2025,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Quản Lý Chuỗi Cung Ứng,Hàng tiêu dùng,5,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"FMCG, Supply Planning, Production Planning",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Hàng tiêu dùng, FMCG, Supply Planning, Production Planning, HEINEKEN Vietnam, Đà Nẵng"
HR Specialist (Recruitment FMCG),Navigos Search,"$ 850-1,300 /tháng","HCMC Office, HCMC","We are looking for a passionate and driven HR Specialist with a strong focus on recruitment, particularly in mass hiring for sales teams within the FMCG industry. The ideal candidate will take ownership of the full-cycle recruitment process, ensuring the company attracts, hires, and retains top talent to support business growth.
Key Responsibilities:
• Manage end-to-end recruitment processes, including job posting, sourcing, screening, interviewing, and onboarding.
• Specialize in mass recruitment for sales teams, ensuring hiring targets are met within set timelines.
• Build and maintain a strong candidate pipeline through proactive sourcing strategies.
• Collaborate with hiring managers to understand workforce needs and deliver suitable recruitment solutions.
• Assist in employer branding activities to attract young and dynamic talent.
• Support other HR functions when required (employee engagement, reporting, administration, etc.).","Qualifications
• 3–4 years of HR experience, with a strong focus on recruitment (FMCG industry preferred).
• Candidates with 2 years of experience may also be considered if specialized in 100% recruitment.
• Proven experience in mass recruitment for sales roles is a strong advantage.
• Strong communication and interpersonal skills.
• Proficiency in English (intermediate or above) and MS Office tools.
• Proactive, detail-oriented, and able to work in a fast-paced environment.",18/09/2025,Nhân Sự/Tuyển Dụng > Tuyển Dụng,Hàng tiêu dùng,2,Cử nhân,25-35,1,9:00 - 18:00,Nhân viên,"FMCG, Human Resources (HR), Human Resources (HR), Mass Recruitment, Recruitment, Talent Acquisition",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Hàng tiêu dùng, FMCG, Human Resources (HR), Human Resources (HR), Mass Recruitment, Recruitment, Talent Acquisition, Navigos Search, Hồ Chí Minh"
Kỹ sư QS Xây Dựng,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM,Thương lượng,"600 Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, 600 Điện Biên Phủ, P. 22, Quận Bình Thạnh, HCM","Chức năng:
• Xây dựng kế hoạch và tổ chức công tác Đấu thầu, lựa chọn Nhà thầu phù hợp, đảm bảo đúng kế hoạch kinh doanh.
• Quản lý chi phí đầu tư theo mức ngân sách được duyệt.
Nhiệm vụ:
• Xây dựng kế hoạch đấu thầu theo các gói thầu.
• Thực hiện hồ sơ mời thầu, làm việc với Nhà thầu và ký kết hợp đồng.
• Kiểm soát khối lượng, đơn giá, dự toán, chi phí phát sinh.
• Phối hợp các phòng/ban trong công tác đấu thầu, kiểm soát chất lượng.
• Đảm bảo hoạt động đấu thầu tuân theo tiến độ, kế hoạch kinh doanh.
• Cập nhật báo cáo tiến độ, quản lý chi phí đầu tư, cân đối ngân sách.
• Kiểm soát hồ sơ thanh quyết toán theo quy định.
• Tuân thủ nội quy/quy định của Tập đoàn.","• Trình độ văn hóa: Đại học
• Chuyên ngành: Kỹ sư Xây dựng / Kinh tế Xây dựng
• Kinh nghiệm: 6 – 8 năm trong lĩnh vực QS (ưu tiên ứng viên từng làm đơn vị tư vấn/Chủ đầu tư)
• Ngoại hình: Gọn gàng, ăn mặc chỉnh chu lịch sự
• Anh văn: Giao tiếp trong công việc
• Tin học: Excel, PowerPoint, AutoCAD
• Yêu cầu khác: Kinh nghiệm trong hồ sơ mời thầu, hợp đồng, thanh quyết toán, làm việc với khách hàng, nhà thầu, đối tác; kỹ năng quản lý thời gian và giải quyết vấn đề.
• Yêu cầu thêm: Năng động, có tinh thần trách nhiệm, làm việc hướng đích, trung thực.",18/09/2025,Kiến Trúc/Xây Dựng > Phát Triển Dự Án/Đấu Thầu,Kỹ thuật xây dựng/Cơ sở hạ tầng,6,Cử nhân,30-40,1,08:00 - 17:00,Nhân viên,"Autocad, Excel, Kinh Tế Xây Dựng, Kỹ Sư Xây Dựng, Powerpoint",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T7,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Kỹ thuật xây dựng/Cơ sở hạ tầng, Autocad, Excel, Kinh Tế Xây Dựng, Kỹ Sư Xây Dựng, Powerpoint, CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM, Hồ Chí Minh"
[HO] FX MANAGEMENT,Shinhan Bank Vietnam,"$ 500-1,000 /tháng","The METT Tower B, An Khánh, Quận 2, Ho Chi Minh City, Vietnam, Empress Tower, 138-142 Hai Ba Trung Street, Da Kao Ward, District 1, HCMC","1. Overall management of FX Business (including FX Cash, FX Agent Services, FX cash import/export) and Trade Finance Business (Import/Export) to comply with the Bank and SBV's regulations.

2. Establish/Update policy/guideline/process/internal system to adapt with currrent regulations/market/customers' demand.

3. Review and propose strategy plan/marketing activities to boosting FX and Trade Finance performances on periodical basis.

4. Interface and collaborate with internal relevant departments for tasks related to FX and Trade Finance business.

5. Do reporting of FX and Trade Finance

6. Collaboration with external partners for FX and Trade Finance projects (if any)

7. Other tasks assigned by Directors","1. Overall management of FX Business (including FX Cash, FX Agent Services, FX cash import/export) and Trade Finance Business (Import/Export) to comply with the Bank and SBV's regulations.

2. Establish/Update policy/guideline/process/internal system to adapt with currrent regulations/market/customers' demand.

3. Review and propose strategy plan/marketing activities to boosting FX and Trade Finance performances on periodical basis.

4. Interface and collaborate with internal relevant departments for tasks related to FX and Trade Finance business.

5. Do reporting of FX and Trade Finance

6. Collaboration with external partners for FX and Trade Finance projects (if any)

7. Other tasks assigned by Directors",18/09/2025,Ngân Hàng & Dịch Vụ Tài Chính > Đầu Tư Tài Chính,Ngân hàng,3,Không giới hạn,15-40,1,08:00 - 17:00,Nhân viên,"Báo Cáo Ngân Hàng, Chính sách tỷ giá, Thanh Toán Quốc Tế",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Đầu Tư Tài Chính, Ngân hàng, Báo Cáo Ngân Hàng, Chính sách tỷ giá, Thanh Toán Quốc Tế, Shinhan Bank Vietnam, Hồ Chí Minh"
Senior UX Designer,Công Ty Cổ Phần Chứng Khoán SSI,Thương lượng,"số 1 Phố Lương Yên, Bạch Đằng, Hai Bà Trưng, Hà Nội, Việt Nam, 1C Ngô Quyền - Hoàn Kiếm - Hà Nội","1. Mục đích vị trí
• Đóng vai trò trung tâm trong việc giải quyết vấn đề người dùng và kết nối với nhu cầu sản phẩm.
• Chuyển hóa insight khách hàng và mục tiêu kinh doanh thành trải nghiệm số mạch lạc, dễ dùng và giàu giá trị.
• Định hình và duy trì tiêu chuẩn trải nghiệm nhất quán cho toàn bộ sản phẩm số của SSI.

2. Nhiệm vụ chính
2.1. Khám phá và nghiên cứu người dùng
• Tham gia nghiên cứu khám phá insight người dùng.
• Phác thảo và kiểm định chân dung khách hàng (Personas Mapping)
• Hợp tác cùng PO, BA, các đơn vị kinh doanh để thu thập và phân tích dữ liệu hành vi.
2.2. Cấu trúc thông tin và Hành trình khách hàng
• Xây dựng Information Architecture, thiết kế Customer Journey để xây dựng trải nghiệm xuyên suốt.
• Kết nối nhu cầu khách hàng với mục tiêu sản phẩm để định vị giá trị sản phẩm số.
2.3. Thiết kế & Prototype
• Phác thảo wireframe, prototype, kịch bản sử dụng.
• Thiết kế giao diện và tương tác thân thiện, đảm bảo tính nhất quán theo Design System trên nhiều nền tảng.
• Chuyển đổi yêu cầu nghiệp vụ thành giải pháp thiết kế trực quan, dễ hiểu.
2.4. Phối hợp đa chức năng
• Làm việc chặt chẽ với PO, BA, Dev để đảm bảo tính khả thi và hiệu quả triển khai.
• Đóng vai trò cầu nối, đảm bảo ngôn ngữ chung giữa kinh doanh – công nghệ – người dùng.
2.5. Tham gia lắng nghe thị trường và tối ưu trải nghiệm
• Theo dõi hành vi, dữ liệu sử dụng và phản hồi khách hàng để liên tục cải tiến sản phẩm.
• Nắm bắt xu hướng thiết kế và công nghệ để đề xuất cải tiến phù hợp.
• Góp phần xây dựng tiêu chuẩn trải nghiệm số đồng nhất trong toàn tổ chức.","1. Kinh nghiệm & Học vấn
• Tối thiểu 5 năm kinh nghiệm trong lĩnh vực UX/UI hoặc Product Design, ưu tiên trong ngành tài chính/chứng khoán.
• Tốt nghiệp đại học/cao đẳng các chuyên ngành liên quan (Thiết kế, Công nghệ, Truyền thông…).
2. Kiến thức & Kỹ năng chuyên môn
• Hiểu biết về Human-Centered Design và Design Thinking.
• Kinh nghiệm làm việc trong môi trường Agile Delivery.
• Thành thạo Figma và quen thuộc với các công cụ sáng tạo AI.
• Nắm vững kỹ năng wireframe, prototype, thiết kế tương tác và mô hình hành trình khách hàng.
3. Kỹ năng mềm & Thái độ
• Kỹ năng giao tiếp, trình bày rõ ràng, khả năng thuyết phục.
• Khả năng làm việc nhóm, kết nối và phối hợp đa bộ phận.
• Tư duy giải quyết vấn đề, tinh thần chủ động, cầu tiến.",18/09/2025,Công Nghệ Thông Tin/Viễn Thông > UX/UI Design,Chứng khoán,5,Cử nhân,Không hiển thị,Không hiển thị,08:00 - 17:00,Nhân viên,"Agile Development, Customer Journey Mapping, Customer Journey Mapping, Figma, Human-Centered Design",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, UX/UI Design, Chứng khoán, Agile Development, Customer Journey Mapping, Customer Journey Mapping, Figma, Human-Centered Design, Công Ty Cổ Phần Chứng Khoán SSI, Hà Nội"
