Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
HR Compliance Specialist,Avery Dennison Vietnam,Thương lượng,"Long Hau Industrial Park, Can Giuoc District, Long An province, Nhà Bè, Ho Chi Minh City, Vietnam, Lot E.01, Trung Tam Road, Long Hau IP, Nha Be","ABOUT YOUR ROLE
Social Compliance Technician is responsible for monitoring overall compliance of external partner.
YOUR RESPONSIBILITIES WILL INCLUDE
1. Compliance Program & Management System
- Manage performance for Compliance of Suppliers/ Subcontractors (external partner) to comply with Local Laws & RB Requirements as assigned by Supervisor.
- Monitor and develop a sustainable compliance system for including process, set up annual audit and SOP to strengthen readiness of audit.
- Drive the implementation of new Compliance programs/requirements from Global & Customer by providing training and coaching during deployment to cross-functional teams.
2. Reporting & Documentation
- Provide Compliance advice to external teams in reviewing & completing the Compliance documents requested by Customers/ AD in house.
- Issue the Compliance internal audit & monthly reports.
- Involve and follow up with cross-functional teams in Corrective action and ensure CAP closes on-time.
- Track and regularly report the status of regulatory compliance and improvement initiatives as well as the related Compliance law.
3. Training, Resource & Counsel
- Build up Compliance Training Materials (Presentation, Handbook, Manual, etc.).
- Provides advice and counsel to cross-functional Teams HR & EHS principles and concepts to prevent compliance issues.
- Implements compliance training for new regulatory/global/customer requirements for Inhouse AD sites & subcontractors.","WHAT WE WILL BE LOOKING FOR IN YOU
- Bachelor’s Degree in Human Resource Management or related field preferred
- Qualified Compliance Auditor is highly preferred (ISO 9001, Quality Audit, GRS, FSC, etc.) and has deep knowledge in Human Resource systems.
- At least 3-5 years in Compliance audit in Garment & Footwear Industry is highly preferred or Relevant Operational industry experience.
- Good problem solving skills and communication.
- Good at applicable Microsoft Office and function specific software.
- Good at English skills.",17/09/2025,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Bao bì/In ấn/Dán nhãn,1,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Social Compliance, Quality Auditing, Quality System",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Bao bì/In ấn/Dán nhãn, Social Compliance, Quality Auditing, Quality System, Avery Dennison Vietnam, Long An, Hồ Chí Minh"
Trưởng Nhóm Vận Hành & Chăm Sóc Khách Hàng (CSKH),Hằng Vũ - Lớp học tiếng Anh,30tr-45tr ₫/tháng,,"Vị trí: Trưởng nhóm Vận hành & Chăm sóc Khách hàng (CSKH)
Địa điểm: Hà Nội (Hybrid: Online + Onsite khi cần)
Báo cáo cho: Founder

1. Giới thiệu trung tâm
Chúng mình là một startup giáo dục - trung tâm tiếng Anh online đang trong giai đoạn khởi tạo, được sáng lập bởi đội ngũ có nền tảng quốc tế và kinh nghiệm trong đào tạo ngoại ngữ tại Việt Nam. Mục tiêu của dự án là xây dựng một trung tâm tiếng Anh online nơi học viên được trải nghiệm học tập chất lượng - thuận tiện - hiệu quả cao. Chúng mình đang tìm kiếm một Trưởng nhóm Vận hành & CSKH để đồng hành cùng trung tâm từ những ngày đầu, trực tiếp xây dựng hệ thống và đội ngũ nền tảng cho sự phát triển lâu dài.

2. Mục tiêu vị trí
Thiết lập và quản lý hoạt động vận hành lớp học online
Đảm bảo chất lượng trải nghiệm học viên - phụ huynh, sự hài lòng và tỷ lệ tái tục.
Đóng vai trò cầu nối giữa học thuật - vận hành - khách hàng, đảm bảo chất lượng dịch vụ và kết quả học tập.


3. Nhiệm vụ chính
Vận hành lớp học
Xây dựng SOP vận hành cho lớp học online
Giám sát chất lượng tài liệu, công cụ học tập, hỗ trợ kỹ thuật cho GV & học viên.
Phối hợp học thuật để đảm bảo tiến độ và kết quả học tập.
Chăm sóc khách hàng
Xây dựng và triển khai quy trình CSKH (onboarding, hỗ trợ, xử lý khiếu nại).
Quản lý hệ thống CRM, báo cáo dữ liệu học viên.
Hỗ trợ founder tuyển dụng và quản lý đội ngũ trợ giảng & CSKH.
Cải tiến & Báo cáo
Theo dõi hiệu quả vận hành - CSKH, lập báo cáo tuần/tháng/quý.
Đề xuất các sáng kiến cải tiến quy trình, tự động hóa và tối ưu nguồn lực.","• Ít nhất 3-5 năm kinh nghiệm trong vận hành/ CSKH/ quản lý tại trung tâm Anh ngữ hoặc Edtech.
• Kỹ năng: quản trị đội nhóm, giao tiếp, xử lý tình huống, chăm sóc học viên.
• Ưu tiên: từng tham gia xây dựng SOP và quy trình; có trải nghiệm tại trung tâm vừa và nhỏ.",17/09/2025,Giáo Dục > Tư Vấn Giáo Dục,Giáo dục/Đào Tạo,3,Không giới hạn,20-45,1,9:00 - 17:00,Trưởng phòng,"Quản Lý, Chăm Sóc Khách Hàng, Tư Vấn, Tư Vấn Lộ Trình Học Tập, Vận Hành",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Giáo Dục, Tư Vấn Giáo Dục, Giáo dục/Đào Tạo, Quản Lý, Chăm Sóc Khách Hàng, Tư Vấn, Tư Vấn Lộ Trình Học Tập, Vận Hành, Hằng Vũ - Lớp học tiếng Anh, Hà Nội"
Training Manager,Got It,Thương lượng,"102 Nguyễn Đình Chính, Phường Cầu Kiệu, TP. Hồ Chí Minh, Việt Nam, 9-11 Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TP. Hồ Chí Minh","We are looking for a Training Manager to lead the design, implementation, and evaluation of learning & development initiatives across the company. This role will play a critical part in building employee capabilities, supporting career growth, and ensuring alignment between training programs and business priorities.

Training Plan & Execution
• Understand the company’s training and development direction and translate it into actionable plans.
• Partner with leadership and managers to identify current and future skill needs.
• Standardize and deliver training initiatives on Product Knowledge, Core Skills, and Orientation.
• Design and manage a meaningful Internship Program with measurable ROI.
• Monitor training effectiveness through feedback, assessments, and business outcomes.
• Collaborate with cross-functional teams to ensure training meets business priorities.
• Provide guidance and coordination across People Culture team members involved in T&D-related tasks.

Talent Development Projects
• Support and/or take a leading role in projects such as HiPo Program, Career Ladder, KPI & Performance Review.
• Ensure effective frameworks, implementation, and continuous improvement of these initiatives.

Other Tasks
• Perform other tasks as assigned by Line Manager.","• Bachelor’s degree in Human Resources, Business, Education, or related field (Master’s preferred).
• 6++ years of experience in Training & Development or HR, with at least 2 years in a managerial/training leadership role.
• Proven track record in building training frameworks, performance systems, and career development programs.
• Strong facilitation, communication, and stakeholder management skills.
• Ability to balance strategic planning with hands-on execution.
• Growth mindset with eagerness to learn and improve continuously.
• Flexibility and adaptability to manage diverse priorities and dynamic business needs.
• Experience in implementing T&D initiatives in technology companies is a strong plus.
• Fluent in English (both written and spoken) is a plus.",17/09/2025,Nhân Sự/Tuyển Dụng > Đào Tạo Và Phát Triển,Giáo dục/Đào Tạo,6,Cử nhân,Không hiển thị,1,9:00 - 18:00,Nhân viên,"Communication, Human Resources, Performance Management System, Stakeholder Management, Training Development",Tiếng Anh,Người Việt Nam,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Đào Tạo Và Phát Triển, Giáo dục/Đào Tạo, Communication, Human Resources, Performance Management System, Stakeholder Management, Training Development, Got It, Hồ Chí Minh"
[HCM] Legal Intern,Pizza 4P's,Thương lượng,"Saigon Pearl, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam, 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh City","As a Legal Intern at Pizza 4P’s, you will support the Legal & Compliance Department in a variety of tasks, including but not limited to:
• Conduct legal & market research to support internal projects.
• Support administrative work and procedures related to store license & legal process.
• Assisting in the preparation, review, and translation of simple contracts and agreements based on Pizza 4P’s standard templates.
• Managing and monitoring internal contract records.
• Drafting and responding to administrative correspondence (emails, letters, etc.).
• Scanning, copying, and organizing legal documents as required.
• Prepare and translate documents.
• Submitting and collecting dossiers from relevant authorities or partners.","• A 3rd-year or 4th-year student who can provide an internship referral letter from the university.
• Preferably available for a full-time internship (8 hours/day).
• Able to provide an internship recommendation letter from your university.
• Committed to working for at least 3 months.
• Strong English communication and writing skills.
• Detail-oriented, responsible, proactive, and eager to learn.
• Prior experience in legal practice or corporate legal departments is a plus.",17/09/2025,Pháp Lý > Luật Tài Chính Ngân Hàng Thương mại,Luật/Dịch vụ pháp lý,Không yêu cầu,Cử nhân,Không hiển thị,2,,Thực tập sinh/Sinh viên,"Document Management, Legal, Legal Documentation, Legal Documentation, Legal Documentation, Legal Documentation, Legal Documentation, Legal Support, Review Contract",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Thực tập,"Pháp Lý, Luật Tài Chính Ngân Hàng Thương mại, Luật/Dịch vụ pháp lý, Document Management, Legal, Legal Documentation, Legal Documentation, Legal Documentation, Legal Documentation, Legal Documentation, Legal Support, Review Contract, Pizza 4P's, Hồ Chí Minh"
Kỹ Sư Cơ Khí,Công Ty Cổ Phần Thuận Hải Energy,Thương lượng,"Lô Vb.20a2, Đường 24, Khu chế xuất Tân Thuận, Phường Tân Thuận., Tòa nhà Thuận Hải, Lô Vb20a2, Đường số 24, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, TPHCM","Tiếp nhận thông tin, tiến hành khảo sát đưa ra phương án phù hợp cho các thiết bị liên quan đến
cơ khí.
- Lập kế hoạch, tính toán thông số các thiết bị cơ khí (kết cấu, truyền động hệ thống xử lý khí
thải….)
- Đưa ra bản vẽ thiết kế, bản vẽ thi công, phương án lắp đặt.
- Lập tiến độ triển khai, thi công lắp đặt hoàn thiện dự án.
- Lập đề nghị, dự toán dự án thực hiện trình lên trưởng bộ phận.
- Trực tiếp giám sát, kiểm tra chất lượng, tiến độ theo đúng bản vẽ thiết kế.
- Chịu trách nhiệm với cấp trên về dự án triển khai, tiến độ chất lượng thi công công việc.
- Đánh giá hệ thống thiết bị cơ khí, hệ thống xử lý khí thải…
- Nghiên cứu hệ thống nguyên vật liệu phù hợp với kết cấu, môi trường làm việc đảm bảo hiệu suất
và tuổi thọ thiết bị.
- Kiểm tra độ bền, độ chính xác, và an toàn hệ thống thiết bị đảm bảo vận hành ổn định.
- Kiểm tra CO, CQ thiết bị, đánh giá hệ thống, giám sát thi công, chất lượng thiết bị từ nhà cung
cấp thực hiện dự án.
- Lập quy trình vận hành, theo dõi hệ thống thiết bị cơ khí.
- Lập hồ sơ thi công, hồ sơ an toàn môi trường cho các thiết bị cơ khí.
- Báo cáo tiến độ & công việc định kỳ cho cấp trưởng bộ phận","- Tốt nghiệp Đại học, chuyên ngành Cơ khí, Chế tạo máy, Cơ - Điện tử
- Có kinh nghiệm ít nhất 01 năm (ưu tiên biết về hệ thống lò hơi và các thiết bị nhiệt).
- Có thể đi công tác theo yêu cầu.
- Tiếng Anh giao tiếp
- Kỹ năng thuyết trình",17/09/2025,Kỹ Thuật > Cơ Khí Tự Động Hoá,Cơ khí/Máy móc/Thiết bị công nghiệp,1,Cử nhân,22-40,5,08:15 - 17:15,Nhân viên,"AutoCAD Tốt, Solidwork, Solidwork, Solidwork",Bất kỳ,Người Việt Nam,Nam,Bất kỳ,T2 - T7,Toàn thời gian,"Kỹ Thuật, Cơ Khí Tự Động Hoá, Cơ khí/Máy móc/Thiết bị công nghiệp, AutoCAD Tốt, Solidwork, Solidwork, Solidwork, Công Ty Cổ Phần Thuận Hải Energy, Hồ Chí Minh"
Accounting Staff (Tax/ AR),LG Electronics Việt Nam Hải Phòng,Thương lượng,"Lô CN2, KCN Tràng Duệ, Xã Lê Lợi, huyện An Dương, tp Hải Phòng, Lô CN2, KCN Tràng Duệ, H.An Dương, Hải Phòng","• FCT management:
• Determine FCT rate and calculate FCT amount according section's request under tax regulations;
• Responsible for making VAT, FCT declaration letter monthly and submit to tax authority on time, make request to pay FCT tax;
• Make FCT payment confirmation letter from tax office and sent to contractor;
• Analysis new law related to FCT and update to PIC if any.
• E-invoice management:
• Daily issue E-invoice (domestics, export,...);
• Manage, make report regarding to the E-invoices;
• New tax regulation update;
• Handle issues related to Tax & other tasks assigned by Managers.","• Have degrees in Tax, Accounting, Finance, Economics, or related fields;
• Good knowledge of MS Office & English communication fluently;
• Prefer 2~3 years' experience of working on a Tax position (preferable);
• Hard-working, eager to learn, fast adapt to working environment.",17/09/2025,Kế Toán/Kiểm Toán > Kế Toán Công Nợ,Điện/Điện tử,1,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"Tax Knowledge, Finance Development, Account Receivable, Công Nợ, Kế toán công nợ",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Khác,"Kế Toán/Kiểm Toán, Kế Toán Công Nợ, Điện/Điện tử, Tax Knowledge, Finance Development, Account Receivable, Công Nợ, Kế toán công nợ, LG Electronics Việt Nam Hải Phòng, Hải Phòng"
HR Staff/nhân Viên Nhân Sự - Làm Việc Tại KCN Thăng Long 2 (Hưng Yên),"Shindengen Vietnam Co., Ltd",Thương lượng,"Hai Duong, Vietnam, Hà Nội, Vietnam, KCN Thăng Long 2, xã Nguyễn Văn Linh, Hưng Yên, Khu Công nghiệp Thăng Long II, Yên Mỹ, Hưng Yên","- Time attendance check and salary calculation
- Recruitment
- Training for new commer
- Social Insurance
- Monthly fee payment control
- Issue report to authorities
- HR software control
- Other tasks from leader and GD","- Fluent in Japanese
- No experience required
- Good computer skills
- Sex: Female; 23 ~ 30 years old
- Qualification: University/ College
- Language: English (TOEIC: 600 or above)
- Computer skill: well
- Positive, eager to learn

** BENIFITS:

- Attractive salary
- Social insurance participation from the first month, severance pay upon resignation
- Company trips, parties, Tet gifts, and other events
- Other benefits: New Year, April 30th & May 1st, September 2nd, Children's Day, Mid-Autumn Festival, maternity/paternity leave, marriage...
- Seniority bonus: 1-10 million VND, attendance bonus: 1 million VND, monthly/yearly innovation bonus
- Work 270 days/year (Rest on Sundays and 2 Saturdays/month)
- High opportunities for training and promotion
- Professional, clean, and non-toxic working environment
- Shuttle bus service from Hung Yen, Hai Duong, or Hanoi to the Company at Thang Long II Industrial Park, Yen My, Hung Yen",17/09/2025,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Sản xuất,Không yêu cầu,Cao đẳng,21-30,Không hiển thị,,Nhân viên,"Training, recruiment, Social Insurance, Salary Calculation, Tiếng Nhật",Bất kỳ,Không hiển thị,Bất kỳ,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Sản xuất, Training, recruiment, Social Insurance, Salary Calculation, Tiếng Nhật, Shindengen Vietnam Co., Ltd, Hải Dương, Hà Nội, Hưng Yên"
Nhân Viên Bán Hàng Xuất Khẩu,Công Ty TNHH Ống Thép Hòa Phát,Thương lượng,"39 Nguyễn Đình Chiểu, Hai Bà Trưng, Hà Nội, 39 Nguyễn Đình Chiểu, quận Hai Bà Trưng, Hà Nội","Mô tả công việc
- Nghiên cứu thị trường, tìm kiếm khách hàng nước ngoài;
- Giao dịch với khách hàng và bán hàng;
- Thực hiện các nghiệp vụ liên quan đến mảng xuất nhập khẩu;
- Thực hiện công việc khác theo yêu cầu của quản lý.","Yêu cầu công việc:
- Tuổi: Nam (ưu tiên) hoặc nữ dưới 35;
- Tốt nghiệp Đại học khối Kinh tế đối ngoại/Ngoại thương hoặc các chuyên ngành khác có liên quan;
- Sử dụng Tiếng Anh thành thạo 4 kỹ năng Nghe – Nói – Đọc – Viết. Có thể tham gia các hội thảo, giao tiếp, trao đổi, thuyết trình bằng Tiếng Anh;
- Tin học: Sử dụng thành thạo các phần mềm Office ở mức chuyên sâu, thành thạo các công cụ tìm kiếm trên Internet;
- Ưu tiên người có kinh nghiệm trong ngành thép, có kinh nghiệm bán hàng nước ngoài ít nhất 2 năm;
- Có sức khỏe tốt, trung thực, nhiệt tình;
- Kỹ năng: có kỹ năng làm việc nhóm, tổ chức công việc, đàm phán và thuyết phục khách hàng;
- Chịu được áp lực công việc cao, sẵn sàng đi công tác và có thể đi làm ngay.

Quyền lợi:
- Lương khởi điểm từ 15-20 Triệu+ Bonus
- Làm việc trong môi trường năng động;
- Cơ hội phát triển sự nghiệp cao;
- Được hưởng mức lương phù hợp với năng lực;
- Được hưởng đầy đủ chế độ BHXH",17/09/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Nhập khẩu/Xuất khẩu,2,Không giới hạn,Dưới 35 tuổi,Không hiển thị,,Nhân viên,"Sales Export, Tư Vấn Bán Hàng, Phân Phối Thép, Xuất Nhập Khẩu, Tìm Kiếm Khách Hàng",Tiếng Việt,Không hiển thị,Bất kỳ,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Nhập khẩu/Xuất khẩu, Sales Export, Tư Vấn Bán Hàng, Phân Phối Thép, Xuất Nhập Khẩu, Tìm Kiếm Khách Hàng, Công Ty TNHH Ống Thép Hòa Phát, Hà Nội"
Senior Embedded Engineer – Signing Bonus Up to 60M,FPT Software,Thương lượng,"Tòa nhà FPT Cầu Giấy, phố Duy Tân, phường Cầu Giấy, Thành phố Hà Nội, Việt Nam, F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ, TP. Thủ Đức, Ho Chi Minh City, Vietnam, Tòa nhà FPT Complex, đường Nam Kỳ Khởi Nghĩa, phường Ngũ Hành Sơn, Thành phố Đà Nẵng, Việt Nam, [HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng","ABOUT COMPANY
FPT Software, a subsidiary of FPT Group, is a leading global IT service provider headquartered in Vietnam. With 33,000+ employees in 88 offices across 30 countries, we serve 1,100+ clients, including 96 Fortune 500 companies.
We believe diversity fuels innovation and strive to create an inclusive workplace where talents of all backgrounds thrive. We welcome expatriates and international professionals to bring fresh perspectives and help shape the future of technology

JOB OVERVIEW
• AUTOSAR BSW platform development & verification with ETAS ISOLAR

Technology cover
• Common communication protocol such as: CAN, ETH, LIN, DIAG
• ASPICE / Functional safety
• AUTOSAR Classic (Rte, Os, Crypto, etc.)

RESPONSIBILITIES
We define the role as following:

Specific activities
• Working on project related AUTOSAR platform-based ETAS ISOLAR for OBC, DCDC, ICCU
• Collaborate with customer project team in Korea to define technical problems and solutions, define quality objectives, testing approaches, completion criteria.
• Study and provide solutions for aging configuration, verification and development method (automatic learning system, bad conditions, bad cases scenarios, increase number times of testing…)

Minimum activities
• Direct/verbal communication with customer team (team size 5~10 members)
• Communication with Offshore team (team size 30~50 members) at Vietnam
• Join weekly meetings between Offshore leader and customer leader to record requests as well as project status/schedule
• Join daily meetings of Offshore team to catch up project status/schedule/issues which are escalated by members to support them and hand-on to resolve complex issues.

Work closely with the project manager to support him
• Gather customer’s requirements
• Make clear the requirements/request by directly communicating with customers(Korean)
• Work closely with other group leaders to know group status and suggesting customer PIC who could solve offshore team’s issues","• Familiar with ETAS platform e.g. RTA-CAR, and database import process (CAN DBC import, ODX file import)
• Know well about memory stack (NvM, Fee, Fls)
• Know how to harmonize the Bsw configuration during software integration between ASW and BSW
• Have experience with Rte layer
• Have experience with Dem modules (nice to know FiM)
• Have experience with embedded system
• Having debugging skills with debugger tool and measurement tools like oscilloscope
• Have knowledge on Diagnostic database ODX
• Have knowledge on communication database e.g. CAN DBC, LIN LDF
• Master on at least 1 Communication stack (CAN, LIN, Ethernet)
• Nice to have experience on Crypto stack
• Nice to have experience with Os layer on multi-core handling
• Nice to have experience using Vector tool systems e.g. Canoe/Canalyzer
• Nice to have knowledge on watchdog stack
• At least 5 years (senior), 2 years (junior) experience on classic AUTOSAR platform
• English fluent (speaking, writing and reading

WHAT COMPANY OFFERS
• Salary range: Negotiate
• FPT Care insurance plan tailored for FPT employees
• Attractive annual summer vacation allowance
• Sponsored training courses for personal growth and up to 100% coverage for certification costs
• Global and inclusive workplace with monthly cross-cultural events
• International exposure and career growth across global locations
• Work-life balance benefits with a flexible leave policy and annual health check-ups to support employee well-being.",17/09/2025,Công Nghệ Thông Tin/Viễn Thông > Phần Mềm Máy Tính,Phần Mềm CNTT/Dịch vụ Phần mềm,2,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Linux, Java, Embedded, C++, OOP programming",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Phần Mềm CNTT/Dịch vụ Phần mềm, Linux, Java, Embedded, C++, OOP programming, FPT Software, Hà Nội, Hồ Chí Minh, Đà Nẵng"
"Nhân Viên Chứng Từ – Phòng Vật Tư, Xuất Nhập Khẩu",Công Ty TNHH Ống Thép Hòa Phát,Thương lượng,"39 Nguyễn Đình Chiểu, Hai Bà Trưng, Hà Nội, 39 Nguyễn Đình Chiểu, quận Hai Bà Trưng, Hà Nội","* Mô tả công việc
- Làm chứng từ xuất hàng cho các lô hàng xuất
- Làm các công việc liên quan tới thủ tục giao nhận, logistic, hải quan
- Quản lí kiểm soát chất lượng, giám sát các đơn hàng sản xuất và xuất cont tại nhà máy
- Thực hiện các nghiệp vụ liên quan đến mảng xuất nhập khẩu.
- Thực hiện công việc khác theo yêu cầu của quản lý

* Quyền lợi:
- Làm việc trong môi trường năng động
- Cơ hội phát triển sự nghiệp cao
- Được hưởng mức lương phù hợp với năng lực
- Được hưởng đầy đủ chế độ BHXH","* Yêu cầu công việc:
- Tuổi: nam hoặc nữ dưới 35
- Tốt nghiệp Đại học khối Kinh tế đối ngoại/Ngoại thương hoặc các chuyên ngành khác có liên quan, ưu tiên về logistic.
- Sử dụng Tiếng Anh thành thạo kỹ năng Đọc – Viết.
- Tin học: Sử dụng thành thạo các phần mềm Office ở mức chuyên sâu,biết sử dụng phần mềm Bravo (nếu có)
- Ưu tiên người có kinh nghiệm ít nhất 2 năm .
- Có sức khỏe tốt, trung thực, nhiệt tình.
- Kỹ năng: có kỹ năng làm việc nhóm, tổ chức công việc, gọn gàng, ngăn nắp và làm việc có kế hoạch, khoa học, cẩn thận,
- Chịu được áp lực công việc cao, làm thêm giờ và không say xe.

* Hồ sơ gồm:
- Đơn xin việc (có kèm ảnh), nêu rõ kinh nghiệm làm việc
- Sơ yếu lý lịch có xác nhận địa phương (không quá 03 tháng kể từ ngày nộp hồ sơ)
- Giấy chứng nhận sức khỏe (không quá 03 tháng kể từ ngày nộp hồ sơ)
- Bằng tốt nghiệp và các chứng chỉ liên quan – nếu có (bản sao công chứng)
- Giấy chứng minh thư nhân dân (bản sao công chứng)
* Nơi nhận hồ sơ: Gửi CV qua Vietnamworks hoặc trực tiếp tại 39 Nguyễn Đình Chiểu, Hai Bà Trưng, Hà Nội
- Người nhận hồ sơ: Mrs. Nga

*Lưu ý:
- Nộp hồ sơ trực tiếp hoặc qua Vietnamworks
- Chỉ mời phỏng vấn ứng viên đạt yêu cầu;
- Không hoàn trả hồ sơ nếu không trúng tuyển.",17/09/2025,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Thu Mua & Quản Trị Hàng Tồn Kho,Nhập khẩu/Xuất khẩu,Không yêu cầu,Cử nhân,Dưới 35 tuổi,Không hiển thị,,Nhân viên,"Xuất Nhập Khẩu, Chứng Từ Xuất Nhập Khẩu, Hải Quan, Logistics, Quản Lý Đơn Hàng",Tiếng Việt,Không hiển thị,Bất kỳ,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Nhập khẩu/Xuất khẩu, Xuất Nhập Khẩu, Chứng Từ Xuất Nhập Khẩu, Hải Quan, Logistics, Quản Lý Đơn Hàng, Công Ty TNHH Ống Thép Hòa Phát, Hà Nội"
