Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Nhân Viên Bán Hàng (Sales Advisor),"Emers Vietnam Co., Ltd",Từ $ 260 /tháng,"Hồ Chí Minh, Việt Nam, 9th floor, Mapletree Business Centre 1060 Nguyen Van Linh Street, Tan Phong Ward, Dist 7, HCMC","- Hỗ trợ sắp xếp, trưng bày hàng hóa đủ điều kiện bán hàng;
- Tư vấn khách hàng: Giới thiệu sản phẩm, hướng dẫn sử dụng ...
- Hỗ trợ kiểm kê nếu có;
- Giữ gìn vệ sinh cửa hàng, duy trì hình ảnh thương hiệu;
- Các công việc khác theo yêu cầu của Quản lý cửa hàng;","- Có kinh nghiệm bán hàng thời trang, mỹ phẩm, phụ kiện thời trang là một lợi thế;
- Kĩ năng giao tiếp tốt - bán hàng tốt;
- Hoạt bát, nhanh nhẹn, gọn gàng, chỉn chu;
- Có thể giao tiếp tiếng Anh là một điểm cộng;
- Có thể làm việc xoay ca linh hoạt: 9h-17h30, 11h30-20h00, 13h30-22h (theo thời gian của Trung tâm thương mại)

Quyền lợi:
- Bảo hiểm xã hội đầy đủ theo Luật;
- Thưởng theo doanh thu cửa hàng, thưởng cuối năm;
- Ngày off hàng tuần, phép năm;
- Chính sách mua hàng cho nhân viên;
- Khám sức khỏe hằng năm, phát đồng phục;
- Được đào tạo và cơ hội thăng tiến.",12/08/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Bán lẻ/Bán sỉ,Không yêu cầu,Không giới hạn,18-40,3,,Nhân viên,"Chăm Sóc Khách Hàng, Bán Hàng, Thời Trang Thể Thao, Tư Vấn Bán Hàng, Bán Lẻ Quần Áo",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bán lẻ/Bán sỉ, Chăm Sóc Khách Hàng, Bán Hàng, Thời Trang Thể Thao, Tư Vấn Bán Hàng, Bán Lẻ Quần Áo, Emers Vietnam Co., Ltd, Hồ Chí Minh"
Administration Specialist,Südwolle Group Vietnam (Dalat Worsted Spinning Mill & Ninh Thuan Dyeing Textile Factory),Thương lượng,"Xuân Trường, Dalat, Lâm Đồng, Vietnam, Phát Chi, Tram Hanh, Dalat, Lam Dong, Vietnam","1. Welcome and instruct incoming guests; Receive and distribute incoming calls
2. Book tickets, reserve hotel as requested
3. Keep record and files according to company requirement.
4. Send documents and goods as requested
5. Prepare documents, dispatches, decisions and notices related to company activities.
6. Summarize expenses as requested by HR, Accounting dept
7. Fulfil other jobs, related to work, assigned by Admin - HR Director","College / University graduation.
English: Professional working proficiency",12/08/2025,Hành Chính Văn Phòng > Hành Chính,Dệt may/May mặc/Giày dép,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Mới Tốt Nghiệp,"English, Tin Học Văn Phòng, Hành Chính, Hành Chính Nhân Sự",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Dệt may/May mặc/Giày dép, English, Tin Học Văn Phòng, Hành Chính, Hành Chính Nhân Sự, Südwolle Group Vietnam (Dalat Worsted Spinning Mill & Ninh Thuan Dyeing Textile Factory), Lâm Đồng"
Production Shift Leader,Südwolle Group Vietnam (Dalat Worsted Spinning Mill & Ninh Thuan Dyeing Textile Factory),Thương lượng,"Trạm Hành, Da Lat, Lam Dong, Vietnam, Phát Chi, Tram Hanh, Dalat, Lam Dong, Vietnam","1. Take full responsibility of the shift in terms of management of staff, management of production and quality targets and to ensure the smooth running of the production processes and guarantee delivery time.
2. Follow up on the production plan.
3. Monitor, measure and report on production related process performance, general issues
4. Work closely with other Shift leader to ensure production handovers are effective
5. Have an active role in the company’s continuous improvement plan to achieve plans for future growth
6. Work as a link between workers and management to create healthy communication
7. Guide and track the onboarding (orientation and job training) of new employees, ensure that the technical skills meet the required standards. Follow all steps of the onboarding procedure
8. Follow actual rules, safety regulations, procedures, regulations on the operations, production, product quality, fire fighting, sanitation, labor regulations
9. Fulfil other jobs, related to work, assigned by Plant Manager","Bachelor degree (Textile or related major )
Experience: 5 years working experience, in the textile industry
Foreign language: English",12/08/2025,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,Dệt may/May mặc/Giày dép,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Shift Management, Quản Lý Sản Xuất, Textile Engineering, Textile technology",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Dệt may/May mặc/Giày dép, Shift Management, Quản Lý Sản Xuất, Textile Engineering, Textile technology, Südwolle Group Vietnam (Dalat Worsted Spinning Mill & Ninh Thuan Dyeing Textile Factory), Lâm Đồng"
Compliance Specialist,Avery Dennison Vietnam,Thương lượng,"Long Hau Industrial Park, Can Giuoc District, Long An province, Nhà Bè, Ho Chi Minh City, Vietnam, Lot E.01, Trung Tam Road, Long Hau IP, Nha Be","ABOUT YOUR ROLE
Social Compliance Technician is responsible for monitoring overall compliance of external partner.
YOUR RESPONSIBILITIES WILL INCLUDE
1. Compliance Program & Management System
- Manage performance for Compliance of Suppliers/ Subcontractors (external partner) to comply with Local Laws & RB Requirements as assigned by Supervisor.
- Monitor and develop a sustainable compliance system for including process, set up annual audit and SOP to strengthen readiness of audit.
- Drive the implementation of new Compliance programs/requirements from Global & Customer by providing training and coaching during deployment to cross-functional teams.
2. Reporting & Documentation
- Provide Compliance advice to external teams in reviewing & completing the Compliance documents requested by Customers/ AD in house.
- Issue the Compliance internal audit & monthly reports.
- Involve and follow up with cross-functional teams in Corrective action and ensure CAP closes on-time.
- Track and regularly report the status of regulatory compliance and improvement initiatives as well as the related Compliance law.
3. Training, Resource & Counsel
- Build up Compliance Training Materials (Presentation, Handbook, Manual, etc.).
- Provides advice and counsel to cross-functional Teams HR & EHS principles and concepts to prevent compliance issues.
- Implements compliance training for new regulatory/global/customer requirements for Inhouse AD sites & subcontractors.","WHAT WE WILL BE LOOKING FOR IN YOU
- Bachelor’s Degree in Human Resource Management or related field preferred
- Qualified Compliance Auditor is highly preferred (ISO 9001, Quality Audit, GRS, FSC, etc.) and has deep knowledge in Human Resource systems.
- At least 3- 5 years in Compliance audit in Garment & Footwear Industry is highly preferred or Relevant Operational industry experience.
- Good problem solving skills and communication.
- Good at applicable Microsoft Office and function specific software.
- Good at English skills.",12/08/2025,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,Bao bì/In ấn/Dán nhãn,1,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Social Compliance, Quality Auditing, Quality System",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Bao bì/In ấn/Dán nhãn, Social Compliance, Quality Auditing, Quality System, Avery Dennison Vietnam, Long An, Hồ Chí Minh"
Sales & Consultant (Japanese-speaking),Navigos Search,Thương lượng,"Vietcombank Tower, Level 21 No. 5 Mê Linh Square Ben Nghe Ward District 1 Ho Chi Minh City, Vietnam, HCMC","(*) Consulting Capability:
• Collaborate closely with clients to understand internal challenges, analyze root causes, and deliver practical solutions aligned with each company’s strategic direction.
• Conduct surveys to identify obstacles in organizational structure and operations.
• Develop improvement plans based on a thorough assessment of strengths and weaknesses.
• Work alongside clients to implement initiatives and ensure their long-term effectiveness.

(*) Market Expansion: Actively seek and establish partnerships with new clients, with a particular focus on Japanese enterprises and globally operating companies.","• Language Proficiency:
- Japanese: N1 level (business-level communication required).
- English: fluent
- Vietnamese: Native

(*) Experience of working for Japanese company (any industry is fine)",12/08/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Tài Chính,1,Cử nhân,15-60,1,8:00 AM - 17:00 PM,Nhân viên,"Business Development, Communication Skills, Consulting, English Language Proficiency, Japanese proficiency",Bất kỳ,Người nước ngoài,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Tài Chính, Business Development, Communication Skills, Consulting, English Language Proficiency, Japanese proficiency, Navigos Search, Hồ Chí Minh"
HR General Affairs (Japanese-speaking),Navigos Search,Thương lượng,"Ho Chi Minh City Office, HCMC","• Recruitment
• Maintenance and improvement of the internal environment
• Other General Affairs

(*) At least 4 years of human resources and general affairs experience","• Female, under 35 years old
• Japanese N2 level
• Good communication, cheerful, positive and open personality, planning and management skills.",12/08/2025,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Cơ khí/Máy móc/Thiết bị công nghiệp,4,Không giới hạn,28-34,1,9:00 - 18:00,Nhân viên,"Communication, General Administration, Human Resources Management, Japanese N2, Planning Skills, Planning Skills",Bất kỳ,Người Việt Nam,Nữ,Bất kỳ,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Cơ khí/Máy móc/Thiết bị công nghiệp, Communication, General Administration, Human Resources Management, Japanese N2, Planning Skills, Planning Skills, Navigos Search, Hồ Chí Minh"
Chuyên Viên Pháp Lý Đất Đai,Tập đoàn Hateco,20tr-35tr ₫/tháng,"Khu công nghiệp Sài Đồng B, P. Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, Số 01 Huỳnh Tấn Phát, Khu Công nghiệp Sài Đồng B, phường Thạch Bàn, Quận Long Biên, Hà Nội.","• Lập kế hoạch, tiến độ triển khai thực hiện các thủ tục được giao
• Lập hồ sơ và thực hiện thủ tục liên quan đến công tác bồi thường giải phóng mặt bằng
• Lập hồ sơ và thực hiện thủ tục thu hồi đất, giao đất, cho thuê đất, chuyển mục đích sử dụng đất
• Lập hồ sơ và thực hiện thủ tục xác định diện tích, tiền bảo vệ đất trồng lúa, trồng rừng thay thế khi chuyển mục đích sử dụng đất
• Lập hồ sơ và thực hiện thủ tục tính tiền sử dụng đất, tiền thuê đất, khấu trừ chi phí GPMB, miễn giảm tiền sử dụng đất, tiền thuê đất, các thủ tục xác nhận hoàn thành nghĩa vụ tài chính với Nhà nước …
• Lập, kiểm soát hồ sơ và thực hiện thủ tục cấp GCN QSDĐ cho Chủ đầu tư, khách hàng mua nhà tại Dự án.
• Lập hồ sơ và thực hiện các thủ tục về môi trường như: kế hoạch bảo vệ môi trường, báo cáo đánh giá tác động môi trường, vận hành thử nghiệm, xác nhận hoàn thành công trình bảo vệ môi trường, giấy phép xả thải vào nguồn nước, …
• Chủ động xây dựng, phát triển và duy trì mối quan hệ với cơ quan chức năng, Sở Ban ngành, đối tác phục vụ mục đích công việc đối với các dự án được giao phụ trách;
• Đề xuất cơ chế, chính sách, chi phí triển khai thủ tục thuộc lĩnh vực phụ trách;
• Thường xuyên, định kỳ báo cáo kết quả, tiến độ thực hiện công việc cho Lãnh đạo Ban KHĐT
• Thực hiện các công việc khác được giao","• Tốt nghiệp Cao đẳng, Đại học chuyên ngành: Quản lý đất đai, Tài nguyên môi trường hoặc các chuyên ngành khác có liên quan
• Từ 03 năm kinh nghiệm trong quá trình triển khai thực hiện thủ tục đầu tư về đất đai, môi trường, tính tiền sử dụng đất, tiền thuê đất.
• Đã có kinh nghiệm thực hiện hoàn thành các bước triển khai thủ tục đầu tư về đất đai, môi trường,... của tối thiểu 01 dự án cấp I.
• Am hiểu quy định pháp luật về lĩnh vực đất đai, môi trường, các hoạt động đầu tư
• Am hiểu và vận dụng quy trình, trình tự, thủ tục triển khai các thủ tục về đất đai, môi trường, tính tiền sử dụng đất, tiền thuê đất.
• Kỹ năng giao tiếp, thuyết trình, đặt vấn đề, xử lý trong công việc;
• Năng lực làm việc độc lập, làm việc nhóm và chịu được áp lực cao.
• Trung thực, năng động, linh hoạt, sáng tạo, đam mê, nhiệt huyết với công việc,...",12/08/2025,Bất Động Sản > Phát Triển Bất Động Sản,Luật/Dịch vụ pháp lý,3,Cử nhân,Không hiển thị,1,08:00 - 17:00,Nhân viên,"Kỹ năng giao tiếp, Kỹ năng giao tiếp, Làm Việc Nhóm, Quản Lý, Tài Nguyên Môi Trường, Xử Lý Công Việc",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Bất Động Sản, Phát Triển Bất Động Sản, Luật/Dịch vụ pháp lý, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Làm Việc Nhóm, Quản Lý, Tài Nguyên Môi Trường, Xử Lý Công Việc, Tập đoàn Hateco, Hà Nội"
Senior Full-Stack App Developer IoT,Blade Marine Technologies Limited,"$ 1,000-1,500 /tháng","Nam Từ Liêm, Hanoi, Vietnam","About the Role
We are looking for a self-sufficient, full-stack developer to design, build, and maintain the complete software ecosystem for our marine electric outboard systems. This includes mobile apps (iOS & Android) that communicate with our PCBAs via Bluetooth Low Energy (BLE), web apps for user and admin access, and backend infrastructure for storing and analyzing performance data.
The ideal candidate can take hardware integration requirements from concept to deployment — delivering polished customer-facing apps, secure and scalable server systems, and intuitive dashboards for data visualization.

Hybrid work from home and in-office (Nam Tu Liem) is requested.

Key Responsibilities

Develop mobile applications for iOS and Android that connect to company PCBAs via BLE.

Create web-based dashboards for customers and internal teams to view, analyze, and manage performance data.

Design and manage cloud-based backend systems (databases, APIs, authentication, subscriptions).

Work with embedded engineering teams to define BLE communication protocols.

Implement data logging, retrieval, and visualization features.

Handle full-stack development — front-end, back-end, and deployment.

Integrate subscription billing and payment gateways.

Ensure security, reliability, and scalability of all software solutions.

Manage app store submissions, updates, and maintenance.","Required Skills & Experience
3+ years professional experience in mobile app development (Swift, Kotlin, React Native, or Flutter).

Strong background in web app development (JavaScript/TypeScript with React, Angular, or Vue).

Proficient in backend development (Node.js, Python, or similar) and cloud platforms (AWS, Azure, GCP).

Experience with Bluetooth Low Energy (BLE) integration and IoT device communication.

Database design & management (SQL/NoSQL).

Understanding of performance data handling and real-time data streaming.

Basic English communication skills (reading/writing/speaking).

Bachelor’s degree in Computer Science, Software Engineering, or related field preferred.

Nice-to-Have Skills

Experience with marine or automotive embedded systems.

Knowledge of MQTT or similar IoT messaging protocols.

Familiarity with firmware debugging and test tools.

Personal Attributes

Able to work independently with minimal oversight.

Problem-solver who can work across hardware, firmware, and software boundaries.

Strong attention to detail and ability to deliver polished, customer-ready products",12/08/2025,Công Nghệ Thông Tin/Viễn Thông > Phần Mềm Máy Tính,Điện/Điện tử,3,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Software Development, Application Development, Android App Design, english skill, Bluetooth",Tiếng Anh,Không giới hạn,Bất kỳ,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Điện/Điện tử, Software Development, Application Development, Android App Design, english skill, Bluetooth, Blade Marine Technologies Limited, Hà Nội"
HRBP Executive,Navigos Search's Client,Tới 20tr ₫/tháng,"Nam Dinh, Vietnam, Hanoi","Responsibilities
• Consults with line management, providing HR guidance when appropriate.
• Assist HRBP Senior Manager/Manager to analyze trends and metrics in partnership with the HR group to develop solutions, programs and policies.
• Maintains in-depth knowledge of legal requirements related to day-to-day management of employees, reducing risks and ensuring regulatory compliance.
• Provides day-to-day performance management guidance to line management (e.g., performance evaluation (Oki), competency evaluation, coaching, counselling, career development, disciplinary actions).
• Works closely with management and employees to improve work relationships, build & develop corporate culture, and increase productivity and retention.
• Provides HR policy guidance and interpretation.
• Assist HRBP Senior Manager/Manager to provide guidance and input on business unit restructures, workforce planning and succession planning.
• Assist HRBP Senior Manager/Manager to identify training needs for business units and individual executive coaching needs.
• Participate in evaluation and monitoring of training programs to ensure success. Following up to ensure training objectives are met.
• Performs other related duties as assigned.","• Work from Monday-Friday, Saturday morning
• Communication skills.
• Interpersonal and customer service skills.
• Organizational skills and attention to detail.
• Ability to acquire a thorough understanding of the organization's hierarchy, jobs, qualifications, compensation practices, and the administrative practices related to those factors.
• Time management skills with a proven ability to meet deadlines.
• Analytical and problem-solving skills.
• Good attitude with HR tasks.
• Proficient with Microsoft Office or related software.
▪ Bachelor's degree required.
▪ English fluency in 04 skills: Writing, Speaking, Listening and Speaking.
▪ Knowledge of the industry is preferable.",12/08/2025,Nhân Sự/Tuyển Dụng > Nhân Sự Tổng Hợp,Sản xuất,3,Cử nhân,15-60,1,08:00 - 17:00,Nhân viên,"Analytical Skills, Communication Skills, Interpersonal Skills, Organizational skills, Time Management",Tiếng Anh,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Sản xuất, Analytical Skills, Communication Skills, Interpersonal Skills, Organizational skills, Time Management, Navigos Search's Client, Nam Định"
[HCM] Data Engineer,Pizza 4P's,Thương lượng,"Saigon Pearl, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam, 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh City","POSITION OVERVIEW
As a Data Engineer, you will play a pivotal role in architecting and developing modern data warehouse and data lake solutions that serve as the foundation for both batch and real-time analytics, as well as AI-driven systems. You will work closely with cross-functional teams to build a robust, scalable data infrastructure that empowers intelligent applications and enables data-driven decision-making across the organization.

WHAT YOU WILL DO
• Design, build, operate, and continuously evolve modern data architecture to ensure scalability, reliability, and adaptability, supporting business growth and innovation
• Develop, optimize, and fine-tune ETL/ELT pipelines and data processing workflows to integrate data from multiple systems and platforms, ensuring high data quality, performance, scalability, reliability, and cost-efficiency
• Ensure data quality, security, and compliance by implementing best practices, governance policies, and robust security measures to protect sensitive data and meet regulatory requirements
• Manage and optimize database and data warehouse performance, including query optimization, indexing strategies, and performance tuning, to ensure fast, efficient, and reliable data retrieval
• Create and maintain data warehouses and data lakes that support business intelligence and analytics needs across restaurant operations, customer engagement, and supply chain management
• Implement data collection and integration processes from various sources including POS systems, online ordering platforms, inventory management, and customer feedback channels
• Build and maintain comprehensive data documentation including data dictionaries, flow diagrams, and architecture designs
• Mentor and guide the development team on data management best practices, database design, and efficient workflow integration
• Support additional tasks or responsibilities as assigned by the line manager to contribute to the team's and organization's success

Example Projects
- Building a real-time analytics platform to monitor restaurant performance metrics
- Developing customer segmentation data pipelines that power personalized marketing initiatives
- Creating inventory optimization models based on historical sales data and seasonal trends
- Implementing a unified data platform that connects front-of-house and back-of-house operations","1. Required Qualifications
• Bachelor's degree in Computer Science, Information Technology, Data Science, or related field (or equivalent practical experience)
• Minimum 3 years of experience in Data Engineering, Analytics Engineering, or a similar role, with a proven track record in building and maintaining scalable data pipelines and infrastructure
• Proficient in programming with Python and Java/Scala, and experienced in working with CI/CD pipelines
• Strong SQL skills and hands-on experience with the modern data stack on cloud platforms such as GCP, AWS, or Azure
• Practical experience with workflow orchestration tools such as Airflow, Prefect, or Dagster
• Skilled in data modeling and transformation using tools like dbt, Dataform, or equivalent
• Familiar with BI/visualization tools including Superset, Looker, or Metabase
• Solid understanding of distributed data processing and streaming frameworks such as Kafka, Spark, or Flink
• Experience with relational databases (MySQL, PostgreSQL) and NoSQL databases (MongoDB, Cassandra)
• Strong problem-solving skills, attention to detail, and a self-learning attitude
• Proficient in English, both written and verbal, with the ability to read technical documentation and communicate effectively with cross-functional teams

2. Preferred Skills
• Experience in the hospitality or food service industry
• Knowledge of restaurant technology ecosystems, particularly POS systems integration and customer data platforms
• Experience with containerization and orchestration tools (Docker, Kubernetes)
• Understanding of machine learning pipelines and productionization
• Knowledge of data governance and compliance requirements specific to the food service industry
• Experience building real-time analytics dashboards for operational metrics
• Familiarity with DataOps and DevOps practices",12/08/2025,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,3,Cử nhân,15-60,1,,Nhân viên,"Cloud Platform, Data Engineer, Data Science, Python Programming, SQL Server, SQL Server",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Data Engineer/Data Analyst/AI, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Cloud Platform, Data Engineer, Data Science, Python Programming, SQL Server, SQL Server, Pizza 4P's, Hồ Chí Minh"
