Title,Company,Salary,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Giáo Viên Địa Lý,Trường Phổ Thông Song Ngữ Liên Cấp Wellspring Hà Nội,$ 400-600 /tháng,"95 Phố Ái Mộ, phường Bồ Đề, Long Biên, Hà Nội, Việt Nam, Số 95, phố Ái Mộ, Long Biên, Hà Nội","Giảng dạy môn Địa lý theo chương trình phổ thông, đảm bảo đúng tiến độ và chất lượng
Thiết kế bài giảng tích cực, có yếu tố trải nghiệm, ứng dụng công nghệ
Theo dõi, đánh giá học sinh bằng nhiều hình thức: kiểm tra, dự án, thuyết trình,…
Tham gia sinh hoạt chuyên môn, phát triển chương trình, các hoạt động ngoại khóa và CLB
Tham gia các buổi đào tạo, dự giờ, hội thảo chuyên đề theo kế hoạch của nhà trường","1. Trình độ chuyên môn:
- Tốt nghiệp đại học chuyên ngành Sư phạm Địa lý (ưu tiên ứng viên có bằng Thạc sĩ).
- Có chứng chỉ nghiệp vụ sư phạm nếu không tốt nghiệp chuyên ngành sư phạm.

2. Kinh nghiệm:
- Tối thiểu 2 năm kinh nghiệm giảng dạy Địa lý tại bậc THCS hoặc THPT.
- Ưu tiên ứng viên có kinh nghiệm giảng dạy các trường Song ngữ quốc tế

3. Năng lực chuyên môn:
- Có kiến thức vững chắc về nội dung chương trình Địa lý hiện hành và hiểu biết về các phương pháp giảng dạy tích cực, lấy học sinh làm trung tâm.
- Có khả năng tích hợp kiến thức địa lý với các kỹ năng liên môn như tư duy phản biện, kỹ năng tra cứu thông tin, đọc bản đồ, biểu đồ…

4. Kỹ năng sư phạm:
- Kỹ năng xây dựng kế hoạch bài học linh hoạt, sáng tạo, phù hợp với đặc điểm tâm lý lứa tuổi.
- Có khả năng ứng dụng CNTT và công nghệ giáo dục vào giảng dạy (sử dụng các công cụ của Microsoft, Canva, AI, v.v.).
- Có khả năng thiết kế các hoạt động trải nghiệm, ngoại khoá, dự án…

5. Kỹ năng khác:
- Giao tiếp tốt, có tinh thần hợp tác và trách nhiệm cao trong công việc.
- Có khả năng làm việc trong môi trường năng động, đa văn hóa.
- Ưu tiên ứng viên có khả năng sử dụng tiếng Anh trong giảng dạy hoặc giao tiếp chuyên môn.",18/06/2025,Giáo Dục > Giảng Dạy/Đào Tạo,Giáo dục/Đào Tạo,2,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Sư Phạm Địa Lý, Sư Phạm, Giảng Dạy, Giáo Dục Đào Tạo",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, Sư Phạm Địa Lý, Sư Phạm, Giảng Dạy, Giáo Dục Đào Tạo, Trường Phổ Thông Song Ngữ Liên Cấp Wellspring Hà Nội, Hà Nội"
Phó Phòng Quản Lý Tài Sản,Movitel S.A,"$ 2,000-2,300 /tháng","Mozambique, Quốc gia Mozambique","- Kiểm tra, giám sát, đánh giá việc tuân thủ các quy trình, quy định liên quan đến quản lý sử dụng tài sản của các đơn vị trong Công ty.
- Tổ chức tập huấn, đào tạo và kiểm soát chất lượng nhân sự quản lý tài sản của các đơn vị trong Công ty.
- Thực hiện các nghiệp vụ: điều chuyển tài sản giữa các đơn vị trực thuộc Công ty, thu hồi, xử lý tài sản hỏng,...
- Duy trì thực hiện công tác kiểm tra, giám sát Online các chi nhánh tỉnh bằng hình ảnh, hệ thống.
- Phụ trách trực tiếp Ban quản lý sử dụng tài sản để quản lý, kiểm tra, đánh giá toàn diện các vật tư thiết bị mạng lưới đã đưa vào sử dụng thực tế.
- Đề xuất các giải pháp, công cụ để đưa công tác quản lý tài sản vào nề nếp.
- Thực hiện các công việc khác theo yêu cầu của cấp trên.","1. Kiến thức chuyên môn/nghiệp vụ:
• Tốt nghiệp Đại học chuyên ngành Quản lý tài sản, điện tử viễn thông hoặc các chuyên ngành liên quan.
• Có ít nhất 8 năm công tác trong lĩnh vực quản lý tài sản, trong đó giữ chức danh quản lý ít nhất 03 năm.
• Am hiểu về máy móc, vật tư, thiết bị,....cả trong xây dựng trạm, mạng lưới và thiết bị văn phòng.
• Am hiểu quy trình vận hành của lĩnh vực quản lý tài sản của các đơn vị viễn thông tại Việt Nam là một lợi thế.
2. Kỹ năng
• Có tinh thần tỉ mỉ, cẩn thận, trách nhiệm, chịu được áp lực công việc.
• Ngoại ngữ: giao tiếp Tiếng Anh.
• Sử dụng tin học & ứng dụng công nghệ thành thạo trên lĩnh vực phụ trách.",18/06/2025,Công Nghệ Thông Tin/Viễn Thông > Viễn Thông,Điện/Điện tử,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Quản Lý Kho Tài Sản, Tồn Kho Vật Tư, Viễn Thông",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Viễn Thông, Điện/Điện tử, Quản Lý Kho Tài Sản, Tồn Kho Vật Tư, Viễn Thông, Movitel S.A, Quốc tế"
Phó Phòng Pháp Chế,Movitel S.A,"$ 2,500-3,000 /tháng","Mozambique, Quốc gia Mozambique","1. Tư vấn pháp lý:
- Tư vấn, soát xét các hợp đồng phục vụ hoạt động vận hành hàng ngày và kinh doanh dịch vụ viễn thông.
- Tư vấn các vấn đề pháp lý cho Ban TGĐ và các phòng ban liên quan liên quan đến các quy định, chính sách trong ngành viễn thông, công nghệ thông tin, phát triển hạ tầng mạng lưới, đầu tư mua sắm, dữ liệu cá nhân, an ninh mạng, chuyển vùng quốc gia (national roaming).
- Tư vấn quản trị doanh nghiệp mô hình công ty cổ phần có cổ đông đến từ các quốc gia khác nhau.
- Tư vấn, hỗ trợ, thực hiện quá trình xin giấy phép như giấy phép viễn thông, tần số, xây dựng trạm BTS, lắp đặt cáp, môi trường, PCCC…
- Theo dõi, cập nhật và hướng dẫn nội bộ về các thay đổi pháp luật từ cơ quan quản lý viễn thông và cơ quan nhà nước khác.
2. Kiểm tra tuân thủ nội bộ và quản trị rủi ro pháp lý.
- Phát hiện, đánh giá, theo dõi các rủi ro pháp lý của công ty và phối hợp với các phòng ban, chi nhánh để xử lý.
- Thực hiện các cuộc kiểm tra nội bộ để đánh giá tính tuân thủ.
3. Xử lý tranh chấp – khiếu kiện:
- Phối hợp với nhân viên phòng Pháp chế, luật sư bên ngoài để xử lý các vụ việc tranh chấp của công ty..
4. Quản lý phòng:
- Hướng dẫn, kiểm tra, đánh giá công việc của chuyên viên pháp chế cấp dưới.
5. Thực hiện các nhiệm vụ được giao từ công ty mẹ
- Thực hiện các yêu cầu về pháp lý, quản trị rủi ro và kiểm toán nội bộ theo yêu cầu từ công ty mẹ.
6. Hỗ trợ thực hiện công tác đối ngoại của công ty
Phối hợp xử lý hoạt động đối ngoại theo yêu cầu của Ban TGĐ","1. Kiến thức chuyên môn/nghiệp vụ:
• Tốt nghiệp Cử nhân Luật trở lên, ưu tiên có chứng chỉ hành nghề luật sư hoặc kinh nghiệm chuyên ngành viễn thông).
• Tối thiểu 6 năm kinh nghiệm trong lĩnh vực pháp lý doanh nghiệp.
2. Kỹ năng:
• Có tinh thần tỉ mỉ, cẩn thận, trách nhiệm, chịu được áp lực công việc.
• Kỹ năng giao tiếp, thương lượng, tư duy hệ thống tốt.
• Tiếng Anh thành thạo.",18/06/2025,Công Nghệ Thông Tin/Viễn Thông > Viễn Thông,Điện/Điện tử,5,Cử nhân,28-35,Không hiển thị,,Nhân viên,"Luật Kinh Doanh Thương Mại, Luật Đầu Tư Nước Ngoài, Tài Chính Pháp Chế, Quản Trị Rủi Ro, Quản Trị Tuân Thủ",Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Viễn Thông, Điện/Điện tử, Luật Kinh Doanh Thương Mại, Luật Đầu Tư Nước Ngoài, Tài Chính Pháp Chế, Quản Trị Rủi Ro, Quản Trị Tuân Thủ, Movitel S.A, Quốc tế"
UI/UX Designer,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),"Từ $ 1,000 /tháng","Hồ Chí Minh, Việt Nam, Tầng 1 (Tầng trệt) và Tầng 2 Tòa nhà Sailing Tower, Số 111A Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, Việt Nam","Purpose: As a UI/UX Designer, you will lead the design process from conceptualization to implementation, ensuring the development of innovative and high-quality products that align with user requirements and company standards. You will collaborate with a cross-functional team, including front-end engineers, product owners, and subject matter experts, to create exceptional user experiences.

1. UX Design
- Conduct competitive analysis and research.
- Collaborate with product teams to propose UI/UX solutions.
- Utilize research data to inform design decisions.
- Work according to the UX design process for new product projects.
- Present work to stakeholders, gather feedback, and make updates.
- Conduct UI/UX audits and contribute to product improvements.
- Evaluate FAT/UAT testing and user adoption.
- Directly test and evaluate the usability of projects (Usability test, A/B testing, Survey, Interview,...)..

2. UI Design (Interaction & Graphic Design)
- Deeply understand design system principles and practices.
- Create, maintain, and advocate for adopting the Design system, providing guidance to other designers and developers to ensure its successful implementation.
- Ensure consistency in design elements across the product to create a cohesive visual identity.
- Work closely with developers to implement designs accurately and troubleshoot any design-related issues during the development process.
- Design intuitive and visually appealing user interfaces that align with best UX and UI design practices.
- Produce compelling graphics, images, animations, and motion graphics using Adobe Creative Suite.","Requirements:
- Bachelor s degree in any field is welcomed.
- Minimum 7 years (Senior Specialist)/ 5 years (Specialist)/3 years (Senior Officer)/2 years (Officer) of experience in UI/UX design for web and mobile apps.
- Your portfolio is required as part of recruitment process for this position. We recommend that the portfolio demonstrates your thinking process, exploration, visual and design perspective behind your work.

1. Design
- Demonstrable experience designing and maintaining a Design System.
- Proficiency in design tools such as Figma and Adobe Creative Suite.
- Solid understanding of design principles.
- Strong graphic design skills and ability to convey information visually.
- Understand the concept of design guidelines, best practices, and UI standards.
- Experience with prototyping to demonstrate interactive designs and user flows.
- Passion for staying updated with the latest design trends and technologies.
- Problem-solving skills and attention to detail.
- Basic experienced about animation, After Effects, and Lottie, audio and video editing is an advantage.

2. Communication
- Ability to speaking and writing in a clear, concise and organized manner for the intended audience.
- Ability to effectively present information to groups of managers, team members and customers.
- Personal qualities: Teamwork, reliable, leadership, integrity, trustworthy, punctuality, creativity, confience, courageous, flexibility, interpersonal skills.

3. Other
- Able to perform Research and Development (R&D), and keep updates with trends.
- Able to propose, define, and optimize processes.
- Able to train and grow competencies for self and others.",18/06/2025,Công Nghệ Thông Tin/Viễn Thông > UX/UI Design,Ngân hàng,3,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"UIUX, Banking, Adobe, User Interface, User Experience",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, UX/UI Design, Ngân hàng, UIUX, Banking, Adobe, User Interface, User Experience, Ngân Hàng TMCP Quốc Tế Việt Nam (VIB), Hồ Chí Minh"
Chuyên Viên Cao Cấp/Chuyên Gia Cung Ứng,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),"$ 500-1,500 /tháng","111A Pasteur, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam, Tầng 1 (Tầng trệt) và Tầng 2 Tòa nhà Sailing Tower, Số 111A Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, Việt Nam","• Lập kế hoạch mua sắm đáp ứng yêu cầu của toàn hệ thống, phù hợp với chiến lược phát triển kinh doanh của từng thời kỳ.
• Triển khai thực hiện kế hoạch mua sắm, tìm kiếm, đánh giá, thương thảo, lựa chọn nhà thầu/đối tác cung cấp hàng hoá dịch vụ với giá cả hợp lý nhất phục vụ cho các nhu cầu của VIB.
• Nghiên cứu thị trường, xu hướng thị trường, đưa ra nhận định, phân tích thị trường nhằm đảm bảo lựa chọn nhà cung cấp tốt nhất, hợp lý nhất.
• Thực hiện các hoạt động mua sắm theo các phương thức mua sắm hiệu quả nhất, đảm bảo đúng tiến độ, trong ngân sách được phê duyệt.
• Quản lý đơn giá và danh mục hàng hóa, dịch vụ nhằm đảm bảo việc mua hàng luôn đúng chủng loại, chất lượng, giá cả phù hợp. Chuẩn hóa danh mục hàng hóa mua sắm định kỳ nhằm tối ưu hoá hoạt động mua sắm của ngân hàng. Quản lý danh mục nhà cung cấp và triển khai công tác đánh giá nhà cung cấp định kỳ.
• Tư vấn cho các đơn vị trong hệ thống thông tin về danh mục/giá cả/chất lượng hàng hoá dịch vụ có liên quan.
• Đề xuất các giải pháp cải tiến quy trình xử lý nghiệp vụ nhằm nâng cao năng suất, hiệu quả và quản trị tốt rủi ro hoạt động.
• Thực hiện các nhiệm vụ khác theo phân công của cấp quản lý.","1. Kinh nghiệm làm việc:
• Tối thiểu 5 năm kinh nghiệm thực tế trong lĩnh vực mua sắm, trong đó ít nhất 2 năm ở vị trí chuyên viên cao cấp hoặc tương đương, đặc biệt liên quan đến các danh mục hành chính, nhân sự hoặc dịch vụ hỗ trợ.
• Có kinh nghiệm triển khai các dự án tối ưu chi phí, chuẩn hóa danh mục là một lợi thế.
2. Kiến thức/Chuyên môn liên quan:
• Am hiểu kiến thức pháp luật về hoạt động thương mại;
• Có khả năng tổng hợp, đánh giá phân tích so sánh giá cả, xu hướng thị trường theo yêu cầu công việc;
• Ưu tiên đã có kinh nghiệm làm việc trong môi trường là các doanh nghiệp lớn, tập đoàn, Ngân hàng, tổ chức tài chính, các Công ty đa quốc gia, Công ty, Tập đoàn nước ngoài;
3. Kỹ năng:
• Kỹ năng lập kế hoạch mua sắm;
• Kỹ năng tổng hợp, đánh giá phân tích so sánh giá cả, xu hướng thị trường theo yêu cầu công việc;
• Kỹ năng đàm phán, khả năng thuyết phục và thuyết trình tốt;
• Thành thạo vi tính văn phòng, đặc biệt là Microsoft Excel;
• Tiếng Anh thành thạo (TOEIC từ 450 trở lên).
4. Trình độ học vấn:
• Tốt nghiệp đại học trở lên, ưu tiên chuyên ngành về Kinh tế, Tài chính, Thương mại, Ngoại thương.",18/06/2025,Hành Chính Văn Phòng > Thu Mua,Ngân hàng,5,Cử nhân,Không hiển thị,1,9:00 - 18:00,Nhân viên,"Kỹ năng lập kế hoạch, Kỹ năng đàm phán, Thành thạo Công Cụ Văn Phòng, Tiếng Anh thành thạo, Tiếng Anh thành thạo, Tổng Hợp Phân Tích",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Hành Chính Văn Phòng, Thu Mua, Ngân hàng, Kỹ năng lập kế hoạch, Kỹ năng đàm phán, Thành thạo Công Cụ Văn Phòng, Tiếng Anh thành thạo, Tiếng Anh thành thạo, Tổng Hợp Phân Tích, Ngân Hàng TMCP Quốc Tế Việt Nam (VIB), Hồ Chí Minh"
Quản Lý Kinh Doanh O2O,Công Ty CP Bệnh Viện Đa Khoa Quốc Tế Vinmec,Thương lượng,"458 Phố Minh Khai, Vinhomes Times City, Vinh Tuy, Hai Bà Trưng District, Hanoi, Vietnam, 458 Minh Khai - Hai Bà Trưng - Hà Nội","- Phát triển quan hệ, kết nối các đối tác online với web/app Vinmec, gồm: các platform đặt hẹn tự động, các sàn Thương mại điện tử. Triển khai các Chương trình Bảo hiểm với đối tác.
- Phát triển quan hệ với các Tập đoàn, doanh nghiệp có platform online cho Khách hàng thân thiết, Cán bộ nhân viên để đấu nối với web/app Vinmec. Triển khai các Chương trình Bảo hiểm với đối tác.
- Tổ chức Hội thảo online, livestream, các hoạt động/Chương trình thúc đẩy kinh doanh trên kênh online phối hợp với bác sỹ, KOCs, KOLs nhằm tăng trưởng doanh thu qua hình thức giới thiệu Affiliates online.","- Tốt nghiệp Đại học trở lên.
- Trên 3 năm kinh nghiệm làm việc ở vị trí Senior/Manager chuyên môn O2O Business, O2O Marketing, Growth Marketing.
- Có năng lực phát triển kinh doanh thông qua nền tảng số online (không giới hạn ngành).
- Ưu tiên ứng viên giao tiếp tốt bằng tiếng Anh (nghe, nói, đọc, viết).",18/06/2025,"Tiếp Thị, Quảng Cáo/Truyền Thông > Tiếp Thị",Dịch vụ Y tế/Chăm sóc sức khỏe,6,Cử nhân,Không hiển thị,Không hiển thị,,Nhân viên,"Phát Triển Kinh Doanh, Phát Triển Thương Mại Điện Tử, Marketing, Affiliate Marketing, Quản Lý Dự Án",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Dịch vụ Y tế/Chăm sóc sức khỏe, Phát Triển Kinh Doanh, Phát Triển Thương Mại Điện Tử, Marketing, Affiliate Marketing, Quản Lý Dự Án, Công Ty CP Bệnh Viện Đa Khoa Quốc Tế Vinmec, Hà Nội"
Sales Project Management Staff - Interior,Navigos Search's Client,"$ 700-1,200 /tháng","Hanoi, Hanoi, Vietnam, Hanoi","1. Sales Activities:
- Identify and acquire new customers, focusing on real estate companies and potential clients through direct sales efforts.
- Maintain and develop relationships with existing customers to generate repeat business and referrals.
- Conduct market research and competitive analysis to identify new business opportunities and develop effective sales strategies.
- Represent the company in competitive bids and presentations, showcasing our unique value proposition and securing new projects.
- Negotiate contracts and payment terms with clients, ensuring favorable outcome for both parties.
- Prepare and deliver persuasive sales presentations tailored to client needs and preferences.
- Collaborate with cross-functional teams (design, engineering, procurement) to develop comprehensive and compelling proposals.
- Stay informed about industry trends, market dynamics, and competitor activities to maintain a competitive edge.

2. Project Management:
- Manage all project phases, from initiation and planning to execution, monitoring, and closure.
- Develop detailed project schedules, allocate resources effectively, and track progress against milestones.
- Manage project budgets, monitor expenses, and ensure cost-effectiveness.
- Oversee design development, ensuring alignment with client expectations and project requirements.
- Conduct site visits to monitor construction progress, ensure quality control, and address any arising issues.
- Review and interpret drawings and specifications, coordinating with the design team and purchasing team to ensure accurate implementation.
- Proactively identify and mitigate potential project risks, ensuring timely and successful project delivery.
- Maintain open and effective communication with clients, providing regular updates and addressing any concerns.
- Build and maintain strong relationships with clients, fostering trust and long-term partnerships.

3. Post-Handover Support:
- Provide ongoing support to clients after project completion, addressing any outstanding requests or issues.
- Offer proactive solutions and suggestions for optimizing the use of the delivered space.
- Maintain a positive and responsive relationship with clients, ensuring their continued satisfaction.","- Experience in the interior design or construction industry.
- Experience in managing projects, including scheduling, budgeting, and risk management.
- Experience in conducting sales presentations and winning competitive bids.
- Business level English communication skills.
- Proven ability to independently identify and acquire new customers.
- Ability to prepare and execute sales plans, monitor performance, and achieve targets.
- Strong interpersonal skills and a supportive mindset towards both clients and internal teams.",18/06/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Kiến trúc/Thiết kế nội thất,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"English, Sales",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Kiến trúc/Thiết kế nội thất, English, Sales, Navigos Search's Client, Hà Nội"
QC Staff - Nhân Viên QC,Navigos Search,$ 600-700 /tháng,"Vinh Phuc, Hà Nội, Việt Nam, Hanoi / HCMC","A Japanese manufacturing company is looking for a position of QAQC staff as below:
- Promote Quality assurance activities in processes
- Analysis and take countermeasure for occurring error
- Create quality documents
- Coordinate with relevant departments to deploy new products to ensure quality
- Compile weekly/monthly/yearly quality reports","- Graduated in Engineering: Mechanical, Electronics, Automation
- At least 1 year of experience
- Good English Communication Skill
- Good skill in organizing and promoting quality improvement activities
- Good skill in error analysis report
- Good skill in building new product quality assurance mechanisms.",18/06/2025,Sản Xuất > Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,Sản xuất,1,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"QC, QA, English, Communication",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, QC, QA, English, Communication, Navigos Search, Hà Nội"
Purchasing Supervisor (Subsidiary of SABECO),Saigon Beer - Alcohol - Beverage Corporation (Sabeco),Thương lượng,"Đường Nam Kỳ Khởi Nghĩa, P, Nguyễn Thái Bình, Quận 1, Ho Chi Minh City, Vietnam, 45A Lý Tự Trọng, Bến Nghé, District 1, Ho Chi Minh City, Vietnam","Job accountability
Ensure to supply materials, spare parts quickly, timely for production.
Summarize data and report daily.
Job responsibility
1. Daily data collection, do reports on production and consumption of Beer, then send them to Planning Department.
Prepare daily production plan of the week then send to Planning Department.
Send weekly report on delivered volume according to Purchase Orders.
2. Procure production materials with competitive price, quality assurance, on time as required.
+ Set up annual plans for all materials
+ Evaluate the suppliers
+ Prepare a list of suppliers
+ Make an price offer letter
+ Look for new suppliers.
+ Compare prices/ Propose price approval
+ Make contracts.
3. Procure and implement purchasing dossiers of imported spare parts, dossiers of the embargo on goods directly imported from abroad:
• Re-check the documents: proposal, quotation, price comparison, and Minutes of
negotiation.
• Complete the embargo procedures before signing the contract:
+ Check if the supplier is embargoed.
+ If not in the embargo area, continue to complete the following dossiers: Approval
information form, supplier information form, embargo report, Draft Contract and send to Purchasing Department.
+ After being approved, proceed to sign the contract and monitor the delivery progress.
+ After receiving the delivery notification, proceed to make the dossiers to receive the goods.
+ Do the procedures to request payment.
+ Competitive price, quality assurance, on time as required.
4. Update, follow up and report on the implementation progress of the approved proposals
for procurement.
5. Check inventory, follow up in-out materials to balance number of materials ordered.
6. Update, handle and follow up defective, missing, damaged, returned goods, and prepare
claims to suppliers.
+ Handle other arising works with contractors, external companies.
7. Manage, copy & store documents related to purchasing the assigned materials; execute
the requirements related to these documents upon request.
8. Member of Investment Team: Prepare Project documents
+ The Invitation letter of Cost Suggestion/ the Invitation letter of Competitive cost Suggestion
+ Clarification of Bids Report
+ Bids Evaluation Report
+ The result of Bid evaluation Report
+ Contract Negotiation Report
+ Contract Payment Suggestion
9. Participate in drafting, developing and implementing processes and guidelines under management systems: ISO 9001, ISO 14001 & BRC of the purchasing Section and the
Planning & Warehouse Department.
• Manage, follow up, and update job description, works instructions, other ISO documents of the Planning & Warehouse Department.
10.Prepare documents (reports, proposals …) related to the Department’s activities.
11. Prepare periodical evaluation minutes of Supplier's Storage, Minutes of tracing the
origin of all chemical additives.
12. Manage, Train and evaluate work performance of his/her subordinates.
13. Implement internal rules, procedures, guidelines, occupational safety, fire fighting and
prevention, food safety and hygiene, environment.
14. Perform other duties as required by the Board of Management and the Planning -Warehouse Manager.","Education: University graduation, major in engineering and economics
Experience: Having at least 2 years of practical working experience in the same job
Proficient English skill
Proficient IT skill
Knowledge of goods supply
Understanding the beer production technology, equipment
Negotiation skill
Plan and management skill
Training and induction skill
Analyze, evaluate and report the results of the implementation
Be able to work independently, or on a team and can handle pressure at work.",18/06/2025,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Thu Mua & Quản Trị Hàng Tồn Kho,Sản xuất,2,Cử nhân,30-50,1,9:00 - 18:00,Trưởng phòng,N/A,Bất kỳ,Người Việt Nam,Bất kỳ,Bất kỳ,T2 - T6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Sản xuất, Saigon Beer - Alcohol - Beverage Corporation (Sabeco), Hồ Chí Minh"
Trợ Lý Giám Đốc,CÔNG TY CỔ PHẦN TASK APPAREL VIỆT NAM,Thương lượng,"Số 40/235 Yên Hòa, Cầu Giấy, 40/235 Yên Hòa, Cầu Giấy, Hanoi, Vietnam","- Theo dõi lịch trình, tiến độ các hạng mục công việc được giao
- Sắp xếp, điều phối kế hoạch sản xuất theo hướng dẫn của cấp trên
- Tổng hợp thông tin, báo cáo lãnh đạo theo yêu cầu","• Nam/ Nữ dưới 30 tuổi
• Am hiểu lĩnh vực may mặc là một lợi thế
• Kỹ năng giao tiếp tốt, tự tin làm việc với lãnh đạo, đối tác
• Thành thạo tin học văn phòng (Word, Excel, PowerPoint,...).
• Tư duy chủ động, nhanh nhẹn, có tinh thần trách nhiệm cao.
• Có tư duy học tập liên tục, chịu khó cập nhật kiến thức mới.
• Cẩn thận, tỉ mỉ trong công việc
• Có hiểu biết hoặc ứng dụng được AI trong công việc là một điểm cộng.

QUYỀN LỢI ĐƯỢC HƯỞNG
- Mức lương thỏa thuận
- Môi trường làm việc trẻ trung, năng động
- Thưởng lễ, tết, năng suất….
- Quà sinh nhật, party cuối năm, các hoạt động team building
- Được trau dồi kiến thức và năng cao kỹ năng nghề nghiệp
- Cùng nhiều quyền lợi khác",18/06/2025,Hành Chính Văn Phòng > Thư Ký,Dệt may/May mặc/Giày dép,1,Cử nhân,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"May Mặc, Quản Lý Lịch Trình, Sắp Xếp Lịch Hẹn, Trợ Lý, Điều Phối Giám Sát",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T7,Toàn thời gian,"Hành Chính Văn Phòng, Thư Ký, Dệt may/May mặc/Giày dép, May Mặc, Quản Lý Lịch Trình, Sắp Xếp Lịch Hẹn, Trợ Lý, Điều Phối Giám Sát, CÔNG TY CỔ PHẦN TASK APPAREL VIỆT NAM, Hà Nội"
