Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
"Senior Officer, PD Planning",CÔNG TY TNHH BẢO HIỂM SHINHAN LIFE VIỆT NAM,"17 Floor, The Mett Building, Thu Duc District, HCM, Tầng 17, Tòa nhà The Mett, 15 Trần Bạch Đằng, Phường Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","• Taking part in incentive/ contest/ compensation planning process: analyze data, cost projection, management approval submission, prepare/issue contest memos to stakeholders
Roles and Responsibilities
• Budget control and expenses tracking: provide compensation tracking reports
• Work with IT to implement systems for sales tracking and performance monitoring
• Working with the relevant department to get more insight of the business; Liaise with the Sales department to get and understand clearly their requirement
• Work with legal and compliance teams to maintain up-to-date documentation and ensure distribution operations meet industry standards
• Work closely with the marketing team to support campaigns and communication initiatives for the distribution team
• Other jobs as requested","Education
• Bachelor’s degree or above
Experience
• At least 1 year’s experience in Sales Performance Calculation/Analyst, preferably in Insurance industry
• Good command of English. (Korean language is plus)
• Self-motivator with ability to work under pressure and to manage multiple priorities
• Strong analytical thinking and data processing skills
• Good knowledge of SQL Server, Power BI, and VBA
• Strong PPT, Word, Excel
• Systems development Exposure",2025-06-10,Công Nghệ Thông Tin/Viễn Thông,Bảo hiểm,1,Cử nhân,1,08:00 - 17:00,Nhân viên,"Analytical Thinking, Data Processing, People Motivation, SQL Server, SQL Server, Sales Performance Calculation",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Data Engineer/Data Analyst/AI, Bảo hiểm, Analytical Thinking, Data Processing, People Motivation, SQL Server, SQL Server, Sales Performance Calculation, CÔNG TY TNHH BẢO HIỂM SHINHAN LIFE VIỆT NAM, Hồ Chí Minh",Data Engineer/Data Analyst/AI,15,60,,,
Go-To-Market Manager - Consumer Electronics,Navigos Search,"Ho Chi Minh City, Vietnam, Hanoi / HCMC","We're looking for a talented and experienced Go-to-Market (GTM) Leader to head our retail marketing teams nationwide. This pivotal role will be key in developing and executing effective market access strategies, ensuring ambitious business objectives are met.
You'll be primarily responsible for shaping and implementing Go-to-Market plans to maximize our product presence and sales within the Consumer Electronics sector.
Responsibilities
• Develop and implement comprehensive Go-to-Market strategies for new products and services, ensuring successful launch and market development.
• Manage and lead a team of 3 Retail Marketing Leads across three regions (North, Central, South), providing guidance, support, and performance evaluations.
• Collaborate closely with relevant departments like Sales, Product, and Trade Marketing to ensure synergy and effectiveness in GTM activities.
• Conduct market research, analyze consumer trends, and competitor activities to propose suitable strategic recommendations.
• Evaluate the effectiveness of GTM campaigns and make timely adjustments to optimize results.
• Be accountable for achieving set Key Performance Indicators (KPIs).","• Age: Prefer candidates born between in 198x
• Experience: Mandatory extensive experience in the Consumer Electronics (CE) industry. 
• Language Skills: Excellent English proficiency (especially in communication and working with foreign management).
• Strong leadership and team management skills, with the ability to inspire and motivate employees.
• Excellent strategic thinking, analytical, and problem-solving abilities.
• Impressive communication, negotiation, and presentation skills.",2025-06-10,Kinh Doanh,Điện/Điện tử,10,Cử nhân,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Go-To-Market Strategy, Consumer Electronics Experience, Leadership Skills, Strategic Thinking, Effective Communication",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Điện/Điện tử, Go-To-Market Strategy, Consumer Electronics Experience, Leadership Skills, Strategic Thinking, Effective Communication, Navigos Search, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100,81650000.0,73600000.0,89700000.0
Supply Chain Management Specialist - FMCG Manufacturing,Navigos Search,"Long An, District 1, Hanoi / HCMC",,"• Bachelor’s degree in supply chain management, Logistics, or a related field
• A minimum of 2 years’ experience in supply chain, logistics, or warehouse operations within FMCG companies or Manufacturing.
• Strong communication and coordination skills across departments and with suppliers. Have reporting skills and ability to manage unexpected issues effectively",2025-06-10,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hàng tiêu dùng,2,Cử nhân,Không hiển thị,08:00 - 17:00,Trưởng phòng,"Supply Chain Management, Logistics, Inventory Management, Communication Skills, Coordinating",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Hàng tiêu dùng, Supply Chain Management, Logistics, Inventory Management, Communication Skills, Coordinating, Navigos Search, Long An, Hồ Chí Minh",Quản Lý Chuỗi Cung Ứng,0,100,27500000.0,25000000.0,30000000.0
Treasury Specialist - Attractive salary and benefits,Navigos Search,"Ho Chi Minh, Vietnam, HCMC","Job Responsibilities
• Take personal responsibility for assigned tasks and legal accountability for documents and reports reviewed.
• Participate in developing the financial plan for the parent company and consolidate financial plans for the entire corporation.
• Arrange short-term and long-term financing to meet the corporation's needs for working capital and investment funds.
• Monitor and oversee short-term and long-term loan contracts, including repayment schedules, collateral management, and corporate obligations under economic agreements. Consolidate loan contracts and collateral across the corporation.
• Manage and monitor the corporation’s cash flow.
• Supervise and track internal capital usage costs across the corporation.
• Prepare periodic and ad-hoc reports evaluating capital utilization, including assessments of actual capital use, financial indicators, and balancing capital needs for production, business, and investment activities during specific periods.
• Facilitate capital arrangements for overseas joint ventures and lead efforts to assist subsidiaries in securing funds for production, business, and investment activities.
• Handle accounting tasks related to short-term and long-term credit loans, internal capital usage costs, and maintain relevant documentation.
• Provide detailed information on capital usage costs, interest expenses, loan contracts, etc., to support financial reporting and analytical tasks for the corporation.","• Bachelor’s degree or higher in Finance, Banking, or Accounting.
• At least 3 years of experience in finance, banking, or accounting fields.
• Proficiency in problem-solving skills, independent work capabilities, teamwork skills, presentation skills, negotiation skills, planning, and organizational skills.
• Good English skills both verbal and written.
• Meet accounting standards as stipulated by the Accounting Law and adhere to professional ethics in accounting practices.
• Solid knowledge of finance, accounting, and banking principles.
• Familiarity with safety management standards, quality management systems, and corporate culture practices.",2025-06-10,Kế Toán/Kiểm Toán,Tài Chính,3,Cử nhân,1,08:00 - 17:00,Nhân viên,"Accounting, Banking, Finance, Problem-solving, Teamwork",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kiểm Soát Viên Tài Chính, Tài Chính, Accounting, Banking, Finance, Problem-solving, Teamwork, Navigos Search, Hồ Chí Minh",Kiểm Soát Viên Tài Chính,25,40,28750000.0,23000000.0,34500000.0
Senior Graphic Designer and Video Editor,Finest Future Vietnam,"Hồ Chí Minh, Việt Nam",,"Qualifications:
Bachelor’s degree in Graphic Design, Multimedia, Fine Arts, or a related field.
Proven experience as a Graphic Designer and Video Editor, with strong skills in Adobe design tools, especially Photoshop, Illustrator, Premiere, Final Cut, CapCut, and After Effects.
Strong understanding of design principles, layout, typography, and motion design.
Fluent in English, with excellent communication and project management skills.
Experience in animation is a plus.
Teamwork spirit, friendly, and energetic.
2-3 years of experience working in a creative agency or in-house design role is preferable.
Knowledge of printing processes and preparing files for print is preferred.


Key Competencies:
Creativity: Ability to produce innovative and visually appealing designs and videos that reflect Finest Future’s mission and values.
Attention to Detail: Strong eye for detail to ensure accuracy and consistency in all design work.
Communication: Strong verbal and written communication skills in both English and Vietnamese to convey ideas and collaborate effectively with teams across different regions.
Time Management: Capable of managing multiple projects and meeting deadlines in a fast-paced environment.
Problem-Solving: Ability to think critically and creatively to overcome design challenges, ensuring the best visual communication for our global audience.
Why Join Finest Future:
Exciting Work Culture: Join a startup where opportunities for growth are abundant.
Transformative Impact: Your work contributes to shaping a transformative future.
Global Environment: Dive into an international work culture, where English is spoken fluently.
Work-Life Harmony: Experience the best of Finnish culture – fair, balanced, and stress-free.
Fun Workplace: Enjoy a workplace filled with laughter and joy.


Recruitment Process: If you have the skills and the zest to own this role, send us your resume and a cover letter that conveys why you're the perfect match for us! Tell us your story, and let's make work feel like play!",2025-06-10,"Tiếp Thị, Quảng Cáo/Truyền Thông",Giáo dục/Đào Tạo,0,Không giới hạn,Không hiển thị,,Nhân viên,"English, Marketing Online Design",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Giáo dục/Đào Tạo, English, Marketing Online Design, Finest Future Vietnam, Hồ Chí Minh",Tiếp Thị Trực Tuyến,0,100,,,
[HCM] Talent Acquisition & Social Influencer Manager (Vietnam),Pizza 4P's,"1st Floor, Topaz Building, Sai Gon Pearl, 92 Nguyen Huu Canh, Binh Thanh District, 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh City","ABOUT PIZZA 4P’S
At Pizza 4P’s, we’re on a mission to Make the World Smile for Peace by Delivering Wow, Sharing Happiness — starting with our own people.We believe that great things begin with great individuals. If this vision resonates with you and you’re passionate about creating positive impact through people, then we’d love for you to grow with us.

WHAT YOU WILL DO
As our Talent Acquisition Manager for Vietnam, you will play a critical role in identifying, attracting, and hiring the right talent to support our continued growth. Working closely with the Board of Directors and hiring managers, you’ll lead all recruitment efforts in Vietnam while contributing to broader talent initiatives in the region when needed.
In addition to sourcing and hiring top talent, you’ll also collaborate on key People & Culture projects, helping to build a strong employer brand and a vibrant workplace culture that reflects our 4P’s values.

YOUR KEY RESPONSIBILITIES
Talent Strategy & Planning

Develop and execute talent acquisition strategies aligned with business needs
Anticipate future talent needs and proactively build sustainable pipelines
Analyze recruitment metrics to continuously improve effectiveness and efficiency
Recruitment Operations

Lead end-to-end recruitment processes for both mass and non-mass: role briefing, sourcing, screening, interviewing, and selection
Champion a structured, competency-based interview approach
Ensure a seamless and positive candidate experience from first touch to onboarding
Employer Branding & Candidate Engagement

Promote 4P’s as an employer of choice through online and offline channels
Leverage social media, content marketing, and recruitment campaigns to attract talent
Build and maintain strong talent networks within the industries
Onboarding & Integration

Design and oversee a welcoming and effective onboarding experience
Collaborate with HRBPs and hiring managers to ensure new hires are well-integrated and supported
Projects & Innovation

Lead or participate in strategic TA projects (e.g. recruitment systems, AI tools, DEI hiring practices)
Stay up to date with industry trends and share best practices across the team","WHO YOU ARE

We’re looking for someone who is not only skilled, but also aligned with our mission and culture. The ideal candidate is:
Well-networked in Vietnam’s talent market, with exposure to international or cross-cultural environments
Experienced in full-cycle recruitment, ideally in F&B, retail, or hospitality industries
Knowledgeable in modern sourcing methods, employer branding, and recruitment technologies
Insightful in assessing both technical skills and cultural fit
Familiar with using data and metrics to optimize TA strategies
A clear communicator with strong interpersonal skills
Deeply connected to our 4P’s Values",2025-06-10,Nhân Sự/Tuyển Dụng,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Talent Recruitment, Team Management, Employer Branding, Recruiting Talents",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Talent Recruitment, Team Management, Employer Branding, Recruiting Talents, Pizza 4P's, Hồ Chí Minh",Tuyển Dụng,0,100,,,
Senior Accountant (Tax & Fixed Asset Management Expert),Công Ty TNHH Gentherm Việt Nam,"Road No.4&5, Dong Van II Industrial Zone, Duy Tien District, Ha Nam Province, Ha Noi, Dong Van II Industrial Zone, Bach Thuong Commune, Duy Tien District, Ha Nam Province","Position Title: Senior Accountant
Reports to: Chief Accountant

Scope of work:
Fixed asset management
Local taxes including but not limit to VAT refund, WHT, CIT & taxes declaration/finalization and financial report analysis

Responsibilities
1. Taxes
• Provide various tax compliance, tax advisory, tax health-check, pre-tax audit review, and tax audit support services
• Represent the company in working with the tax and custom authorities, where necessary
• Recommend opinions and positions on tax, TP issues to manager
• Responsible for tax calculation, reporting, tax compliance and other tax/TP-related matters.
• Responsible for checking, making and sending tax reports, tax declaration periodically according to the regulations of the
Company and the local regulations
• Be responsible for explaining, providing documents and data to audit units, tax inspection teams or the requirements of
local authorities on tax compliance.
• Plan optimization and take advantage of tax incentives
• Prepare dossier, supporting document for VAT refund process in timely manner and high efficiency within specific
deadlines;
• Regular reconciliation of the VAT control accounts and records;
• Reviewing data and documents of revenue to ensure tax invoice is properly issued in timely manner in compliance with
the regulations of the company and local tax authorities.
• Assist Manager to perform reviewing of non-eligible expenses.
2. Fixed asset management
• Create and monitor a system of controls, procedures, and forms for the recordation of fixed assets.
• Recommend management any updates to PPE accounting policy related to FA.
• Assign tag numbers to fixed assets and perform labeling in a timely manner.
• Record fixed asset acquisitions and dispositions in the SAP system.
• Reconcile the balance in the fixed asset sub-ledger to the GL account-level.
• Calculate depreciation for all fixed assets.
• Review and update the detailed schedule of fixed assets and accumulated depreciation.
• Calculate asset retirement obligations for those fixed assets to which AROs are applicable.
• Investigate the potential obsolescence/idleness of fixed assets.
• Conduct periodic impairment reviews for intangible assets.
• Conduct periodic physical counts of fixed assets.
• Recommend to management whether fixed assets should be disposed of.
• Represent the company during any audits that involve fixed assets.
3. Other tasks
• Perform accounts reconciliation monthly per check list given;
• Review economic contractual terms during Manager's absence;
• Assist Chief Accountant to improve document and improve internal control processes;
• Carry out tasks as assigned by Chief accountant related to internal controls, risk management, and management
reporting.
• Prepare periodically report to State Bank and other authorities;
• Maintain a complete and accurate general ledger in accordance with accounting principles and reporting schedules;
• Provide technical accounting advice within area of expertise to functional or operational areas colleagues to help them
understand and manage their financial;
• Perform a variety of accounting activities in accordance with accounting principles.
• Others that may requested by line manager from time to time.
• Maintain the accuracy of vendor information and SIR in Gentherm’s system;","Experience:
At least 7 years in finance related job , of which 3 years at least in FDI manufacturing field and tax management.
Thorough understanding of accounting standard and tax laws and regulations

Education:
Bachelor degree with an emphasis in Accounting, Finance

Competencies:
• Proficient in use of Microsoft Excel
• Expert in use of SAP FI/CO modules
• Proficient in English (listening, speaking, writing)
• Strong understanding and interpretation of accounting, tax and commercial
• Strong analytical and problem-solving skills
• Time management skills
• Presentation Skills
• Teamwork skills
• Experience working for Big 4 would be an advantage",2025-06-10,Kế Toán/Kiểm Toán,Sản xuất,3,Không giới hạn,Không hiển thị,,Nhân viên,"General Accounting, Audit, Accounting, Tax Compliance, SAP",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kiểm Soát Viên Tài Chính, Sản xuất, General Accounting, Audit, Accounting, Tax Compliance, SAP, Công Ty TNHH Gentherm Việt Nam, Hà Nam, Hà Nội",Kiểm Soát Viên Tài Chính,0,100,,,
Talent Acquisition Officer,Công Ty TNHH Gentherm Việt Nam,"Hung Yen, Ha Noi, KCN Đồng Văn II, Phường Duy Minh, Thị xã Duy Tiên, tỉnh Hà Nam, Dong Van II Industrial Zone, Bach Thuong Commune, Duy Tien District, Ha Nam Province","- Build up a talent pool, candidate pool to ensure the availability of candidates for job vacancies;
- Support HRM to ensure the plant is staffed with employees with the right level of competencies for the immediate and long-term;
- Take lead in the full cycle recruitment process:
+ Checking the headcount budget;
+ Availability of job description before job posting;
+ Searching for candidates
+ Pre-screening CV;
+ Co-ordinating with hiring departments;
+ Participating in interview and supporting Hiring Manager for selection;
+ Offering the suitably qualified candidates to assume positions;
+ Checking reference if required.
- Make analysis and daily/ weekly/ monthly reports on recruitment activities.
- Update candidate’s database.","Experience: at least 05 year experienced in the same position (preferred candidate has experience of working at automotive manufacturing company)
Education: University
Competencies:
• Master the function and process of recruitment, personnel management, Employee relation. Preferred candidate has been working for Manufacturing companies
• Interviewing and evaluation skill
• Knowledge about the labor law and other HR relative law
• Knowledge about the business departments’ key function
• Knowledge HR other functions
• Proficiency in use of Microsoft Excel, Power Point
• Fluent English (listening, speaking, writing)
• Planning & Organizing Skill – able to work out the recruitment plans and organize all the recruitment activities
• Time Management – able to prioritize tasks and allocate time appropriately.
• Presentation Skills – able to deliver the company vision, mission and values to candidates.
• Individual working skill
• Team working skills – able work in a team and in harmony with all team members but at the same time confident of own skills and opinions.
• Collaborative – work well with others and engenders a spirit of trust and teamwork.",2025-06-10,Nhân Sự/Tuyển Dụng,Sản xuất,5,Không giới hạn,Không hiển thị,,Nhân viên,"Recruitment, Administration, Excel, Talent Acquisition, Human Resources",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Sản xuất, Recruitment, Administration, Excel, Talent Acquisition, Human Resources, Công Ty TNHH Gentherm Việt Nam, Hưng Yên, Hà Nội, Hà Nam",Tuyển Dụng,30,45,,,
"Chuyên Viên Thẩm Định Khách Hàng Doanh Nghiệp Lớn, Thẩm Định Dự Án - Large Corporate Customer Appraisal, Project Appraisal Specialist - Khối Thẩm Định (Ho25.257)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam, Hồ Chí Minh, Việt Nam, 19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam","• Thực hiện thẩm định phương án cấp tín dụng cho phân khúc Khách hàng doanh nghiệp lớn/ Dự án: Phân tích báo cáo tài chính, tình hình kinh doanh, phân tích dòng tiền và các yếu tố khác liên quan đến hoạt động của doanh nghiệp/dự án;
• Đưa ra đề xuất, kiến nghị về việc cấp tín dụng, hạn mức tín dụng và các điều kiện tín dụng
• Giám sát phương án cấp tín dụng theo quy định của Ngân hàng","• Cử nhân chuyên ngành Kinh tế, Tài chính, Ngân hàng
• Ưu tiên ứng viên có chứng chỉ: Thẩm định giá, FRM, CFA, ACCA
• TOEIC 450 trở lên hoặc tương đương
• Có kinh nghiệm làm việc trong mảng tín dụng tại các Ngân hàng hoặc các Công ty Tài chính",2025-06-10,Ngân Hàng & Dịch Vụ Tài Chính,Ngân hàng,3,Cử nhân,1,09:00 - 18:00,Nhân viên,"Phân Tích Tài Chính, Tài Chính Doanh Nghiệp, Thẩm Định, Đánh Giá Tín Dụng, Tín dụng",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Tín Dụng, Ngân hàng, Phân Tích Tài Chính, Tài Chính Doanh Nghiệp, Thẩm Định, Đánh Giá Tín Dụng, Tín dụng, Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB, Hà Nội, Hồ Chí Minh",Tín Dụng,0,100,,,
Chuyên Viên Mua Hàng Quốc Tế,Công Ty Cổ Phần Xây Dựng Central,"204/9 Nguyễn Văn Hưởng, phường Thảo Điền, Thủ Đức, Hồ Chí Minh, Việt Nam, 204/9 Nguyễn Văn Hưởng, phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","• Tổng hợp, theo dõi các Kế hoạch mua sắm và giao thầu của Phòng/Ban/Dự án.
• Theo dõi biến động giá vật tư chính trên thị trường, lập các phương án mua hàng phù hợp.
• Phân tích giá gốc các gói thầu trọn gói, cơ sở đàm phán với NTP/NCC.
• Thực hiện HĐNT vật tư xây dựng và cơ điện.
• Tổng hợp đánh giá, phân loại NCC/NTP (trọn gói) theo định kỳ Công ty.
• Phối hợp Ban chỉ huy công trình tìm kiếm các NCC/NTP (trọn gói) đạt yêu cầu.
• Tham gia vào công tác giám sát, kiểm tra tuân thủ nội quy, quy chế, quy định của Công ty về lĩnh vực mua hàng.","• Kiến thức: Tốt nghiệp Đại học chuyên ngành Xây dựng/Cơ điện, trên 03 năm kinh nghiệm chuyên môn, chuyên sâu về cấu tạo giá.
• Kỹ năng: Phân tích số liệu, đàm phán, Thành thạo Tiếng Anh hoặc Tiếng Trung, Tin học văn phòng.
• Phẩm chất: Chính trực, chủ động, trách nhiệm, cẩn thận trong công việc.",2025-06-10,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,Không giới hạn,Không hiển thị,,Nhân viên,"Đàm Phán Nhà Cung Cấp, Quản Lý Mua Hàng, Mua Hàng Xây Dựng, Mua Hàng, Mua Hàng Cơ Điện",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Đàm Phán Nhà Cung Cấp, Quản Lý Mua Hàng, Mua Hàng Xây Dựng, Mua Hàng, Mua Hàng Cơ Điện, Công Ty Cổ Phần Xây Dựng Central, Hồ Chí Minh",Xây Dựng,0,100,23000000.0,17250000.0,28750000.0
