Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
Senior Medical Representative ETC - Ngành Hàng Dược Phẩm - Huế,Abbott,,,,,,,,,,,,,,,,,,,,0,100,,,
Multimedia Specialist,Công Ty TNHH Uniktech,"Tòa nhà Golden Link, 132A Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh, Việt Nam, Nguyễn Trọng Tuyển, Phường Phú Nhuận, TP.HCM","- Thiết kế graphic phục vụ marketing: social media, ads visual, website và landing page.
- Edit video cho Facebook, TikTok, YouTube.
- Quay/chụp sản phẩm furniture, quy trình sản xuất và hoạt động tại xưởng để tạo source content.
- Phối hợp với team Marketing phát triển visual cho content và campaign.
- Ưu tiên ứng viên có khả năng hỗ trợ UI/UX visual cho website.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-08,Kiến Trúc/Xây Dựng,Kiến trúc/Thiết kế nội thất,,Không giới hạn,Không hiển thị,,Nhân viên,Làm việc nhóm,Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế Nội Thất, Kiến trúc/Thiết kế nội thất, Làm việc nhóm, Công Ty TNHH Uniktech, Hồ Chí Minh",Thiết Kế Nội Thất,0,100,,,
Global Reporting Analyst,SPS Vietnam Company Ltd.,"Lầu 8, Tòa nhà Sài Gòn ICT, CVPM Quang Trung, Phường Tân Chánh Hiệp, Quận 12, HCM, Floor 8, Saigon ICT Tower, Quang Trung Software City","Principle duties:
- The Global Reporting Analyst will conduct full lifecycle analysis to include requirements, activities, and design, develop analysis and reporting capabilities. You will also monitor performance and quality control plans to identify improvements.
- Optimize and develop processes and make sure that changes are implemented and anchored successfully throughout the entire organization.

Responsibilities:
By Plan, co-ordinate and manage the activities of a highly skilled 24x7x365 Service and Technical Support team. You will work closely with the teams that deliver and support wide range of ICT Service offerings to ensure that the company is delivering overall superior service and support to customers.

Tasks:
1. Prepare reports for internal and external audiences using business analytics reporting tools.
2. Identify, evaluate, and implement external services and tools to support data validation and cleansing.
3. Set up and maintain automated data processes, develop and support reporting processes.
4. Acquire data from multiple data sources and maintain databases/data systems.
5. Liaise with internal and external clients to fully understand data content.
6. Gather, understand, and document detailed business requirements using appropriate tools and techniques.
7. Create data dashboards, graphs and visualizations.
8. Maintain and provide daily/monthly report dashboards to inform stakeholders of customer and/or employee metrics, and supervise accordingly, and hours may vary based on needed coverage across the departments.
9. Work with management to prioritize business and information needs
10. Locate and define new process improvement opportunities.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-08,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,,Không giới hạn,Không hiển thị,,Nhân viên,"Power BI, Database, Data Analysis, Business Intelligence, Data Science",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Data Engineer/Data Analyst/AI, Phần Mềm CNTT/Dịch vụ Phần mềm, Power BI, Database, Data Analysis, Business Intelligence, Data Science, SPS Vietnam Company Ltd., Hồ Chí Minh",Data Engineer/Data Analyst/AI,0,100,,,
Site Architect (Kiến Trúc Sư Hiện Trường),CapitaLand Development (Vietnam),"Vinhomes Ocean Park 3, Nghia Tru Ward, Van Giang, Hung Yen, 30th Floor, Capital Place, 29 Lieu Giai, Ba Dinh, Hanoi","• Lead all functions rated to architectural matters at site and supervise team members in coordinating drawings and updating information on project.
• Coordinate with other departments/relevant parties for updates and communications of contractor's shop drawings and construction drawings.
• Monitor all the submission of material, shop drawing, method statement, site progress and quality in terms of finishing items including all Architecture, landscape, Interiors works with good knowledge about finishing material, high quality standard. Monitor in proper system of filling, record and procedure.
• Monitor and coordinate with design consultants and contractors to prevent discrepancies, miss-coordination among Finishing, MEP, Structure … etc drawings and to ensure the drawing and execution on site are comply with Contract document, Sales & purchase (S&P) layout and S&P hand over provision.
• Review and check related MOS (Method Of Statement), RFA (Request For Approval), RFI (Request For Information), MA (Material Approval)/SD (Shop Drawings) during submission and approved process to ensure the submission is comply with contract document and project requirement.
• Supervise and inspect related finishing items on site (Architecture, Landscape, Interiors… ETC) according to approved drawings, method statements… etc to ensure the quality, progress follow project target.
• Prepare daily, weekly report to project manager on related matters. (Submission, approval, progress, quality… etc)
• Monitor EHS at assigned area and other assigned tasks follow actual project condition.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,"Kiến Trúc/Xây Dựng, Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc, Kỹ thuật xây dựng/Cơ sở hạ tầng, Engineering Drawings, Structural Engineering, Landscape Architecture, Architect, Design Control, CapitaLand Development (Vietnam), Hưng Yên",,0,100,,,
Chuyên Viên Cao Cấp Kỹ Thuật Dự Án (Keo & Chống Thấm),Công Ty TNHH Công Nghiệp Vĩnh Tường Miền Bắc Việt Nam,"Tháp 1, Tầng 17, Capital Place, 29 Liễu Giai, Quận Ba Đình, Hà Nội, Thôn Vĩnh Bảo xã Vĩnh Khúc huyện Văn Giang tỉnh Hưng Yên","• Phụ trách các nhãn hàng: Fosroc, Weber, GCP.
• Đồng hành cùng Đội ngũ bán hàng Dự án, hỗ trợ hoạt đông bán hàng thông qua triển khai hoạt động tư vấn cho khách hàng về sản phẩm và giải pháp về keo dán gạch, chống thấm, hóa chất xây dựng, bao gồm cả biện pháp thi công liên quan.
• Tham gia tư vấn giải pháp chuyên sâu với Specification/ Sales đối với khách hàng Chủ đầu tư, Tư vấn Thiết kế, Tổng thầu, Ban quản lý dự án, Thầu phụ,… và các đối tác liên quan khác trong Dự án.
• Triển khai các hoạt động Đào tạo về sản phẩm, ứng dụng & thi công tới Bộ phận bán hàng & Khách hàng.
• Xây dựng tài liệu kỹ thuật, biện pháp thi công cho các sản phẩm, ứng dụng liên quan
• Phối hợp cùng bộ phận QC, R&D trong việc thực hiện đánh giá chất lượng sản phẩm nội bộ
• Triển khai hoạt động tư vấn biện pháp thi công, hướng dẫn thi công tại công trình cho nhà thầu.
• Hỗ trợ giải quyết khiếu nại hay thắc mắc của khách hàng về sản phẩm và ứng dụng trực tiếp tại công trình.
• Hỗ trợ tư vấn nhà thầu kiểm tra đánh giá chất lượng thi công khi cần thiết.
• Tư vấn hỗ trợ nhà thầu trong hoạt động thử nghiệm mẫu sản phẩm hay ứng dụng theo yêu cầu; hướng dẫn nhà thầu cách thức thử nghiệm đánh giá chất lượng sản phẩm theo đúng tiêu chuẩn; hướng dẫn nhà thầu cách gia công mẫu thử nghiệm theo tiêu chuẩn.
• Phạm vi hoạt đông: Khu vực Miền Bắc
• Báo cáo các hoạt động thuộc phạm vi phụ trách, kèm với các đề xuât kỹ thuật liên quan tới Cấp trên",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-08,Khoa Học & Kỹ Thuật,Vật liệu xây dựng,3.0,Không giới hạn,Không hiển thị,,Nhân viên,"Construction Knowledge, Construction Material, Project execution, Technical Knowledge Of Waterproofing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Hóa Học, Vật liệu xây dựng, Construction Knowledge, Construction Material, Project execution, Technical Knowledge Of Waterproofing, Công Ty TNHH Công Nghiệp Vĩnh Tường Miền Bắc Việt Nam, Hà Nội",Kỹ Thuật Hóa Học,0,100,,,
Marketing Coordinator - VN (1-Year Contractor),Archer Daniels Midland (ADM),"ADM Vietnam Le Loi Boulevard, District 1, Ho Chi Minh City, Vietnam, Khu phố 1B, phường An Phú, Thuận An, tỉnh Bình Dương, Viet Nam","• Support in identifying business needs and strategic direction for Vietnam Animal Nutrition.
• Gather and analyze competitor and customer insights to support tactical and strategic decisions. Assist in executing strategic marketing initiatives to fulfill business strategy and meet commercial targets.
• Social media management including but not limited to planning social media calendar, coordination of design and content, community engagement and performance monitoring of Vietnam Facebook page/s.
• Support in events planning including but not limited to Trade Shows, Industry Conferences, Customer Seminar and other similar activities.
• Adaption (localization and translation) of global and regional materials while ensuring alignment to branding guidelines and quality standards.
• Assist with procurement processes including PR/PO follow-up and distribution of marketing collateral.
• Perform administrative tasks such as updating spreadsheets, databases, and inventories; recording office activities and business transactions; and other clerical duties as required.
• Other duties that may be assigned from time to time",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-08,"Tiếp Thị, Quảng Cáo/Truyền Thông",Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,1.0,Không giới hạn,Không hiển thị,,Nhân viên,"Marketing Support, Marketing Processes, Marketing Event Planning, Sales Support, Admin Support",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản, Marketing Support, Marketing Processes, Marketing Event Planning, Sales Support, Admin Support, Archer Daniels Midland (ADM), Hồ Chí Minh, Bình Dương",Tiếp Thị,0,100,,,
Marketing Specialist - APAC (1-Year Contractor),Archer Daniels Midland (ADM),"ADM Vietnam Le Loi Boulevard, District 1, Ho Chi Minh City, Vietnam","• Manage social media channels (LinkedIn, Facebook for APAC): plan and execute campaigns, create and publish content, schedule posts, respond to comments, run paid ads, optimize SEO, and monitor performance.
• Track, analyze, and report campaign performance with actionable insights and recommendations.
• Ensure compliance with global branding guidelines and data privacy regulations.
• Conduct competitive intelligence: map competitors by country/segment and monitor product claims, pricing, messaging, and channel strategies.
• Gather customer and channel insights through desk research, interviews, and surveys; synthesize pain points and buying behaviors.
• Monitor regulatory and industry developments impacting marketing and product messaging in APAC.
• Organize and distribute marketing collaterals; assist with procurement processes and PR/PO follow-up.
• Prepare concise reports such as country briefs and quarterly trend analyses to inform campaign planning and product positioning.
• Collaborate with cross-functional teams to support marketing initiatives and ensure alignment with regional and global strategies.
• Perform additional tasks as assigned to support APAC daily marketing operations.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Nghiên Cứu & Phân Tích Thị Trường, Truyền thông/Báo chí/Quảng cáo, Social Media Knowledge, Marketing Campaign Management, Digital Communication, Market Research, Project Management, Archer Daniels Midland (ADM), Hồ Chí Minh",,0,100,,,
"[Hai Phong] Assistant Manager, Project Marketing","CapitaLand (Vietnam) Holdings Pte., Ltd","Hai Phong, 30th Floor, Tower 1, Capital Place, 29 Lieu Giai St., Ngoc Khanh Ward, Ba Dinh District, Hanoi","The key job scopes are:

Local Marketing Execution
- Coordinate with local vendors for advertising, event execution, and activation activities.
- Support implementation of campaigns and monitor performance on site.

Show Village Management
- Oversee daily operations of the show village.
- Ensure high standards of presentation, cleanliness, and customer experience.
- Manage inventory and maintain strict inventory control.
- Proactively propose activation at Show village to attract and enhance visitor’s experience.

Property Management Coordination
- Looking for property management providers (e.g., CBRE, Savills, Visaho, etc.)
- Work closely with property management vendors to ensure smooth operations.
- Monitor operational standards, service quality, and compliance.
- Proactively resolve on-site issues to maintain premium project image.

Project & Site Coordination
- Coordinate with the Project Development team to ensure operational readiness and property quality.
- Act as the key marketing representative on site.

Beyond that, this position also in charge or support the team on other Branding and Marketing matters, including:
- Work with brand consultants in developing brand strategies and identities.
- Collaborate with agencies/suppliers for execution of all marketing collaterals, website, printed materials following brand guidelines.
- Produce creative and innovative contents & visuals for social media channels, PR bookings and printed materials.
- Manage marketing campaigns across online & offline platforms ensuring to reach right target audiences, meet their expectations and build the brand’s awareness/credibility.
- Coordinate and communicate with vendors (consultants, media/event agencies, production houses, suppliers, etc).
- Actively coordinate with internal departments for efficient execution.
- Other ad-hoc tasks as assigned.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-08,"Tiếp Thị, Quảng Cáo/Truyền Thông",Bất Động Sản/Cho thuê,0.0,Không giới hạn,Không hiển thị,,Nhân viên,"Creative Marketing, Communication, Marketing, Event Organizing",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Bất Động Sản/Cho thuê, Creative Marketing, Communication, Marketing, Event Organizing, CapitaLand (Vietnam) Holdings Pte., Ltd, Hải Phòng",Tiếp Thị,0,100,,,
"Senior Executive, Project Marketing","CapitaLand (Vietnam) Holdings Pte., Ltd","Tầng 30, Tháp 1, Tòa nhà Capital Place, số 29 Liễu Giai, Phường Ngọc Khánh Quận Ba Đình Hà Nội, 30th Floor, Tower 1, Capital Place, 29 Lieu Giai St., Ngoc Khanh Ward, Ba Dinh District, Hanoi","Mainly in charge of event matters related to Sales & Marketing department, including:
Event Strategy & Execution
- Plan, lead, and execute all project-related events (launch events, sales events, private previews, VIP gatherings, activations, etc.).
- Develop event concepts and provide strong creative direction aligned with luxury brand standards.
- Oversee on-site setup, rehearsals, and full event operations to ensure flawless delivery.
Vendor & Partner Management
- Manage vendors from initial briefing and concept development through execution, evaluation, and payment.
- Select and collaborate with top-tier vendors to ensure premium quality and refined aesthetics.
- Maintain strong quality control throughout all stages of execution.
Budget & Administrative Control
- Manage event budgets efficiently and monitor cost control.
- Handle contracts, documentation, and payment processes in compliance with company procedures.
- Beyond the above responsibilities, this position will also be responsible for, or provide support to the team on, other branding and marketing initiatives, including:
- Work with brand consultants in developing brand strategies and identities.
- Collaborate with agencies/suppliers for execution of all marketing collaterals, website, printed materials following brand guidelines.",,2026-03-08,"Tiếp Thị, Quảng Cáo/Truyền Thông",Bất Động Sản/Cho thuê,0.0,,,,Nhân viên,"Creative Marketing, Communication, Marketing, Event Organizing",Tiếng Anh,Không hiển thị,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Bất Động Sản/Cho thuê, Creative Marketing, Communication, Marketing, Event Organizing, CapitaLand (Vietnam) Holdings Pte., Ltd, Hà Nội",Tiếp Thị,0,100,,,
Cán Bộ Đầu Tư Dự Án Xây Dựng,Tổ Chức Giáo Dục FPT,"Khu Công Nghệ Cao Hòa Lạc, Xã Hòa Lạc, Hà Nội, Việt Nam (Có xe đưa đón), Trường Đại học FPT, cơ sở Hòa Lạc (có xe đưa đón hàng ngày)","Địa điểm làm việc: Trường Đại học FPT, Khu công nghệ cao Hòa Lạc (có xe đưa đón hàng ngày), Hoà Lạc, Hà Nội

*** Mô tả công việc:

- Thực hiện công tác phát triển dự án tại các tỉnh, thành phố trên cả nước theo nhu cầu của Tổ chức Giáo dục FPT;
- Làm việc, kết nối với các sở, ban ngành để thu thập thông tin các dự án đầu tư (quy hoạch, đất đai, tiến độ,…).
- Phân tích đánh giá đầu tư dự án; Lập kế hoạch triển khai thực hiện dự án;
- Thực hiện các thủ tục pháp lý dự án;
- Chuẩn bị hồ sơ đề xuất dự án, hồ sơ dự thầu đối với các dự án đấu thầu lựa chọn Nhà đầu tư; hồ sơ tham gia đấu giá quyền sử dụng đất;
- Quản lý các khâu ngân sách phát triển dự án, văn bản, báo cáo đề xuất đầu tư, tổ chức lưu trữ hồ sơ pháp lý khoa học;
- Theo dõi tiến độ xử lý, trực tiếp liên hệ làm việc với các sở ban ngành để phê duyệt, hoàn thiện hồ sơ;
- Tham gia công tác đền bù, giải phóng mặt bằng dự án; Thủ tục giao đất, cho thuê đất, chuyển đổi mục đích sử dụng đất; cấp GCN QSDĐ;
- Duy trì và phát triển mối quan hệ với các cơ quan nhà nước, các đối tác đầu tư;Soạn thảo, kiểm tra và kiểm soát rủi ro về mặt pháp lý đối với các văn bản, tài liệu, hợp đồng;
- Tham gia tham gia giải quyết các vướng mắc phát sinh trong quá trình thực hiện hợp đồng;Thường xuyên theo dõi để nắm bắt và xử lý các thông tin, chính sách pháp luật về chuyên ngành. Dự trù trước các tình huống có thể xảy ra tranh chấp trong hợp đồng và tư vấn cho Lãnh đạo giải pháp hạn chế, ngăn chặn;
- Thực hiện các công tác báo cáo, đào tạo và các công việc khác theo phân công của Cán bộ quản lý trực tiếp.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,"Kiến Trúc/Xây Dựng, Xây Dựng, Giáo dục/Đào Tạo, Kỹ năng giao tiếp, Làm Việc Nhóm, Luật Đầu Tư, Phân Tích Dự Án, Kỹ năng giao tiếp, Tổ Chức Giáo Dục FPT, Hà Nội",,0,100,,,
