Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
HR Operations Lead - Outsourcing & Staffing Services,Manpowergroup Vietnam HCM,"111A Pasteur Street, Sai Gon Ward, Ho Chi Minh City, 11A Cat Linh Street, Dong Da, Hanoi, Tầng 16, Sailing Tower, 111A Pasteur, Bến Nghé, Quận 1, TPHCM","1. Service delivery management & HR consulting
• Lead and manage daily operations across Payroll, Outsourcing, and Staffing services.
• Supervise and mentor consultants in solving client issues, ensuring high-quality service delivery and client satisfaction.
• Oversee monthly service performance, ensuring payroll and billing processes are accurate, timely, and compliant; continuously improve templates and procedures.
• Review and take final accountabilities for all departmental transactions, reports, and service-related contracts.
• Provide expert guidance on labor laws, local HR practices, market trends, and consulting strategies.
• Act as the escalation point for complex client service issues; monitor and analyze quarterly/yearly client satisfaction surveys to drive service improvements.
• Collaborate with clients to identify and implement cost-saving initiatives and process enhancements.
• Design and implement operational workflows to optimize efficiency within the business unit.
• Advise on recruitment strategies, ensuring alignment with talent pool quality and pipeline requirements; coordinate closely with the recruitment team.
• Partner with legal and management teams to deliver tailored, compliant HR solutions to clients.
• Conduct workshops, training sessions, and case study reviews to enhance team knowledge and application of local labor laws in outsourcing services.
• Support team leaders and members with innovative solutions in Staffing and Outsourcing services.

2. Business development and Branch activities
• Maintain ongoing communication with clients to address service needs in payroll, outsourcing, and staffing.
• Take main responsibility and activity on approaching and follow up with new clients.
• Collaborate with consultants to ensure service quality and consistency in line with client expectations.
• Work closely with the sales team on reporting, market surveys, and pricing strategies; provide insights on local practices to support business proposals.
• Manage monthly P&L to ensure the development of business, forecast for monthly/ quarterly Revenue, direct cost, GP, headcounts, follow-up AR and collect debt on time.

Others
• Manage the team in a stable way and improve the daily process of service.
• Weekly/ monthly report to management board as needed and commit the timeline.
• Other tasks as assigned by Manager.","• Bachelor’s degree in HR and related fields.
• At least 5 years of professional experience HR (C&B & Recruitment) with least 3 years in leadership role.
• In-depth knowledge and strong understanding of labor law and outsourcing & staffing models.
• Familiarity with Payroll Outsourcing & Staffing frameworks, SLAs, and compliance requirements.
• Experience managing large-scale recruitment drives or workforce transitions.
• Fluent English (04 skills).",2025-10-22,Nhân Sự/Tuyển Dụng,Tài Chính,5,Cử nhân,Không hiển thị,,Nhân viên,"English Fluency, HR Consulting, Labor Law, Payroll Management, Recruitment Tools",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Tài Chính, English Fluency, HR Consulting, Labor Law, Payroll Management, Recruitment Tools, Manpowergroup Vietnam HCM, Hồ Chí Minh, Hà Nội",Nhân Sự Tổng Hợp,0,100,69000000.0,23000000.0,115000000.0
Phó Giám Đốc Kinh Doanh & Tiếp Thị,Công Ty CP Dây Cáp Điện Việt Nam - Cadivi,"CADIVI Tower, 70-72 Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, CADIVI Tower, 70-72 Nam Kỳ Khởi Nghĩa, P. Nguyễn Thái Bình, Q. 1, TP. Hồ Chí Minh","1. Quản lý, điều hành, giám sát các hoạt động về Kinh doanh & Tiếp thị
- Tham mưu cho Giám đốc Khối trong xây dựng và điều hành chiến lược phát triển thị trường, phát triển thương hiệu và mạng lưới phân phối trong nước & quốc tế.
- Điều phối, giám sát và phát triển đồng bộ các hoạt động kinh doanh, đảm bảo sự liên kết giữa chiến lược kinh doanh, marketing, hậu cần và chính sách bán hàng.
- Đóng vai trò cầu nối giữa cấp điều hành và các phòng ban chuyên môn để thúc đẩy hiệu quả thực thi, tăng trưởng doanh thu và phát triển thương hiệu bền vững.
- Thiết lập mục tiêu, KPIs, quy trình phối hợp giữa các phòng ban thuộc Khối Kinh doanh.

2. Quản trị Kinh doanh Đại lý & Kinh doanh Dự án
- Quản lý và điều phối hoạt động kinh doanh đại lý toàn quốc: chính sách bán hàng, phân vùng thị trường, mở rộng hệ thống.
- Tham mưu cho Giám đốc Khối về các chính sách bán hàng, chiến lược giá, các hoạt động kích cầu cho các kênh bán hàng.
- Giám sát các hoạt động phát triển thị trường dự án, phối hợp phòng dự án/phòng kỹ thuật đảm bảo tiến độ triển khai.

3. Quản trị hoạt động Marketing
- Chỉ đạo hoạt động marketing và thị trường: chiến dịch truyền thông, thương hiệu, xúc tiến thương mại và nghiên cứu thị trường.
- Đảm bảo tất cả hoạt động marketing phù hợp định hướng thương hiệu và hỗ trợ tối đa cho hoạt động bán hàng.

4. Quản trị hoạt động Kinh doanh Xuất khẩu & Phát triển thị trường quốc tế
- Điều phối hoạt động bán hàng quốc tế, từ chiến lược mở rộng thị trường đến hoạt động đàm phán thương mại.
- Tổ chức nghiên cứu thị trường, đề xuất mô hình xâm nhập thị trường và chiến lược xuất khẩu hiệu quả.","- Tốt nghiệp Đại học/ Thạc sĩ chuyên ngành Quản trị Kinh doanh, Marketing, Ngoại thương hoặc các ngành liên quan
- Tối thiểu 10 năm kinh nghiệm trong lĩnh vực kinh doanh, marketing; ít nhất 5 năm ở vị trí quản lý cấp cao (Trưởng/Phó Giám đốc/Quản lý vùng) trong ngành hàng công nghiệp, vật liệu xây dựng, thiết bị điện hoặc lĩnh vực liên quan
- Hiểu biết chuyên sâu về quản trị kinh doanh, xây dựng và triển khai chiến lược phát triển thị trường, sản phẩm
- Am hiểu quy trình vận hành doanh nghiệp, quản trị hiệu suất và tối ưu hóa nguồn lực
- Có năng lực phân tích, tổng hợp và hoạch định chiến lược ở cấp Khối
- Có kỹ năng chuyên môn về
+ Kỹ năng đào tạo, phát triển đội ngũ kế thừa và xây dựng văn hóa doanh nghiệp
+ Kỹ năng truyền đạt, thuyết trình, phản biện và ra quyết định ở cấp chiến lược
+ Khả năng điều phối nguồn lực, làm việc nhóm liên phòng ban và dẫn dắt thay đổi
- Tư duy hệ thống, chủ động và chịu áp lực cao

Thời gian làm việc: Từ Thứ 2 - Thứ 7 (có thể WFH 2 ngày Thứ 7/tháng), từ 7g30 đến 16g30",2025-10-22,Kinh Doanh,Sản xuất,10,Cử nhân,1,,Giám Đốc và Cấp Cao Hơn,"Kinh Doanh, Phát Triển Hệ Thống Đại Lý, Kinh Doanh Dự Án, Marketing",Bất kỳ,Người Việt Nam,Nam,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Sản xuất, Kinh Doanh, Phát Triển Hệ Thống Đại Lý, Kinh Doanh Dự Án, Marketing, Công Ty CP Dây Cáp Điện Việt Nam - Cadivi, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100,,,
Kế Toán,Tuyển Dụng Việc Làm Đà Nẵng Danang Job,"19 Nguyễn Hữu Thọ, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000越南, 19 Nguyễn Hữu Thọ, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000越南","Part-time Accountant Recruitment
Job Responsibilities:

Handle daily bookkeeping, invoices, and financial reports;

Assist with tax declarations and payroll processing;

Support company financial compliance and reporting;

Remote work, 5 days per week.

Note: This position is recruited on behalf of another company.
Salary range: USD 2,000 – 3,000 per month.",Yêu cầu:,2025-10-22,Kế Toán/Kiểm Toán,Khác,0,Không giới hạn,Không hiển thị,,Nhân viên,"台政, 全同合",Bất kỳ,Không hiển thị,Không hiển thị,,Nghề tự do,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Khác, 台政, 全同合, Tuyển Dụng Việc Làm Đà Nẵng Danang Job, Đà Nẵng",Kế Toán Tài Chính,0,100,57500000.0,46000000.0,69000000.0
Kế Toán,Little Thao Dien,"3A P. Thi Sách, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, 越南","Part-time Accountant Recruitment
Job Responsibilities:

Handle daily bookkeeping, invoices, and financial reports;

Assist with tax declarations and payroll processing;

Support company financial compliance and reporting;

Remote work, 5 days per week.

Note: This position is recruited on behalf of another company.","Yêu cầu:
Hiểu rõ hệ thống kế toán Việt Nam;",2025-10-22,Kế Toán/Kiểm Toán,Hệ thống CNTT & Thiết bị,0,Không giới hạn,Không hiển thị,,Trưởng phòng,English,Bất kỳ,Không hiển thị,Không hiển thị,,Nghề tự do,"Kế Toán/Kiểm Toán, Kế Toán Quản Trị, Hệ thống CNTT & Thiết bị, English, Little Thao Dien, Hà Nội",Kế Toán Quản Trị,0,100,57500000.0,46000000.0,69000000.0
Senior Accountant,Casal Corporate Advisory Pty Ltd,"2nd floor, UDIC N04 Building, Hoang Dao Thuy Street, Cau Giay District, Hanoi, UDIC Complex, N04 Hoang Dao Thuy, Cau Giay Street, Hanoi, Vietnam","The Role

We are seeking an experienced and motivated Accountant to join our team serving a diverse portfolio of Australian clients. This role requires a strong technical accounting background, excellent communication skills, and the ability to manage client relationships directly in a fast-paced and professional environment. The successful candidate will work out of our office based in Hanoi.

The role will involve but not limited to:

• Managing the day-to-day accounting operations including Account Receivables (A/R), Account Payable (A/P);
• Reviewing accounting documents and entering data into accounting softwares;
• Performing daily bank and account reconciliations ensuring accuracy and up-to-date financial records;
• Preparing financial statements and tax returns;
• Preparing periodic reporting, month end analytics and board reports;
• Communicating directly with Australian clients, providing updates, clarifications, and advisory on accounting matters.","The successful candidate:

• Minimum 3 years of experience in a similar role;
• Bachelor’s degree in Accounting, Finance, Economics or a related field;
• Have excellent verbal and written communication English skills;
• Strong attention to detail and accuracy;
• Problem-solving ability, and a proactive approach;
• Ability to work independently while collaborating effectively within a team;
• Excellent time management and ability to meet strict deadlines;
• Proficient in Xero, MyOB, or similar accounting softwares;
• Advanced Excel skills and other analytics tools is highly desirable;
• CPA/CA/ACCA/ICAEW qualification is a plus.

If you are detail-oriented, client-focused, and eager to grow your accounting career with international environment, please apply with your CV in English.",2025-10-22,Kế Toán/Kiểm Toán,Kế toán/Kiểm toán,3,Cử nhân,Không hiển thị,,Nhân viên,"Australia Accounting, English, Xero, Myob, Bookkeeping",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Quản Trị, Kế toán/Kiểm toán, Australia Accounting, English, Xero, Myob, Bookkeeping, Casal Corporate Advisory Pty Ltd, Hà Nội",Kế Toán Quản Trị,0,100,,,
Manager - Business,"SA BE Co Mechanical CO., LTD","215 Đào Duy Từ , Phường Diên Hồng, Thành phố Hồ Chí Minh, Việt Nam, 215 Đào Duy Từ , Phường Diên Hồng, Thành phố Hồ Chí Minh, Việt Nam","- Managing business operations for goods and services: spare parts; machine part repair; renovation project; upgrade, repair, and plant expansion project, ...
- Developing the domestic and international markets.
- Managing and maintaining customer relationships; handling post-sales activities.
- Managing and maintaining supplier relationships, handling post-sales activities.
- Managing and assigning tasks; providing guidance and training for employees to perform their duties; setting KPIs, goals, and standards for the team and each individual. Training and instructing work for subordinate employees.
- Achieving the business targets assigned per period by the direct manager (KPIs related to revenue, workload, compliance, reporting, and performance measurement).
- Tracking and compiling data on orders and contracts; analyzing revenue, cost, and profit figures to adjust business strategies accordingly.
- Coordinating with internal departments and external partners to carry out the company’s business and production activities.
- Providing advice and support to the Board of Directors in organizing and effectively utilizing all resources assigned by the company to fulfill the functions and responsibilities of the unit.
- Complying with the laws, regulations of the government, and the Corporation’s policies in all business activities.
- Adhere to the company’s rules and procedures regarding sales processes, contracts, approval authority, and Sanction Compliance.
- Participating in the development and establishment of workflows and approval processes; monitoring and ensuring compliance with procedures across all activities within the unit.
- Business Performance Evaluation: Track and compile data on orders and contracts; analyze revenue, cost, and profit figures to adjust business strategies accordingly","- At least 5 years of experience in a sales role of machines, a spare parts role within the brewery or manufacturing industry.
- Bachelor's degree in Engineering, Technology, Business Administration, or a related field.
- Strong understanding of sales.
- Excellent problem-solving and analytical skills.
- Ability to lead and motivate a team effectively.
- Strong communication skills, both verbal and written.
- Proficiency in both written and spoken English.",2025-10-22,Kinh Doanh,Cơ khí/Máy móc/Thiết bị công nghiệp,5,Cử nhân,Không hiển thị,,Trưởng phòng,"Sales, Negotiation Skills, Equipment Mechanism, FMCG, Leadership Skills",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng Kỹ Thuật, Cơ khí/Máy móc/Thiết bị công nghiệp, Sales, Negotiation Skills, Equipment Mechanism, FMCG, Leadership Skills, SA BE Co Mechanical CO., LTD, Hồ Chí Minh",Bán Hàng Kỹ Thuật,0,100,,,
Giáo Viên Tiếng Nhật - Long Biên,Navigos Search's Client,"Ha Noi, Hanoi","Khách hàng của Navigos Search là một công ty giáo dục chuyên hỗ trợ đưa sinh viên thực tập sang Nhật Bản. Lĩnh vực hoạt động chính của công ty là đào tạo kỹ thuật và tiếng Nhật. Họ đang tìm kiếm một giáo viên tiếng Nhật cho văn phòng Hà Nội với các nhiệm vụ và trách nhiệm sau:

- Giảng dạy tiếng Nhật cho lớp kỹ thuật bằng giáo trình gốc, trình độ N4, N5 với giáo viên người Nhật, và thỉnh thoảng biên dịch cho học viên những gì giáo viên người Nhật nói.
- Đảm bảo chất lượng giảng dạy và học tập trong lớp học luôn ở mức cao.
- Tích cực đóng góp xây dựng một đội ngũ gắn kết, chăm chỉ và hạnh phúc, với văn hóa doanh nghiệp vững mạnh.
- Thúc đẩy và phát triển năng lực học tập, cá nhân của học viên.","- Kỹ năng tiếng Nhật (tối thiểu N2)
- Có kinh nghiệm giảng dạy tiếng Nhật
- Ham học hỏi về các nền văn hóa khác nhau và làm việc với nhiều người khác nhau
- Có hứng thú thực sự với lĩnh vực tiếng Nhật",2025-10-22,Giáo Dục,Giáo dục/Đào Tạo,1,Cử nhân,Không hiển thị,,Nhân viên,"Giảng Dạy Ngôn Ngữ, Tiếng Nhật, Giáo Viên, Tiếng Nhật N2, Japanese N1",Tiếng Nhật,Không hiển thị,Không hiển thị,,Toàn thời gian,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, Giảng Dạy Ngôn Ngữ, Tiếng Nhật, Giáo Viên, Tiếng Nhật N2, Japanese N1, Navigos Search's Client, Hà Nội",Giảng Dạy/Đào Tạo,0,100,,,
Assistant Project Manager,Navigos Search's Client,"Hanoi, Hà Nội, Việt Nam, Hanoi","Navigos Search's client, FDI construction developer, is looking for Assistant Project Manager with details as below:

Role Purpose
• The Deputy Project Manager will work under the Project Director (PD) to oversee and coordinate daily construction activities on-site.
• The role emphasizes hands-on supervision, teamwork, and disciplined execution — ensuring that the project progresses safely, on schedule, within budget, and with high quality.
• The role requires to carry responsibility in representing group, and is able to conduct discussions with both internal and external stakeholders calmly, respectfully, refraining from emotional reactions in any situation.
________________________________________
Key Responsibilities
• Conduct daily site supervision and inspections in close coordination with the EPC contractor and subcontractors.
• Strictly follow PD’s instructions and report progress, issues, and proposed solutions in a timely and accurate manner.
• Ensure that all works are executed according to design, schedule, and quality requirements.
• Participate in technical and coordination meetings as required.
• Monitor and maintain HSE compliance and promote a safety-first culture.
• Assist in the handover process, including inspection and defect follow-up.
• Support administrative tasks such as material approval, contractor progress reports, and payment verification.","• Age: Around 30 years old (preferably under 35).
• Experience:
o 5–7+ years in the construction industry, with solid on-site experience in residential or commercial projects.
o Experience working with international contractors is an advantage.
o Proven track record in daily site management, supervision, and coordination.
• Education:
o Bachelor’s degree in Civil Engineering or equivalent.
o Construction Supervision License (Class 1 preferred).
• Skills & Attributes:
o Strong respect for hierarchy and align with company policy.
o Team player with a cooperative and respectful attitude toward colleagues of diverse backgrounds and working styles.
o Hands-on and willing to spend most of the time on site.
o Good communication in Vietnamese and English (spoken & written).
o Basic computer skills: MS Office, AutoCAD, MS Project.
o Knowledge of Vietnam Building Codes and local regulations.",2025-10-22,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,7,Cử nhân,Không hiển thị,,Trưởng phòng,"English, Project Management, Commercial Building",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, English, Project Management, Commercial Building, Navigos Search's Client, Hà Nội",Xây Dựng,0,100,44850000.0,41400000.0,48300000.0
Nhân Viên Kế Hoạch Đầu Tư,Công ty TNHH Kỹ Thuật Quản Lý Bay,"Số 5/200 đường Nguyễn Sơn, phường Bồ Đề, TP. Hà Nội","• Tham gia thẩm định, trình phê duyệt hồ sơ dự án đầu tư xây dựng, hồ sơ thiết kế - dự toán.
• Lập kế hoạch tổng hợp, lệnh sản xuất để triển khai thực hiện các dự án đầu tư.
• Thực hiện theo dõi, giám sát tiến độ các gói thầu, dự án.
• Tham gia giao dịch, ký kết các hợp đồng thuộc dự án đầu tư (bao gồm cả hợp đồng với các đối tác trong nước và nước ngoài).
• Tham gia thẩm định các hồ sơ trong quá trình tổ chức lựa chọn nhà thầu: Hồ sơ mời thầu, Kết quả lựa chọn nhà thầu và các hồ sơ khác trong quá trình triển khai dự án… (bao gồm cả hồ sơ trong nước và nước ngoài).
• Tham gia nghiệm thu các gói thầu, dự án (bao gồm cả gói thầu, dự án trong nước và quốc tế).
• Thực hiện báo cáo giám sát đầu tư dự án đầu tư theo quy định pháp luật.
• Tham gia thẩm định quyết toán dự án hoàn thành.
• Thực hiện các nhiệm vụ khác theo sự phân công của Người quản lý phù hợp với năng lực, trình độ của Người lao động.","Yêu cầu
• Trình độ: Tốt nghiệp Đại học các ngành Kinh tế học (mã ngành 73101, gồm các ngành: Kinh tế, Kinh tế chính trị, Kinh tế đầu tư, Kinh tế phát triển, Kinh tế quốc tế, Thống kê kinh tế, Toán kinh tế, Kinh tế số)/ Xây dựng (mã ngành 75802 gồm các ngành Kỹ thuật xây dựng, Kỹ thuật xây dựng công trình thủy, Kỹ thuật xây dựng công trình biển, Kỹ thuật xây dựng công trình giao thông, Kỹ thuật cơ sở hạ tầng, Địa kỹ thuật xây dựng, Kỹ thuật tài nguyên nước, Kỹ thuật cấp thoát nước)/ Quản lý xây dựng (mã ngành 75803, gồm các ngành Kinh tế xây dựng, Quản lý xây dựng) (các mã ngành theo Thông tư 09/2022/TT-BGDĐT ngày 06/06/2022), hệ chính quy, xếp loại khá trở lên.
• Đọc hiểu, dịch các tài liệu tiếng Anh, có chứng chỉ tiếng Anh Toeic quốc tế ≥ 500 điểm/ IELTS ≥ 4.0/ TOEFL ITP ≥ 450/ TOEFL iBT ≥ 42 còn thời hạn / chứng chỉ tiếng Anh Bậc 3 theo khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam/ chứng chỉ tiếng Anh khung tham chiếu Châu Âu về ngoại ngữ - CEFR ≥ B1. Thi sát hạch tiếng Anh tại Công ty nếu ứng viên không có các chứng chỉ phù hợp nêu trên hoặc đã hết hạn.
• Yêu cầu khác: Tuổi ≤ 40 (tính theo năm); Ưu tiên: có 02 năm thực hiện công tác liên quan đến đầu tư xây dựng; Có chứng chỉ hành nghề đấu thầu/chứng chỉ nghiệp vụ chuyên môn về đấu thầu.

Chuyên ngành kinh tế học, xây dựng, quản lý xây dựng làm việc tại Hà Nội

Các chế độ
- Được đóng BHXH, BHYT, BHTN theo quy định.
- Được khám sức khỏe định kỳ, mua bảo hiểm sức khỏe hàng năm, được hưởng chế độ nghỉ mát theo quy định.
- Được cấp trang phục ngành, Bảo hộ lao động, trang bị phương tiện làm việc theo yêu cầu của vị trí công tác.",2025-10-22,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,2,Cử nhân,1,9:00 - 18:00,Nhân viên,"Giải Quyết Vấn Đề, Kinh Tế, Quản Lý Xây Dựng, Tiếng Anh, Xây Dựng",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Kỹ thuật xây dựng/Cơ sở hạ tầng, Giải Quyết Vấn Đề, Kinh Tế, Quản Lý Xây Dựng, Tiếng Anh, Xây Dựng, Công ty TNHH Kỹ Thuật Quản Lý Bay, Hà Nội",Phát Triển Dự Án/Đấu Thầu,0,100,19950000.0,19950000.0,19950000.0
Trưởng Bộ Phận Quản Lý Chất Lượng Xây Dựng,Công Ty Cổ Phần Dịch Vụ Thương Mại Tổng Hợp Wincommerce,"Tòa nhà International Centre, 17 Ngô Quyền, Hoàn Kiếm, Hà Nội, Tầng 5, Tòa International Centre, 17 Ngô Quyền, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội.","Nhiệm vụ: Quản lý chất lượng về xây dựng thi công các Công trình Chuỗi Siêu thị WinMart và Cửa hàng WinMart+
1. Hoạch định hệ thống quản lý chất lượng
- Tham mưu cho Giám đốc Khối về việc kiểm soát chất lượng xây dựng đối với các dự án (xây dựng/ cải tạo/ mở mới/ đóng cửa) chuỗi Siêu thị WinMart/Cửa hàng WinMart+
- Quy hoạch, thiết lập và kiểm soát các yêu cầu để đảm bảo chất lượng thi công xây dựng phù hợp với quy định Nhà nước; mục tiêu và chiến lược chung của Tập đoàn & Công ty
2. Xây dựng và vận hành tiêu chuẩn chất lượng
Xây dựng, vận hành và kiểm soát triển khai các tiêu chuẩn chất lượng xây dựng. Đảm bảo việc thực thi các tiêu chuẩn, các phương pháp kiểm tra, giám sát thi công tại các dự án
3. Cải tiến liên tục
- Cải tiến liên tục hệ thống chất lượng bao gồm sử dụng các công cụ kiểm tra thích hợp, các kỹ thuật mới và các hệ thống kiểm tra tự động.
- Thực thi các hướng dẫn hoặc thông lệ tốt nhất
4. Xây dựng hệ thống quản lý rủi ro liên quan đến chất lượng xây dựng
Xây dựng bộ quản trị rủi ro liên quan đến hệ thống chất lượng và an toàn thi công tại các dự án (xây dựng/ cải tạo/ mở mới/ đóng cửa)
5. Phân tích thông tin
Thu thập, phân tích và xử lý các thông tin liên quan, kịp thời đưa ra cảnh báo, phòng ngừa, đảm bảo sự chủ động về việc kiểm soát chất lượng xây dựng của Công ty","- Có từ 05 năm kinh nghiệm ở vị trí Quản lý/Trưởng Phòng tương đương trong lĩnh vực QA/QC công trình xây dựng/Thanh tra xây dựng/Giám sát thi công
- Tốt nghiệp các trường chuyên ngành Xây dựng/ Kiến trúc/ Kỹ thuật công trình
- Am hiểu tiêu chuẩn kỹ thuật xây dựng, quy định pháp luật và các quy trình nghiệm thu công trình.
- Kỹ năng đọc hiểu bản vẽ, kiểm tra vật liệu và đánh giá chất lượng thi công.
- Có kiến thức về quản lý chất lượng xây dựng, an toàn lao động & vệ sinh môi trường
- Thành thạo về Autocad, MS Office (Word, Excel, PowerPoint…), Project và các phần mềm chuyên ngành.",2025-10-22,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,5,Không giới hạn,Không hiển thị,,Trưởng phòng,"Construction Quality Management, Construction Project, Xây Dựng Chuỗi Cửa Hàng, Xây Dựng, Chất Lượng Xây Dựng",Tiếng Việt,Người Việt Nam,Nam,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Construction Quality Management, Construction Project, Xây Dựng Chuỗi Cửa Hàng, Xây Dựng, Chất Lượng Xây Dựng, Công Ty Cổ Phần Dịch Vụ Thương Mại Tổng Hợp Wincommerce, Hà Nội",Xây Dựng,35,45,,,
