Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
Chuyên Viên Cao Cấp Quản Trị Hiệu Suất - Khối KHCN GPBank,Ngân Hàng TNHH MTV Kỷ Nguyên Thịnh Vượng - GPBank,"Số 19 Bà Triệu, P. Cửa Nam, TP. Hà Nội, Số 19 Bà Triệu, P. Cửa Nam, TP. Hà Nội","Địa điểm làm việc: Trụ sở chính - 19 Bà Triệu, Cửa Nam, Hà Nội.
Mô tả công việc:
1. Lập kế hoạch: Lập kế hoạch và triển khai Xây dựng kế hoạch quản lý, đánh giá năng suất bán hàng của Cán bộ bán hàng/ ĐVKD nhằm đưa ra đề xuất, chính sách thúc đẩy kinh doanh phù hợp với định hướng của ngân hàng.
2. Tổ chức triển khai:
- Tổ chức triển khai xây dựng các báo cáo liên quan đến năng suất bán hàng và thực hiện đánh giá, dự đoán năng suất bán hàng, dự đoán tình hình hoàn thành KHKD nhằm báo cáo, khuyến nghị đến Ban lãnh đạo các biên pháp triển khai phát triển kinh doanh.
- Điều phối thực hiện đánh giá KQHT của Cán bộ Kinh doanh.
- Tổ chức triển khai phân tích, đánh giá tình hình kinh doanh/thị trường nhằm đề xuất lên Ban lãnh đạo các đề xuất cải tiến, điều chỉnh, đề xuất mới các chương trình, chính sách liên quan đến quản lý kinh doanh (Mô hình bán, mạng lưới, JDs, Jobgrade,...), nhân sự dảm bảo theo định hướng, chiến lược phát triển chung của Khối/Ngân hàng
3. Giám sát hoạt động xây dựng kế hoạch kinh doanh, KPIs, kiểm soát ngân sách của Khối:
- Kiểm soát, giám sát tính hợp lý, tuân thủ khi xây dựng chính sách liên quan đến quản lý kinh doanh/ Nhân sự đảm bảo đúng định hướng của ngân hàng.
- Quản lý, theo dõi tiến độ công việc chung và kiểm soát chất lượng công việc.
- Kiểm soát tính phù hợp, hữu dụng, chính xác của báo cáo.
- Giám sát quá trình chi trả vận hành liên quan đến quản lý kinh doanh đảm bảo đúng Quy định
- Kiểm soát tính tuân thủ theo quy định của ngân hàng khi thực hiện các chính sách liên quan đến nhân sự
4. Phát triển đội ngũ:
- Đào tạo và kèm cặp cho CBNV, đảm bảo thực hiện các mục tiêu và yêu cầu công việc.
- Tổ chức đánh giá năng lực, đào tạo nâng cao năng lực CBNV.
5. Thực hiện các công việc theo chỉ đạo của Ban Lãnh đạo.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Ngân Hàng & Dịch Vụ Tài Chính,Ngân hàng,3.0,Không giới hạn,Không hiển thị,,Nhân viên,"Nghiên Cứu và Phân Tích Dữ Liệu, Quản Trị Hiệu Suất",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Phân Tích & Báo Cáo Tài Chính, Ngân hàng, Nghiên Cứu và Phân Tích Dữ Liệu, Quản Trị Hiệu Suất, Ngân Hàng TNHH MTV Kỷ Nguyên Thịnh Vượng - GPBank, Hà Nội",Phân Tích & Báo Cáo Tài Chính,0,100,34500000.0,23000000.0,46000000.0
Chuyên Viên Nhân Sự,Công Ty Cổ Phần Khu Công Nghiệp Tổ Hợp Công Nghệ Thành Công Việt Hưng (Nhà Máy Ô Tô Thành Công Việt Hưng),"Nhà máy ô tô Thành Công Việt Hưng, KCN Việt Hưng, Tp.Hạ Long, Quảng Ninh, Khu công nghiệp Việt Hưng – TP Hạ Long, Quảng Ninh","‐ Khảo sát nhu cầu đào tạo từ các phòng/xưởng; lập kế hoạch đào tạo năm / quý / tháng.
‐ Lập và quản lý ngân sách đào tạo; đề xuất phê duyệt, theo dõi và kiểm soát chi phí hiệu quả.
‐ Thiết kế và triển khai các chương trình đào tạo nội bộ: hội nhập, kỹ năng, kỹ thuật sản xuất, tiêu chuẩn chất lượng, an toàn.
‐ Làm việc với nhà cung cấp đào tạo; trực tiếp giảng dạy các khóa đào tạo cơ bản (Onboarding, Văn hóa doanh nghiệp…).
‐ Quản lý hồ sơ đào tạo; đánh giá hiệu quả và báo cáo định kỳ.
‐ Lập và triển khai kế hoạch truyền thông nội bộ theo tháng/quý/năm.
‐ Biên soạn và quản lý nội dung truyền thông: thông báo, bản tin nội bộ, bài viết sự kiện.
‐ Quản lý các kênh truyền thông nội bộ (email, bảng tin, fanpage/Zalo nội bộ).
‐ Phối hợp tổ chức các hoạt động, sự kiện nội bộ nhằm tăng gắn kết CBNV.
‐ Ghi nhận phản hồi và đề xuất cải tiến hoạt động truyền thông nội bộ.
- Đề xuất cải tiến chương trình đào tạo và truyền thông nhằm nâng cao hiệu quả dài hạn.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Nhân Sự/Tuyển Dụng,Sản xuất,2.0,Cử nhân,Không hiển thị,,Nhân viên,"Tin Học Văn Phòng (Word- Excel- Powerpoint), Thuyết Trình, Canva & Capcut, Lập Kế Hoạch",Bất kỳ,Người Việt Nam,Bất kỳ,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Sản xuất, Tin Học Văn Phòng (Word- Excel- Powerpoint), Thuyết Trình, Canva & Capcut, Lập Kế Hoạch, Công Ty Cổ Phần Khu Công Nghiệp Tổ Hợp Công Nghệ Thành Công Việt Hưng (Nhà Máy Ô Tô Thành Công Việt Hưng), Quảng Ninh",Nhân Sự Tổng Hợp,0,100,11500000.0,9200000.0,13800000.0
Senior Automation Engineer,Coherent Vietnam,"2A – 1.F1, Tran Phu Street, Nhon Trach I Industrial Park, Nhon Trach Ward, Dong Nai Province, Vietnam, 36 VSIP, Street No. 4, Vietnam – Singapore Industrial Park, Binh Hoa Ward, Ho Chi Minh City, Vietnam, Số 36, đường số 4, Khu công nghiệp VSIP I, Thành phố Thuận An, Tỉnh Bình Dương","Company Overview:
Coherent Corp. is a global leaders in datacenter and communications industries. Headquartered in Saxonburg, Pennsylvania, USA, and founded in 1971, Coherent operates in over 20 countries worldwide. Since entering Vietnam in 2005, Coherent has expanded to over 2,400 employees across Binh Duong (VSIP1), Dong Nai (Nhon Trach 1), Hanoi, and Bac Ninh (Yen Phong IP). As part of our global growth strategy and commitment to local talent development, we aim to create over 4,000 new job opportunities in Vietnam within the next five years.

Business Title: Senior Engineer, Automation Engineering
Business Unit: CTS - Coherent Thermal Solutions (new project - factory expansion)
Work Location: 36 VSIP, Street No. 4, Vietnam – Singapore Industrial Park, Binh Hoa Ward, Ho Chi Minh City, Vietnam.

Job Overview
- Automation expertise: Lead automation innovation to improve existing manufacturing processes with minimal impact on product quality
- Process optimization: Design and implement new automation approaches aligned with internal customer requirements",,2026-01-14,Sản Xuất,Sản xuất,5.0,,,,Nhân viên,"Automation, Prototype, PLC, SCADA, Robotics",Tiếng Anh,Không hiển thị,,,,"Sản Xuất, Nghiên Cứu & Phát Triển, Sản xuất, Automation, Prototype, PLC, SCADA, Robotics, Coherent Vietnam, Đồng Nai, Hồ Chí Minh",Nghiên Cứu & Phát Triển,0,100,,,
DISTRIBUTOR SUPERVISOR (FMCG) – Dong Nai,Navigos Search,"Biên Hòa, Đồng Nai, HCMC","Job Purpose:
Support and work closely with key Distributors to help them achieve sales targets and KPIs through strong in-market execution.

Key Responsibilities:
• Ensure Distributors meet sales targets and KPIs through their sales teams.
• Work closely with Distributors to improve sales execution and productivity.
• Analyze market performance and solve execution issues based on field reality.
• Monitor stock at outlets and ensure orders are fulfilled on time.
• Ensure product availability, visibility, and correct display at all points of sale.
• Identify and manage key outlets in the assigned area.
• Conduct daily market visits to supervise and coach Distributor sales teams.
• Track coverage and expand distribution in the territory.
• Support consumer and trade activation activities to boost sales.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Kinh Doanh,Hàng tiêu dùng,4.0,Không giới hạn,1,9:00 - 18:00,Trưởng phòng,"Communication, Distributor System Management, Event Execution, Sales Management, Trade Marketing",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Communication, Distributor System Management, Event Execution, Sales Management, Trade Marketing, Navigos Search, Đồng Nai",Bán Hàng/Phát Triển Kinh Doanh,25,35,,,
HR Intern,Masan Consumer Holdings,"Mplaza Saigon Tower, 39 Le Duan, Quan 1, 23 Le Duan Street, District 1, HCMC","• Post job ads, screen CVs, contact candidates, and arrange interviews.
• Update and maintain employee records, prepare HR reports.
• Assist in preparing training materials and logistics for programs.
• Design content using Canva and support employee engagement activities.
• Use Excel and Power BI to prepare reports and dashboards.
• Handle other HR-related duties as assigned.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Nhân Sự/Tuyển Dụng,Hàng tiêu dùng,,,,,Thực tập sinh/Sinh viên,"Canva, Canva, Canva, English Communication, Excel, Power BI, Team Work",Bất kỳ,Không giới hạn,,,,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Hàng tiêu dùng, Canva, Canva, Canva, English Communication, Excel, Power BI, Team Work, Masan Consumer Holdings, Hồ Chí Minh",Nhân Sự Tổng Hợp,0,100,,,
Distributor Supervisor (FMCG) - Binh Duong,Navigos Search,"Binh Duong, HCMC, HCMC","Job Purpose:
Support and work closely with key Distributors to help them achieve sales targets and KPIs through strong in-market execution.

Key Responsibilities:
• Ensure Distributors meet sales targets and KPIs through their sales teams.
• Work closely with Distributors to improve sales execution and productivity.
• Analyze market performance and solve execution issues based on field reality.
• Monitor stock at outlets and ensure orders are fulfilled on time.
• Ensure product availability, visibility, and correct display at all points of sale.
• Identify and manage key outlets in the assigned area.
• Conduct daily market visits to supervise and coach Distributor sales teams.
• Track coverage and expand distribution in the territory.
• Support consumer and trade activation activities to boost sales.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Kinh Doanh,Hàng tiêu dùng,4.0,Không giới hạn,1,9:00 - 18:00,Trưởng phòng,"Communication, Distributor System Management, Event Execution, Sales Management, Trade Marketing",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Communication, Distributor System Management, Event Execution, Sales Management, Trade Marketing, Navigos Search, Bình Dương",Bán Hàng/Phát Triển Kinh Doanh,25,35,,,
Distributor Supervisor (FMCG) HCMC,Navigos Search,"Thành phố Hồ Chí Minh, Việt Nam, HCMC","Job Purpose:
Support and work closely with key Distributors to help them achieve sales targets and KPIs through strong in-market execution.

Key Responsibilities:
• Ensure Distributors meet sales targets and KPIs through their sales teams.
• Work closely with Distributors to improve sales execution and productivity.
• Analyze market performance and solve execution issues based on field reality.
• Monitor stock at outlets and ensure orders are fulfilled on time.
• Ensure product availability, visibility, and correct display at all points of sale.
• Identify and manage key outlets in the assigned area.
• Conduct daily market visits to supervise and coach Distributor sales teams.
• Track coverage and expand distribution in the territory.
• Support consumer and trade activation activities to boost sales.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Kinh Doanh,Hàng tiêu dùng,4.0,,,,Trưởng phòng,"Communication, Distributor System Management, Event Execution, Sales Management, Trade Marketing",Tiếng Anh,Người Việt Nam,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Communication, Distributor System Management, Event Execution, Sales Management, Trade Marketing, Navigos Search, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100,,,
Senior Project Manager,Navigos Search,"Hanoi City, Hanoi / HCMC","1.
• Lead ERP/digital transformation project delivery including requirement analysis, blueprint design, system configuration, testing, go-live, and acceptance;
• Provide localized solutions based on Vietnam regulations (tax, e-invoice, VAT, VAS) and industry best practices;
• Manage scope, quality, cost, and timeline to ensure successful delivery and high customer satisfaction.
2.
• Support sales team with customer presentations, POC, solution design, and demos;
• Deliver localized solutions for manufacturing, trading, real estate, retail and more;
• Communicate solution value to CXO/CIO level stakeholders.
3.
• Collect Vietnam regulatory requirements (tax, e-invoice, VAS) and convert into product specifications;
• Collaborate with China R&D teams to deliver localized features;
• Conduct product testing, version acceptance, and rollout support.
4.
• Maintain strong customer relationships and manage cross-functional collaboration;
• Deliver project documentation, case studies, and methodology assets;
• Identify and manage project risks and drive issue resolution.
5.
• Provide methodology and product training for Vietnam consultants and partners;
• Drive knowledge transfer and internal best-practice sharing.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-01-14,Kiến Trúc/Xây Dựng,Hệ thống CNTT & Thiết bị,8.0,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Manage ERP Software, Digitalization, Project Management, SQL Server, SAP-ERP",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Quản Lý Dự Án, Hệ thống CNTT & Thiết bị, Manage ERP Software, Digitalization, Project Management, SQL Server, SAP-ERP, Navigos Search, Hà Nội",Quản Lý Dự Án,0,100,,,
Production Industrialization Specialist For Woven Team,Decathlon Vietnam,"60 Mẹ Nhu, Thanh Khê, Liên Chiểu, Đà Nẵng, Việt Nam, Pax Sky, Ung Văn Khiêm, Phường 25, Bình Thạnh, Ho Chi Minh City, Vietnam","Purpose: You will be the architect behind transforming innovative prototypes into high-quality, cost-effective, and environmentally responsible mass-produced sporting goods. You'll directly guarantee the seamless reproduction of our prototypes, ensuring they meet Decathlon's rigorous quality, cost, and lead time requirements, while upholding our commitment to environmental standards.

KEY RESPONSIBILITIES:
1. Supplier Management: Proactively manage our industrial partners, leveraging your expertise to foster strong, collaborative relationships, follow up strictly with suppliers on some Decathlon assessments.
2. Technical Feasibility: Master the technical requirements of the production process, ensuring designs are technically feasible for mass production.
3. Sample Validation: Oversee and validate sample production, ensuring strict adherence to quality and design specifications.
4. Cost Optimization: Drive continuous improvement in process cost, identifying efficiencies without compromising quality.
5. Process Mastery: Become the expert in our industrialization rules, applying them effectively to your dedicated production processes.
6. Production Line Optimization: Identify and implement strategies to optimize production lines, enhancing efficiency and output.",,2026-01-14,Sản Xuất,Dệt may/May mặc/Giày dép,3.0,,,,Nhân viên,"Commercialization Process, Continuous Improvement (CI), Quality Management Systems",Tiếng Anh,Không giới hạn,,,,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Dệt may/May mặc/Giày dép, Commercialization Process, Continuous Improvement (CI), Quality Management Systems, Decathlon Vietnam, Đà Nẵng",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,,,
Quality Supporter For Woven Team,Decathlon Vietnam,"Taisei Square Hanoi, Khuất Duy Tiến, Thang Long Number One, Trung Hoà, Cầu Giấy, Hanoi, Vietnam, Pax Sky, Ung Văn Khiêm, Phường 25, Bình Thạnh, Ho Chi Minh City, Vietnam","At Decathlon, we believe sport brings joy and well-being to everyone. We are a global leader in sporting goods, committed to designing, producing, and distributing innovative products that are accessible to all. Join our dynamic team in Vietnam, a vital production hub, and play a crucial role in ensuring the highest quality standards for our global sports enthusiasts.

PURPOSE: Your mission is to be the guardian of product excellence. You will lead the charge in industrial quality, ensuring every sports product meets our stringent global standards from prototype to mass production, directly contributing to customer satisfaction and Decathlon's reputation.

KEY RESPONSIBILITIES:
Quality Control and Compliance:
1. Oversee and control product quality both in-line and before shipment, ensuring consistent adherence to specifications.
2. Guarantee Decathlon compliance standards and local regulations are met across all dimensions: safety, environment, toxicology, and social compliance.
3. Lead and prepare for factory audits, driving accountability and continuous improvement.

Quality Management and Reporting:",,2026-01-14,Sản Xuất,Dệt may/May mặc/Giày dép,1.0,,,,Mới Tốt Nghiệp,"Quality Management, Quality Control and Compliance",Tiếng Anh,Không giới hạn,,,,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Dệt may/May mặc/Giày dép, Quality Management, Quality Control and Compliance, Decathlon Vietnam, Hà Nội",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,,,
