Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
[Urgent] Marketing Expert (Healthcare) - Hanoi,Navigos Search,"Hà Nội, Việt Nam, Hanoi / HCMC","Navigos Search's client is an international company in the healthcare service.

• Design and execute comprehensive marketing strategies aligned with the company’s business goals.
• Plan and oversee marketing campaigns across appropriate channels.
• Manage brand positioning, communication messaging, and overall content direction to ensure consistency and impact.
• Conduct market research and analyze competitors to identify growth opportunities and market trends.
• Track campaign effectiveness and make data-driven adjustments to improve performance and achieve KPIs.
• Work closely with Sales, Performance, and Creative teams to ensure alignment and maximize results.
• Control and allocate the marketing budget efficiently to optimize return on investment.
• Recommend innovative marketing initiatives to strengthen brand visibility and expand market share.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-04,"Tiếp Thị, Quảng Cáo/Truyền Thông",Dịch vụ Y tế/Chăm sóc sức khỏe,5.0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Marketing, Strategy planning",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Nội Dung, Dịch vụ Y tế/Chăm sóc sức khỏe, Marketing, Strategy planning, Navigos Search, Hà Nội",Tiếp Thị Nội Dung,0,100,46000000.0,34500000.0,57500000.0
"Quality Engineer (CNC, CMM Machines)",Coherent Vietnam,,,,,,,,,,,,,,,,,,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Cơ khí/Máy móc/Thiết bị công nghiệp, CMM Programming, CMM Programming, CNC Machining, QA QC, Qc Engineering, Quality Engineer, Coherent Vietnam, Đồng Nai",,0,100,,,
Equipment Maintenance Engineer (Đồng Nai),Coherent Vietnam,"Đường Trần Phú, Khu công nghiệp Nhơn Trạch 1, Phước Thiền, Nhơn Trạch, Đồng Nai, Việt Nam, Đường Trần Phú, KCN Nhơn Trạch I, Xã Nhơn Trạch, Tỉnh Đồng Nai.","Company Overview:
Coherent Corp., named to Forbes’ 2026 America’s Best Companies, is a global leader in the datacenter and communications industries. Headquartered in Saxonburg, Pennsylvania, USA, and founded in 1971, Coherent operates in over 20 countries worldwide. Since entering Vietnam in 2005, Coherent has expanded to more than 3,200 employees<ins> across Ho Chi Minh (VSIP1), Dong Nai (Nhon Trach 1), Hanoi, and Bac Ninh (Yen Phong IP). As part of our global growth strategy and commitment to developing local talent, we aim to create over 8,000 new job opportunities<ins> in Vietnam within the next five years through hundreds of millions of dollars in investment projects.

Work Location: Đường Trần Phú, Khu công nghiệp Nhơn Trạch 1, Phước Thiền, Nhơn Trạch, Đồng Nai, Việt Nam

BASIC FUNCTION OF THE JOB: The Equipment Maintenance Engineer is responsible for maintaining and improving manufacturing equipment to ensure stable operation, minimize downtime, and meet production targets in terms of productivity, quality, and safety.

KEY RESPONSIBILITIES:
- Perform and manage all maintenance activities (AM/PM/CM/PdM) to ensure high equipment reliability and minimize downtime.
- Troubleshoot mechanical, electrical, and automation issues; conduct root cause analysis (RCA) and implement corrective and preventive actions (CAPA).
- Plan and monitor preventive maintenance schedules; continuously improve PM effectiveness.
- Manage spare parts inventory, safety stock levels, and lead times to support uninterrupted production.
- Monitor equipment KPIs and lead daily team meetings to prioritize tasks based on production impact.
- Lead improvement projects (Kaizen, DMAIC) to enhance equipment performance and reduce costs.
- Develop and update technical documentation (SOPs, Work Instructions, One Point Lessons).
- Train and coach maintenance technicians to improve technical competency.
- Ensure compliance with EHS, 5S, and company safety standards.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-04,Kỹ Thuật,Sản xuất,2.0,Cử nhân,Không hiển thị,07:00 - 18:00,Nhân viên,"Autocad, English Communication, Equipment Maintenance, Predictive Maintenance, Troubleshooting",Tiếng Anh,Người Việt Nam,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Sản xuất, Autocad, English Communication, Equipment Maintenance, Predictive Maintenance, Troubleshooting, Coherent Vietnam, Đồng Nai",Bảo trì/Bảo Dưỡng,0,100,,,
Production Team Leader,Avery Dennison Vietnam,"Dong Nam Industrial Park, Cu Chi District, Ho Chi Minh City Vietnam, Lot E.01, Trung Tam Road, Long Hau IP, Nha Be","ABOUT YOUR ROLE (Mô tả chung về công việc):
Provide supervision and implement all production activities following Avery Dennison’s Corporate Standard towards safety in order to produce high quality products to satisfy customer’s demand on products quality with lowest price and shortest delivery time.
YOUR RESPONSIBILITIES WILL INCLUDE (Các trách nhiệm đảm đương):
- Shift handover meeting, morning shift and evening shift
- Manage and optimize staffing in team to ensure all production target achieved and exceeded (beginning of every shift)
- Check and ensure the workers implement and maintain the safety regulations strictly, sanitation (5S) in manufacturing area (hourly).
- Recognize and control the running speed of the machines with operators
- Control and reduce the scraps per each machine in group
- Control output hourly; Follow up and ensure all orders completed as planned
- Assign staff and support team to handle occurred problems related to machines
- Guide, check and ensure staff to comply good practice and processes in production
- Do the production reports as requested and ensure all reports to be complied with process.
- Investigate the cause that KPIs is not targeted while providing action plan
- Participate in MDI meeting daily and report the problems arisen yesterday
- Coordinate with Supervisors/related departments to resolve all incidents and develop the improvement plan
- Report to Supervisor hourly about all activities related to production
- Follow up the daily target and the completion possibility of each staff; ensure all staff to achieve OIP points daily.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,"Khác, Khác, Bao bì/In ấn/Dán nhãn, Production Planning, Production Management, Production Control, Leadership, Production, Avery Dennison Vietnam, Hồ Chí Minh",,0,100,,,
Kế Toán Nội Bộ - Tổng Hợp,Công ty TNHH Hồ Bơi 5 Sao Việt Nam,"Số 79B đường Song Hành, Khu Phố 3, Phường Bình Trưng, Thành Phố Hồ Chí Minh, 79b Đường Song Hành, P, An Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","Mô tả công việc:
• Quản lý toàn bộ tài chính của công ty
• Tập hợp các chi phí phát sinh hàng ngày.
• Kiểm tra tính chính xác các chứng từ, số liệu kinh doanh và lưu trữ các số liệu, hạch toán chứng từ,
• Sử dụng tốt các phần mềm kế toán liên quan đến công việc chuyên môn
• Lập các quyết toán công ty và hạch toán rõ ràng các chi phí, thu nhập, công nợ, khấu hao, thuế GTGT
• Lập báo cáo tài chính, báo cáo quản trị, báo cáo nội bộ theo yêu cầu.
• Phối hợp thực hiện các nghiệp vụ thuế, bảo hiểm trên cơ sở đảm bảo tuân thủ các chính sách của công ty
và cơ quan Thuế
• Theo dõi đặt hàng, quản lý số liệu xuất- nhập- tồn kho hàng hóa
• Kiểm soát, quản lý số liệu liên quan đến công nợ phải thu và phải trả khách hàng
• Các công việc khác theo phân công của Quản lý trực tiếp",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-04,Kế Toán/Kiểm Toán,Khác,1.0,Cao đẳng,2,08:00 - 17:30,Nhân viên,"Kế Toán, Kiểm Toán, Mô Hình Tính Toán, Phần mềm kế toán, Tin Học Văn Phòng",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 7,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Khác, Kế Toán, Kiểm Toán, Mô Hình Tính Toán, Phần mềm kế toán, Tin Học Văn Phòng, Công ty TNHH Hồ Bơi 5 Sao Việt Nam, Hồ Chí Minh",Kế Toán Tài Chính,24,100,15000000.0,12000000.0,18000000.0
KIỂM TOÁN VIÊN CÔNG NGHỆ THÔNG TIN - KIỂM TOÁN NỘI BỘ - TRỰC THUỘC BAN KIỂM SOÁT,SACOMBANK – NGÂN HÀNG TMCP SÀI GÒN THƯƠNG TÍN,,,,,,,,,,,,,,,,,,"Kế Toán/Kiểm Toán, Kiểm Soát Viên Tài Chính, Kế toán/Kiểm toán, Công Nghệ Thông Tin, Kiểm Toán Nội Bộ, Kiểm toán tài chính, Kiểm toán tài chính, Kiểm toán tài chính, Kiểm toán tài chính, Kiểm toán tài chính, Kiểm toán tài chính, Kiểm Toán Viên Cao Cấp, Kiểm Toán Độc Lập, SACOMBANK – NGÂN HÀNG TMCP SÀI GÒN THƯƠNG TÍN, Hồ Chí Minh",,0,100,,,
Giáo Viên & Trợ Giảng Tiếng Anh Fulltime/part Time,Ms.ngân's English,"221 Đường Hậu Giang, phường 5, Quận 6, Thành phố Hồ Chí Minh, Việt Nam, 221 Hậu Giang phường 5 Quận 6 Tp.HCM","Trung Tâm Tiếng Anh Ms.Ngân's English cần tuyển giáo viên, trợ giảng tiếng anh bổ sung cho chi nhánh lớn nhất Quận 6 và Quận Bình Tân, Tp.HCM. Chúng tôi sở hữu đa dạng nội dung và phương pháp giảng dạy project-based learning update mới nhất, lạ và thú vị nhất. Chỉ cần ứng viên có tinh thần yêu trẻ và đam mê giảng dạy, bạn sẽ được nhận, làm việc và đào tạo trong môi trường hạnh phúc với năng lượng tích cực. Bạn sẽ trở thành 1 giáo viên xuất sắc, vui tươi và sinh động.

NỘI DUNG CÔNG VIỆC:
Giáo Viên Tiếng Anh (Ưu tiên ứng viên làm fulltime)
- Giảng dạy các lớp tiếng Anh Thiếu Nhi, Thanh thiếu niên, người lớn trong môi trường 100% tiếng Anh.
- Luyện thi các chứng chỉ Cambridge ( Starters, Movers, Flyers, Ket, Pet).
- Luyện thi các lớp IELTS mức lương hấp dẫn ( nếu có năng lực ).
- Soạn giáo án, bài giảng, chuẩn bị tư liệu giảng dạy vui tươi, sinh động.
- Hiểu và đánh giá được năng lực của học sinh mình đang đứng lớp giảng dạy.
- Giám sát, quản lý tình hình học tập của các lớp khác do trung tâm chỉ định.
- Trao đổi với phụ huynh về tình hình học tập của học sinh qua điện thoại, báo cáo tình hình học của học sinh cho quản lý, phụ huynh.

Trở Giảng Tiếng Anh:
- Hỗ trợ giáo viên giảng dạy trên lớp, hỗ trợ học sinh yếu trong học tập.
- Tương tác,trò chuyện, giúp đỡ và vui chơi cùng các em học sinh trong việc học tiếng Anh
- Quản lý hồ sơ học viên, trao đổi thông tin với phụ huynh học viên, báo cáo tình hình học tập.
- Một số công việc khác theo yêu cầu như hỗ trợ các event của trung tâm.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-04,Giáo Dục,Giáo dục/Đào Tạo,,Không giới hạn,Không hiển thị,,Nhân viên,"Giáo Dục, English, Teaching, Classroom Management, Tesol Certificate",Bất kỳ,Không hiển thị,Không hiển thị,,Nghề tự do,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, Giáo Dục, English, Teaching, Classroom Management, Tesol Certificate, Ms.ngân's English, Hồ Chí Minh",Giảng Dạy/Đào Tạo,0,100,16445000.0,9890000.0,23000000.0
"Nhân Viên Tư Vấn Khóa Học, Du Học Tại Trung Tâm Tiếng Anh Lớn Nhất Quận 6",Hệ Thốn Trung Tâm Tiếng Anh Và Du Học Ms Ngân English,"221 Đường Hậu Giang, phường 5, Quận 6, Thành phố Hồ Chí Minh, Việt Nam, 221 Hậu Giang phường 5 Quận 6 Tp.HCM","Ứng viên có ý chí và đam mê trong lĩnh vực dạy học tiếng Anh hoặc Tư vấn Du học sẽ đều được nhận cho dù bạn không có kinh nghiệm. Bạn sẽ được đào tạo, huấn luyện chi tiết, bài bản và chuyên nghiệp.

Hệ thống Trung tâm Ms.Ngân's English tự hào là hệ thống trung tâm nổi tiếng và có quy mô lớn nhất Quận 6, Quận Bình Tân, Tp.HCM và đã có kinh nghiệm hoạt động trên 15 năm. Cần tuyển vị trí nhân viên tư vấn khoá học với công việc:

- Tư vấn các khóa học cho phụ huynh. Hướng dẫn phụ huynh và học viên làm các thủ tục kiểm tra trình độ, nhập học tại Trung tâm.
- Hướng dẫn & đón tiếp khách đến giao dịch tại Trung tâm với thái độ niềm nở, chu đáo, lịch sự, chuyên nghiệp.
- Ghi chép, theo dõi thông tin khách hàng đến liên hệ công việc với Trung tâm.
- Truyền tải nội dung, giúp phụ huynh hiểu về trung tâm cũng như các chương trình, các lợi ích mà trung tâm mang lại cho các em học sinh. Thuyết phục phụ huynh đăng ký học cho con em.
- Chăm sóc khách hàng, là cầu nối giữa phụ huynh, học viên và Trung tâm, truyền tải thông tin của trung tâm đến phụ huynh khi cần thiết.
- Tổng hợp thông tin khách hàng, thường xuyên cập nhật số lượng học viên đã đăng ký trong sổ, thu thập thông tin về khách hàng, nhu cầu khách hàng, khả năng khách hàng …
- Gọi điện thoại và trả lời các cuộc điện thoại tư vấn cho phụ huynh về chương trình học, các sự kiện của trung tâm.
- Ứng viên có kinh nghiệm về tư vấn du học sẽ có mức lương cao hấp dẫn.
- Ứng viên không có kinh nghiệm về tư vấn khóa học hay tư vấn du học sẽ được đào tạo, chỉ cần bạn có ý chí học hỏi.
- Tham gia hỗ trợ event ( sự kiện, lễ hội ) của trung tâm khi cần.
- Các công việc khác theo sự phân công của Giám đốc và quản lý Trung tâm.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2026-03-04,Giáo Dục,Giáo dục/Đào Tạo,0.0,Không giới hạn,Không hiển thị,,Nhân viên,"Telesales, Tư Vấn Khóa Học, Sales, Tư Vấn, Business Development",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Giáo Dục, Tư Vấn Giáo Dục, Giáo dục/Đào Tạo, Telesales, Tư Vấn Khóa Học, Sales, Tư Vấn, Business Development, Hệ Thốn Trung Tâm Tiếng Anh Và Du Học Ms Ngân English, Hồ Chí Minh",Tư Vấn Giáo Dục,0,100,21275000.0,8050000.0,34500000.0
Graduate Engineering Trainee 2026 - Supply Planning,AkzoNobel Vietnam,,,,,,,,,,,,,,,,,,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, English, Industrial Engineering, Industrial Management, Logistics, Supply Chain, AkzoNobel Vietnam, Đồng Nai",,0,100,,,
Graphic Designer,Fresh Studio Innovations Asia Ltd.,,,,,,,,,,,,,,,,,,"Thiết Kế, Thiết Kế Đồ Họa, Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản, Adobe Illustrator, Adobe Photoshop, Creative Thinking, Graphic Design, Visual Communication, Fresh Studio Innovations Asia Ltd., Hồ Chí Minh",,0,100,,,
