Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
[HCM] Business Development Executive,Coca-Cola Beverages Vietnam,"485 Xa Lộ Hà Nội, Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam, 485 Ha Noi Highway, Linh Trung Ward, Thu Duc Dist, HCM","Job Summary:
To prospecting, apply proper policies and acquire new accounts/key accounts, develop and to increase sales & distribution of the company’s products in all outlets within the assigned territory through proper and adequate in-outlet execution.

Key Responsibilities:
1. New Account prospecting and Acquisition
- Prospecting new potential accounts through mapping, collecting and verifying customer information; do customer classification and segmentation
- Proactively approach and build relationship to key decision maker/stakeholders, investigate customer needs and design proper contract, policies, PICOS to gain customer partnership and increase volume/revenue
- Get alignment from internal stakeholders, distributor; get agreement and commitment from customer in term of designed contract, policies, PICOS commitment

2. Account Development
- Implement sales visit as company service policy
- Maintain Customer relationship",,,,,,,,,,,,,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Horeca, Sales, Sales Supervisor, Key Account Development, Coca-Cola Beverages Vietnam, Hồ Chí Minh",,0,100,,,
Research Engineer Large Language Model (LLM) Pretraining,CÔNG TY CỔ PHẦN VINSMART FUTURE,"Vincom Center Đồng Khởi, Lê Thánh Tôn, Phường, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 7th Floor, Technopark Tower, Vinhomes Ocean Park 1, Gia Lam District, Hanoi, TechnoPark Tower, Vinhomes Ocean Park, Đa Tốn, Gia Lâm, Hanoi, Việt Nam","Key Responsibilities
1. Data Engineering for Pretraining
• Build and maintain scalable pipelines for text collection, cleaning, deduplication, filtering, and quality scoring.
• Process large-scale Vietnamese and multilingual datasets.
• Implement tokenization workflows, corpus sharding, mixture sampling, and dataset balancing.
• Develop automated dataset validation and quality assurance tools.
2. Model Training & Optimization
• Support distributed training of LLMs using DeepSpeed, Megatron-LM, FSDP, or similar.
• Optimize throughput, memory efficiency, and multi-node GPU performance.
• Run full-scale LLM experiments and troubleshoot training issues.
• Conduct model fine-tuning, instruction tuning, and alignment if needed.
3. Infrastructure & Engineering
• Work with multi-GPU/multi-node clusters using Slurm, Docker/Singularity.
• Maintain experiment tracking pipelines.
• Develop reusable tools for logging, checkpointing, and evaluations.
4. Evaluation & Benchmarking
• Prepare and maintain Vietnamese and multilingual benchmark suites.
• Implement automated evaluation pipelines.
• Analyze results to guide improvements.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Giáo Dục,Khác,3.0,Cử nhân,10,9:00 - 18:00,Nhân viên,"Python Programming, PyTorch, Transformer Architectures, Gpu Clusters, Vietnamese Nlp",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Giáo Dục, Nghiên Cứu Học Thuật, Khác, Python Programming, PyTorch, Transformer Architectures, Gpu Clusters, Vietnamese Nlp, CÔNG TY CỔ PHẦN VINSMART FUTURE, Hồ Chí Minh, Hà Nội",Nghiên Cứu Học Thuật,15,60,,,
KỸ SƯ QS XÂY DỰNG,Công ty cổ phần cơ điện và PCCC Thăng Long,"Tầng 11, Tòa nhà Licogi 13, Số 164 Khuất Duy Tiến, Thanh Xuân, Hà Nội, R3.24, Dự án nhà ở thấp tầng, Phường Thanh Liệt, TP Hà Nội","• Triển khai các công việc liên quan đến hồ sơ giá dự thầu bao gồm: bóc tách khối lượng, xây dựng đơn giá, kiểm tra khối lượng, các công việc khác liên quan đến hồ sơ dự thầu.
• Phối hợp với các phòng ban liên quan về công tác báo giá vật tư và biện pháp thi công theo hướng dẫn.
• Quản lí chi phí đầu tư trong quá trình thi công xây dựng, công tác thanh toán, quyết quyết toán với Chủ đầu tư, Nhà thầu phụ.
• Kiểm soát tiến độ và chất lượng, hiệu quả kinh tế của các dự án.
• Thực hiện các công việc khác theo sự phân công của cấp quản lý.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,2.0,Cử nhân,3,08:00 - 17:30,Nhân viên,"Auto Cad, Bóc Tách Khối Lượng, Đấu Thầu, Quản Lý Chi Phí, Làm Việc Chịu Áp Lực Cao",Tiếng Việt,Không hiển thị,Bất kỳ,Thứ 2  đến Thứ 7,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Auto Cad, Bóc Tách Khối Lượng, Đấu Thầu, Quản Lý Chi Phí, Làm Việc Chịu Áp Lực Cao, Công ty cổ phần cơ điện và PCCC Thăng Long, Hà Nội",Xây Dựng,24,38,16000000.0,12000000.0,20000000.0
Customer Service Representative (Japanese Speaking) - Attractive career development plan,Navigos Search,"Ho Chi Minh City, Vietnam, HCMC","We are looking for a Customer Service Representative who speaks Japanese to join our client’s company. The main responsibility is to assist customers by answering questions, resolving issues, and providing excellent services. This role also involves gathering information and analyzing data to better support customers. Japanese is used for internal exchange information, especially playing as an Assistant for Japanese Director.

Responsibilities:
• Playing the role of an Assistant to Japanese Director
• Understand and address customer inquiries and complaints
• Provide product or service information clearly and politely
• Collect and summarize customer feedback and data
• Analyze data to identify customer needs and improve service
• Record and update customer information accurately
• Work with the team to improve customer satisfaction",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Dịch Vụ Khách Hàng,Hàng tiêu dùng,1.0,Không giới hạn,1,9:00 - 18:00,Nhân viên,"Communication Skills, Customer Service, Data Analysis, Japanese Speaking, Stress Management",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Hàng tiêu dùng, Communication Skills, Customer Service, Data Analysis, Japanese Speaking, Stress Management, Navigos Search, Hồ Chí Minh",Dịch Vụ Khách Hàng,15,60,,,
HR Admin Executive (Renewable Energy),Navigos Search,"District 3, Ho Chi Minh City, Vietnam, HCMC","Human Resources (50%) – C&B & Payroll
Prepare monthly payroll, including data collection, timesheets, OT, leave records, and relevant adjustments.
Ensure compliance with labor law, PIT, social insurance, and internal HR policies.
Manage social insurance procedures (enrollment, adjustments, claims, benefits).
Support C&B programs: salary review, bonus calculation, employee benefits.
Maintain employee records, HR database, and personnel files.
Coordinate onboarding/offboarding (contracts, probation evaluation, exit process).
Prepare monthly HR reports and ensure data accuracy.

Administration (50%) – Office & Documents
Manage office administration tasks: stationery, facilities, office equipment, suppliers, travel booking (hotel, flight tickets, etc.)
Handle company documents: filing, scanning, archiving, contract management.
Coordinate with cross-functional departments (Business Development, Finance, Legal, Operations) on admin support tasks.
Organize internal meetings, events, company activities, training sessions.
Manage administrative payments such as vendor invoices, PO/PR, expense claims.
Maintain compliance documentation and support internal audit requirements.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Nhân Sự/Tuyển Dụng,Cung cấp nhân lực,3.0,Cử nhân,Không hiển thị,,Nhân viên,"C&B, Payroll, Human Resource Administration, Administration, Documentation",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Cung cấp nhân lực, C&B, Payroll, Human Resource Administration, Administration, Documentation, Navigos Search, Hồ Chí Minh",Nhân Sự Tổng Hợp,0,100,,,
"Quản Lý Tài Chính, Trưởng nhóm Kế toán",Công Ty Cổ Phần Vinpearl,"Tòa nhà Symphony, đường Chu Huy Mân, Q. Long Biên, Hà Nội, Văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị Vinhomes Riverside, Long Biên, Hà Nội","I. QUẢN LÝ TÀI CHÍNH
• Xây dựng hệ thống quản trị tài chính chung bao gồm: Các quy định quy chế chung về tài chính, cấu trúc phân quyền, bộ KPIs,..
• Tham gia công tác lập và thẩm định Kế hoạch kinh doanh / các mảng ngân sách theo phạm vi phụ trách.
• Rà soát, phân tích Báo cáo quản trị.
• Quy hoạch, xây dựng và rà soát Định mức hạn mức (ĐMHM) theo phạm vi phân công
• Thẩm định chính sách giá, chính sách kinh doanh hoặc các trường hợp đặc thù theo yêu cầu.
• Chuẩn bị các báo cáo, thông tin cung cấp cho HĐQT, nhà đầu tư theo các phạm vi liên quan.
• Các phạm vi công việc trong từng giai đoạn sẽ được điều phối bởi lãnh đạo khối/phòng để phù hợp với khối lượng công việc thực tế trong từng giai đoạn.

II. TRƯỞNG NHÓM KẾ TOÁN
1. Kiểm soát kế hoạch
• Xây dựng kế hoạch hành động và giao việc cho CBNV cấp dưới (nếu có)
• Triển khai thực hiện kế hoạch, kiểm soát và đánh giá kết quả hoàn thành (nếu có)
• Thực hiện theo kế hoạch hành động (Nếu có)
• Xây dựng ngân sách trong phạm vi phụ trách
2. Kiểm soát ngân sách, tài sản, chi phí, công nợ
• Kiểm soát việc thực hiện đúng ngân sách, định mức, hạn mức phí
• Đánh giá hiệu quả hoạt động của cơ sở/bộ phận
• Kiểm soát tổ chức quản lý tài sản và đánh giá kết quả
• Kiểm soát công nợ phải thu, hạn nợ
• Thực hiện đối chiếu công nợ với khách hàng định kỳ theo quy định, tháng, quý
• Thực hiện các chuyên đề kiểm tra tuân thủ các quy định
• Kiểm soát Master Data cấu hình hệ thống Cirrus cho hệ thống Vinpearl
• Kiểm soát, cấu hình báo cáo MIS khách sạn , Mis Doanh thu Onsite Khách Sạn
• Hỗ trợ update hạn mức công nợ đại lý
3. Hoạch toán và theo dõi kế toán
• Thực hiện hạch toán nghiệp vụ kế toán doanh thu, chi phí, giá vốn, tài sản .. theo chuẩn mực kế toán
• Hạch toán quản trị theo quy định (đúng kỳ, đúng mã phí, mã bộ phận)
• Kiểm tra, đối soát giao dịch giữa phần mềm front và phần mềm SAP
• Hạch toán & đối chiếu khớp đúng giữa phần mềm SAP và hệ thống kê khai thuế
• Kiểm soát hồ sơ thanh toán đúng quy định Pháp luật, đúng cẩm nang phân quyền
• Rà soát số liệu, đóng sổ báo cáo tài chính định kỳ
• Soát xét số dư công nợ đảm bảo đúng, chính xác đối tượng
• Phối hợp với bộ phận liên quan thu hồi công nợ khách hàng, khoản tạm ứng, trả trước khách hang
• Kiểm soát các khoản đặt cọc và thu hồi cọc theo đúng điều khoản hợp đồng
• Trích khấu hao, phân bổ, giá vốn, theo dõi trích trước đúng kỳ đầy đủ
• Thực hiện kiểm tra và thu hồi tiền
• Thực hiện nộp tiền ra ngân hang
• Báo cáo thu tiền, thu đổi ngoại tệ, hoàn trả tiền cọc, chi khác theo quy định.
• Lập biên bản kiểm kê quả
4. Kiểm soát công tác tính thuế và trả thuế GTGT, các loại thuế khác
• Tổ chức thực hiện và giám sát việc tính và trả thuế GTGT và các loại thuế khác, đảm bảo kê khai đầy đủ, đúng hạn các nghĩa vụ thuế của Công ty theo quy định của Nhà nước
• Nghiên cứu, cập nhật chính sách liên quan đến công tác thuế để triển khai áp dụng tại Vinpearl
5. Kiểm soát tuân thủ
• Triển khai công tác kiểm soát nội bộ về tài chính các cơ sở/bộ phận.
• Rà soát, khắc phục các điểm còn thiếu theo bảng kiểm tuân thủ
• Kiểm tra đánh giá độ tuân thủ với hệ thống QĐQC của cơ sở (Tổng thanh tra)
6. Đánh giá hiệu quả hoạt động
• Đánh giá kết quả đạt được của chương trình tối ưu chi phí theo chuyên đề
7. Hệ thống báo cáo
• Thực hiện các báo cáo kế toán, tài chính, thuế theo định kỳ và theo yêu cầu của Nhà nước, Công ty và Tập đoàn",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Kế Toán/Kiểm Toán,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,5.0,Cử nhân,2,08:30 - 17:30,Trưởng phòng,"Báo Cáo Tài Chính, Kế toán - Kiểm toán, Kế toán - Kiểm toán, Kế toán - Kiểm toán, Kế toán - Kiểm toán, Kế toán - Kiểm toán, KẾ TOÁN TRƯỞNG, Phân Tích Dữ Liệu, Quản Lý Tài Chính",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Báo Cáo Tài Chính, Kế toán - Kiểm toán, Kế toán - Kiểm toán, Kế toán - Kiểm toán, Kế toán - Kiểm toán, Kế toán - Kiểm toán, KẾ TOÁN TRƯỞNG, Phân Tích Dữ Liệu, Quản Lý Tài Chính, Công Ty Cổ Phần Vinpearl, Hà Nội",Kế Toán Tài Chính,15,60,46000000.0,34500000.0,57500000.0
Supplier Quality Engineer,Navigos Search,"Hải Phòng, Hanoi / HCMC","Job Summary
The Supplier Quality Engineer is responsible for working closely with suppliers to ensure that all purchased parts and materials consistently meet the organization’s and customers’ quality standards. This role focuses on supplier development, problem solving, and continuous improvement to support stable plant production.
Key Responsibilities
Supplier Quality Management
• Coordinate and manage the supplier PPAP process, including review, approval, follow-up and organization of part samples.
• Ensure all supplied parts comply with engineering specifications and customer requirements.
• Lead and manage supplier quality issues from notification to closure, including containment, root cause analysis, corrective actions and effectiveness verification.
• Track and summarize supplier-related costs arising from poor quality or service and communicate them to suppliers (e.g. via debit memo process).
Incoming Quality & Performance Monitoring
• Act as process owner for receiving inspection, including supervising Incoming Inspectors and maintaining inspection reports, data and records.
• Prepare and present monthly supplier performance and quality reports to management using standard formats.
• Identify systemic supplier quality issues and poor-performing suppliers and escalate them to the Divisional Supplier Quality team when required.
Containment & Problem Solving
• Coordinate with Divisional Supplier Quality to implement controlled containment actions (internally or at supplier site).
• Facilitate and supervise supplier-based sorting and product containment activities.
• Exercise the authority to stop any process or product delivery in case of non-conformance, safety concern or environmental risk.
Standards & Continuous Improvement
• Support compliance with IATF 16949 and ISO 14001 requirements related to supplier quality.
• Contribute to VA/VE and continuous improvement activities related to supplier performance, product quality and cost.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Sản Xuất,Sản xuất,5.0,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Supplier Quality Management, Supplier Quality Engineer (SQE), SQE, Material Auditing, Quality Assurance",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, Supplier Quality Management, Supplier Quality Engineer (SQE), SQE, Material Auditing, Quality Assurance, Navigos Search, Hải Phòng",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,39100000.0,34500000.0,43700000.0
[HCM] HSE Engineer,Pizza 4P's,"1st Floor, Topaz Building, Sai Gon Pearl, 92 Nguyen Huu Canh, Binh Thanh District, 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh City","POSITION OVERVIEW
The Health, Safety, and Environmental Engineer will coordinate with other function teams to perform specific assessments, inventories, and inspections that support the site’s mission to achieve zero injuries, zero environmental incidents, and zero non-conformances within the following functions: occupational safety, industrial/chemical (process) safety, industrial hygiene, and environmental protection through function teams, under direction from the site EHS leader.

WHAT YOU WILL DO
• Manage safety in the plant/store: Machine safety, electric safety, project safety management, contractor safety …
• Build up technical safety standards in factories/stores
• Provide HSE technical expertise on manufacturing systems, process design, and operating procedures in all stages of operation (design, commissioning, trial, and mass production).
• Develop HSE programs & cooperate with other departments to accomplish safety tasks & develop safety guidelines at work.
• Conduct regular HSE audits/reviews; recommend and oversee corrective/preventive measures to improve safety and ensure regulation compliance.
• Participate actively in the engineering process/program in developing and implementing process safety.
• Implement risk identification and assessment throughout the factory frequently.
• Periodically check and evaluate the safety of equipment.
• Prepare for fire protection rehearsal with employees or local authorities, and conduct firefighting training and practice monthly.
• Build up and develop a safety network team.
• Liaise with various government authorities on workplace health, safety, and environmental issues...",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Kiến Trúc/Xây Dựng,Sản xuất,3.0,Cử nhân,1,9:00 - 18:00,Nhân viên,"HSE, HSE Compliance, HSE Management, HSE Regulations, HSE standards",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, An Toàn Lao Động, Sản xuất, HSE, HSE Compliance, HSE Management, HSE Regulations, HSE standards, Pizza 4P's, Hồ Chí Minh",An Toàn Lao Động,0,100,,,
Legal & Compliance Staff,Công Ty Cổ Phần Morinaga Nutritional Foods Việt Nam,"Tầng 16, toà nhà Coninco, số 4 Tôn Thất Tùng, Kim Liên, Hà Nội, Tầng 16, Coninco Tower, Số 04 Tôn Thất Tùng, Quận Đống Đa, Hà Nội","• Supporting in legal research to provide other depts with legal consultancy; drafting and reviewing contract and legal document under department manager's assignment
• Draft documents and contact relevant parties to carry out procedures for handling intellectual property infringement as assigned by the Head of Department;
• Prepare, submit, or coordinate with local consultants and agents supporting regulatory submissions (if any) and manage regulatory applications required by Vietnamese law and the validity or all licenses of the company in the aspect of enterprise, investment, advertisement, intellectual property, and other licenses related to daily activity of the company to ensure the compliance of the company in respect of regulatory requirements
• Periodically updating new regulations of laws to other departments of the Company
• Liaising relevant parties to carry out procedures for handling legal disputes as assigned by the Head of Department;
• Updating the legal compliance list for other department to follow
• Directly providing guideline and supervising the compliance on An-ti Bribery and Corruption Policy and ABC related Policy to other departments
• Supporting the Head of Department in developing and implementing the Risk Management Framework
• Supporting relevant departments in working with State agencies in the inspection time under the assignment of department manager
• Supporting relevant departments in working with State agencies in the inspection time under the assignment of department manager
• To support in researching regulations of Laws to provide consultancy to the Company’s Departments regarding product declaration and advertisement;
• To draft and review the contract and legal document under department manager's assignment.
• To update monthly on legal regulations that are in effect and relevant to the Company's business activities.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Pháp Lý,Sản xuất,0.0,Không giới hạn,Không hiển thị,,Nhân viên,"Legal, Critical Thinking, Communication and negotiation skills, Legal Thinking, Legal Searching",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Pháp Lý, Quản Lý Thi Hành Pháp Luật, Sản xuất, Legal, Critical Thinking, Communication and negotiation skills, Legal Thinking, Legal Searching, Công Ty Cổ Phần Morinaga Nutritional Foods Việt Nam, Hà Nội",Quản Lý Thi Hành Pháp Luật,0,100,12500000.0,10000000.0,15000000.0
Accounting Admin Associate,Shinhan Vietnam Finance Company Limited,"Lầu 19, tòa nhà The Mett, số 15 Trần Bạch Đằng, phường Thủ Thiêm, Thành phố Thủ Đức, 19F, 15 Tran Bach Dang, Thu Thiem, Thu Duc City, Ho Chi Minh City","I. Job Summary:
To provide comprehensive administrative and organizational support to Head of Finance Division, CFO and wider Departments of Finance Division, ensuring efficient daily operations, coordination of internal and external communication, and accurate documentation in support of the division’s financial activities to ensure the work process operates smoothly.
II. Key Roles & Responsibilities
1. Administrative and Coordination Support (35%)
• Manage calendar, meetings, travel
• Prepare meeting agendas and take minutes
• Internal/ external communication coordination
2. Finance Division Support (25%)
• Assist with document organization, invoice tracking, and interdepartmental coordination
• Track deadlines for reporting/ compliance
3. Reporting and documentation (20%)
• Compile reports (weekly/ monthly/ adhoc)
• Maintain finance division records and filing arrangement
• Budget tracking support
4. Communication and Liaison and Ad-hoc Tasks (20%)
• Interface with Procurement, Treasury, Accounting, ect. on finance related workflows and document flow
• Support financial events, audit preparation
• Other assignments from Head of Finance Division",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-14,Kế Toán/Kiểm Toán,Kế toán/Kiểm toán,1.0,Cao đẳng,1,08:30 - 18:00,Mới Tốt Nghiệp,"Attention To Detail, Effective Communication, Excel Skills, News Reporting, Time Management",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Thanh Toán, Kế toán/Kiểm toán, Attention To Detail, Effective Communication, Excel Skills, News Reporting, Time Management, Shinhan Vietnam Finance Company Limited, Hồ Chí Minh",Kế Toán Thanh Toán,0,100,,,
