Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
[HN] Giám Sát Bán Hàng Online / Key Account Supervisor (E-Commerce - FMCG),Diana Unicharm JSC,"CT KCN Vĩnh Tuy, Vĩnh Hưng, Hoàng Mai, Hà Nội, Việt Nam, Vinh Tuy Industrial Zone, Linh Nam, Hoang Mai, Hanoi","Quản lý toàn bộ hoạt động bán hàng kênh online (C2C, e-shop) trong vùng phụ trách nhằm đảm bảo doanh số, tồn kho, hoạt động vận hành và trưng bày online đạt chuẩn; đồng thời phát triển hệ thống cửa hàng C2C và e-shop, tối ưu hiệu quả các chương trình bán hàng và nâng cao chất lượng nhân sự e-shop.

1. Quản lý Doanh số & Kế hoạch Kinh doanh:
- Xây dựng, phân bổ và chịu trách nhiệm về chỉ tiêu KPI doanh số cho các shop C2C/e-shop và đội ngũ nhân viên.
- Theo dõi sát sao báo cáo doanh số, tồn kho và tiến độ đơn hàng hàng ngày trên hệ thống.
- Thực hiện dự báo nhu cầu thị trường, đưa ra cảnh báo kịp thời về các rủi ro tồn kho và biến động doanh số.

2. Quản lý Vận hành & Trưng bày Online:
- Đảm bảo tiêu chuẩn trưng bày sản phẩm trên các gian hàng (hình ảnh, nội dung, chương trình khuyến mãi) luôn đúng chuẩn thương hiệu.
- Cập nhật và quản lý kho tài liệu Marketing (hình ảnh, video) theo định hướng từ bộ phận chiến lược.
- Xây dựng kế hoạch, số lượng và KPI cho hoạt động Livestream/Video; giám sát hiệu quả thực hiện của shop và nhân viên trực thuộc.

3. Triển khai Chương trình & Phân tích Thị trường:
- Trực tiếp triển khai các chương trình bán hàng, cơ cấu hàng hóa nhằm thúc đẩy doanh số.
- Phân tích báo cáo định kỳ về đơn hàng, mức độ tham gia chương trình và hiệu quả Livestream để đề xuất các giải pháp tối ưu.
- Kiểm soát giá bán, rà soát chương trình khuyến mãi của các SKU, phát hiện và xử lý kịp thời các trường hợp vi phạm chính sách giá (MRP).
- Phối hợp chặt chẽ với các bộ phận liên quan (SP/FM) để xử lý các vấn đề phát sinh theo quy định.

4. Phát triển Khách hàng & Đối tác
- Xây dựng và duy trì mối quan hệ bền vững với khách hàng; phát triển hệ thống e-shop theo đúng định hướng chiến lược của công ty.
- Tìm kiếm, đánh giá và mở rộng mạng lưới các shop C2C tiềm năng (có traffic tốt, uy tín cao).
- Thu thập dữ liệu thị trường, cập nhật xu hướng sản phẩm và theo dõi sát sao hoạt động của đối thủ cạnh tranh.
- Điều phối, hỗ trợ đối tác trong quá trình xử lý đơn hàng, giao hàng, thanh toán và giải quyết khiếu nại.

5. Quản lý Nhân sự & Báo cáo
- Tham gia tuyển dụng, đào tạo kiến thức chuyên môn (TMĐT, bán hàng, livestream, quy trình vận hành) cho nhân viên và đội ngũ cộng tác viên.
- Đánh giá hiệu suất làm việc, đề xuất lộ trình phát triển và khen thưởng cho nhân viên.
- Tổ chức họp điều hành hàng ngày để tổng kết và lập kế hoạch hành động. Thực hiện các báo cáo quản trị đúng thời hạn.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,Bán Lẻ/Tiêu Dùng,Bán lẻ/Bán sỉ,2.0,Cử nhân,2,,Nhân viên,"Ecommerce, Thương Mại Điện Tử, Quán lý KAM/AM, Ecommerce Operations, Retail Sales",Bất kỳ,Người Việt Nam,Bất kỳ,,Toàn thời gian,"Bán Lẻ/Tiêu Dùng, Quản Lý Khu Vực, Bán lẻ/Bán sỉ, Ecommerce, Thương Mại Điện Tử, Quán lý KAM/AM, Ecommerce Operations, Retail Sales, Diana Unicharm JSC, Hà Nội",Quản Lý Khu Vực,0,100,19550000.0,16100000.0,23000000.0
Digital Marketing Executive (Pharmaceutical Sector),"VPĐD Besins Healthcare (Thailand) Co., Ltd Tại TP.HCM","14th Floor, TTC Office Building, No. 253 Hoang Van Thu Street, Tan Son Hoa Ward, Ho Chi Minh City., 14th-Fl, TTC Building, 253 Hoang Van Thu St. Tan Binh Dis. Ho Chi Minh City, Vietnam","The Digital Marketing Executive is responsible for managing social media and e-marketing activities. This role handles multiple projects and helping improve overall Marketing team performance.

Job duties include but are not limited to:

• Administrate company’s social media channels and execute campaign optimization across all paid and organic channels (Google Adwords, Facebook Ads, Email MKT, etc.).
• Develop and execute strategic and tactical plans for social media campaign and digital marketing, email marketing.
• Manage Agency and work closely with the content Brand team to evaluate the return effectiveness KPI.
• Track digital marketing KPIs, analyze social media campaign effectiveness, website traffic flow and provide regular monthly reports.
• Work in close collaboration with Brand manager/Field force to collect / share feedback and ensure correct alignment with targets.
• Identify new trends in digital marketing, evaluate new technologies and ensure the brand is at the forefront of industry developments, particularly developments in mobile marketing.
• Support team in designing visual content for Marketing activities when necessary.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,"Tiếp Thị, Quảng Cáo/Truyền Thông",Dịch vụ Y tế/Chăm sóc sức khỏe,2.0,Cử nhân,1,9:00 - 18:00,Nhân viên,"Analytical Skills, Digital Marketing, Email Marketing, Pharmacy, Social Media Management",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Dịch vụ Y tế/Chăm sóc sức khỏe, Analytical Skills, Digital Marketing, Email Marketing, Pharmacy, Social Media Management, VPĐD Besins Healthcare (Thailand) Co., Ltd Tại TP.HCM, Hồ Chí Minh",Tiếp Thị Trực Tuyến,0,100,,,
Giám Đốc Phòng Kinh Doanh Qua Điện Thoại Cho Vay Không Có TSĐB,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),"4 Phố Tôn Thất Tùng, Trung Tự, Đống Đa, Hà Nội, Việt Nam, Tầng 1 (Tầng trệt) và Tầng 2 Tòa nhà Sailing Tower, Số 111A Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, Việt Nam","Chịu trách nhiệm (i) xây dựng, triển khai và quản lý bán hàng qua điện thoại đối với các sản phẩm vay không có TSBĐ tại Phòng phụ trách và (ii) quản trị rủi ro tín dụng và rủi ro hoạt động nhằm tối ưu hóa lợi nhuận và đảm bảo an toàn tín dụng của Phòng phụ trách.

Phát triển khách hàng (30%)

Tăng trưởng số lượng khách hàng vay không có TSBĐ thông qua kênh bán hàng trực tuyến, tận dụng cơ sở dữ liệu khách hàng lớn và đa dạng của ngân hàng.
Xây dựng chiến lược tiếp cận các phân khúc khách hàng mới và chưa khai thác hiệu quả
Duy trì và phát triển mối quan hệ khách hàng để gia tăng tỷ lệ giữ chân và mở rộng thị phần trong thị trường cũng như bán chéo các sản phẩm khác.
Hiệu quả kinh doanh (30%)

Đảm bảo đạt các chỉ tiêu đã cam kết phù hợp với chiến lược kinh doanh của Khối và Ngân hàng.
Tối ưu chi phí phát triển khách hàng thông qua cải tiến quy trình và công cụ đo lường hiệu quả.
Tăng tỷ lệ bán chéo và bán thêm sản phẩm tài chính cho khách hàng hiện hữu
Trải nghiệm bán hàng (10%)",,2025-12-22,Kinh Doanh,Ngân hàng,3.0,,,,Trưởng phòng,"Quản Lý Kinh Doanh, Cho vay tín chấp, Bán Hàng Qua Điện Thoại, Tài Chính Ngân Hàng, Telesales",Bất kỳ,Không hiển thị,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Ngân hàng, Quản Lý Kinh Doanh, Cho vay tín chấp, Bán Hàng Qua Điện Thoại, Tài Chính Ngân Hàng, Telesales, Ngân Hàng TMCP Quốc Tế Việt Nam (VIB), Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100,28750000.0,23000000.0,34500000.0
Business Development Lead | Creator huntor Lead - creators industry/partnership and user growth (Remote),GANK,"Work From Home, 1 Pemimpin Drive, #08-01 Singapore 576151","Responsibilities:
1. Find and Recruit Creators (50%)
• Research, find and build a database of ideal creator profiles (e.g., cosplayer, streamers, VTubers, lifestyle influencers, etc.).
• Directly contact creators and recruit them to be on Gank.
• Negotiate agreements or contracts with creators for long-term partnership.
2. Onboarding Creators on Gank (30%)
• Support creator activate account on Ganks and help them start earning.
3. Manager Outsourced Hunter Supporter Team
• Build an outsource team including 2-3 members to find more qualified creators and onboarded creators on Gank.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,"Tiếp Thị, Quảng Cáo/Truyền Thông",Nghệ thuật/Giải trí,3.0,Không giới hạn,1,9:00 - 18:00,Nhân viên,"Negotiation Skills, Sales Training, Creator Economy",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Nghệ thuật/Giải trí, Negotiation Skills, Sales Training, Creator Economy, GANK, Khác",Tiếp Thị Trực Tuyến,0,100,21500000.0,18000000.0,25000000.0
Chuyên viên Kinh doanh Kỹ thuật Ngành Hóa chất sản xuất Giấy & Bao bì Carton,Công ty TNHH Thuận Phát Hưng,"129 Đường A4, Phường Bảy Hiền, KCN Đài Tư, Phúc Lợi, 129 Đường A4, Phường 12, Quận Tân Bình, Tp. HCM","- Phát triển và duy trì quan hệ với khách hàng doanh nghiệp sản xuất Giấy, sản xuất Bao bì carton
- Tư vấn và cung cấp giải pháp kỹ thuật phù hợp với nhu cầu khách hàng.
- Hỗ trợ khách hàng trong quá trình triển khai và sử dụng sản phẩm.
- Tham gia hội chợ, sự kiện chuyên ngành để mở rộng mạng lưới và cập nhật thông tin thị trường.
- Tuân thủ hệ thống quy trình và chính sách công ty.
- Sẵn sàng đi công tác khi cần.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,Kinh Doanh,Hoá chất/Hoá sinh,1.0,,,,Nhân viên,"B2B Technology, Bán Hàng Bao Bì, Bán Hàng Hóa Chất, Bán Hàng Kỹ Thuật, Sản Xuất Giấy",Bất kỳ,Người Việt Nam,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hoá chất/Hoá sinh, B2B Technology, Bán Hàng Bao Bì, Bán Hàng Hóa Chất, Bán Hàng Kỹ Thuật, Sản Xuất Giấy, Công ty TNHH Thuận Phát Hưng, Hồ Chí Minh, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100,,,
Chuyên Viên Triển Khai HRM & E-Office,1C Vietnam LLC,"21 -floor, Century Tower, 458 Minh Khai Street, Vinh Tuy Ward, Hanoi, 21st floor, Century Tower, TTTM Times City, số 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","• Hỗ trợ đội ngũ R&D trong việc phát triển sản phẩm phần mềm HRM;
• Kiểm thử và đề xuất các tính năng cho phần mềm;
• Soạn thảo tài liệu hướng dẫn sử dụng;
• Cập nhật các chính sách về kế toán và thuế trên phần mềm HRM & Tính lương;
• Triển khai và hỗ trợ khách hàng sử dụng phần mềm HRM & Quản lý văn bản;
• Thực hiện các công việc khác theo sự phân công của quản lý.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,Nhân Sự/Tuyển Dụng,Phần Mềm CNTT/Dịch vụ Phần mềm,3.0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Software Development, Payroll Management, Nhân Sự, Quản Trị Nguồn Nhân Lực, Tính Lương",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Lương Thưởng & Phúc Lợi, Phần Mềm CNTT/Dịch vụ Phần mềm, Software Development, Payroll Management, Nhân Sự, Quản Trị Nguồn Nhân Lực, Tính Lương, 1C Vietnam LLC, Hà Nội",Lương Thưởng & Phúc Lợi,0,100,,,
"Quản Lý Tài Chính (Chính Sách, Sản Phẩm, Tài Chính)",GSM,"Vinhomes Symphony, phường Phúc Lợi, quận Long Biên, Hà Nội, Symphony Office, đường Chu Huy Mân, Long Biên, Hà Nội","- Xây dựng, rà soát và điều chỉnh các chính sách bán hàng & sản phẩm (SP Ô tô điện/ Xe máy điện Vinfast)
- Theo dõi, phân tích hiệu quả triển khai chính sách kinh doanh; đề xuất cải tiến để tối ưu doanh số.
- Phối hợp với các phòng ban (Tài chính, Pháp chế, Vận hành, Marketing) để thống nhất và triển khai chính sách nhất quán.
- Quản lý hệ thống văn bản, hướng dẫn triển khai, đảm bảo minh bạch và dễ áp dụng cho đội ngũ kinh doanh.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,Kế Toán/Kiểm Toán,Vận tải,3.0,Không giới hạn,Không hiển thị,,Nhân viên,"Kiểm toán, Audit, Tài Chính, Kế Toán",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kiểm Soát Viên Tài Chính, Vận tải, Kiểm toán, Audit, Tài Chính, Kế Toán, GSM, Hà Nội",Kiểm Soát Viên Tài Chính,0,100,32200000.0,23000000.0,41400000.0
R&D và Mua Hàng,Công Ty TNHH Suminoe Textile Việt Nam,"Ha Nam, Ha Noi","Mô tả:
Nhận thiết kế từ công ty mẹ và quản lý
Gửi thiết kế cho nhà cung cấp và yêu cầu làm mẫu nếu cần thiết
Truyền đạt thông tin giữa nhà cung cấp và cty mẹ để hoàn thành mẫu theo yêu cầu
Theo dõi tiến độ làm mẫu của nhà cung cấp để đáp ứng thời gian đặt hàng
Liên lạc với bộ phận R&D để cập nhật thông tin hàng mới
Hỗ trợ kiểm tra chứng từ, hồ sơ và các công việc khác
Lương ~ 13,000,000 VND",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,Hành Chính Văn Phòng,Dệt may/May mặc/Giày dép,,,,,Nhân viên,"Mua Hàng, May Mặc, Tiếng Nhật N3, R&D, Kiểm Tra Chứng Từ",Bất kỳ,Không hiển thị,,,,"Hành Chính Văn Phòng, Thu Mua, Dệt may/May mặc/Giày dép, Mua Hàng, May Mặc, Tiếng Nhật N3, R&D, Kiểm Tra Chứng Từ, Công Ty TNHH Suminoe Textile Việt Nam, Hà Nam, Hà Nội",Thu Mua,0,100,,,
Nhân Viên QC,Công Ty TNHH Suminoe Textile Việt Nam,"Ha Noi, Ha Nam","Job Description
1. Theo dõi, quản lý chất lượng các công đoạn trong nhà máy

2. Theo dõi chất lượng NVL nhập về, phát hành claim bất thường chất lượng đối với NCC, đánh giá và theo dõi chất lượng sau đối sách

Tham gia đánh giá NCC định kì, họp chất lượng với NCC tùy thuộc vào tình hình phát sinh""

3. Xây dựng tài liệu, báo cáo kiểm tra chất lượng từng công đoạn

4. Tổng hợp báo cáo chất lượng hàng tháng

5. Lập báo cáo tổng hợp dữ liệu, file quản lý tương ứng khi cần hoặc khi được cấp trên chỉ thị

6. Đào tạo, quản lý, đánh giá CN",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,Sản Xuất,Dệt may/May mặc/Giày dép,1.0,Cử nhân,Không hiển thị,,Nhân viên,"Kiểm Soát Chất Lượng, QC, Tiếng Anh, Quality Control, Tiếng Nhật N3",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Dệt may/May mặc/Giày dép, Kiểm Soát Chất Lượng, QC, Tiếng Anh, Quality Control, Tiếng Nhật N3, Công Ty TNHH Suminoe Textile Việt Nam, Hà Nội, Hà Nam",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,,,
Chuyên Viên Nghiên Cứu Thị Trường & Sản Phẩm,Tập Đoàn Ecopark,"Khu đô thị Thương mại và Du lịch Văn Giang, xã Xuân Quan, huyện Văn Giang, tỉnh Hưng Yên, Khu đô thị thương mại và du lịch Văn Giang, xã Xuân Quan, huyện Văn Giang, tỉnh Hưng Yên","- Nghiên cứu các dự án có concept sản phẩm sáng tạo trên thị trường và đưa ra các đề xuất áp dụng;
- Phối hợp với các Khối/Phòng/Ban liên quan để bám sát tiến độ triển khác các hạng mục công việc trong quá trình triển khai dự án;
- Soạn các tài liệu nghiên cứu thị trường và sản phẩm, giới thiệu thông tin dự án, mặt bằng bán hàng,…;
- Hỗ trợ các phòng ban xuyên suốt quá trình mở bán, ký Hợp đồng mua bán, bàn giao,…;
- Tuân thủ việc thực hiện hệ thống Chính sách, Quy định, Nội quy, Quy trình, hướng dẫn của Công ty & bộ phận",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-22,"Tiếp Thị, Quảng Cáo/Truyền Thông",Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,,,,Nhân viên,"Phát Triển Sản Phẩm, Phân Tích Thị Trường, Market Research, Nghiên Cứu Thị Trường, English",Tiếng Anh,Không giới hạn,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Nghiên Cứu & Phân Tích Thị Trường, Kỹ thuật xây dựng/Cơ sở hạ tầng, Phát Triển Sản Phẩm, Phân Tích Thị Trường, Market Research, Nghiên Cứu Thị Trường, English, Tập Đoàn Ecopark, Hưng Yên",Nghiên Cứu & Phân Tích Thị Trường,0,100,,,
