Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
Chuyên Viên Mua Hàng Nhập Khẩu,Công Ty CP Liberico,"Tầng 4, tòa nhà Intracom, số 82 Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành Phố Hà Nội, Tầng 4, Tòa nhà Intracom, 82 Dịch Vọng Hậu, Cầu Giấy, Hà Nội","1 Tìm kiếm và phát triển nhà cung cấp
• Tìm kiếm, sàng lọc và đánh giá các nhà cung cấp tiềm năng.
• Duy trì và phát triển mối quan hệ bền vững với nhà cung cấp hiện tại và tiềm năng.
• Cập nhật thông tin thị trường trong nước và quốc tế về nguyên vật liệu, sản phẩm, giá cả, xu hướng...
2 Đàm phán và ký kết hợp đồng
• Làm việc và đàm phán với nhà cung cấp về giá cả và các điều khoản thương mại (điều kiện giao hàng (Incoterms), điều kiện thanh toán, thời gian giao hàng, chất lượng sản phẩm...)
• Soạn thảo và theo dõi việc ký kết hợp đồng mua hàng , đảm bảo tuân thủ các quy định nội bộ và pháp luật.
3 Xử lý và theo dõi đơn hàng
• Thực hiện đặt hàng, theo dõi tiến độ sản xuất, giao hàng, cập nhật thông tin liên tục để đảm bảo đúng tiến độ.
• Phối hợp với bộ phận Logistics, Kế toán, Hải quan, Kho... để xử lý các thủ tục nhập khẩu, thông quan hàng hóa, giao hàng trong nước...
• Theo dõi và xử lý các phát sinh trong quá trình vận chuyển, nhận hàng, khiếu nại chất lượng (nếu có).
4 Quản lý hồ sơ và báo cáo
• Quản lý đầy đủ hồ sơ, chứng từ liên quan đến hoạt động mua hàng : hợp đồng, đơn hàng, vận đơn, CO, CQ, hóa đơn, packing list,...
• Lập báo cáo định kỳ và đột xuất về tiến độ đơn hàng, chi phí mua hàng, các vấn đề phát sinh.

5 Các công việc khác theo phân công của quản lý cấp trên","- Trình độ & kinh nghiệm
• Tốt nghiệp Đại học chuyên ngành Ngoại thương, Kinh doanh quốc tế, Kinh tế, Chuỗi cung ứng hoặc các ngành liên quan.
• Tối thiểu 1-2 năm kinh nghiệm mua hàng nhập khẩu
• Tối thiểu 2–3 năm kinh nghiệm ở vị trí tương đương trong ngành FMCG hoặc các ngành hàng tiêu dùng nhanh.
- Kỹ năng chuyên môn
• Thành thạo nghiệp vụ mua hàng quốc tế, Incoterms, đàm phán thương mại, thanh toán quốc tế (L/C, T/T…).
• Hiểu biết về quy trình nhập khẩu, chứng từ, thủ tục hải quan...
• Kỹ năng tìm kiếm và đánh giá nhà cung cấp.
- Kỹ năng mềm
• Kỹ năng đàm phán, thương lượng tốt.
• Kỹ năng quản lý thời gian và xử lý vấn đề hiệu quả.
• Giao tiếp tiếng Anh thành thạo (nghe – nói – đọc – viết).
• Làm việc độc lập và phối hợp nhóm tốt.
• Cẩn thận, trách nhiệm, chịu áp lực cao.

QUYỀN LỢI

- Mức lương thỏa thuận theo năng lực ứng viên

- Tham gia du xuân/nghỉ mát/teambuilding… hàng năm

- Các chế độ phúc lợi theo quy định của công ty như thưởng tháng lương thứ 13, các ngày lễ…

- Cơ hội được đào tạo nghiệp vụ, phát triển nghề nghiệp và thăng tiến cao

- Thời gian làm việc: Từ 8h - 17h, từ thứ 2 đến thứ 6 và 2 thứ 7 trong tháng

- Tham gia BHXH, BHYT theo quy định của pháp luật.",2025-07-03,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hàng tiêu dùng,2,Không giới hạn,Không hiển thị,,Nhân viên,"Xuất Nhập Khẩu, Nhập Khẩu, Mua Hàng, Import-Export, Chứng Từ Nhập Khẩu",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Hàng tiêu dùng, Xuất Nhập Khẩu, Nhập Khẩu, Mua Hàng, Import-Export, Chứng Từ Nhập Khẩu, Công Ty CP Liberico, Hà Nội",Thu Mua & Quản Trị Hàng Tồn Kho,0,100,,,
Junior Trader - Sales Support with Chinese Language,Gitmax,Saigon Centre Building,"Gitmax (https://gitmax.com/) is an international recruitment agency helping their clients reach their hiring needs.
Right now one of our clients - a private company developing the sales of petrochemical products in Vietnam - has a great opportunity for junior sales professionals to join the fastest growing petrochemical trading business in Vietnam.
Full-time permanent contract.

Responsibilities:
- Originate all transaction documentation
- Follow up on client's payments and delivery schedule
- Track cargo arrival status
- Issue sales contracts, payment and delivery orders, other documentation related to sales
transactions
- Communicate with clients about payments and deliveries
- Maintain complete and timely records and documentation in internal systems
- Monitor cargo arrival, completeness of documents required for customs clearance","- 2-5 years of experience in sales support function of a trading company of a similar enterprise related to petrochemicals and polymers
- High level of client communication skill, eagerness to become a center point in delivering best-in-class customer experience
- Experience in working with ERP systems, customs documents, warehouses
- Fluent English, fluent Chinese
- BS or higher",2025-07-03,Hành Chính Văn Phòng,Khác,0,Không giới hạn,Không hiển thị,,Mới Tốt Nghiệp,"Sales Administration, Polymer Technology, Communication, B2B Trade Support",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hành Chính Văn Phòng, Trợ Lý Kinh Doanh, Khác, Sales Administration, Polymer Technology, Communication, B2B Trade Support, Gitmax, Hồ Chí Minh",Trợ Lý Kinh Doanh,0,100,34500000.0,23000000.0,46000000.0
Junior Trader - Sales Support,Gitmax,Ha Noi,"Gitmax (https://gitmax.com/) is an international recruitment agency helping their clients reach their hiring needs.
Right now one of our clients - a private company developing the sales of petrochemical products in Vietnam - has a great opportunity for junior sales professionals to join the fastest growing petrochemical trading business in Vietnam.
Full-time permanent contract.

Responsibilities:
- Originate all transaction documentation
- Follow up on client's payments and delivery schedule
- Track cargo arrival status
- Issue sales contracts, payment and delivery orders, other documentation related to sales
transactions
- Communicate with clients about payments and deliveries
- Maintain complete and timely records and documentation in internal systems
- Monitor cargo arrival, completeness of documents required for customs clearance","- 2-5 years of experience in sales support function of a trading company of a similar enterprise related to petrochemicals and polymers
- High level of client communication skill, eagerness to become a center point in delivering best-in-class customer experience
- Experience in working with ERP systems, customs documents, warehouses
- Fluent English, fluent Chinese (desirable)
- BS or higher
- Readiness to work an 8-month contract with a possible prolongation",2025-07-03,Hành Chính Văn Phòng,Khác,0,Không giới hạn,Không hiển thị,,Mới Tốt Nghiệp,"Sales Administration, Polymer Technology, Communication, B2B Trade Support",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hành Chính Văn Phòng, Trợ Lý Kinh Doanh, Khác, Sales Administration, Polymer Technology, Communication, B2B Trade Support, Gitmax, Hà Nội",Trợ Lý Kinh Doanh,0,100,34500000.0,23000000.0,46000000.0
Account Manager,Công Ty Cổ Phần Prowtech International Vina,"Level 13, Harbour View Tower, 35 Nguyen Hue Blvd, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam, Lầu 13, 35 Nguyễn Huệ, Bến Nghé, Quận 1","- Xây dựng và triển khai chiến lược kinh doanh, kế hoạch doanh thu cho đội ngũ, đảm bảo đạt và vượt chỉ tiêu được giao.
- Chịu trách nhiệm doanh số, quản lý và phát triển khách hàng của cá nhân/ đội ngũ nhân viên (đảm bảo đạt và vượt chỉ tiêu được giao).
- Quản lý, đào tạo, phát triển, xây dựng KPIs cho đội ngũ nhân viên.
- Mở rộng mạng lưới khách hàng lớn, các đối tác chiến lược, làm việc trực tiếp với các agency, tập đoàn lớn trong nước và quốc tế.
- Tham gia đàm phán, ký kết các hợp đồng/dự án có giá trị lớn, hỗ trợ giải quyết các vấn đề phát sinh trong quá trình triển khai hợp đồng/dự án.
- Phối hợp chặt chẽ với các phòng ban liên quan trong việc phát triển sản phẩm mới, các chương trình kích cầu thị trường.
- Đề xuất các ý kiến giúp xây dựng sự phát triển của phòng ban và công ty.
- Báo cáo trực tiếp cho Senior Account Manager, Account Director và Chief Customer Officer (CCO).","- Kỹ năng bán hàng & chăm sóc khách hàng.
- Kỹ năng quản lý dự án.
- Kỹ năng tư duy & thương lượng đàm phán.
- Kỹ năng đọc hiểu báo giá.
- Kỹ năng quản lý nhân viên.
- Sử dụng thuần thục máy tính văn phòng.
- Có hiểu biết về ngành (Quảng cáo/Truyền thông/Marketing).
- Có ngoại ngữ là một lợi thế.
- Có kinh nghiệm quản lý trong lĩnh vực Truyền thông, Quảng cáo, OOH hoặc các ngành liên quan.",2025-07-03,Kế Toán/Kiểm Toán,Truyền thông/Báo chí/Quảng cáo,0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Project Management, Business Development, Account Management, Advertising",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Truyền thông/Báo chí/Quảng cáo, Project Management, Business Development, Account Management, Advertising, Công Ty Cổ Phần Prowtech International Vina, Hồ Chí Minh",Kế Toán Tài Chính,0,100,,,
Production Quality Specialist For Footwear Team,Decathlon Vietnam,"huyện Thoại Sơn, An Giang, Việt Nam, Pax Sky, Ung Văn Khiêm, Phường 25, Bình Thạnh, Ho Chi Minh City, Vietnam","1. Industrialization:
Optimize the first production to ensure the quality and the technical quality of the mass production.
Follow up and support the factory to improve production efficiency.
Continuous improvement: Improve and optimize the production processes.
2. Quality Management:
Control the Quality of the Products in the lines and before shipment.
Improve the Quality system of your suppliers.
Coach and train the Quality Team of your suppliers.
Ensure that Decathlon Compliance standards and the local regulation are respected, in terms of quality, safety, environment, toxicology, and social compliance.

YOUR BENEFITS:
Enjoy a competitive salary with 100% base salary during the probation period.
Receive a monthly performance bonus based on company growth (up to 20%)
Benefit from an annual salary review. - Be covered with healthcare insurance for both you and your family members.
Take 20 days of paid leave annually, including 18 annual leave days and 2 additional days off for Christmas and Vesak Day.
Receive a monthly sports allowance to support your active lifestyle.
Join various team-building and collective activities throughout the year.
Enhance your skills through training programs and a personalized Career & Learning Development Plan.","Experience in Footwear or Garment industry.
Strong in supplier management and quality system management.
Ability to lead quality projects, make decisions, and influence stakeholders.
Enjoy being on the field.
Good command of English communication.
Passionate about sports.
Demonstrate strong team spirit and collaboration skills.
Business mindset and a result-oriented
Highly detail-oriented, able to speak with data.",2025-07-03,Sản Xuất,Dệt may/May mặc/Giày dép,3,Cử nhân,1,09:00 - 18:00,Nhân viên,"Quality Management, Commercialization Process, Quality System, Leadership, Lean",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Dệt may/May mặc/Giày dép, Quality Management, Commercialization Process, Quality System, Leadership, Lean, Decathlon Vietnam, An Giang",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,25,40,,,
Nhân Viên Phục Vụ Hành Khách Tại Sân Bay Nội Bài,Bamboo Airways - Công Ty Cổ Phần Hàng Không Tre Việt,"Sân bay Nội Bài (HAN), Sóc Sơn, Hà Nội, Việt Nam, Văn phòng Bamboo Airways (sân golf Tân Sơn Nhất) – số 6, đường Tân Sơn, phường 12, quận Gò Vấp, Thành phố Hồ Chí Minh","Nhận và xử lý các thông tin liên quan đến chuyến bay: thông tin hành khách, thông tin đặc biệt của hành khách.
Chuẩn bị đầy đủ đồ dùng và các phương tiện làm việc cần thiết cho công việc.
Thực hiện đúng quy trình thủ tục tại quầy.
Đảm bảo các loại giấy tờ du lịch của hành khách đúng quy định của pháp luật.
Xếp chỗ ngồi, xuất thẻ lên máy bay cho khách đúng quy định.
Nhận và gửi hành lý ký của khách đúng theo hành trình của khách và quy định vận chuyển
Phục vụ hành khách VIP/CIP, hành khách đặc biệt, hành khách cần sự giúp đỡ nếu có yêu cầu
Hướng dẫn hành khách các thủ tục tiếp theo.","Nam, nữ từ 18 tuổi trở lên;
Tốt nghiệp PTTH trở lên;
Ngoại hình cân đối, sức khoẻ tốt;
Chứng chỉ tiếng Anh tối thiểu TOEIC 500 hoặc tương đương còn hiệu lực;
Có kỹ năng giao tiếp và xử lý tình huống;
Có kỹ năng làm việc nhóm, tự tin, chịu được áp lực công việc
Có tính tổ chức và kỷ luật cao
Chấp nhận làm ca kíp",2025-07-03,Dịch Vụ Khách Hàng,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0,Không giới hạn,Không hiển thị,,Nhân viên,"Dịch Vụ Khách Hàng, Chăm Sóc Khách Hàng, Customer Service, Hàng Không, Du Lịch Vận Chuyển",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Dịch Vụ Khách Hàng, Chăm Sóc Khách Hàng, Customer Service, Hàng Không, Du Lịch Vận Chuyển, Bamboo Airways - Công Ty Cổ Phần Hàng Không Tre Việt, Hà Nội",Dịch Vụ Khách Hàng,0,100,10350000.0,8050000.0,12650000.0
Chuyên Viên Chính Kế Toán Tổng Hợp - General Accountant,Bamboo Airways - Công Ty Cổ Phần Hàng Không Tre Việt,"Văn phòng Bamboo Airways HAN, Văn phòng Bamboo Airways (sân golf Tân Sơn Nhất) – số 6, đường Tân Sơn, phường 12, quận Gò Vấp, Thành phố Hồ Chí Minh","I. Mô tả công việc
• Thực hiện Kê khai thuế: GTGT/ nhà thầu nước ngoài (theo tháng); Báo cáo sử dụng hóa đơn (quý); Quyết toán thuế TNDN (hàng năm). (Tax declaration: VAT/ foreign withholding tax (monthly); the status of using invoices report (quarterly); Finalize of corporate income tax (annually).
• Đối chiếu số liệu nợ thuế với Cơ quan thuế; Đối chiếu thuế PIT với bộ phận HR. (Compare tax debt data with tax authorities; Reconcile PIT with HR department.)
• Rà soát các khoản chi phí hợp lý, hợp lệ khi lập BCTC cuối năm, phối hợp cùng Kế toán tổng hợp để lập BCTC. (Review reasonable and valid expenses when making year-end financial statements, coordinate with General Accountant to prepare financial statements.)
• Cập nhật kịp thời những chính sách, quy định mới về luật thuế liên quan đến hoạt động sản xuất kinh doanh của Công ty. (Timely update new policies and regulations on tax law related to the Company‘s production and business activities.)
• Tham gia kiểm kê hàng tồn kho theo lịch kiểm kê của công ty, xác định số liệu chênh lệch so với sổ sách kế toán. (Participate in inventory counting according to the company‘s inventory schedule, determining the difference compared to the accounting books.)
• Các công việc khác theo yêu cầu/phân công của lãnh đạo. (Other tasks as required/assigned by management.)","• Tốt nghiệp đại học, ưu tiên ứng viên tốt nghiệp chuyên ngành Kế toán, Kiểm toán (University graduate, preference will be given to candidates graduating with major in Accounting or Auditing);
• Nắm vững hệ thống chuẩn mực kế toán theo Luật liên quan đến hoạt động Công ty. (Master in accounting standards.);
• Nắm vững Luật thuế & các thông tư, nghị định, văn bản hướng dẫn thi hành. (Master the Tax Law & circulars, decrees, guiding documents.);
• Có kinh nghiệm quyết toán thuế/ kiểm toán (Have experience in tax settlement/ auditing);
• Ưu tiên có các chứng chỉ Đại lý thuế/ CPA, ACCA (Tax agent/ CPA/ ACCA certificates is preffered.);
• Tối thiểu 05 năm kinh nghiệm làm việc ở vị trí Kế toán thuế/ Kế toán Tổng hợp. (At least 05 years of working experience as Tax Accountant/ General Accountant.)
• Ưu tiên biết sử dụng phần mềm SAP. (Using SAP software is an advantage);
• Sử dụng thành thạo Công cụ MS Office: Excel, Word (Proficient in MS Office Tools: Excel, Word);
• Thành thạo tiếng Anh (TOEIC> 500 điểm hoặc tương đương) (Proficient in English (TOEIC > 500 points or equivalent)
• Chăm chỉ, nhiệt tình, có trách nhiệm với công việc (Hardworking, enthusiastic, responsible for work).",2025-07-03,Kế Toán/Kiểm Toán,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,5,Cử nhân,1,08:00 - 18:00,Nhân viên,"Kế Toán, Kiểm Toán, Luật Thuế, SAP, Tiếng Anh",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Kế Toán, Kiểm Toán, Luật Thuế, SAP, Tiếng Anh, Bamboo Airways - Công Ty Cổ Phần Hàng Không Tre Việt, Hà Nội",Kế Toán Tổng Hợp,0,100,,,
(Senior) Quality Engineer,SharkNinja Vietnam,"Nam Dinh Vu non-tariff and industrial park (zone 1), Đường tỉnh 356, Đông Hải, Hải An, Hai Phong, Vietnam, Cụm Công Nghiệp Ngọc Liệp, Huyện Quốc Oai, Hà Nội, Vietnam, 48A đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh","OVERVIEW:
Assists QA director/manager to improve product quality at assigned Suppliers’ Location.

Here are some of the EXCITING things you’ll get to do:
• Working Smart, Challenge and be challenge, Positive impact to the team, Clear and clean at operations and proactive.

Accountabilities:
Essential Functions
• Coordinates with supplier to achieve 99% FPY and max output at day 1 of the mass production.
• Analyses the PSI’s Lot Rejection and Yield data to improve the Product Quality.
• Executes the factory line audits and recommends CARs for improvements.
• Executes the Product Failure Analysis and drives Corrective Actions.
• Recommends Product/material Reworks and Dispositions.
• Coordinates with suppliers to implements all the CARs generated from PSI, Customer returns, Life Tests, LA audits, Line Audits, Warranty Returns, Customer factory Audits and other Corrective Action Requests.
• Involves in NPD process and prepares the Quality Plans, EB Samples Audits and necessary documents needed in PRRA.
• Determines CTQ parameters, performs Process Capability Study and drives pFMEA to improve Product Quality.
• Participates in Project Management Meeting and ECN implementations together with engineering team.
• Participates in the Retailers’ Factory Assessment Audit and testing with suppliers.
• Facilitates a safe working environment for subordinates.
• Drives supplier continual improvement, regularly review supplier CIP, Kaizen and Lesson learn.
• Executes the factory audits, independent audit, supplier maturity assessment to increase supplier overall quality management ability.

Additional Responsibilities:
• Facilitates, coordinates and leading the suppliers to improve product quality.
• Collaborate with suppliers and Shark internal departments to achieve 99% FPY and max output at day one of mass production.
• Support quality manager to achieve the objective.
• Works closely with Boston QA/testing team to implement the Product safety, Customer Returns and Customer Experiences initiatives in suppliers’ facility.","Experience:
• Bachelor’s Degree in quality management, electrical or mechanical engineering.
• 5+ years experience in quality management related.
• Be familiar with the functions of different quality gates, such as IQC, IPQC, FQC, EOL, PSI.
• Experience of understanding basic quality tools and be able to utilize them to drive the problems resolved or improvement.
• Experience of understanding of quality standards, quality audit and quality improvement.
Functional Skills/Knowledge:
• Able to speak local language, Alternatively English or Chinese or both as a plus.
• Ability to work independently.
• Demonstrates ownership and accountability of work; meets or beats deadlines and delivers quality results.
• Provides feedback for continuous improvement.
• Demonstrates accuracy, clarity, consistency and thoroughness of work.
• Guides others to the desired outcome through a logical sequence of discussions.",2025-07-03,Công Nghệ Thông Tin/Viễn Thông,Sản xuất,5,Cử nhân,2,9:00 - 18:00,Nhân viên,"Electrical Engineering, Mechanical Engineering, Problem-solving, Quality Auditing, Quality Management",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, QA/QC/Software Testing, Sản xuất, Electrical Engineering, Mechanical Engineering, Problem-solving, Quality Auditing, Quality Management, SharkNinja Vietnam, Hải Phòng, Hà Nội",QA/QC/Software Testing,15,60,,,
Logistics Key Account Manager,Geodis Vietnam Co. Ltd.,"Ocean Park Building, 01 Dao Duy Anh St., Phuong Mai Ward, Dong Da District, Ha Noi City, Ocean Park Building, No. 01 Dao Duy Anh, Phuong Mai Ward, Dong Da District, Ha Noi Branch","GEODIS is a Supply Chain Operator ranking among the top companies in its field in Europe and the World. GEODIS, which is part of SNCF Logistics, which in turn is a business line of the SNCF Group, is the number one Transport and Logistics operator in France and ranked number four in Europe. The international reach includes a direct presence in 67 countries and a global network spanning over 120 countries.
With its five lines of business (Supply Chain Optimization, Freight Forwarding, Contract Logistics, Distribution & Express and Road Transport), GEODIS manages its customers Supply Chain by providing end-to-end solutions enabled by our people, our infrastructure, processes and systems.

We are looking for candidates for the position of Key Account Manager to join our team in Ha Noi:

Sales Strategy:
Contribute to the sales strategy on assigned Corporate Accounts portfolio growth objectives.
. Determine the strategies for the assigned Corporate Accounts portfolio.
. Ensure development of cross selling in Country.
. Build the wallet share of business for GEODIS with the assigned customer portfolio and their subsidiaries or affiliates.

Account Management:
Ensure the development and maintenance of customer relationships and enhance overall client portfolio, safeguard sales revenue and ensure customer satisfaction.
. Ensure increased consistency of services and pricing linked to “integrated solutions”.
. Grow the share of business, as well as expand the relationships within the customer identifying influencers, gatekeepers, decision makers within the Vietnam but also to direct and align with Regional and Global KAM’s to further penetrate the client organization.
. Deploy a strong consultative selling approach with assigned accounts to identify their supply chain challenges and develop value creating solutions that drive increased scope of engagement and share of wallet for Geodis.
. All account issues proactively managed and resolved using continuous improvement principles to enhance service levels.
. Improve client satisfaction based on formal feedback and surveys of your customers.

New Business:
Ensure the identification and targeting of opportunities with customized propositions.
. Provide support & leadership to local sales to develop business within portfolio of assigned clients.
. Participate to the VM Activities by supporting presentations to prospects and other clients and showcasing best practices & innovative solutions from your accounts.
. Work with VM manager to develop standardized offering from the customized solutions deployed on your customer.
. Engage with VM manager, product stakeholders, IT & management teams to create value adding service offerings that can be taken back to your clients.

Management Information:
Gather, consolidate, analyze and report management information.
. Use CRM for all RFQ’s, calls and Meetings.
. Track key indicators such as volume, revenue, gross profit, manage yield.
. Gather and provide to the company feedback on competitor information through your ongoing contact with strategic customers assigned to your care.
. Provide timely and accurate reporting of relevant details as required and requested.

Business Planning:
. Drive behavior towards strategic engagement and value creation for assigned portfolio of accounts and strategic targets.
. Manage pipeline size and quality.

Organizational Culture
. Embrace the 5 values of Geodis be an ambassador by demonstrating these values in everything you say and do.

Leadership
Steer, develop and motivate the local account managers to sell, maintain and support the assigned clients.
. Customer cards in place and used to drive opportunities, innovations & growth strategy.
. Hands on Management of the accounts across [Country] using all standardized tools: QBR deck, Issue Log, Communication and Escalation Matrix, Monthly report… and ensuring same are maintained by local Account Managers.
. Regular International business travel
. Irregular working hours associated with business travel","REQUIREMENTS:
• Minimum 5 years relevant experience in Key account management with at least 3-year senior sales position;
• In-depth knowledge and experience with Freight Forwarding and Supply Chain Management.
• Excellent command of spoken and written English.
• Good negotiation & presentation techniques.
• Well-versed sales techniques, consultative selling, customer psychology and purchasing patterns.

YOU WILL GET:
- Competitive salary + attractive incentive scheme
- During 2 months of probation time: 100% salary, Annual leave applied, BVI Health Insurance
- 13th month salary, Yearly performance bonus, Annual salary review
- Bonus for successfully referring new employees, Buddy program for Newcomers
- BVI Health Insurance, Annual health checks
- Full Social insurance, Health insurance and Unemployment insurance
- Internal & External Training courses
- Annual company trip, Gifts on special occasions
- 12 - 16 days off annual leave
- Professional global working environment
- Working place: Ocean Park Building, No. 01 Dao Duy Anh, Phuong Mai Ward, Dong Da District, Ha Noi
- Working time: Monday - Friday and flexible working from home schedule.",2025-07-03,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hậu cần/Giao nhận,0,Không giới hạn,Không hiển thị,,Nhân viên,"Key Account Development, Freight Forwarding, Logistics, Relationship Building, Business Development",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Vận Tải/Giao Nhận Hàng Hóa, Hậu cần/Giao nhận, Key Account Development, Freight Forwarding, Logistics, Relationship Building, Business Development, Geodis Vietnam Co. Ltd., Hà Nội",Vận Tải/Giao Nhận Hàng Hóa,0,100,,,
Sales Manager (Remotely),"Changzhou Ankang Medical Instruments Co., Ltd.","Home based, Ho Chi Minh","About us
Changzhou Ankang Medical Instruments Co., Ltd. is a leading manufacturer and supplier of high-quality medical instruments and equipment. With a strong focus on innovation and customer satisfaction, we have established a reputation for delivering premium solutions to healthcare providers worldwide. Guided by our core values of excellence, integrity, and teamwork, we are committed to driving the growth and advancement of the medical industry.

1. Develop a complete strategy for the targeted country based on the company's overall brand and sales requirements
2. Efficiently execute the country strategy to achieve brand building, achieve sales targets.
3. Conduct local market research, including market environment, competitors, distributor evaluation etc.
4. Approach and establish good relationship with all customers:
• Consistently track sales based on business opportunities, sales leads and quotations.
5. Develop and maintain strong ""key opinion leader(KOL)"" networks and relationships.
6. Develop long-lasting relationships with qualified distributor:
• Manage the development and delivery of all targeted sales by developing business and distribution partners in the target region.
• Work with distributors to implement marketing plans to promote the sales in the region.
• Support local distributors to make product presentations to customers.
• Motivate and train distributors to meet company requirements.
7. Attend marketing activities, e.g. exhibition, congress, seminar and workshops for brand promotion.
8. Capable of handling other tasks when being assigned by management.","1. Bachelor's degree or above, major in any discipline, preferably Biomedical, Business, Marketing or equivalent.
2. Minimum 5 years of relevant sales experience (preferable in medical sector, surgical equipment).
3. Minimum 3 years of relevant sales team management experience (preferable in medical sector, surgical equipment).
4. Proficient in English
5. Strong commercial and business awareness
6. Excellent communicator and presenter
7. Good at using social medium for promotion, such as Facebook, Linkedin, etc.
8. Microsoft Office - PowerPoint, Word, Excel
9. Ability to work under pressure
10. Home based, accustomed to domestic traveling",2025-07-03,Kinh Doanh,Thiết bị y tế,5,Cao đẳng,1,08:30 - 17:30,Trưởng phòng,"Communication, Market Research, Sales Management, Sales Strategy, Key Opinion Leader Networking",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Thiết bị y tế, Communication, Market Research, Sales Management, Sales Strategy, Key Opinion Leader Networking, Changzhou Ankang Medical Instruments Co., Ltd., Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,25,50,26450000.0,18400000.0,34500000.0
