Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
General Affair Supervisor/Team Leader,Molex Vietnam - Hung Yen Branch - New Plant,"Thang Long Industrial Park II, Hung Yen, Vietnam, Hà Nội, Việt Nam, Hải Dương, Việt Nam, Plots T8 and T9 in Thang Long II Industrial Park, Hung Yen","As Supervisor/Team Leader, General Affair, you will lead, direct, and coordinate general affairs activities at Molex Vietnam, ensuring compliance with Vietnamese laws, company philosophy, and internal policies. You will oversee operations ranging from office supplies management to vehicle and security services, supporting the smooth operation of the business environment. Your role is critical in maintaining safety, compliance, and quality service delivery across multiple operational areas.

• Lead and supervise the General Affairs team, including officers, drivers, cleaners, nurses, and subcontractors.
• Manage office equipment and supplies to ensure continuous support for daily operations.
• Oversee vehicle management including maintenance, expenditure tracking, supplier assessment, and safe transportation arrangements.
• Coordinate canteen operations, ensuring food safety and vendor quality.
• Manage security services by selecting and liaising with service providers to maintain plant safety.
• Supervise clinic services, including medication management, uniform distribution, and organization of annual medical checkups and mandatory training.
• Support expatriates with work permits, visas, accommodation, and transportation needs.
• Oversee cleaning services to maintain hygiene standards in common areas.
• Collaborate with HR to organize company events and employee activities.
• Monitor and control general affairs expenses, preparing monthly reports on various operational costs.
• Liaise with local authorities to resolve general affairs issues as needed.
• Perform other related duties as assigned by management.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Hành Chính Văn Phòng,Sản xuất,5.0,Cử nhân,1,08:00 - 16:30,Nhân viên,"Communication Skills, General Administration, Leadership Skills, Negotiation Skills, Organizational skills",Tiếng Anh,Không giới hạn,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Sản xuất, Communication Skills, General Administration, Leadership Skills, Negotiation Skills, Organizational skills, Molex Vietnam - Hung Yen Branch - New Plant, Hưng Yên, Hà Nội, Hải Dương",Hành Chính,0,100,,,
Commercial Operations Lead (Tier 2) - Abbott Pharmaceuticals,Abbott,"Me Linh Point, 2 Ngo Duc Ke, Ben Nghe Ward, 02 Ngo Duc Ke, Dist. 1, HCM","MAIN PURPOSE OF ROLE
Responsible for the marketing operation planning and execution for the whole EPD Legacy portfolio tier 2 provinces including gathering and prioritizing product and customer requirements, defining the product and portfolio vision, and working closely with sales, marketing and other support functions to ensure revenue and customer satisfaction goals are met.

MAIN RESPONSIBILITIES
• Understand customer insight and unmet needs particularly for Tier 2 provinces and ensure insights are well aligned and validated with Therapeutic Managers and field-force
• Collaborate with marketing team to ensure integration of tier 2 provinces insight into each brand strategy to collectively build customized marketing strategy and tactics for Tier 2 provinces
• Embed competitive information into marketing plans. Ensure all materials and activities are aligned with and executed in accordance with the larger, strategic plan
• Manage the execution of marketing, advertising and promotional activities of the portfolio to achieve short- and long-term business objectives; including revenue, sales, profit and market share targets in tier 2
• Monitor and manage marketing activities within budgeted constraints and understand the fundamental aspects of financial performance. Identify trends and draw appropriate insight from financial data
• Keep abreast of the market dynamics, competition, products, disease states, therapeutic area, and current research, and use this information to create a compelling message for the target audience. Understand the healthcare business environment, government policies; distribution channels; and pricing strategies
• Prepare budgets, reports and forecasts in a timely manner bottom up from geographic region
• Map, segment and build strong connection with local KOLs to support commercial deployment.
• Ensure marketing activities comply with relevant Acts, legal demands, ethical standards and Corporate Business and Safety procedures
• Review complaints and suggestions relating to assigned products and develop action plans to address them.
• Support Business Excellence recertification and sustain business excellence standards
• Effectively communicate with cross-functional teams, upwards and downwards",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,"Tiếp Thị, Quảng Cáo/Truyền Thông",Dược phẩm,8.0,Cử nhân,1,9:00 - 18:00,Nhân viên,"Brand Marketing, Brand Marketing, Commercial Operations, Market Insight, Market Insight, Pharmaceutical Knowledge, Strategic Brand Management",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Dược phẩm, Brand Marketing, Brand Marketing, Commercial Operations, Market Insight, Market Insight, Pharmaceutical Knowledge, Strategic Brand Management, Abbott, Hồ Chí Minh",Tiếp Thị,0,100,,,
Specialty Gases Sales Leader,Công Ty TNHH Khí Công Nghiệp Messer Việt Nam,"Tòa Nhà Sao Bắc, Số 4 Dã Tượng, Cửa Nam, Hà Nội, Việt Nam, Tòa nhà MB, số 6 lô 30A Lê Hồng Phong, Lạc Viên, Ngô Quyền, Hải Phòng","1. Specialty Gases development
- Researching, negotiation and signing of new signatures in developing current and potential customer bases for Specialty Gases (SG).
- Managing and directly developing some main Key Account customers (using mainly Specialty Gases) based in Viet Nam or in some special exports areas (If any).
- Supporting all Sales teams members in Viet Nam for their current and future needs of Specialty Gases, by providing expertise for products & services information, pricing information, or by studying and/or organizing the sourcing… to help them to develop SG Sales within their area of work.
2. Management of the demand
- Prepare regular sales forecast to ensure regular supply to customers
- Prepare and update on a regular basis the customer rolling forecast demand of specialty gases products which needs to be imported and the “Special” Packaging demand forecast
- Prepare regular update on packaging stock and turnover ratios. Prepare if necessary the capex request for additional packaging demand to ensure deliveries to customers
3. Management of Special Gases stock in Messer
- Updated inventory of product stock at the plant (tanks, cylinders,…), prioritize filling plan regarding customer demand
- Responsibility for ordering all Specialty gases products of Messer
- Follow all new customer installation with with the relevant departments to ensure good start of new customers
- Coordinate stakeholder for account receivables and assets management of selected customers.
- Performing other works assigned by Sales Development Manager & BOD.

***Benefits:
• Attractive income
• Bonus equivalent maximum 7 months' salary per year
• Employee 24/7 Health Insurance
• Career advancement
• Opportunities to Enhance Your Skills and Career
• Professional Work Environment
• Attend company-sponsored events and team-building activities",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Kinh Doanh,Sản xuất và Phân phối Điện/Khí đốt/Nước,2.0,Cử nhân,Không hiển thị,,Nhân viên,"Business Development, Chemical Sales, Customer Management, Negotiation Skills, Teamwork",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Sản xuất và Phân phối Điện/Khí đốt/Nước, Business Development, Chemical Sales, Customer Management, Negotiation Skills, Teamwork, Công Ty TNHH Khí Công Nghiệp Messer Việt Nam, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100,21000000.0,18000000.0,24000000.0
Principal Engineer,Navigos Search's Client,"Hà Nội, Việt Nam, Hanoi / HCMC","Role Overview
The Principal Engineer plays a central role in researching, designing, and developing advanced technology solutions across domains such as Edge AI, AIoT, Embedded Systems, Networking, Wireless Communications, and Multimedia. The role partners with Head of Product to translate business and technical requirements into practical architectures and guide solutions from R&D concept to commercial production.

Key Responsibilities
1. Solution Architecture & Technical Design
• Lead requirements analysis and convert business needs into clear technical specifications.
• Design end-to-end system architecture (hardware, software, AI, networking, security) ensuring scalability, performance, and feasibility.
• Evaluate technical risks and propose mitigation strategies throughout the development lifecycle.

2. Technology Research & Evaluation
• Research emerging technologies in AI, OS, IoT, networking, and security.
• Assess platforms, components, and technologies to support product roadmaps.
• Conduct feasibility studies and provide technical recommendations to management.

3. Cross-Functional Technical Coordination
• Work closely with teams across Edge AI, firmware, hardware, networking, multimedia, and security.
• Ensure smooth integration and resolve complex technical challenges across domains.

4. Simulation, Modeling & Optimization
• Build and analyze system simulation models using Python, MATLAB, or C/C++.
• Evaluate system performance, power consumption, and reliability, and propose optimization improvements before production.

5. Documentation & Technical Communication
• Prepare solution architecture documents and technical design specifications.
• Present concepts, demos, and research outcomes to internal stakeholders and partners.

6. Product Development Support
• Provide technical support through all product validation phases (EVT → DVT → PVT → Mass Production).
• Ensure final products meet performance, safety, and quality standards.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Sản Xuất,Phần Mềm CNTT/Dịch vụ Phần mềm,7.0,Cử nhân,1,09:00 - 18:00,Trưởng phòng,"Solution Architecture, Technical Design, Technology Research, System Simulation, Technical Communications",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Sản Xuất, Nghiên Cứu & Phát Triển, Phần Mềm CNTT/Dịch vụ Phần mềm, Solution Architecture, Technical Design, Technology Research, System Simulation, Technical Communications, Navigos Search's Client, Hà Nội",Nghiên Cứu & Phát Triển,0,100,,,
QUẢN LÝ BÁN HÀNG KHU VỰC CẦN THƠ (Ngành sữa),Navigos Search,"Tại công trường (Cần Thơ), HCMC","Nhiệm vụ:
• Chịu trách nhiệm doanh số sell-in, sell-out tại khu vực được giao, lập kế hoạch bán hàng hàng tháng/quý và báo cáo tiến độ.
• Mở mới cửa hàng mẹ & bé, đại lý bán lẻ, điểm bán tiềm năng; theo dõi tồn kho và đề xuất chương trình khuyến mãi phù hợp.
• Duy trì, chăm sóc và phát triển mạng lưới cửa hàng mẹ & bé, ưu tiên các mối quan hệ sẵn có; phối hợp với đội ngũ bán hàng để đạt chỉ tiêu.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Kinh Doanh,Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,1.0,Không giới hạn,Không hiển thị,9:00 - 18:00,Nhân viên,"Kinh Doanh Sữa Bột, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Kỹ năng đàm phán, Mối Quan Hệ Cửa Hàng Mẹ & Bé, Phân Phối Bán Lẻ",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Khác,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân, Kinh Doanh Sữa Bột, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Kỹ năng đàm phán, Mối Quan Hệ Cửa Hàng Mẹ & Bé, Phân Phối Bán Lẻ, Navigos Search, Cần Thơ",Bán Hàng/Phát Triển Kinh Doanh,0,100,,,
Nhân viên thiết kế đồ họa,Công Ty TNHH Khí Công Nghiệp Messer Việt Nam,"Tòa Nhà Sao Bắc, Số 4 Dã Tượng, Cửa Nam, Hà Nội, Việt Nam, Tòa nhà MB, số 6 lô 30A Lê Hồng Phong, Lạc Viên, Ngô Quyền, Hải Phòng","1. Thiết kế & Phát triển ý tưởng
- Lên ý tưởng và thiết kế sản phẩm phục vụ truyền thông trên các kênh của công ty
- Phát triển ý tưởng thiết kế: Lên concept và thực hiện các thiết kế sáng tạo cho các chiến dịch marketing, bao gồm bộ nhận diện thương hiệu, hình ảnh quảng cáo các lĩnh vực của Tập đoàn.
- Cập nhật và cải tiến các sản phẩm truyền thông hiện tại của công ty.
2. Thiết kế ấn phẩm truyền thông
- Online: Banner website, bài đăng mạng xã hội (Facebook, Instagram), infographic, email marketing
- Offline: Catalogue dự án, brochure, poster, standee, flyer, ấn phẩm quảng cáo ngoài trời, ấn phẩm phục vụ kinh doanh.
- Thiết kế và phối hợp sản xuất các ấn phẩm truyền thông và quà tặng doanh nghiệp, bao gồm: sales kit, biển hiệu, quà tặng đối ngoại như cốc, sổ tay, gift items…
- Thiết kế cải tiến UI/UX để nâng cao trải nghiệm người dùng trên website.
3. Quay chụp & Video
- Quay chụp, dựng video về các hoạt động và sự kiện của công ty (mức cơ bản)
- Phối hợp với nhà cung cấp in ấn hoặc sản xuất để đảm bảo chất lượng thành phẩm, bao gồm cả bảng hiệu văn phòng, vật liệu trang trí, quà tặng đối ngoại.
4. 4. Nghiên cứu xu hướng & Tuân thủ CI
- Nghiên cứu các xu hướng thiết kế hiện đại, quốc tế để áp dụng vào sản phẩm của công ty
- Giám sát việc tuân thủ nhận diện thương hiệu trên các sản phẩm/ vật phẩm của công ty.
- Tổng hợp và báo cáo các trường hợp vi phạm nhận diện thương hiệu.
5. Quản lý kho Media
- Quản trị kho media của công ty.
6. Công việc khác
- Hỗ trợ các phòng ban khác trong việc thiết kế hình ảnh, sản phẩm và quà tặng.
- Thực hiện các nhiệm vụ khác theo sự phân công của Quản lý",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Thiết Kế,Truyền thông/Báo chí/Quảng cáo,2.0,Cử nhân,Không hiển thị,,Nhân viên,"Graphic Design, Illustrator, Illustrator, Photoshop, Video Making",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Thiết Kế, Thiết Kế Đồ Họa, Truyền thông/Báo chí/Quảng cáo, Graphic Design, Illustrator, Illustrator, Photoshop, Video Making, Công Ty TNHH Khí Công Nghiệp Messer Việt Nam, Hà Nội",Thiết Kế Đồ Họa,0,100,13500000.0,12000000.0,15000000.0
QUẢN LÝ BÁN HÀNG KHU VỰC ĐỒNG NAI (Ngành sữa),Navigos Search,"Long Thanh – Dong Nai, HCMC","Nhiệm vụ:
• Chịu trách nhiệm doanh số sell-in, sell-out tại khu vực được giao, lập kế hoạch bán hàng hàng tháng/quý và báo cáo tiến độ.
• Mở mới cửa hàng mẹ & bé, đại lý bán lẻ, điểm bán tiềm năng; theo dõi tồn kho và đề xuất chương trình khuyến mãi phù hợp.
• Duy trì, chăm sóc và phát triển mạng lưới cửa hàng mẹ & bé, ưu tiên các mối quan hệ sẵn có; phối hợp với đội ngũ bán hàng để đạt chỉ tiêu.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Kinh Doanh,Khác,1.0,Không giới hạn,Không hiển thị,9:00 - 18:00,Nhân viên,"Kinh Doanh Sữa Bột, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Kỹ năng đàm phán, Mối Quan Hệ Cửa Hàng Mẹ & Bé, Phân Phối Bán Lẻ",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Khác,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Khác, Kinh Doanh Sữa Bột, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Kỹ năng đàm phán, Mối Quan Hệ Cửa Hàng Mẹ & Bé, Phân Phối Bán Lẻ, Navigos Search, Đồng Nai",Bán Hàng/Phát Triển Kinh Doanh,15,60,,,
HR Director,Navigos Search's Client,"Hà Nội, Việt Nam, Hanoi / HCMC","1. Human Resources Strategic Planning 
- Organizational Structure Development 
 • Act as a strategic advisor to the CEO and department heads in designing organizational structures for each Division/Department. 
 • Build and optimize organizational charts aligned with business goals and company growth stages. 
- Workforce Planning 
 • Collaborate with the CEO and Divisions to translate business objectives into workforce plans and headcount allocation for each position. 
 • Ensure manpower planning directly supports business strategy and operational needs. 
- HR Budgeting 
 • Develop and manage the annual HR budget, including compensation, benefits, rewards, training, and other people-related expenses. 

2. HR Operations Management 
- Talent Acquisition 
 • Collaborate with departments to develop candidate profiles that align with specific business objectives (for management roles and high-volume staff positions). 
 • Build and standardize the full recruitment process. 
 • Evaluate recruitment plans proposed by Recruitment Managers and ensure alignment with business plans. 
 • Monitor recruitment performance, resolve bottlenecks, and drive hiring progress. 
- Learning & Development 
 • Serve as a strategic advisor to the Board of Directors and Division Heads on organizational capability development. 
 • Lead, oversee, and measure the effectiveness of the L&D team and capability-building programs. 
 • Develop the overall Training & Development roadmap aligned with business goals, ensuring measurable ROI. 
 • Work with divisions to build competency frameworks and career paths to support assessment, training, and talent development. 
 • Promote and embed a culture of continuous and proactive learning across the organization. 
- Compensation, Benefits & Rewards (C&B) 
 • Design competitive compensation and benefits policies, including transparent and motivating sales incentive structures (commission, bonuses, KPIs). 
- Employee Relations 
 • Develop and enforce processes for disciplinary actions, terminations, and grievance handling in a timely, fair, and legally compliant manner, minimizing risk for the company. 

3. Leadership & Team Development 
 • Demonstrate strong leadership and the ability to inspire, influence, and foster positive energy within the HR Division. 
 • Design work processes and delegate effectively to mid-level managers with clear implementation steps. 
 • Build and develop a high-performing HR team, nurturing the next generation of HR leaders. 

4. HR Data & Analytics 
 • Develop HR dashboards and reports to track workforce efficiency and provide strategic insights to the CEO and departments. 
 • Collect and analyze data to support decision-making in HR operations and problem resolution.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Nhân Sự/Tuyển Dụng,Bán lẻ/Bán sỉ,3.0,Cử nhân,1,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"HR Strategic Planning, Talent Acquisition, People Development, Compensation & Benefits, Leadership",Bất kỳ,Người Việt Nam,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Bán lẻ/Bán sỉ, HR Strategic Planning, Talent Acquisition, People Development, Compensation & Benefits, Leadership, Navigos Search's Client, Hà Nội",Nhân Sự Tổng Hợp,0,100,,,
Execution Trader,Techcom Securities (Tcbs),"6 Quang Trung, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội, Tòa nhà C5, 119 Trần Duy Hưng, Cầu Giấy, Hà Nội","Position Summary
We are seeking an experienced Execution Trader to monitor and manage client order flow in a predominantly low-touch DMA environment. The ideal candidate will have strong technical aptitude, deep understanding of electronic trading systems, the ability to provide high-touch execution when required and contribute to the design and development of our proprietary OMS system. This role also involves supporting client onboarding and working closely with the Operations team.
Key Responsibilities
Primary Duties (Low-Touch DMA Monitoring)
• Real-time Order Monitoring: Continuously monitor client orders transmitted via FIX protocol through Order Management Systems (OMS)
• System Surveillance: Oversee DMA execution quality, ensuring orders route correctly to HOSE, HNX, and UPCOM
• Exception Handling: Identify and resolve order rejections, fills discrepancies, and routing issues
• Pre-trade Risk Management: Monitor pre-trade risk checks, credit limits, and regulatory compliance filters
• Market Connectivity: Ensure stable connectivity to Vietnamese exchanges and trading venues
• Performance Analytics: Track execution quality metrics including fill rates, slippage, and market impact
Secondary Duties (High-Touch Execution)
• Execute complex or large orders requiring manual intervention and trading expertise
• Provide algorithmic strategy recommendations for client orders when appropriate
• Handle special situations including block trades, put-through orders, illiquid securities, and market-on-close orders
OMS System Development & Design
• Requirements Gathering: Work with clients and internal teams to identify trading workflow needs and pain points
• Feature Design: Contribute to the design of OMS capabilities, tools, and functionalities based on trader perspective
• User Experience Input: Provide practical trading desk insights for UI/UX improvements
• Testing & Validation: Test new OMS features, order types, and routing logic before production release
• Feedback Loop: Continuously provide feedback to development team on system performance and enhancement opportunities
• Documentation: Help create user guides and system documentation for clients and internal teams
• Competitive Analysis: Research competitor OMS platforms and recommend feature improvements
Technical & Operational
• System Monitoring: Proactively identify system issues, latency problems, or connectivity failures
• FIX Protocol Management: Troubleshoot FIX connectivity issues and coordinate with clients' technical teams
• Incident Response: Quickly escalate and resolve technical or operational issues
• Trade Reconciliation: Ensure accurate trade capture, allocation, and confirmation processes with VSD (Vietnam Securities Depository)
• Documentation: Maintain detailed logs of system issues, manual interventions, and client communications
Client Onboarding & Account Management
• Account Opening Support: Collaborate with Operations team to facilitate client account opening process
• Technical Onboarding: Assist clients with OMS/FIX connectivity setup and testing
• Client Training: Educate clients on platform capabilities, order types, and best practices
• Requirements Assessment: Understand client trading needs and configure system settings accordingly
• KYC/AML Support: Work with Operations to ensure proper documentation and compliance during onboarding
• Relationship Management: Serve as technical point of contact during onboarding phase
Client Service
• Communicate proactively with clients regarding order status, market conditions, and execution issues
• Provide post-trade analysis and execution reports
• Respond to client inquiries regarding order routing, execution quality, and system functionality
• Gather client feedback on system performance and feature requests
Compliance & Risk
• Ensure adherence to SSC (State Securities Commission) regulations and Vietnamese securities laws
• Monitor for erroneous orders and potential market manipulation
• Maintain audit trails for all trading activity
• Support internal and external audits
• Ensure compliance with foreign ownership limits (FOL) and trading regulations",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Ngân Hàng & Dịch Vụ Tài Chính,Chứng khoán,,Không giới hạn,Không hiển thị,,Nhân viên,"Trading System, Product Development",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Môi Giới & Giao Dịch Chứng Khoán, Chứng khoán, Trading System, Product Development, Techcom Securities (Tcbs), Hà Nội",Môi Giới & Giao Dịch Chứng Khoán,0,100,,,
QUẢN LÝ BÁN HÀNG KHU VỰC BÌNH DƯƠNG (Ngành Sữa),Navigos Search,"Bình Dương, Việt Nam, HCMC","Nhiệm vụ:
• Chịu trách nhiệm doanh số sell-in, sell-out tại khu vực được giao, lập kế hoạch bán hàng hàng tháng/quý và báo cáo tiến độ.
• Mở mới cửa hàng mẹ & bé, đại lý bán lẻ, điểm bán tiềm năng; theo dõi tồn kho và đề xuất chương trình khuyến mãi phù hợp.
• Duy trì, chăm sóc và phát triển mạng lưới cửa hàng mẹ & bé, ưu tiên các mối quan hệ sẵn có; phối hợp với đội ngũ bán hàng để đạt chỉ tiêu.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-04,Kinh Doanh,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,Không giới hạn,Không hiển thị,9:00 - 18:00,Nhân viên,"Giao Tiếp, Mở Cửa Hàng Mẹ & Bé, Phân Phối Bán Lẻ, Quản Lý Doanh Số Bán Hàng, Quản Lý Tồn Kho",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Khác,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ Y tế/Chăm sóc sức khỏe, Giao Tiếp, Mở Cửa Hàng Mẹ & Bé, Phân Phối Bán Lẻ, Quản Lý Doanh Số Bán Hàng, Quản Lý Tồn Kho, Navigos Search, Bình Dương",Bán Hàng/Phát Triển Kinh Doanh,0,100,,,
