Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
UI/ UX Designer (Middle/Senior),Công ty TNHH Phần mềm HICAS,"Tầng 6, Tòa B1, Tổ hợp thương mại, dịch vụ và căn hộ cao cấp Hải Phát Plaza, Phường Đại Mỗ, TP Hà Nội, Tầng 6, Tòa B1, Tổ hợp thương mại, dịch vụ và căn hộ cao cấp Hải Phát Plaza, Phường Đại Mỗ, TP Hà Nội","Chúng tôi tìm kiếm một UI/UX Designer Middle/Senior có kinh nghiệm thiết kế sản phẩm số, tư duy hệ thống và khả năng chuyển đổi yêu cầu kinh doanh thành trải nghiệm người dùng mượt mà. Bạn sẽ đóng vai trò dẫn dắt thiết kế, định hình trải nghiệm và đảm bảo tính nhất quán của toàn bộ sản phẩm.

Nhiệm vụ chính :
• Làm việc trực tiếp với Product Manager, BA, và team kỹ thuật để hiểu mục tiêu, yêu cầu và hành vi người dùng.
• Nghiên cứu người dùng (user research), phân tích journey, xây dựng persona và mapping trải nghiệm.
• Thiết kế wireframe, user flow, prototype từ low-fidelity đến high-fidelity.
• Thiết kế UI theo hệ thống thiết kế (Design System) và tham gia xây dựng, cải tiến Design System của công ty.
• Đảm bảo thiết kế đáp ứng tiêu chuẩn usability, accessibility và nguyên tắc UX hiện đại.
• Dẫn dắt review thiết kế, trình bày giải pháp với các bên liên quan và bảo vệ luận điểm thiết kế dựa trên dữ liệu.
• Theo sát quá trình phát triển sản phẩm, kiểm tra UI/UX sau khi dev hoàn thiện.
• Hướng dẫn, hỗ trợ đào tạo các designer cấp dưới.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,3,Không giới hạn,3,09:00 - 18:00,Nhân viên,"Figma, Lean UX, Visual Design, Communication",Bất kỳ,Không hiển thị,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, UX/UI Design, Phần Mềm CNTT/Dịch vụ Phần mềm, Figma, Lean UX, Visual Design, Communication, Công ty TNHH Phần mềm HICAS, Hà Nội",UX/UI Design,0,100,,,
Project Manager (PM) & Business Analyst (BA),Công ty TNHH Phần mềm HICAS,"Tầng 6, Tòa B1, Tổ hợp thương mại, dịch vụ và căn hộ cao cấp Hải Phát Plaza, Phường Đại Mỗ, TP Hà Nội, Tầng 6, Tòa B1, Tổ hợp thương mại, dịch vụ và căn hộ cao cấp Hải Phát Plaza, Phường Đại Mỗ, TP Hà Nội","Vai trò chính:
• Quản lý dự án phần mềm từ giai đoạn kickoff → triển khai → nghiệm thu.
• Phân tích yêu cầu, làm việc trực tiếp với khách hàng, chuyển hóa yêu cầu thành tài liệu rõ ràng cho team phát triển.
• Hướng dẫn và định hướng cho team BA (nếu có) để thực hiện phân tích chi tiết, đảm bảo chất lượng đầu ra.
Nhiệm vụ chi tiết:
• Lập kế hoạch dự án, phân chia công việc, theo dõi tiến độ và chất lượng.
• Giao tiếp với khách hàng, ghi nhận yêu cầu, làm rõ phạm vi và quản lý thay đổi.
• Viết tài liệu yêu cầu (BRD, SRS, user stories, acceptance criteria).
• Phối hợp chặt chẽ với team Dev, QA, AI/ML, Data Engineer để đảm bảo dự án chạy đúng hướng.
• Sử dụng AI (GPT/Claude/Model nội bộ) để hỗ trợ các công việc:
o Viết tài liệu nhanh hơn
o Phân tích log, dữ liệu
o Viết User Story/Test Case
o Tóm tắt họp
o Gợi ý giải pháp & kiến trúc cơ bản
• Tự học thông qua hệ thống khóa học nội bộ (AI, Data, BIM, Lakehouse…) để nâng cao kỹ năng.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,5,Không giới hạn,3,09:00 - 18:00,Nhân viên,"Project Management, Business Analysis, Communication Skills, Systemic Thinking",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Quản Lý Dự Án Công Nghệ, Phần Mềm CNTT/Dịch vụ Phần mềm, Project Management, Business Analysis, Communication Skills, Systemic Thinking, Công ty TNHH Phần mềm HICAS, Hà Nội",Quản Lý Dự Án Công Nghệ,25,50,,,
Senior Fullstack Developer,Công ty TNHH Phần mềm HICAS,"Tầng 6, Tòa B1, Tổ hợp thương mại, dịch vụ và căn hộ cao cấp Hải Phát Plaza, Phường Đại Mỗ, TP Hà Nội, Tầng 6, Tòa B1, Tổ hợp thương mại, dịch vụ và căn hộ cao cấp Hải Phát Plaza, Phường Đại Mỗ, TP Hà Nội","Vị trí Senior Fullstack Developer chịu trách nhiệm thiết kế và phát triển toàn bộ hệ thống web bao gồm:
• Nền tảng video streaming & livestream.
• Hệ thống quản lý người dùng, học tập, tiến trình và bài kiểm tra.
• Hệ thống mua hàng/giỏ hàng/thanh toán.
• Hệ thống quản lý khóa học, nội dung, tài nguyên số.
• Hệ thống việc làm, ứng tuyển, CV và hỗ trợ người dùng.
• Tích hợp nền tảng dữ liệu Lakehouse phục vụ phân tích và AI.
• Các tính năng AI gợi ý kỹ năng, khóa học, việc làm hoặc phân tích dữ liệu.
Bạn sẽ đảm nhiệm vai trò đầu tàu kỹ thuật, đồng thời hướng dẫn các lập trình viên khác trong đội. Nhiệm vụ chính của cả đội:
1. Phát triển hệ thống Fullstack
• Thiết kế và xây dựng backend API (REST/GraphQL) phục vụ toàn bộ hệ thống.
• Phát triển giao diện web responsive cho các module:
o Đăng nhập, đăng ký, OTP/email xác thực
o Trang khám phá và tìm kiếm nội dung
o Giỏ hàng, thanh toán, đơn hàng
o Dashboard người dùng và tiến trình học
o Quản lý khóa học, bài học, bài tập
o Livestream & video playback
o Quản lý trung tâm/đối tác/mentor
o Tin tức, trợ giúp, thông tin người dùng
o Việc làm, CV, ứng tuyển
o Ma trận kỹ năng & AI Recommendation
• Làm việc chặt chẽ với UI/UX để chuyển đổi thiết kế thành sản phẩm thực tế.
• Làm việc chặt chẽ với team AI để tích hợp các chức năng AI.
2. Xây dựng & tích hợp hạ tầng hệ thống
• Tích hợp công nghệ video streaming (HLS/ WebRTC/ AWS Media Services).
• Thiết kế kiến trúc dữ liệu phù hợp với Lakehouse nội bộ.
• Tối ưu hệ thống lưu trữ học liệu, dữ liệu tiến trình, log người dùng.
• Triển khai các pipeline thu thập dữ liệu phục vụ phân tích & AI.
• Xây dựng hệ thống phân quyền, bảo mật, hạn chế truy cập nội dung.
3. Quản lý kỹ thuật & hỗ trợ đội ngũ
• Review code, xây dựng coding standard cho toàn team.
• Mentor, hỗ trợ kỹ thuật cho các lập trình viên junior/mid-level.
• Làm việc cùng BA/PM để phân rã yêu cầu và lập kế hoạch sprint.
• Chịu trách nhiệm về chất lượng kiến trúc và hiệu năng hệ thống.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,5,Không giới hạn,3,09:00 - 18:00,Nhân viên,".Net Core, Node.js, Python, React, Mentoring",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Phần Mềm CNTT/Dịch vụ Phần mềm, .Net Core, Node.js, Python, React, Mentoring, Công ty TNHH Phần mềm HICAS, Hà Nội",Phần Mềm Máy Tính,0,100,,,
"Customer Service, Assistant Manager",Navigos Search,"VSIP2, Binh Duong, HCMC","Customer Service Operations Management
Oversee day-to-day Customer Service (CS) activities to ensure smooth and efficient workflow.
Supervise, coach, and optimize the performance of CS staff, ensuring high-quality output and timely task completion.
Ensure the team consistently delivers on-time, in-full service to both internal and external customers.
Monitor adherence to proper working procedures aligned with the company’s business requirements.
Support the achievement of all CS KPIs and proactively resolve operational issues.

Team Leadership & Support
Act as the key support to the Manager, including representing her in meetings when required.
Step in as backup during the Manager’s absence to maintain continuity of operations.
Participate in training sessions and other development activities as assigned.

Reporting
Provide regular updates and reports to the Manager, ensuring accuracy, timeliness, and operational effectiveness.
SAP System reporting.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Dịch Vụ Khách Hàng,Bao bì/In ấn/Dán nhãn,5,Cử nhân,Không hiển thị,,Trưởng phòng,"Customer Service Knowledge, Customer Service, Merchandiser, ERP",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Bao bì/In ấn/Dán nhãn, Customer Service Knowledge, Customer Service, Merchandiser, ERP, Navigos Search, Bình Dương",Dịch Vụ Khách Hàng,0,100,,,
"AI Engineer (Llms, CV) / Software Engineer (Front-End, Back-End, Windows Form)",Công Ty Cổ Phần Giải Pháp Công Nghệ Smart Digiworld,"Số 78 Phố Duy Tân, Phường Cầu Giấy, TP Hà Nội, Việt Nam, 57 Phố Nguyễn Quốc Trị, Mặt sau, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam, 57 Phố Nguyễn Quốc Trị, Mặt sau, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam","Nghiên cứu và ứng dụng các công nghệ LLM (Large Language Model), Computer Vision, OCR, NLP, Multi-Agent Systems, Speech Recognition vào sản phẩm.
Xây dựng và triển khai hệ thống AI có khả năng mở rộng, đảm bảo tích hợp tốt với hạ tầng kỹ thuật hiện có.
Đề xuất và triển khai các sáng kiến giúp cải thiện chất lượng, hiệu suất và độ tin cậy của hệ thống AI.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,1,Không giới hạn,5,,Nhân viên,"IT Phần Mềm, AI Engineer",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Phần Mềm CNTT/Dịch vụ Phần mềm, IT Phần Mềm, AI Engineer, Công Ty Cổ Phần Giải Pháp Công Nghệ Smart Digiworld, Hà Nội",Phần Mềm Máy Tính,0,100,10350000.0,9200000.0,11500000.0
Giám Đốc Pháp Lý Doanh Nghiệp,Công ty Cổ phần Tập đoàn Bất động sản NK Properties,"92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh","- Tham mưu, đề xuất phương án xử lý rủi ro pháp lý, cơ cấu pháp nhân, quản trị theo chiến lược phát triển của Tập Đoàn.
- Tư vấn, phê duyệt hồ sơ, hợp đồng, dự án đầu tư, M&A, chuyển nhượng tài sản/dự án.
- Kiểm soát tuân thủ pháp luật các lĩnh vực: đầu tư, xây dựng, BĐS, thuế, chứng khoán, M&A, lao động, tố tụng.
- Xây dựng, chuẩn hóa quy chế và văn bản pháp lý.
- Chỉ đạo xử lý tranh chấp, khiếu nại, tố tụng; làm việc với cơ quan quản lý và đối tác và đại diện pháp lý.
- Đào tạo, phát triển và kiểm soát chất lượng đội ngũ pháp chế.
- Cập nhật, phổ biến pháp luật; đề xuất cải tiến quy trình hiệu quả
- Báo cáo Ban TGĐ về pháp lý doanh nghiệp, dự án, tranh chấp.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Pháp Lý,Luật/Dịch vụ pháp lý,12,Cử nhân,1,08:30 - 17:30,Giám Đốc và Cấp Cao Hơn,"Bất Động Sản, Pháp Lý Doanh Nghiệp, Thủ Tục Mua Bán Bất Động Sản, Vietnamese Lawyer Practicing Certificate, Đàm Phán Hợp Đồng",Bất kỳ,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Pháp Lý, Luật Xây Dựng, Luật/Dịch vụ pháp lý, Bất Động Sản, Pháp Lý Doanh Nghiệp, Thủ Tục Mua Bán Bất Động Sản, Vietnamese Lawyer Practicing Certificate, Đàm Phán Hợp Đồng, Công ty Cổ phần Tập đoàn Bất động sản NK Properties, Hồ Chí Minh",Luật Xây Dựng,0,100,,,
Kỹ Sư IT/ IT Engineer (100% Vốn Đầu Tư Đức),RRC Power Solutions,"Lô CN4, Khu công nghiệp Nam Đình Vũ, thuộc khu kinh tế Đình Vũ- Cát Hải, Đông Hải 2, Hải An, Hải Phòng, Lô CN4, Khu công nghiệp Nam Đình Vũ, thuộc khu kinh tế Đình Vũ- Cát Hải, Đông Hải 2, Hải An, Hải Phòng","We are seeking a skilled IT Engineer to support and maintain our IT infrastructure, including servers, networking, Microsoft 365, SAP, and MES. The ideal candidate will play a key role in ensuring smooth IT operations and supporting business processes within a manufacturing/distribution/factory (M/D/F) environment.

• Installation and management of clients, systems and networks (on-premises and cloud)
• Maintain and troubleshoot servers (Windows, VMWare, Linux) and networking infrastructure.
• Provide support for Microsoft 365 applications and services.
• Assist in the administration and maintenance of SAP and MES systems.
• Monitor system performance and ensure IT security best practices.
• Collaborate with internal teams to improve IT processes and efficiency.
• Align with HQ IT department for support and improvements of globally provided IT services.
• Perform system backups (VEEAM), updates, and patches as required.
• Provide technical support and training to end-users.

ACTING AUTHORITY
• Responsible for creating and closing user accounts
• Assigning tasks to colleagues in case of issue/ outage resolution
• Responsible for planning and maintaining local IT environment",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Công Nghệ Thông Tin/Viễn Thông,Hệ thống CNTT & Thiết bị,2,Cử nhân,1,,Nhân viên,"IT Infrastructure, Network Troubleshooting, MES System Development, Microsoft 365 Applications, IT Operations",Tiếng Anh,Không giới hạn,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, IT Support/Help Desk, Hệ thống CNTT & Thiết bị, IT Infrastructure, Network Troubleshooting, MES System Development, Microsoft 365 Applications, IT Operations, RRC Power Solutions, Hải Phòng",IT Support/Help Desk,0,100,,,
Chuyên Viên Kinh Doanh Và Tự Doanh Thị Trường Tài Chính,Techcom Securities (Tcbs),"Hanoi, Viet Nam, Tòa nhà C5, 119 Trần Duy Hưng, Cầu Giấy, Hà Nội","Trách nhiệm bao gồm, nhưng không giới hạn:
• Trực tiếp thực hiện các giao dịch đầu tư trên thị trường kinh doanh tiền tệ và trái phiếu
• Hỗ trợ Giám đốc Quản lý nguồn vốn thiết lập và duy trì quan hệ với các định chế tài chính. Thu xếp các hạn mức tín dụng, đàm phán cơ chế lãi suất các định chế tài chính áp dụng cho TCBS
• Hỗ trợ Giám đốc Quản lý nguồn vốn trong việc quyết định hoặc tham mưu cho Ban Giám đốc Khối NHĐT quyết định liên quan đến các lãi suất các khoản đầu tư, giá mua bán, chính sách lãi suất cho vay, lãi suất vay
• Thực hiện đề xuất và kiểm soát việc tuân thủ các hạn mức rủi ro thị trường đối với danh mục đầu tư
• Tham gia xây dựng các chính sách, quy định, quy trình, hướng dẫn về nghiệp vụ Quản lý nguồn vốn
• Trong trường hợp được ủy quyền, đại diện mảng chức năng tham gia vào dự án NHĐT để xây dựng, cấu trúc và phát triển sản phẩm mới
• Tiếp nhận và triển khai thực hiện kế hoạch công việc được giao của mảng chức năng theo định hướng hoạt động của khối NHĐT, cụ thể:

1. Phối hợp với Kinh doanh và phân phối Khách hàng doanh nghiệp và các khối kinh doanh thuộc Techcombank để tiếp cận và khai thác hệ thống khách hàng doanh nghiệp, khách hàng định chế tài chính, v.v. sẵn có và tiềm năng của Techcombank
2. Phối hợp với Kinh doanh và Phân phối Khách hàng doanh nghiệp xác định nhu cầu của khách hàng để lên kế hoạch đầu tư tổng thể
3. Trực tiếp phối hợp với các bộ phận có liên quan để thực hiện các giao dịch
4. Phối hợp với các bộ phận có liên quan để hoàn thiện giao dịch:
• Thiết lập và duy trì quan hệ chặt chẽ với các cơ quan quản lý Nhà nước: Bộ Tài chính, Uỷ ban Chứng khoán Nhà nước, Trung tâm Lưu ký chứng khoán, các Sàn giao dịch chứng khoán…
• Thực hiện các hoạt động Quản lý nguồn vốn tuân thủ các chính sách, quy định, quy trình, hướng dẫn nội bộ… và cam kết chất lượng dịch vụ (SLAs)
• Thực hiện các công việc khác có liên quan theo yêu cầu của lãnh đạo",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Kinh Doanh,Chứng khoán,5,Cử nhân,1,09:00 - 18:00,Nhân viên,"Kinh Doanh Chứng Khoán, Kinh Tế, Phân Tích Tài Chính, Tài Chính Ngân Hàng, Đầu Tư",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Chứng khoán, Kinh Doanh Chứng Khoán, Kinh Tế, Phân Tích Tài Chính, Tài Chính Ngân Hàng, Đầu Tư, Techcom Securities (Tcbs), Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100,,,
Chuyên Gia Pháp Chế,Techcom Securities (Tcbs),"Hanoi, Viet Nam, Tòa nhà C5, 119 Trần Duy Hưng, Cầu Giấy, Hà Nội","1. Mục đích công việc:
- Nắm vững các vấn đề pháp lý liên quan đến hoạt động của Techcom Securities (TCBS), Khối Ngân hàng đầu tư (NHĐT) và các đơn vị thành viên;
- Báo cáo, tham gia xây dựng và thực hiện các giải pháp về pháp lý đối với các nghiệp vụ, sản phẩm, dịch vụ và các hoạt động khác của TCBS, Khối NHĐT và các đơn vị thành viên;
- Tham gia nâng cao quy tắc đạo đức nghề nghiệp của các thành viên trong TCBS, Khối NHĐT và các đơn vị thành viên.
2. Trách nhiệm chính:
• Thực hiện các giải pháp pháp lý đối với các nghiệp vụ, sản phẩm, dịch vụ và các hoạt động khác của TCBS, Khối NHĐT và các đơn vị thành viên theo phân công của lãnh đạo.
• Báo cáo và đề xuất giải pháp xử lý các rủi ro pháp lý phát sinh liên quan đến các nghiệp vụ, sản phẩm, dịch vụ và các hoạt động khác của TCBS, Khối NHĐT và các đơn vị thành viên.
• Soạn thảo các hợp đồng, tài liệu và các văn bản liên quan đến các công cụ, sản phẩm, giải pháp tài chính và dịch vụ tài chính, tư vấn của TCBS, Khối NHĐT và các đơn vị thành viên theo phân công của lãnh đạo.
• Nhận biết rủi ro về pháp lý của TCBS, Khối NHĐT và các đơn vị thành viên trong quá trình vận hành, phối hợp với các đơn vị liên quan xây dựng phương pháp đo lường, đánh giá và giảm thiểu rủi ro về pháp lý.
• Tham gia xây dựng các chính sách, quy định, quy trình, hướng dẫn về nghiệp vụ của mảng chức năng và các đơn vị liên quan.
• Cập nhật và báo cáo lãnh đạo các quy định của pháp luật về tài chính, đầu tư, ngân hàng, chứng khoán, thị trường vốn và các quy định khác có liên quan đến các hoạt động nghiệp vụ của TCBS, Khối NHĐT và các đơn vị thành viên.
• Trực tiếp làm việc với các bộ phận của TCBS, Khối NHĐT và các đơn vị thành viên (như Tư vấn phát hành, Giải pháp tài chính, Quản lý nguồn vốn, Vận hành hoạt động, Kinh doanh và Phân phối Khách hàng cá nhân, Kinh doanh và Phân phối Khách hàng doanh nghiệp, v.v.) để nhận các yêu cầu về mặt pháp lý liên quan đến các sản phẩm và dịch vụ mà TCBS, Khối NHĐT và các đơn vị thành viên đang cung cấp và xử lý các yêu cầu đó trong phạm vi quyền hạn của mình. Đối với các yêu cầu không xử lý được trong phạm vi quyền hạn, báo cáo với lãnh đạo, đề xuất hướng xử lý và thực hiện theo chỉ đạo của lãnh đạo.
• Phối hợp tích cực và chặt chẽ với các bộ phận khác thuộc TCBS, Khối NHĐT, các đơn vị thành và các bộ phận có liên quan thuộc Techcombank để hướng tới đạt hiệu quả cao nhất cho mục tiêu chung của mảng NHĐT – Techcombank.
• Thiết lập và duy trì quan hệ với các cơ quan quản lý Nhà nước có liên quan đến pháp lý để phục vụ các hoạt động của TCBS, Khối NHĐT và các đơn vị thành viên.
• Thực hiện các công việc khác có liên quan theo yêu cầu của lãnh đạo.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Pháp Lý,Chứng khoán,5,Cử nhân,1,09:00 - 18:00,Nhân viên,"Luật, Pháp Chế, Pháp Lý, Tài Chính, Đầu Tư",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Pháp Lý, Tư Vấn Pháp Lý, Chứng khoán, Luật, Pháp Chế, Pháp Lý, Tài Chính, Đầu Tư, Techcom Securities (Tcbs), Hà Nội",Tư Vấn Pháp Lý,0,100,,,
Design Coordinator & Support Architect,Tập Đoàn Sun Group,"Phu Quoc, Vietnam, Tầng 9, Tòa nhà Sun City, 13 Hai Bà Trưng, Hoàn Kiếm, Hà Nội, Việt Nam","Your Role
As a Design Coordinator & Support Architect, you will be at the heart of our design projects, coordinating with international and local consultants, contributing creative ideas, and ensuring the highest quality standards from concept to implementation. You will play a critical role in delivering visionary projects across diverse sectors including hospitality, residential, commercial, and public spaces.
What You Will Do
Design Management:
• Compile design briefs and translate visions into actionable design strategies.
• Present conceptual ideas and designs to the Chairman and Senior Management.
• Review and assess design documents at concept & masterplan stages, providing constructive evaluation and recommendations.
Coordination:
• Facilitate seamless collaboration between international and local design consultants.
• Coordinate internally with Sun Group teams across multiple projects and locations.
• Ensure smooth communication and alignment among all project stakeholders.
Support Architect Tasks:
• Develop sketches and computerized drawings for conceptual ideas.
• Assist with CAD operations and prepare meeting agendas, notes, and minutes.
• Support translation and communication tasks as required.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-11-20,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,2,Không giới hạn,Không hiển thị,09:00 - 18:00,Nhân viên,"Design Management, Documentation Capabilities, Management Planning, AutoCAD, Interpersonal skills",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc, Kỹ thuật xây dựng/Cơ sở hạ tầng, Design Management, Documentation Capabilities, Management Planning, AutoCAD, Interpersonal skills, Tập Đoàn Sun Group, Kiên Giang",Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc,0,100,,,
