Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
Chuyên Viên Quản Lý Thiết Bị (Equipment Management Specialist),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SGC,"Khu đô thị Vinhome Đại An - Vinhomes Ocean Park 3, Văn Giang, Tầng 10, Tòa nhà VP TechnoPark, Vinhomes Ocean Park, Gia Lâm, Hà Nội","• Tham gia vào quản lý thiết bị máy công trình của công ty.
• Tổ chức, thực hiện việc bảo trì, bảo dưỡng, sửa chữa thiết bị (máy xây dựng).
• Kiểm tra và giao nhận thiết bị cho thuê.
• Thực hiện việc cập nhật và quản lý thông tin trên hệ thống theo quy định của công ty.
• Tham gia vào việc xây dựng quy định, quy trình, hướng dẫn thao tác kỹ thuật.
• Thực hiện và quản lý thông tin và tài liệu của bộ phận.","• Tối thiểu 3 năm kinh nghiệm trong công tác sửa chữa bảo dưỡng thiết bị (máy xây dựng), có kinh nghiệm trong việc quản lý thiết bị.
• Trình độ học vấn: Tốt nghiệp đại học, hệ chính quy chuyên ngành Máy xây dựng, cơ khí ô tô, ưu tiên các trường Đại học Bách Khoa, đại học xây dựng, đại học giao thông.
• Nhiệt huyết, tinh thần trách nhiệm cao.
• Sử dụng thành thạo tin học văn phòng.",2025-10-13,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,Cử nhân,1,08:00 - 17:00,Nhân viên,"Bảo Trì Thiết Bị Tin Học, Quản Lý Thiết Bị, Sửa Chữa Bảo Trì Máy, Tin Học Văn Phòng, Tinh Thần Trách Nhiệm, Tinh Thần Trách Nhiệm",Tiếng Việt,Không hiển thị,Bất kỳ,Thứ 2  đến Thứ 7,Toàn thời gian,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Kỹ thuật xây dựng/Cơ sở hạ tầng, Bảo Trì Thiết Bị Tin Học, Quản Lý Thiết Bị, Sửa Chữa Bảo Trì Máy, Tin Học Văn Phòng, Tinh Thần Trách Nhiệm, Tinh Thần Trách Nhiệm, CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SGC, Hưng Yên",Cơ Khí & Điện Lạnh,25,50,,,
Kỹ Sư An Toàn Thông Tin - Làm Việc Tại Mozambique - Mức Lương Từ 2.000$/tháng,Movitel S.A,"Thủ đô Maputo, nước CH Mozambique, Quốc gia Mozambique","1.Mô tả công việc
• Triển khai, vận hành và giám sát các hệ thống an toàn thông tin như: SoC tools, Firewall, IDS/IPS, SIEM, DLP, Endpoint Security, Email Gateway, WAF ...
• Theo dõi, phân tích log và sự kiện bảo mật, phát hiện hành vi bất thường, tấn công mạng hoặc rò rỉ dữ liệu.
• Xử lý và điều tra sự cố bảo mật, đưa ra biện pháp khắc phục, phục hồi và báo cáo nguyên nhân.
• Đánh giá lỗ hổng hệ thống, ứng dụng, mạng – phối hợp với các bộ phận khắc phục, vá lỗi.
• Cập nhật và triển khai chính sách bảo mật, tiêu chuẩn, quy trình (ISO 27001, NIST, CIS Benchmark...).
• Thực hiện kiểm thử bảo mật (pentest, vulnerability scan) định kỳ.
• Đào tạo và nâng cao nhận thức bảo mật cho nhân viên trong công ty.
• Hỗ trợ các dự án CNTT về khía cạnh bảo mật (Security by Design).
• Báo cáo định kỳ về tình hình an ninh mạng cho lãnh đạo.","2. Yêu cầu công việc
2.1.Trình độ & Kinh nghiệm
• Tốt nghiệp Đại học chuyên ngành CNTT, An ninh mạng, Điện tử viễn thông hoặc tương đương.
• Có tối thiểu 1–3 năm kinh nghiệm trong lĩnh vực an toàn thông tin hoặc quản trị hệ thống mạng.
• Hiểu biết vững về TCP/IP, hệ điều hành (Windows/Linux), mô hình OSI, mạng LAN/WAN, Cloud Security.
• Ưu tiên có kinh nghiệm với SIEM (Splunk, QRadar, ELK), Firewall (Fortigate, Palo Alto, Checkpoint), Endpoint Security, DLP, hoặc SOC operations.
2.2. Chứng chỉ (ưu tiên)
• CEH, CompTIA Security+, ISO 27001, CCNA Security, GIAC, CISSP (nếu có).
Kỹ năng mềm
• Có khả năng làm việc chi tiết, có tinh thần hỗ trợ tốt.
• Kỹ năng làm việc nhóm, quản lý dự án với nhiều phòng ban chức năng khác nhau (IT, CSKH, Billing/ NOC/ Ban CNTT/ Ban Công nghệ QLM…).
• Ngoại ngữ: giao tiếp Tiếng Anh cơ bản.
• Sử dụng tin học & ứng dụng công nghệ thành thạo trên lĩnh vực phụ trách.

3. QUYỀN LỢI
- Mức lương từ 25.000 USD/năm, tương xứng với năng lực và kinh nghiệm làm việc;
- Thu nhập: thưởng tháng lương 13; thưởng Quý, thưởng Năm, thưởng Tết và các dịp lễ…;
- Xét tăng lương 1 lần/năm theo năng lực và hiệu quả công việc;
- Bảo hiểm toàn cầu;
- Hỗ trợ vé máy bay khứ hồi nghỉ phép năm;
- Nghỉ phép 22 ngày phép, Nghỉ lễ tết, Chủ nhật. Nghỉ mát. Nghỉ khám sức khỏe.
- Hỗ trợ Nhà ở.
- Làm việc trong môi trường chuyên nghiệp, được hỗ trợ phát huy khả năng, phát triển công việc tối đa.",2025-10-13,Công Nghệ Thông Tin/Viễn Thông,Hệ thống CNTT & Thiết bị,1,Không giới hạn,Không hiển thị,,Nhân viên,"Nhiệt huyết trong công việc, Nhanh nhẹn",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Bảo Mật Công Nghệ Thông Tin, Hệ thống CNTT & Thiết bị, Nhiệt huyết trong công việc, Nhanh nhẹn, Movitel S.A, Quốc tế",Bảo Mật Công Nghệ Thông Tin,0,100,,,
Deputy Branch Manager of Business in Ha Noi - Hai Phong - Hoi An - Can Tho,Ngân Hàng TNHH Indovina,"Số A1-9, Lô 8A, Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, TP. Hải Phòng, Hà Nội, 88 Hai Bà Trưng, Q. Hoàn Kiếm, Hà Nội, 08 Phan Văn Trị, P. An Phú, Q. Ninh Kiều, Cần Thơ, 97A Nguyễn Văn Trỗi, P.11, Q. Phú Nhuận – Tp.HCM","With the aim to expand the network and improve the business efficiency at Branches in the system, Indovina Bank Limited (IVB) is looking for dynamic, confident and experienced managers to accompany IVB on the sustainable development journey, confirm our specialized joint venture bank in the field of finance - banking.

We are currently expecting candidates of Deputy Branch Manager of Business at Units in the following areas: Can Tho, Hoi An, Hai Phong, Ha Noi. We welcome all candidates with management competency, strategic thinking and the ability to lead a team and achieve outstanding business goals altogether.

1. Building and implementing plans
- Setting up, implementing, and monitoring the execution of the operation and expense plan for the unit per year/ in each period as assigned.
- Proposing and implementing solutions to enhance operational efficiency and risk control for the Unit.

2. Managing and executing operations of the unit as assigned
- Managing the service delivery to corporate and individual customers: seeking and introducing IVB’s products to customers; Receiving loan / credit granting requests from customers; Appraising credit granting/ disbursement proposals according to regulations; Monitoring and supervising the capital utilization status after loan disbursement
- Managing marketing organization and consulting transactions to customers: capital mobilization product, account management, payment services, card services, ATM, POS, remittance payments for customers, digital banking, foreign exchange activities, and other service. Promoting and managing business for IVB’s customer segments:
+ Implementing programs to boost sales of IVB’s products and services.
+ Implementing sales promotion program for the sales team.
+ Developing and managing cooperative relationships with partners.
- Managing business activities for customer segments:
+ Managing, monitoring the implementation of business plans for customer segments at the unit.
+ Performing customer management, evaluation, and classification.
- Ensuring the quality and efficiency of business activities, compliance with relevant regulations and processes:
+ Credit granting:
- Proposing/ managing the credit granting to ensure efficiency and compliance with regulations.
- Timely detecting and preventing risks and fraud in credit files of customers.
- Coordinating with relevant units in handling problematic debt recovery/ overdue loan of customers at the unit.
+ Other products and services: marketing, customer management, customer care according to regulations.
- Building, protecting the reputation, and developing the brand image of IVB with customers, partners, and relevant agencies.

3. Human resources management
- Participating in selecting and training employees, building, and developing a successor human resources team.
- Assigning tasks, setting targets, guiding, and evaluating the working performance for employees.
- Proposing personnel arrangement suitable with their capabilities.
- Organizing, managing, coordinating to implement other general administration and human resources tasks for all employees of the Unit within the scope of authorization.

4. Others
- Periodically/ ad-hoc reporting as required.
- Performing other tasks as assigned by Branch Manager/ BOEs.","1. Knowledge, professional experience
- Graduated from University or above in Economics, Finance, Banking, Business Administration, or related fields.
- Legal knowledge related to banking operations, compliance control and anti-money laundering according to the Bank’s regulations.
- Knowledge of credit risk management and other operational risks.
- Knowledge of IVB’s products and services, finance analysis, credit/ assets appraisal.
- Minimum of 05 years’ experience in credit institutions with at least 02 years in equivalent management positions.

2. Skills
- Leadership skills; Negotiation skills
- Problem solving and decision-making skills
- Business strategic management skills
- Sales, market, and customer development skills

3. Other requirements
- English: TOEIC 600 and above or equivalent. Candidates with strong Chinese communication skills will have an advantage.
- Matching with regulatory criteria for prevention of money laundering, terrorist financing, and financing of proliferation financing of weapons of mass destruction.",2025-10-13,Ngân Hàng & Dịch Vụ Tài Chính,Ngân hàng,5,Cử nhân,Không hiển thị,,Giám Đốc và Cấp Cao Hơn,"Banking Service, Financial Risk Analysis, Finance Management, Sales & Business Development, Customer Relationship Management skills",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Đầu Tư Tài Chính, Ngân hàng, Banking Service, Financial Risk Analysis, Finance Management, Sales & Business Development, Customer Relationship Management skills, Ngân Hàng TNHH Indovina, Hải Phòng, Hà Nội, Cần Thơ",Đầu Tư Tài Chính,0,100,,,
Kỹ Sư Hạ Tầng CNTT - Làm Việc Tại Mozambique - Mức Lương Từ 2.000$/tháng,Movitel S.A,"Mozambique, Quốc gia Mozambique","I. MÔ TẢ CÔNG VIỆC
- Triển khai và Vận hàng ha tầng tài nguyên Công nghệ thông Server, Database, Network Switch, LB); Kết nối các hệ thống nội bộ khác, IP Plan; Data Plan,…
- Triển khai và vận hành hạ tầng Private Cloud
- Rà soát, đánh giá phân tích và Quản trị hạ tầng Công nghệ thông tin định kỳ (Tháng/Quý/Năm)
- Phân tích chuyên sâu, xác định và xử lý nguyên nhân lỗi theo cảnh báo, ticket mà nhân sự giám sát (FO) phản ánh.
- Xây dựng các quy trình kỹ thuật: vận hành, quản lý, phối hợp, liên quan.
- Báo cáo KPI hệ thống: daily/ weekly/ Monthly.","2. YÊU CẦU CÔNG VIỆC
- Giới tính: Nam/Nữ
- Độ tuổi: Từ 22 – 30 tuổi.
- Trình độ học vấn: Tốt nghiệp Đại học loại khá trở lên, hệ chính quy tại các trường Đại học trong nước hoặc Đại học nước ngoài, Đại học liên kết, ưu tiên các trường Bách khoa, Công nghệ, Bưu chính viễn thông.
- Chuyên môn: Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính, hoặc các ngành liên quan.
- Kỹ năng cần thiết:
+ Am hiểu quy trình vận hành của các nhà cung cấp mạng di động tại Việt Nam là một lợi thế.
+ Kinh nghiệm làm việc với các thiết bị: Dell, HP, IBM ….
+ Có kiến thức nền tảng về Window Server, Linux, Oracle
+ Ưu tiên nhân sự có trên 02 năm kinh nghiệm làm việc tại các bộ phận Vận hành, khai thác quản lý/ nghiệp vụ liên quan tới hạ tầng thiết bị (Server, Database, Network Switch, LB) .
+ Có khả năng làm việc chi tiết, có tinh thần hỗ trợ tốt.
+ Kỹ năng làm việc nhóm, quản lý dự án với nhiều phòng ban chức năng khác nhau (IT, CSKH, Billing/ NOC/ Ban CNTT/ Ban Công nghệ QLM…).
+ Ngoại ngữ: giao tiếp Tiếng Anh cơ bản.
+ Sử dụng tin học & ứng dụng công nghệ thành thạo trên lĩnh vực phụ trách.
3. QUYỀN LỢI
- Mức lương từ 25.000 USD/năm, tương xứng với năng lực và kinh nghiệm làm việc;
- Thu nhập: thưởng tháng lương 13; thưởng Quý, thưởng Năm, thưởng Tết và các dịp lễ…;
- Xét tăng lương 1 lần/năm theo năng lực và hiệu quả công việc;
- Bảo hiểm toàn cầu;
- Hỗ trợ vé máy bay khứ hồi nghỉ phép năm;
- Nghỉ phép 22 ngày phép, Nghỉ lễ tết, Chủ nhật. Nghỉ mát. Nghỉ khám sức khỏe.
- Hỗ trợ Nhà ở.
- Làm việc trong môi trường chuyên nghiệp, được hỗ trợ phát huy khả năng, phát triển công việc tối đa.",2025-10-13,Công Nghệ Thông Tin/Viễn Thông,Hệ thống CNTT & Thiết bị,0,Không giới hạn,Không hiển thị,,Nhân viên,Viễn Thông,Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Quản Lý Công Nghệ Thông Tin, Hệ thống CNTT & Thiết bị, Viễn Thông, Movitel S.A, Quốc tế",Quản Lý Công Nghệ Thông Tin,0,100,,,
Technical Support Engineer (English & Chinese Speaking),Navigos Search' Client,"KCN Ha Noi, Ha Noi","Our client, an US company, is seeking Technical Service Engineer (English & Chinese Speaking)/ This role will provide hands-on technical support, process development, and project leadership for our customers and partners across the region.

Key Responsibilities:
1. Provide technical support to customers and partners (Finishers and TPMs) for new product technical transfers, process development, and troubleshooting.
2. Build and maintain strong customer relationships, collaborating closely with sales and cross-functional teams.
3. Deliver solutions and troubleshooting for process and quality issues, escalating when necessary.
4. Negotiate and finalize technical specifications with customers.
5. Manage finishing processes and ensure high standards of product quality and efficiency.
6. Conduct technical training for ODMs, TPMs, and finishers.
7. Lead or support process improvement projects using structured problem-solving methods.
8. Drive innovation, cost-reduction, and capacity improvement initiatives.","- Proficient in Chinese and English( a Must)
- Bachelor’s degree in Materials Engineering, Physics, Chemistry, Electronics, or Mechanical Engineering.
- 5+ years of experience in electronics, or semiconductor industries.
- Strong communication and negotiation skills in English and Chinese.
- Proven problem-solving and analytical abilities.
- Self-motivated, proactive, and able to perform under pressure.
- Able to 50% domestic travel in Northern to CMs and 50% based in Ha Noi",2025-10-13,Sản Xuất,Điện/Điện tử,0,Không giới hạn,Không hiển thị,,Nhân viên,"Electronics, Chinese, Application Solution, Technical Support",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Điện/Điện tử, Electronics, Chinese, Application Solution, Technical Support, Navigos Search' Client, Hà Nội",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,57500000.0,46000000.0,69000000.0
Supplier Quality Engineer (English & Chinese Speaking),Navigos Search' Client,"KCN Ha Noi, Ha Noi","Our client, an US company, is seeking QA Engineer (English & Chinese Speaking) to manage the quality of products and support innovation projects in the Southeast Asia region. This role will ensure that our Contract Manufacturers (CMs) meet quality standards, resolve customer quality concerns, and contribute to new CM qualification.

Key Responsibilities:
1. Collaborate with CMs and internal teams to assess risks for new product requirements (NPI).
2. Align with global teams to maintain and update company master specifications.
3. Develop and implement quality systems at CMs, including Quality Control Plans, audits (QPA/QSA), sample inspections, traceability, RMA handling, MRB processes, and more.
4. Oversee product quality from design, sample builds, and internal/customer qualifications to mass production.
5. Organize and lead customer audits, conduct internal pre-audits, and drive corrective actions.
6. Continuously monitor quality KPIs and conduct PCPD audits to improve CM performance.
7. Manage customer-related quality activities, including complaint resolution, metrology alignment, and VOC (Voice of Customer) feedback handling.
8. Lead initiatives to reduce the Cost of Quality through process optimization.","- Proficient in Chinese and English( a Must)
- Bachelor’s degree or above
- Min 5 years of experience in quality management, manufacturing, or project management
- Experience in managing CM/ supplier/ customer quality processes
- Strong communication, problem-solving, and leadership skills
- Knowledge of Metrology and basic mechanical drawings (AutoCAD)
- Experience with ISO audits, quality control processes, and handling customer complaints
- Able to >50% domestic travel (Vietnam)",2025-10-13,Sản Xuất,Điện/Điện tử,0,Không giới hạn,Không hiển thị,,Nhân viên,"Supplier Quality Management, Electronics, SQE, Quality Engineer, Chinese",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Điện/Điện tử, Supplier Quality Management, Electronics, SQE, Quality Engineer, Chinese, Navigos Search' Client, Hà Nội",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,57500000.0,46000000.0,69000000.0
Quản Lý Bán Hàng Khu Vực - (Làm Việc Tại Nước Ngoài - Mozambique) (Mức Lương Từ 2000 USD),Movitel S.A,"Mozambique, Quốc gia Mozambique","Công ty Movitel S.A là Công ty trực thuộc Tập đoàn Công nghiệp Viễn thông Quân đội Viettel. (Lĩnh vực hoạt động chính của Công ty: Dịch vụ Di động (Thoại, Data, tin nhắn) và Dịch vụ Ví điện tử)
Dịch vụ Ví điện tử của Movitel với tên thương hiệu là e-Mola, là sản phẩm cung cấp cho các thuê bao di động của Movitel các dịch vụ tài chính như: dịch vụ chuyển tiền, nạp tiền, rút tiền, dịch vụ thanh toán hóa đơn và mua các sản phẩm dịch vụ khác của Movitel. Điện thoại sử dụng thuê bao của Movitel và dùng các dịch vụ này sẽ tương tự như một thẻ ngân hàng thông thường.

1. MÔ TẢ CÔNG VIỆC:
- Nghiên cứu thị trường, đối thủ, phân khúc khách hàng để đưa ra chiến lược phù hợp.
- Tổ chức các hoạt động bán hàng, chiến dịch truyền thông theo khu vực địa lý được phân công.
- Đề ra các kế hoạch bán hàng và các hoạt động dịch vụ nhằm đạt được kế hoạch được giao.
- Tổ chức đào tạo kỹ năng, nghiệp vụ bán hàng, truyền thông cơ chế chính sách mới cho nhân viên.
- Kiểm tra, hỗ trợ kênh điểm bán: Trang bị hình ảnh cho điểm bán: Banner, công cụ dụng cụ, Tờ rơi…; kiểm tra hàng hóa của kênh: SIM, thẻ cào + float, hanset…; kiểm tra việc nắm chính sách sản phẩm (thẻ cào, handset…) và nghiệp vụ của kênh; kiểm tra việc chăm sóc kênh của NVKD: Thông tin NVKD, tần suất chăm sóc kênh.","2. YÊU CẦU CÔNG VIỆC
- Giới tính: Nam
- Độ tuổi: Từ 22– 25 tuổi.
- Trình độ học vấn: Tốt nghiệp đại học trở lên, chuyên ngành Quản trị kinh doanh, Kinh tế, Marketing, Kinh doanh quốc tế, Thương mại... Ưu tiên tốt nghiệp các trường ĐH Ngoại thương, ĐH Kinh tế quốc dân, ĐH Thương Mại.
- Kinh nghiệm công tác:
+ Ưu tiên có kinh nghiệm làm việc tại vị trí Phát triển kinh doanh kênh, có kiến thức về kênh phân phối.
+ Ưu tiên có kinh nghiệm trong việc chăm sóc và duy trì mối quan hệ với khách hàng.
+ Ưu tiên có kinh nghiệm làm việc trong lĩnh vực Marketing, quản lý là 1 lợi thế.
- Kỹ năng cần thiết:
- Tiếng anh TOEIC 550 hoặc thông thạo tiếng Bồ Đào Nha. (Hoặc chứng chỉ tương đương)
- Có kỹ năng khảo sát thị trường, tìm kiếm, tổng hợp và phân tích dữ liệu.
- Cẩn thận, chủ động, sáng tạo, trung thực trong công việc
- Khả năng sắp xếp, phân tích công việc, giải quyết vấn đề tốt.
- Khả năng làm việc dưới áp lực cao.
- Có kỹ năng giao tiếp và làm việc theo nhóm tốt.

- Mức lương từ 2000 USD, tương xứng với năng lực và kinh nghiệm làm việc;
- Thu nhập: thưởng tháng lương 13; thưởng Quý, thưởng Năm, thưởng Tết và các dịp lễ…;
- Xét tăng lương 1 lần/năm theo năng lực và hiệu quả công việc;
- Bảo hiểm toàn cầu;
- Hỗ trợ vé máy bay khứ hồi nghỉ phép năm;
- Nghỉ phép 26 ngày phép, Nghỉ lễ tết, Chủ nhật. Nghỉ mát. Nghỉ khám sức khỏe.
- Hỗ trợ Nhà ở. Có xe đưa đón từ Nhà công vụ đến Công ty.
- Làm việc trong môi trường chuyên nghiệp, được hỗ trợ phát huy khả năng, phát triển công việc tối đa.
3. CÁCH THỨC NỘP HỒ SƠ ỨNG TUYỂN
- Ứng viên gửi Hồ sơ xin việc bao gồm CV và Scan các bằng cấp/chứng chỉ liên quan qua Vietnamworks.
- Đặt tên file Đơn đăng ký ứng tuyển như sau: BM - Họ và tên ứng viên
- Ưu tiên ứng viên gửi đơn ứng tuyển sớm.

ĐỊA ĐIỂM LÀM VIỆC
- Thủ đô Maputo, nước CH Mozambique
Một số hình ảnh và thông tin về đất nước Mozambique
https://www.visitmozambique.net/
https://www.turismomocambique.co.mz/",2025-10-13,Bán Lẻ/Tiêu Dùng,Điện/Điện tử,0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Quản Lý Kinh Doanh, Kinh Doanh, Nghiên Cứu Thị Trường, Quản Lý Kinh Doanh Số, Phát Triển Kinh Doanh",Tiếng Anh,Không hiển thị,Nam,,Toàn thời gian,"Bán Lẻ/Tiêu Dùng, Quản Lý Khu Vực, Điện/Điện tử, Quản Lý Kinh Doanh, Kinh Doanh, Nghiên Cứu Thị Trường, Quản Lý Kinh Doanh Số, Phát Triển Kinh Doanh, Movitel S.A, Quốc tế",Quản Lý Khu Vực,22,25,46000000.0,46000000.0,46000000.0
Learning And Development Manager (manufacturing),Navigos Search,"Da Nang, Vietnam, HCMC","Key Responsibilities
• Design and implement the Group-wide learning and development strategy aligned with business goals and leadership vision.
• Develop comprehensive training frameworks for production management, leadership, and technical capability enhancement.
• Partner with factory leaders and functional heads to identify development needs and deploy impactful learning solutions.
• Establish signature programs in leadership, manufacturing excellence, communication, and people management.
• Build the foundation for a Corporate Training Center / Academy to support sustainable talent growth.
• Gradually recruit and lead a dedicated L&D team as the function scales.","• Background in training, education, or industrial management.
• Proven experience in large-scale manufacturing environments (garment, textile, or related industries preferred).
• Strategic mindset with strong execution capability.
• Excellent communication and stakeholder management skills in both Vietnamese and English.",2025-10-13,Nhân Sự/Tuyển Dụng,Sản xuất,7,Cử nhân,1,07:30 - 16:30,Nhân viên,"Communication, Leadership Management, Manufacturing Operations Management, Stakeholder Management, Training Development",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 7,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Đào Tạo Và Phát Triển, Sản xuất, Communication, Leadership Management, Manufacturing Operations Management, Stakeholder Management, Training Development, Navigos Search, Đà Nẵng",Đào Tạo Và Phát Triển,15,60,74750000.0,34500000.0,115000000.0
Packaging Technician (Da Nang Brewery),HEINEKEN Vietnam,"Hòa Khánh Bắc, Liên Chiểu, Da Nang, Vietnam, Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Ben Nghe Ward","Purpose of the job: Ensure a safety agenda is implemented in the daily job. Maintain the machines/ processes according to World class standards. Operate and execute in a qualitative way the process and product related tasks, while improving the key performance indicators and production losses, leading to a safe working environment in the machine/area.

JOB RESPONSILITY:

Safety, food Safety and sustainability
• Maintain the equipment and works in line with the defined and implemented safety, hygiene, food safety & sustainability standards.
• Apply 5S, housekeeping, HACCP related to the workplace.

Quality of the process and product
• Process and product control executed on all machines where the Technician is working.
• Ensure the processes are executed according to the agreed standard and procedures. Execute production plan in standard conditions.
• Report timely and accurate way all mandatory and relevant information and KPIs.

TPM and continuous improvement
• Proactive uses tagging / de-tagging process / system(s).
• Initiate starting of improvement activities and lead them.
• Execute 5S, tagging process, CILT, applies problem solving tools in the shop floor. Participate improvement teams.

Process management
• Ensure the process operates in an efficient and effective manner according to the production plan and specification in standard and non-standard conditions.
• Understand how machine is functioning and influencing the process.
In case of deviations, inform Senior Technicians and / or Packaging Lead.

Equipment management
• Operate the complex machines/ processes.
• Execute basic maintenance tasks/CILT according to standards and is actively involved in improvement activities.
• Capture and interpret performance data and execute corrective actions.","JOB QUALIFICATIONS
Qualifications
• Minimum bachelor degree in Engineering/ Mechanical/ Automation

Experiences/skills
• At least 1 years of experience in FMCG industry with Technician position

Functional Competency:
• TPM/ ISO experience
• Packaging operation

Digital Competency:
• Basic computer skills

Leadership Competency:
• Time Management & Planning skills, communication skills, Problem Solving",2025-10-13,Sản Xuất,Hàng tiêu dùng,3,Cử nhân,Không hiển thị,,Nhân viên,"Mechatronics Engineering, Packaging Technology, FMCG, Brewing, Mechanics",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Vận Hành Máy Móc, Hàng tiêu dùng, Mechatronics Engineering, Packaging Technology, FMCG, Brewing, Mechanics, HEINEKEN Vietnam, Đà Nẵng",Vận Hành Máy Móc,0,100,,,
Giám Đốc Nhà Máy Sản Xuất (Electronic Products),Navigos Search's Client,"Văn phòng, Hanoi","- Quản lý, điều hành toàn bộ hoạt động vận hành tại nhà máy: Phân xưởng sản xuất, kỹ thuật, QC, Kho, văn phòng.
- Hoạch định chiến lược, xây dựng kế hoạch sản xuất hàng tháng/ quý/ năm và kế hoạch dài hạn để hoàn thành các mục tiêu đề ra của nhà máy.
- Xây dựng, tổ chức áp dụng hệ thống quy trình, quy định để quản lý các hoạt động vận hành hàng ngày, đảm bảo hiệu quả công việc, tăng năng suất lao động.
- Tham mưu Ban Tổng Giám đốc áp dụng các phương án cải tiến nhằm tối ưu hóa hiệu quả sản xuất kinh doanh của công ty.
- Quản lý, sử dụng và phân bổ nguồn nhân lực (Sản xuất, QA/QC, Kỹ thuật, Kho...), nguổn lực khác (Thiết bị, vật tư, nguyên vật liệu,…)…của nhà máy một cách hiệu quả.
- Quản lý, giám sát việc tuân thủ các quy định của nhà máy về: Nội quy lao động, An toàn lao động, An ninh trật tự, Bảo vệ môi trường, Phòng cháy chữa cháy, Phòng chống cháy nổ,...
- Phối hợp với các phòng ban liên quan để xây dựng các quy trình liên quan đến hoạt động sản xuất của nhà máy (Định mức tiêu hao vật tư; Định mức chi phí sản xuất (nhân công trực tiếp, nguyên liệu trực tiếp, chi phí sản xuất chung).
- Phối hợp với Phòng Nhân sự tuyển dụng, xây dựng chỉ tiêu đánh giá hiệu quả công việc (KPI), lập kế hoạch đào tạo phát triển cho nhân sự của nhà máy.
- Thực hiện báo cáo hàng tuần về tiến độ sản xuất, chất lượng sản phẩm, hàng tồn kho, vấn đề an toàn lao động, trang thiết bị… tại nhà máy.
- Thực hiện chế độ báo cáo đầy đủ và kịp thời thơi định kỳ và đột xuất cho ban giám đốc.
- Thực hiện các công việc khác do Ban Tổng Giám đốc Công ty giao.","- Tốt nghiệp Đại học trở lên chuyên ngành: Kinh tế, kỹ thuật, điện, cơ khí và các chuyên ngành liên quan.
- Kinh nghiệm từ 5 năm làm Giám đốc Nhà máy, quản lý từ 150 đến 200 nhân viên.
- Có kinh nghiệm làm trong các công ty ngành điện chiếu sáng, điện dân dụng hoặc ngành công nghiệp
- Có khả năng lập kế hoạch, tổ chức triển khai, giám sát và báo cáo.
- Thành thạo Tin học văn phòng.
- Khả năng quản lý & giao tiếp tốt.",2025-10-13,Sản Xuất,Sản xuất,5,Cử nhân,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Quản Lý Sản Xuất, Lập Kế Hoạch, Kỹ Thuật, Tin Học Văn Phòng, Giao Tiếp",Bất kỳ,Không hiển thị,Nam,Thứ 2  đến Thứ 6,Toàn thời gian,"Sản Xuất, Quy Trình & Lắp Ráp, Sản xuất, Quản Lý Sản Xuất, Lập Kế Hoạch, Kỹ Thuật, Tin Học Văn Phòng, Giao Tiếp, Navigos Search's Client, Hà Nội",Quy Trình & Lắp Ráp,0,100,,,
