Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
"Head/ Consultant of Loyalty Partnership, APAC","Galaxy Digital Holdings Co., Ltd (GH)","Galaxy Innovation Hub (GIHUB), High tech park, Tan Phu Ward, District 9, HCMC, Galaxy Innovation Hub, Road D1, Hi-Tech Park, District 9, HCMC.","- Lead and shape the technology vision of the Loyalty program with the ambition of transforming it into a billion-dollar unicorn in the global loyalty industry.
- Drive member growth, expand strategic partner networks, optimize non-air revenue, and leverage advanced technologies to turn data into business power, elevate customer experience, and build long-term competitive advantages across APAC.
- Develop and execute the end-to-end loyalty strategy, integrating technology, data, and innovative business models.
- Champion innovation across the region, harnessing emerging trends such as AI, blockchain, fintech, tokenization, and digital platforms to accelerate member value. Identify high-potential markets and fast-growth opportunities while balancing expansion and cost optimization.
- Manage regional operations and performance, overseeing the full loyalty lifecycle in APAC: accrual, redemption, tier management, partner benefits, and engagement campaigns. Ensure ROI optimization, cost efficiency, and real-time KPI tracking with data-driven decision-making.
- Expand and manage a multi-industry partner ecosystem across APAC—airline alliances, banks, fintechs, retail, hospitality, travel, and entertainment. Lead contract negotiations and develop breakthrough revenue-sharing models to support rapid growth and maximize member value.
- Unlock new redemption products, tokenized rewards, and digital experiences through technology partnerships.",,,,,,,,,,,,,,,,"CEO & General Management, Quản Lý Cấp Cao, Phần Mềm CNTT/Dịch vụ Phần mềm, AI, CRM, English, Blockchain, Fintech, Galaxy Digital Holdings Co., Ltd (GH), Hồ Chí Minh",,0,100,,,
"Assistant Manager Cargo Sales, Ho Chi Minh City",ECS Group,"SCSC, Đường Phan Thúc Duyện, Phường 4, Tân Bình, Ho Chi Minh City, Vietnam, Tòa nhà SCSC, 30 Phan Thúc Duyện, Phường Tân Sơn Nhất, Hồ Chí Minh, Việt Nam","We’re Hiring: Assistant Manager Cargo Sales
Are you passionate about the aviation cargo industry? Do you have strong connections in the air freight market and a drive to deliver results? Join our team and be part of a dynamic organization in the fast-growing air cargo sector!

Location: Ho Chi Minh
Company: Globe Air Cargo Vietnam of ECS Group, GSSA of Turkish Airlines Cargo
Employment Type: Full-time


About us
Globe Air Cargo Vietnam is a subsidiary of ECS Group, global leader in GSSA industry with more than 180 offices located in 59 countries.
We are a leading air cargo service provider representing global airlines in Vietnam. Our mission is to deliver reliable, efficient, and customer-focused cargo solutions. To strengthen our team, we are looking for a motivated Air Cargo Sales Senior Executive to join our growing operations department.


Key Responsibilities:
• Develop and grow air cargo sales in assigned markets.
• Build and maintain strong relationships with freight forwarders, shippers, and airline partners.
• Identify new business opportunities and achieve sales targets.
• Provide market insights and competitor analysis to management.
• Coordinate with operations and customer service teams to ensure excellent service delivery.


Why Join Us?
• Be part of a leading international air cargo brand.
• Attractive salary package + performance-based incentives.
• Career growth opportunities in a fast-paced global industry.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Kinh Doanh,Hậu cần/Giao nhận,2.0,Cử nhân,1,9:00 - 18:00,Nhân viên,"Air Cargo, Communication Skills, Logistics Sales, Negotiation Skills",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hậu cần/Giao nhận, Air Cargo, Communication Skills, Logistics Sales, Negotiation Skills, ECS Group, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,25,45,23000000.0,23000000.0,23000000.0
"Thợ Sửa Chữa Điện, Nước, Máy Lạnh Tay Nghề Cao",Công Ty CP Clean Energy Holding,"Ho Chi Minh City, Vietnam, Lô văn phong C21-22, CC Homyland Riverside, 403 Nguyễn Duy Trinh, phường Bình Trưng, Tp. HCM","• Biết sửa chữa, quản lý và điều phối đội ngũ thợ sửa chữa hệ thống điện, nước, máy lạnh dân dụng.
• Lập kế hoạch, phân công công việc, giám sát tiến độ và chất lượng công việc.
• Trực tiếp tham gia xử lý các sự cố điện nước nhà dân, văn phòng làm việc, căn hộ chung cư..
• Đào tạo, hướng dẫn nhân viên nâng cao tay nghề và kỹ năng an toàn lao động.
• Mô tả công việc, tham gia đề xuất vật tư, báo giá, bảo hành....",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Khoa Học & Kỹ Thuật,Điện/Điện tử,3.0,Trung cấp,Không hiển thị,,Trưởng phòng,"Điện Dân Dụng, Bảo Trì Hệ Thống Nước, Điện Lạnh Dân Dụng, Tốt Nghiệp Trung Cấp, Vi tính văn phòng",Bất kỳ,Người Việt Nam,Nam,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Điện/Nước/Chất Thải, Điện/Điện tử, Điện Dân Dụng, Bảo Trì Hệ Thống Nước, Điện Lạnh Dân Dụng, Tốt Nghiệp Trung Cấp, Vi tính văn phòng, Công Ty CP Clean Energy Holding, Hồ Chí Minh",Điện/Nước/Chất Thải,0,100,14950000.0,11500000.0,18400000.0
Testing Manager (US Company),Navigos Search's Client,"Thành phố Bắc Ninh, Bắc Ninh, Việt Nam, Đống Đa, Bac Ninh (Bus provided from Ha Noi)","1. Job Purpose
Lead team to perform and analyze signal integrity, electrical performance, and high-frequency testing of electronic connectors, cables, and assemblies to ensure product compliance with design and customer requirements in the frequency range of 20GHz up to 67GHz.

2. Key Responsibilities
2.1. Test Execution
• Conduct signal integrity and RF testing on high-speed cables and connectors, including:
o Insertion Loss (IL)
o Return Loss (RL)
o Crosstalk (NEXT/FEXT)
o Bit Error Rate Test (BERT)
o Eye Diagram & Jitter Analysis
o Time Domain Reflectometry (TDR)
• Operate and maintain Vector Network Analyzer (VNA), BERT, and Oscilloscope up to 67GHz bandwidth.
• Perform high-frequency data transmission testing (20GHz–40GHz, 67GHz) following internal and customer standards (e.g., IEEE, IEC, or company-specific specs).

2.2. Data Analysis & Reporting
• Collect, analyze, and interpret test results to verify product performance.
• Compare measured data with simulation or design targets.
• Prepare detailed test reports with conclusions and recommendations for engineering teams.

2.3. Equipment Management
• Calibrate and maintain measurement equipment according to the test lab schedule.
• Ensure proper setup, connection, and handling of high-frequency test fixtures and adapters.
• Maintain clean, ESD-safe, and well-organized testing areas.

2.4. Collaboration
• Work closely with Design, R&D, and Process Engineering to support new product development (NPI) and product validation (PPAP).
• Provide technical feedback to improve product design and process capability.
• Support root cause analysis and corrective actions for electrical performance issues.

2.5. Compliance & Safety
• Ensure all tests are performed according to test procedures, quality standards, and customer requirements.
• Follow safety, ESD, and lab operation rules strictly",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Sản Xuất,Cung cấp nhân lực,0.0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Testing, Test, Signal Integrity, Signal Integrity Analysis",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Cung cấp nhân lực, Testing, Test, Signal Integrity, Signal Integrity Analysis, Navigos Search's Client, Bắc Ninh, Hà Nội",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100,62100000.0,46000000.0,78200000.0
Legal Officer (Real Estate),Central Retail In Vietnam,"222 Đường Trần Duy Hưng, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam, 163 Phan Dang Luu Str., Cau Kieu Ward, HCMC, 163 Phan Dang Luu, Ward 1, Phu Nhuan District, HCMC","1. Real Estate Investment & Land Acquisition
Advise on legal feasibility and structuring of real estate investment projects (lease, sublease, land use right transfer, asset acquisition, share deal).

Support land acquisition processes, including land bidding, direct negotiation, leasing arrangements, and land-use right conversion (where applicable).

Advise on applicable laws and regulations relating to land, housing, construction, planning, zoning, and real estate investment.

2. Legal Due Diligence (LDD)

Conduct and coordinate legal due diligence for real estate and M&A transactions.

Review land status, land use right certificates, planning approvals, construction permits, environmental and compliance matters.

Identify legal risks, gaps, and red flags; propose mitigation plans.

Prepare legal due diligence reports, risk matrices, and closing condition checklists.

3. M&A Transactions & SPA

Draft, review, and negotiate transaction documents including:

SPA / SHA / APA

Land transfer or lease agreements

Side letters and ancillary documents

Advise on transaction structure, conditions precedent (CPs), conditions subsequent (CSs), and closing mechanics.

Support valuation, tax, and structuring discussions from a legal perspective.

4. Leasing & Commercial Contracts

Draft, review, and negotiate real estate lease agreements (land lease, building lease, long-term commercial lease).

Review contracts related to real estate development such as MOUs, LOIs, construction-related agreements, and service contracts.

Ensure contracts are aligned with investment strategy, risk appetite, and local regulations.

5. Closing & Post-Closing Execution

Coordinate closing procedures, including notarization, signing, payment milestones, and document handover.

Prepare and manage closing checklists and transaction timelines.

Handle post-closing filings and registrations (land use right registration, investment registration updates, enterprise amendments).

Liaise with authorities, notaries, and consultants to complete legal formalities.

6. Legal Documentation & Compliance

Prepare and manage legal documentation for real estate investment projects, including:

Powers of attorney

Board / Member resolutions

Investment approvals and internal governance documents

Support licensing and regulatory procedures related to real estate investment and M&A transactions.

Maintain proper legal records and transaction documentation.

7. Stakeholder Coordination

Work closely with internal investment, finance, and project teams to ensure legal alignment throughout the deal lifecycle.

Participate in meetings and negotiations with investors, sellers, landlords, authorities, and external advisors.

Coordinate with external law firms and consultants where required.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Bất Động Sản,Luật/Dịch vụ pháp lý,3.0,Cử nhân,1,,Nhân viên,"English proficiency, Pháp Lý Bất Động Sản, Luật Đất Đai",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Bất Động Sản, Phân Tích Dự Án Bất Động Sản, Luật/Dịch vụ pháp lý, English proficiency, Pháp Lý Bất Động Sản, Luật Đất Đai, Central Retail In Vietnam, Hà Nội, Hồ Chí Minh",Phân Tích Dự Án Bất Động Sản,0,100,,,
Category Buyer,Kkv,"91A Đường Cao Thắng, khu phố 3, Phường 3, District 3, Ho Chi Minh City, Vietnam, Ho Chi Minh","Key Responsibilities
1. Supplier Development & Relationship Management
-Identify, approach, and onboard local suppliers across relevant product categories.
-Maintain long-term supplier relationships and evaluate supplier performance.
-Conduct basic commercial negotiations (pricing, terms, lead time, payment terms, etc.).
2. Product Sourcing & Order Coordination
-Responsible for coordinating purchase orders between local suppliers and headquarters.
-Track order status and ensure timely delivery with expected quality.
-Follow up on samples, quotations, and documentation required by HQ.
3. Market & Industry Research
-Collect and analyze local market trends, consumer preferences, and competitor activities.
-Provide regular feedback and proposals for new products or categories based on local insights.
-Attend trade fairs, exhibitions, or supplier events to explore new opportunities.
4. Compliance & Documentation
-Gather and organize compliance documents required for import/export procedures.
-Ensure products meet local regulatory requirements.
-Assist HQ in assessing risks related to compliance, certification, and product testing.
5. Cross-border Collaboration",,2025-12-16,Bán Lẻ/Tiêu Dùng,Bán lẻ/Bán sỉ,3.0,,,,Nhân viên,Merchandiser,Tiếng Anh,Không hiển thị,,,,"Bán Lẻ/Tiêu Dùng, Thu Mua, Bán lẻ/Bán sỉ, Merchandiser, Kkv, Hồ Chí Minh",Thu Mua,0,100,,,
Kế Toán Tổng Hợp,Công Ty TNHH Cospharm,"Toà nhà Việt Á, số 9 Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, TP Hà Nội, Tầng 14, Tòa nhà Việt Á, số 9 phố Duy Tân, P. Dịch Vọng Hậu, Q. Cầu Giấy, TP. Hà Nội.","Mô tả công việc:
• Tập hợp, kiểm tra và đối chiếu hóa đơn, chứng từ kế toán; phối hợp với đơn vị/đại lý thuế để lập và nộp báo cáo thuế quý, năm.
• Thực hiện các nghiệp vụ kế toán nội bộ: theo dõi công nợ, thu – chi, kiểm soát dòng tiền.
• Hạch toán và tổng hợp số liệu kế toán; lập báo cáo tài chính định kỳ theo quy định.
• Làm việc với các cơ quan Nhà nước (thuế, bảo hiểm, kiểm toán…) khi có yêu cầu.
• Thực hiện các công việc khác theo phân công của Ban Lãnh đạo.
Quyền lợi:
• Mức lương: Thỏa thuận (theo năng lực và kinh nghiệm).
• Hưởng đầy đủ các chế độ BHXH, BHYT, BHTN theo quy định của pháp luật.
• Nghỉ lễ, Tết theo quy định; thưởng lễ/Tết và các chế độ đãi ngộ khác.
• Môi trường làm việc chuyên nghiệp, thân thiện; cơ hội phát triển và thăng tiến rõ ràng.
• Các phúc lợi khác: du lịch, nghỉ mát, teambuilding,…",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Kế Toán/Kiểm Toán,Bán lẻ/Bán sỉ,3.0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Kế Toán Tổng Hợp, Quản Lý Công Nợ, Lập Báo Cáo Tài Chính, Kế Toán Thuế, Kỹ năng giao tiêp",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Bán lẻ/Bán sỉ, Kế Toán Tổng Hợp, Quản Lý Công Nợ, Lập Báo Cáo Tài Chính, Kế Toán Thuế, Kỹ năng giao tiêp, Công Ty TNHH Cospharm, Hà Nội",Kế Toán Tài Chính,0,100,,,
Chuyên Viên Phân Tích Nghiệp Vụ,Công Ty Cổ Phần Tin Học – Viễn Thông Hàng Không ( Aits),"412 Nguyễn Văn Cừ, Long Biên, Hà Nội, Số 412 Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, TP Hà Nội, Việt Nam","- Tham gia vào các dự án với các domain khác nhau như: quản lý nhân sự, quản lý chuỗi cung ứng, đặc biệt là domain liên quan tới hàng không.
- Làm việc với các stake holders để tìm hiểu yêu cầu nghiệp vụ.
- Phân tích nghiệp vụ, làm rõ yêu cầu, thống nhất phạm vi triển khai.
- Mô hình hóa yêu cầu bằng các sơ đồ luồng nghiệp vụ, xây dựng mockup và prototype phục vụ dự án.
- Xây dựng tài liệu phục vụ dự án theo quy trình chuẩn (BRD, FSD, User manual …)
- Phối hợp với team lập trình, kiểm thử trong quá trình triển khai dự án, đảm bảo các tính năng và nghiệp vụ đáp ứng được bài toán của người dùng.
- Kiểm soát các thay đổi về nghiệp vụ trong quá trình triển khai dự án.
- Báo cáo tiến độ công việc cho cấp Quản lý dự án, Ban lãnh đạo công ty.
- Nghiên cứu, đề xuất các tính năng mới cho sản phẩm dựa trên nhu cầu khách hàng, thị trường.
- Nghiên cứu các sản phẩm đối thủ và xu hướng thị trường để đưa ra những ý tưởng cải tiến.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,3.0,,,,Nhân viên,"Business Analysis, Software Development, Website Wireframe",Bất kỳ,Không hiển thị,,,,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Phần Mềm CNTT/Dịch vụ Phần mềm, Business Analysis, Software Development, Website Wireframe, Công Ty Cổ Phần Tin Học – Viễn Thông Hàng Không ( Aits), Hà Nội",Phần Mềm Máy Tính,0,100,17250000.0,11500000.0,23000000.0
Consular Officer (full Time Job),Foreign Embassy,"Ha Noi, Hà Nội","The Foreign Embassy is seeking a qualified and highly motivated Consular Officer to join its Consular Section.
This position requires excellent interpersonal skills, discretion, attention to detail, and the ability to manage sensitive situations with professionalism and empathy.
Key Responsibilities:
• Provide assistance and support to citizens of the home country residing in or visiting the host country, including during emergencies.
• Process passport, travel documents, and notarial services in accordance with consular guidelines.
• Handle visa applications, including reviewing documents, conducting interviews, and preparing recommendations or decisions.
• Maintain accurate consular records and ensure data confidentiality and integrity.
• Liaise with local authorities, institutions, and other diplomatic missions as needed for consular matters.
• Monitor and report on local developments relevant to consular interests (e.g. legal, health, or security issues affecting citizens).
• Assist with visits, delegations, and official functions related to consular or diplomatic activities.
• Provide translation and interpretation services when necessary.
• Carry out additional administrative or consular duties as assigned by the Head of Mission or Consular Section Supervisor.",Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,2025-12-16,Chính Phủ/Phi Lợi Nhuận,Chính phủ & NGO,1.0,Không giới hạn,Không hiển thị,,Nhân viên,"Consulting, Microsoft Office, Consular Processing, Visa Consulation, Immigration Program",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Chính Phủ/Phi Lợi Nhuận, NGO/Phi Lợi Nhuận, Chính phủ & NGO, Consulting, Microsoft Office, Consular Processing, Visa Consulation, Immigration Program, Foreign Embassy, Hà Nội",NGO/Phi Lợi Nhuận,0,100,,,
Trưởng Bộ Phận Nghiên Cứu và Phát Triển Sản Phẩm Tín Dụng - Khối Khách Hàng Doanh Nghiệp,Ngân Hàng TMCP Đại Chúng Việt Nam,"22 Phố Ngô Quyền, Tràng Tiền, Hoàn Kiếm, Hà Nội, Việt Nam, Số 22 Ngô Quyền - Hà Nội - Việt Nam","Tổ chức công tác nghiên cứu thị trường

- Nghiên cứu thị trường, ngành
- Khảo sát, đưa ra đánh giá sản phẩm/ lãi suất các đối thủ cạnh tranh
- Tiếp nhận thông tin về thị trường và xác định những cơ hội cho sản phẩm mới

Kiểm soát công tác phát triển sản phẩm/ các quy định đối với hệ thống liên quan tới hoạt động tín dụng

- Rà soát danh mục sản phẩm hiện có
- Xây dựng, phát triển sản phẩm theo quy trình PTSP
- Đề xuất loại bỏ, sửa đổi hoặc làm mới chu kỳ sản phẩm/ quy định đã ban hành

Quản lý công việc và đào tạo

- Quản lý công việc của các chuyên viên thuộc bộ phận NC&PTSP
- Đào tạo và hỗ trợ các CVKH và NV bán hàng Khối KHDN về các đặc tính & quy trình xử lý của sản phẩm
- Giải đáp sản phẩm",,2025-12-16,Ngân Hàng & Dịch Vụ Tài Chính,Ngân hàng,,,,,Trưởng phòng,"Ngân hàng, Tín Dụng Doanh Nghiệp, Tài Chính, Phân Tích Sản Phẩm",Bất kỳ,Không hiển thị,,,,"Ngân Hàng & Dịch Vụ Tài Chính, Đầu Tư Tài Chính, Ngân hàng, Ngân hàng, Tín Dụng Doanh Nghiệp, Tài Chính, Phân Tích Sản Phẩm, Ngân Hàng TMCP Đại Chúng Việt Nam, Hà Nội",Đầu Tư Tài Chính,0,100,36800000.0,27600000.0,46000000.0
