Title,Company,Location,Job Description,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max,salary_avg_vnd,salary_mins,salary_maxs
Trưởng Nhóm Lập Trình Tự Động Hóa,Foster Electric (Bac Ninh) Co. Ltd,"Số 1, đường 11, KCN đô thị và dịch vụ Vsip Bắc Ninh, Phù Chẩn, Từ Sơn, Bac Ninh Province, Vietnam, No. 1, Street 11, VSIP Bac Ninh, Tu Son Town, Bac Ninh Province","Foster Bắc Ninh cần tuyển gấp 01 trưởng nhóm lập trình tự động hóa nhằm thực hiện các nhiệm vụ sau:
• Cài đặt, lắp đặt, Vận hành các thiết bị tự động PLC, HMI, Servo, Robot
• Viết chương trình PLC cho máy/dây chuyền sản xuất, ưu tiên ứng viên có hiểu biết sâu và có kinh nghiệm làm việc với các dòng PLC Keyence mới nhất.
• Hiểu biết vè cấu trúc mạng truyển thông công nghiệp: Profibus, Profinet, Modbus RTU, Modbus TCP/IP
• Chuẩn đoán các lỗi về hệ thống điều khiển tự động PLC và xử lý các sự cố trên dây chuyền sản xuất","• Tốt nghiệp: Đại học chuyên ngành điện, điện tử, tự động hóa
• Có 3 năm kinh nghiệm trở lên về lập trình PLC
• Ưu tiên kinh nghiệm quản lý nhóm PLC/điện
• Biết đọc, vẽ các bản vẽ Kỹ thuật và sử dụng các phần mềm chuyên ngành.
• Tư duy logic, chủ động, có khả năng làm việc độc lập hoặc theo nhóm
• Trình độ tin học: thành thạo Word, Excel, Internet, PowerPoint, phần mềm thiết kế điện…
• Biết cách áp dụng các công cụ AI vào công việc thường ngày để nâng cao hiệu suất, chất lượng công việc
* Các chế độ đãi ngộ:",2025-09-08,Khoa Học & Kỹ Thuật,Điện/Điện tử,3,Cử nhân,Không hiển thị,09:00 - 18:00,Trưởng phòng,"Lập Trình PLC, Quản Lý Nhóm, Kiến Trúc Công Nghiệp, Phần Mềm Thiết Kế 3D, Tư duy logic",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2  đến Thứ 6,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Ô Tô, Điện/Điện tử, Lập Trình PLC, Quản Lý Nhóm, Kiến Trúc Công Nghiệp, Phần Mềm Thiết Kế 3D, Tư duy logic, Foster Electric (Bac Ninh) Co. Ltd, Bắc Ninh",Kỹ Thuật Ô Tô,0,100,,,
Senior Product Marketing Executive (Brand: Sulwhasoo),AMOREPACIFIC Vietnam Company Limited,"4A Floor, Vincom Center, 72 Le Thanh Ton, HCMC, Vincom Center, 72 Le Thanh Ton St., Ben Nghe Ward, Dist. 1, HCMC","Job Summary
This position will be responsible for the end-to-end product marketing process, including market research, product positioning, go-to-market strategy, and ensuring the successful promotion of our products in alignment with the brand’s objectives. You will collaborate closely with sales team, and other marketing teams to drive product adoption and growth.
Principal Accountabilities
[Product Marketing]
• Drive and support launches and growth of key pillar products, using product, market, and consumer insights.
• Conduct consumer and market analysis to inform strategy.
• Implement integrated marketing mix strategies (IMC/360/Digital/Retail) and adapt communication assets (imagery, POS, digital). Lead the development and execution of product marketing materials, including POS artwork & in-store activations.
• Collaborate with cross-functional colleagues (sales, logistics, training) and external agencies.
• Manage A&P budget, sales forecasts, and prepare concise summaries for senior management.
[Brand Experience]
• Experience Development: Create innovative and engaging brand experiences that resonate with target audiences, reinforce brand identity, and deliver measurable results.
• Execution & Retail Activation: Plan and execute in-store activations, events, and shopper experiences that drive sales and enhance customer engagement.
• Collaboration: Work with Influencer Marketing, PR, and Content teams to embed partnerships into events, generating amplified content and reach.
• Agency Management: Lead external agency partners—provide clear briefs, manage creative development, and ensure execution stays on time and within budget.
• Report Analysis: Monitor and track customer data by event, activation to support for MKT planning","Qualification and Experience
o Experiential Marketing Experience: Minimum of 3 years in conceiving, planning, and executing brand activations, preferably with a digital-first mindset.
o Beauty Industry Advantage: Experience with beauty/beauty-adjacent brands is highly preferred.
o Shopper Journey Optimization: Demonstrated ability to enhance customer experience across multiple touchpoints (offline and online).
o Project Management Acumen: Proven track record managing complex projects involving stakeholder coordination, budgets, and timelines.
o Digital Marketing Skills: Familiarity with digital channels and tactics that amplify brand experience

Required Skills
o Brand Strategy & Vision: Deep understanding of brand values and the ability to align activations with broader marketing objectives; guard messaging consistency.
o Experiential Marketing Proficiency: Creative concept ideation and event planning for both online/offline activations (e.g., pop-ups, influencer events, interactive digital campaigns).
o Shopper Journey & Retail Insight: Able to map and optimize customer touchpoints, including visual merchandising and in-store experience design.
o Budget & Project Handling: Strong organizational skills to handle multiple activations, vendors, and budgets effectively.
o Digital Fluency: Comfortable with event management tools, project platforms, and new technologies (e.g., AR/VR, shoppable content).
o Beauty Consumer & Trend Understanding: Passionate about beauty trends; skilled at tailoring experiences to consumer behavior and emerging trends.
o Creative & Analytical Competence: Excellent at visual storytelling, meaningful engagement, and leveraging data insights to demonstrate ROI.
o Collaboration & Communication: Strong verbal and written communication, cross-functional teamwork, and partnership management.

Leadership Qualities:
o Passion for High Performance: Accountability, ownership, and results-driven mindset.
o Personal Mastery: Sets high standards and maintains personal resilience.
o Consumer Love: Deep empathy in service of consumer needs.
o Purpose & Service: Humility and service-oriented leadership.
o Agility: Lifelong learning and adaptability.",2025-09-08,"Tiếp Thị, Quảng Cáo/Truyền Thông",Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,3,Không giới hạn,1,9:00 - 18:00,Nhân viên,"Beauty Marketing, Cosmetics, Experiential Marketing, Luxury Brand Marketing, Product Marketing",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Quản Lý & Phát Triển Sản Phẩm, Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân, Beauty Marketing, Cosmetics, Experiential Marketing, Luxury Brand Marketing, Product Marketing, AMOREPACIFIC Vietnam Company Limited, Hồ Chí Minh",Quản Lý & Phát Triển Sản Phẩm,0,100,,,
Nhân Viên Kinh Doanh - Đồ Nội Thất Liền Tường,Công Ty TNHH Granford,"Nguyễn Cơ Thạch, P. An Lợi Đông, TP Thủ Đức, Phường Tân Phong - Quận 7 - TP Hồ Chí Minh","Chúng tôi là nhà phân phối độc quyền của OPPEIN - một trong những thương hiệu đồ nội thất gắn tường hàng đầu tại Trung Quốc, nổi tiếng với các sản phẩm tủ bếp, tủ quần áo, phụ kiện nhà tắm và cửa nội thất chất lượng cao. Chúng tôi đang tìm kiếm những ứng viên năng động để gia nhập đội ngũ của chúng tôi. Đây là cơ hội tuyệt vời để bạn trở thành một phần của thương hiệu đang phát triển, cung cấp các thiết kế đẳng cấp và hiện đại cho khách hàng tại thị trường nội thất Việt Nam.

Mô tả công việc:
• Tìm kiếm khách hàng, dự án để giới thiệu sản phẩm của công ty.
• Quảng bá và trình bày các tính năng, lợi ích của các sản phẩm tủ bếp, tủ quần áo, bàn trang điểm và cửa nội thất, giúp khách hàng đưa ra quyết định mua hàng thông minh.
• Hỗ trợ khách hàng tham quan showroom, hiểu nhu cầu của họ và cung cấp các đề xuất sản phẩm phù hợp.
• Xây dựng và duy trì mối quan hệ lâu dài với khách hàng, hỗ trợ sau bán hàng và giải quyết các vấn đề sau bán.
• Đạt và vượt các chỉ tiêu doanh số hàng tháng, quý, đóng góp vào sự phát triển của showroom và các mục tiêu tổng thể của công ty.

Chế độ đãi ngộ:
• Mức lương cạnh tranh và hoa hồng bán hàng hấp dẫn.
• Hoa hồng bán hàng tính theo số tiền khách hàng thanh toán trong tháng và chi trả ngay tháng sau.
• 20% sales có hoa hồng hàng tháng > 75mil, 30% sales có hoa hồng hàng tháng > 25mil
• Môi trường làm việc năng động và hỗ trợ.
• Cơ hội đào tại tại Trụ sở chính tại Trung Quốc

Địa điểm làm việc: Nguyễn Cơ Thạch, P. An Lợi Đông, TP Thủ Đức (Quận 2), TP Hồ Chí Minh.","Yêu cầu công việc:
• Có ít nhất 7 năm kinh nghiệm trong lĩnh vực nội thất, bất động sản, phân khúc khách hàng Villa là một điểm cộng.
• Có khả năng làm việc độc lập, tự tin và chủ động khi giao tiếp với khách hàng
• Biết tiếng Trung/ tiếng Anh là một lợi thế",2025-09-08,Kinh Doanh,Nội thất/Gỗ,7,Không giới hạn,3,,Nhân viên,"Kinh Doanh, Nội Thất, Xây Dựng",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Nội thất/Gỗ, Kinh Doanh, Nội Thất, Xây Dựng, Công Ty TNHH Granford, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,24,40,34500000.0,23000000.0,46000000.0
Management Trainee/ Quản Trị Viên Tập Sự,Công Ty TNHH Ariston Industrial Việt Nam,"Đường TS03, KCN Tiên Sơn, Phường Đồng Nguyên, TP Từ Sơn, Tỉnh Bắc Ninh, Bắc Giang, Hà Nội, TS3 Tien Son IZ, Dong Nguyen Ward, Tu Son city, Bac Ninh Province","- Tham gia chương trình đào tạo được thiết kế cho quản trị viên tập sự tại các vị trí công việc vận hành sản xuất như vận hành các công đoạn sản xuất bình chứa, thực hiện các công đoạn trên chuyền lắp ráp, vận hành kho nguyên vật liệu và cấp hàng, kiểm soát chất lượng, hỗ trợ công việc bảo dưỡng thiết bị, thực hiện cải tiến với các công cụ thiết kế tự động hóa chi phí thấp và thiết kế lại khu vực làm việc.
- Hỗ trợ người quản lý các công việc vận hành sản xuất, tham gia vào các dự án và các hoạt động cải tiến tại Công ty.
- Phát triển các kỹ năng lãnh đạo, kỹ năng giải quyết vấn đề và kỹ năng phân tích thông qua các chương trình đào tạo thực tế tại công việc và đào tạo kèm cặp.
- Thực hiện các công việc khác theo yêu cầu của người quản lý.
- Tuân thủ các nội quy và quy định làm việc của Công ty về PCCC, an toàn và sức khỏe nghề nghiệp.","- Tốt nghiệp các trường Trung cấp, cao đẳng, đại học về kỹ thuật hoặc có ít nhất 3 năm kinh nghiệm làm việc về công cụ thiết kế tự động hóa chi phí thấp hoặc sản xuất tinh gọn.
- Có tư duy về sản xuất tinh gọn
- Sử dụng tốt các ứng dụng Microsoft Office (Word, Excel, Powerpoint)
- Giao tiếp cơ bản bằng Tiếng Anh",2025-09-08,Khoa Học & Kỹ Thuật,Sản xuất,0,Không giới hạn,Không hiển thị,,Mới Tốt Nghiệp,"Engineering Technician, Mechanical, Electrical, Kỹ Thuật, Điện tử",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Sản xuất, Engineering Technician, Mechanical, Electrical, Kỹ Thuật, Điện tử, Công Ty TNHH Ariston Industrial Việt Nam, Bắc Ninh, Bắc Giang, Hà Nội",Kỹ Thuật Điện/Điện Tử,0,100,12650000.0,11500000.0,13800000.0
Trade Marketing Manager - FMCG,Navigos Search,"HCMC Office, HCMC","1. Key Duties & Responsibilities (brief information)
• Develop and implement trade marketing strategies to drive brand visibility, product availability, and sales growth across all retail and distribution channels.
• Bridge between marketing and sales to ensure alignment of brand plans and in-market execution.
• Lead planning and execution of route to market price, trade promotions, in-store activities, and channel-specific.
2. Key Activities/ Tasks (list down in details)
• Translate Consumer & Shopper Insights into ChannelStrategy: Convert consumer propositions into actionable trade strategies by analyzing shopper and channel insights to define in-store execution at the channel and key customer levels.
• Develop and Execute Trade Marketing Plans: Create and implement trade marketing initiatives aligned with brand and sales strategies, focusing on the 4Ps— Product, Price, Place, Promotion—to win at the point of purchase
• Category & Channel Development: Develop businessplans by category and channel, including localized promotions to drive growth across wholesalers, distributors, and retailers..
• Pricing and Promotion Strategy: Set competitive pricing guidelines and define channel-specific
promotional mechanics to achieve sales and margin targets while enhancing market competitiveness.
• Performance Monitoring & Data Analysis: Analyze market, channel, and competitor data regularly to evaluate brand performance, track distribution and sales KPIs, and recommend improvement programs.
• Customer Collaboration & Relationship Building:
Collaborate closely with key customers and sales teams on business planning, program development, and effective trade execution to strengthen partnerships and boost results.
• Budget & Profitability Management: Manage and control trade marketing budgets and activation spend. Monitor P&L in partnership with the sales team to ensure profitability and effective investment.
• In-Store Visibility & Execution Excellence: Ensure high-quality product presentation, visibility, and communication at the point of sale to maximize shopper engagement and brand impact.","• Male/ Female; aged 33-40 years old.
• Bachelor’s degree in sales, marketing or business administration or Master’s degree is a plus.
• Minimum of five (05) years of experience in trade marketing with progressive management experience.
• Strong technical knowledge in trade marketing, Shopper behavior and In-store communications.
• Excellent at project management, data analysis, MS. Office and Power BI is preferred.
• Good strategic thinking, pro-active, initiative, and highly independent.
• Communication Proficiency.
• Open-minded and willing to embrace challenges and Change.
• Fluently at English communication (4 skills).
• As per company requirement; such as:
• Strong strategic thinking and business acumen
• Strategic development and implementation skills.
• Understanding of shopper behavior and retail dynamics
• Creativity and innovation in trade activation ideas
• Customer Relationship Management skills.
• Effective negotiation skills.
• Competencies
• Teamwork & supervisor skills.
• Coaching, inspiration & motivation skills.
• Effective planning and implementation skills.
• Sales skills and customer care.
• Communication skills.
• Presentation skills.
• Problem-solving & decision-making skills.
• Skills of analysis, synthesis and reporting.
• Honest, good attitude, progressive spirit.
• Working independently and under pressure.
• Dynamic, results-oriented individual with a ""hands on"" style.
• Other requirements
• Having sense of urgency & customer – oriented.
• Adaptable to a fast-paced, high-growth, changing environment.
• Excellent interpersonal and communication skills.
• Energetic, Responsive, Confident and Honest.",2025-09-08,"Tiếp Thị, Quảng Cáo/Truyền Thông",Hàng tiêu dùng,5,Cử nhân,1,9:00 - 18:00,Trưởng phòng,"Consumer Behavior, Data Analysis, Project Management, Trade Marketing, Trade Promotions, Trade Promotions",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Thương Mại, Hàng tiêu dùng, Consumer Behavior, Data Analysis, Project Management, Trade Marketing, Trade Promotions, Trade Promotions, Navigos Search, Hồ Chí Minh",Tiếp Thị Thương Mại,34,45,63250000.0,57500000.0,69000000.0
Kỹ Sư Cơ Điện,Công ty Cổ phần Tập đoàn Golden Gate,"Tầng 6 - Tòa nhà Toyota Thanh Xuân - 315 Trường Chinh - Q. Thanh Xuân - Hà Nội, Tầng 6, tòa nhà Toyota Thanh Xuân, 315 Trường Chinh, Hà Nội","Mô tả công việc
• Tham gia thiết kế, triển khai, lắp đặt, vận hành và bảo trì hệ thống cơ điện, điện lạnh, cấp thoát nước cho dự án/nhà máy/tòa nhà.
• Giám sát, kiểm tra chất lượng thi công, nghiệm thu hạng mục cơ điện theo tiêu chuẩn kỹ thuật và tiến độ.
• Phối hợp với nhà thầu, tư vấn, đội kỹ thuật để đảm bảo hệ thống vận hành ổn định.
• Lập kế hoạch bảo trì, bảo dưỡng định kỳ và xử lý sự cố kỹ thuật phát sinh.
• Nghiên cứu, đề xuất giải pháp tiết kiệm năng lượng, cải tiến hệ thống.
• Thực hiện hồ sơ kỹ thuật, bản vẽ, dự toán và báo cáo công việc.","• Tốt nghiệp Đại học chuyên ngành Cơ điện, Điện lạnh, Kỹ thuật điện, Tự động hóa hoặc ngành liên quan.
• Có 1 – 3 năm kinh nghiệm trong lĩnh vực cơ điện, ưu tiên từng làm tại nhà máy, tòa nhà, trung tâm thương mại, F&B.
• Am hiểu hệ thống: Điện, cấp thoát nước, HVAC, PCCC.
• Thành thạo tin học văn phòng và phần mềm chuyên ngành (AutoCAD, Revit MEP là lợi thế).
• Ưu tiên ứng viên có chứng chỉ hành nghề, chứng chỉ an toàn lao động.",2025-09-08,Khoa Học & Kỹ Thuật,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Cử nhân,1,9:00 - 18:00,Nhân viên,"Cơ Điện, Kỹ Thuật Điện, Quản Lý Dự Án, Tự Động Hóa, Điện Lạnh",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Cơ Điện, Kỹ Thuật Điện, Quản Lý Dự Án, Tự Động Hóa, Điện Lạnh, Công ty Cổ phần Tập đoàn Golden Gate, Hà Nội",Cơ Khí & Điện Lạnh,15,60,,,
Quản Lý Marketing & Sales (Catering),Công ty Cổ phần Tập đoàn Golden Gate,"Tầng 6 - Tòa nhà Toyota Thanh Xuân - 315 Trường Chinh - Q. Thanh Xuân - Hà Nội, Tầng 6, tòa nhà Toyota Thanh Xuân, 315 Trường Chinh, Hà Nội","Mô tả công việc
• Xây dựng và triển khai kế hoạch Sales & Marketing cho mảng Catering và sản phẩm từ nhà máy.
• Tìm kiếm, mở rộng và chăm sóc khách hàng B2B, trường học, bệnh viện, doanh nghiệp.
• Đề xuất, triển khai chương trình truyền thông, marketing, khuyến mãi nhằm thúc đẩy doanh thu và quảng bá thương hiệu.
• Quản lý và phát triển kênh truyền thông online/offline, xây dựng nội dung giới thiệu sản phẩm, dịch vụ.
• Phối hợp với các phòng ban (Sản xuất, QA, Vận hành…) để đảm bảo chất lượng sản phẩm và dịch vụ.
• Nghiên cứu thị trường, xu hướng tiêu dùng và đối thủ để đưa ra giải pháp marketing sáng tạo.
• Lập báo cáo doanh số, hiệu quả marketing, phân tích dữ liệu khách hàng.","• Tốt nghiệp Đại học, ưu tiên chuyên ngành Marketing, Quản trị Kinh doanh hoặc liên quan.
• Có ít nhất 1 năm kinh nghiệm Marketing & Sales trong mảng Catering và 3 năm trong mảng tương tự.
• Ngoại hình sáng, giao tiếp tốt.
• Tiếng Anh tương đương IELTS 5.5 hoặc B1 trở lên.",2025-09-08,"Tiếp Thị, Quảng Cáo/Truyền Thông",Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Cử nhân,1,9:00 - 18:00,Nhân viên,"Communication, Customer Relation, Market Research, Marketing Development, Sales",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Communication, Customer Relation, Market Research, Marketing Development, Sales, Công ty Cổ phần Tập đoàn Golden Gate, Hà Nội",Tiếp Thị,15,60,,,
Thư Ký Tổng Giám Đốc,Vietnamworks' Client,"Bình Thạnh, Ho Chi Minh, Viet Nam","- Sắp xếp lịch làm việc, lịch họp, lịch công tác, tổ chức các cuộc họp, ghi chép và tổng hợp nội dung các cuộc họp cho Tổng Giám đốc
- Chuẩn bị tài liệu, thu thập thông tin cần thiết theo yêu cầu của Tổng Giám đốc
- Hỗ trợ công tác văn thư của văn phòng Giám đốc: Lưu trữ hồ sơ, chuẩn bị hồ sơ Tổng Giám đốc khi đi công tác.
- Truyền đạt thông tin của Tổng Giám Đốc đến các phòng ban, bộ phận liên quan và gửi phản hồi trực tiếp cho Tổng Giám Đốc.
- Thực hiện công tác hậu cần cho các chuyến công tác của Tổng Giám đốc (liên hệ đối tác, đặt vé máy bay, đặt phòng khách sạn, làm các thủ tục visa).
- Giúp việc cho Tổng Giám đốc trong các quan hệ đối nội và đối ngoại khi cần thiết. Chăm sóc khách hàng (gửi quà, hoa vào các dịp lễ, kỷ niệm…).
- Biên phiên dịch tài liệu khi có yêu cầu.
- Các công việc khác theo sự phân công của Tổng Giám đốc.","- Tốt nghiệp Cao đẳng, Đại học chuyên ngành Văn thư lưu trữ, Thư ký văn phòng, Quản trị văn phòng, Ngôn ngữ Anh…
- Kỹ năng soạn thảo văn bản, Word, Excel tốt
- Kỹ năng quản lý hồ sơ, dữ liệu, kỹ năng lập kế hoạch, năng động
- Tác phong chuyên nghiệp, tự tin.
- Tiếng Anh giao tiếp",2025-09-08,Hành Chính Văn Phòng,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2,Cao đẳng,Không hiển thị,,Nhân viên,"Nghiệp Vụ Thư Ký, Giao Tiếp, Tiếng Anh, Hàng Không, Bất Động Sản",Tiếng Việt,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hành Chính Văn Phòng, Thư Ký, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Nghiệp Vụ Thư Ký, Giao Tiếp, Tiếng Anh, Hàng Không, Bất Động Sản, Vietnamworks' Client, Hồ Chí Minh",Thư Ký,0,100,20700000.0,18400000.0,23000000.0
Giám Đốc Quản Trị Danh Mục,Công Ty Cổ Phần Chứng Khoán Vpbank,"Hà Nội, Vietnam, Tầng 25, Toà nhà Văn phòng Thương mại, số 89 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Tp. Hà Nội","Mục tiêu công việc:
Chịu trách nhiệm quản lý và tối ưu hóa danh mục đầu tư cổ phiếu thuộc ECM (Equity Capital Market), đảm bảo danh mục đạt hiệu quả vượt trội so với VN-Index và các chỉ số tham chiếu khác trên cơ sở kiểm soát và cân bằng các yếu tố rủi ro – lợi nhuận. Tham gia hoạch định chiến lược đầu tư dài hạn và triển khai chiến thuật ngắn hạn phù hợp với biến động thị trường.

Mô tả công việc:
- Thuộc trung tâm ECM (Equity Capital Market), trực tiếp theo dõi & quản trị hệ thống ePortfolio đang & sẽ triển khai;
- Thực hiện xây dựng / đề xuất các chiến lược đầu tư phù hợp với mục tiêu cũng như khẩu vị rủi ro của khách hàng;
- Phối hợp chặt chẽ với các chuyên gia / chuyên viên phân tích trong việc đề xuất và xây dựng danh mục ePortfolio;
- Tiến hành phân tích cơ bản & đánh giá các yếu tố vĩ mô cũng như các chính sách & xu hướng thị trường tác động tới danh mục; từ đó đưa ra các đề xuất cải thiện hiệu quả hoạt động của các danh mục phù hợp theo từng thời kỳ;
- Thực hiện giám sát hiệu suất danh mục, ứng dụng phân tích định lượng, công cụ thống kê & AI để hỗ trợ quyết định & chủ động tái cơ cấu các danh mục khi thị trường biến động hoặc khi có sự thay đổi trong luận điểm & chiến lược đầu tư; đảm bảo lợi nhuận & kiểm soát rủi ro trong mức độ cho phép;
- Thực thi các chiến lược phòng vệ như Hedging, phân bổ tài sản hợp lý & thiết lập ngưỡng dừng lỗ;
- Thực hiện các báo cáo định kỳ (tuần/tháng/quý) về hiệu suất của danh mục & phân tích triển vọng, thuyết trình kết quả với Hội đồng ePortfolio và / hoặc các bộ phận có liên quan;
- Phối hợp chặt chẽ với Trung tâm phân tích, Quản trị rủi ro và các bộ phận kinh doanh liên quan nhằm đảm bảo tuân thủ các quy định của Pháp luật & các chính sách, quy trình của nội bộ Công ty.","Yêu cầu
1. Trình độ Học vấn
- Tốt nghiệp Đại học chuyên ngành Kinh tế, Tài chính, Ngân hàng, Đầu tư hoặc các chuyên ngành có liên quan;
- Ưu tiên có các chứng chỉ quốc tế về quản trị danh mục (CFA, FRM, PfMP).

2. Kinh nghiệm làm việc
- Kinh nghiệm tối thiểu 5 năm trong lĩnh vực phân tích & quản trị danh mục, quỹ cổ phiếu;
- Có thành tích rõ ràng trong quản lý danh mục vượt trội so với các chỉ số tham chiếu;

3. Các Kỹ năng chuyên môn
- Thành thạo trong phân tích tài chính & và xây dựng mô hình tài chính;
- Khả năng phân tích vĩ mô, ngành & vi mô doanh nghiệp;
- Am hiểu các công cụ quản lý rủi ro & đo lường hiệu quả đầu tư;
- Tư duy phân tích toàn diện & đưa ra các quan điểm cá nhân đối với biến động thị trường;
- Ưu tiên ứng viên có kinh nghiệm sử dụng Bloomberg, FactSet, Reuters Eikon hoặc hệ thống dữ liệu tương tự;

4. Kỹ năng khác
- Tư duy chiến lược, nhạy bén với thị trường;
- Khả năng làm việc dưới áp lực & đưa ra quyết định nhanh chóng, chính xác trong môi trường biến động;
- Kỹ năng giao tiếp, trình bày & thuyết phục tốt;
- Năng lực lãnh đạo & quản lý nhóm tốt;

Ưu tiên có kinh nghiệm làm việc tại các vị trí có liên quan

Chế độ đãi ngộ
- Thu nhập hấp dẫn, lương thưởng theo performance
- Thưởng các ngày Lễ /Tết (theo chính sách công ty từng thời kì)
- Chế độ ngày phép hấp dẫn theo từng cấp bậc - Bảo hiểm bắt buộc theo LLĐ, BH sức khỏe cho CBNV
- Được tham gia các khóa đào tạo tùy thuộc vào khung đào tạo cho từng vị trí
- Thời gian làm việc: từ thứ 2 – thứ 6
- Môi trường làm việc năng động, thân thiện, có nhiều cơ hội học đào tạo, học hỏi và phát triển; được tham gia nhiều hoạt động văn hóa thú vị (cuộc thi về thể thao, tài năng, hoạt động team building,…)",2025-09-08,Ngân Hàng & Dịch Vụ Tài Chính,Chứng khoán,3,Cử nhân,Không hiển thị,,Giám Đốc và Cấp Cao Hơn,"Đầu Tư Tài Chính, Kiểm Soát Sau Vay, Giao Tiếp, Thuyết Trình, Tín Dụng Ngân Hàng",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Đầu Tư Tài Chính, Chứng khoán, Đầu Tư Tài Chính, Kiểm Soát Sau Vay, Giao Tiếp, Thuyết Trình, Tín Dụng Ngân Hàng, Công Ty Cổ Phần Chứng Khoán Vpbank, Hà Nội",Đầu Tư Tài Chính,0,100,,,
Trưởng Phòng Tài Chính Ké Toán (làm Việc Tại Nhà Máy Tại Bình Phước) - 财务主管 / 财务经理,Navigos Search,"KCN Becamex Bình Phước, HCMC","Mô tả công việc:
• Chịu trách nhiệm toàn bộ công tác quản lý tài chính của công ty con tại Việt Nam, đảm bảo tuân thủ Chuẩn mực Kế toán Việt Nam (VAS) và các quy định về thuế.
• Tính toán chính xác tiền lương nhân viên tại Việt Nam và xử lý kê khai thuế thu nhập cá nhân.
• Quản lý việc phát hành hóa đơn và khấu trừ thuế đầu vào tại Việt Nam.
• Lập báo cáo tài chính hàng tháng cho công ty con tại Việt Nam.
岗位职责：
1、• 全面负责越南子公司的财务管理工作，确保符合越南会计准则（VAS）及税务合规要求；
2、• 准确核算越南员工薪资，并处理个人所得税申报；
3、• 管理越南地区发票开具及进项税抵扣；
4、• 编制并提交越南子公司月度财务报表；
5、• 与总部及相关部门保持良好沟通，确保财务信息及时、准确、透明。","• Tốt nghiệp đại học trở lên chuyên ngành Tài chính, Kế toán hoặc các ngành liên quan, có chứng chỉ hành nghề kế toán tại Việt Nam.
• Tối thiểu 3 năm kinh nghiệm làm việc trong lĩnh vực tài chính kế toán tại Việt Nam, am hiểu chuẩn mực VAS và quy trình kê khai thuế.
• Thành thạo phần mềm kế toán tại Việt Nam (MISA/FAST).
• Có khả năng làm việc song ngữ Trung – Việt, có thể độc lập hoàn thành dịch và lập báo cáo tài chính.
1. • 本科及以上学历，财务、会计相关专业，持有越南会计从业资格证书；
2. • 具备 3 年以上越南财务管理经验，熟悉 VAS 准则及税务申报流程；
3. • 熟练使用越南本地财务软件（如 MISA / FAST）进行账务处理；
4. • 具备中越双语工作能力，能够独立完成财务报告编制与翻译；
5. • 工作细致严谨，具备较强的沟通协调能力与团队合作精神.",2025-09-08,Kế Toán/Kiểm Toán,Hàng tiêu dùng,3,Cử nhân,1,9:00 - 18:00,Trưởng phòng,"Fast, Fast, Fast, Kế Toán, Misa, Tài Chính, Tiếng Trung HSK5, Tiếng Trung HSK5",Tiếng Trung Quốc,Người Việt Nam,Bất kỳ,Thứ 2  đến Thứ 6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Hàng tiêu dùng, Fast, Fast, Fast, Kế Toán, Misa, Tài Chính, Tiếng Trung HSK5, Tiếng Trung HSK5, Navigos Search, Bình Phước",Kế Toán Tài Chính,30,45,51750000.0,46000000.0,57500000.0
